DATAFLOW,LAST UPDATE,freq,leg_stat,age,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Greece,2012,1087.15,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Greece,2013,897.62,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Greece,2014,917.64,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Greece,2015,1016.07,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Greece,2016,1034.28,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Greece,2017,1072.07,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Greece,2018,1156.83,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Greece,2019,1140.42,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Greece,2020,1055.54,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Greece,2021,1100.94,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Greece,2022,1384.06,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Spain,2008,768.14,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Spain,2009,722.43,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Spain,2010,694.57,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Spain,2011,809.92,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Spain,2012,789.46,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Spain,2013,802.11,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Spain,2014,752.33,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Spain,2015,813.13,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Spain,2016,786.11,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Spain,2017,801.15,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Spain,2018,834.04,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Spain,2019,865.28,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Spain,2020,874.26,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Spain,2021,952.88,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Spain,2022,1067.96,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Finland,2008,7583.67,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Finland,2009,8386.68,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Finland,2010,8651.62,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Finland,2011,8696.45,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Finland,2012,7718.24,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Finland,2013,7829.49,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Finland,2014,7318.53,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Finland,2015,7282.44,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Finland,2016,7325.12,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Finland,2017,7531.69,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Finland,2018,8073.71,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Finland,2019,7563.97,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Finland,2020,5305.64,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Finland,2021,2731.65,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Finland,2022,2623.55,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,France,2008,1831.66,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,France,2009,1825.69,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,France,2010,1772.87,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,France,2011,1804.51,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,France,2012,1765.03,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,France,2013,1686.00,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,France,2014,1686.15,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,France,2015,1737.17,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,France,2016,1694.28,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,France,2017,1711.48,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,France,2018,2553.52,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,France,2019,2561.61,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,France,2020,2369.18,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,France,2021,2618.29,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,France,2022,2656.25,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Croatia,2008,736.09,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Croatia,2009,752.50,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Croatia,2010,726.31,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Croatia,2011,720.98,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Croatia,2012,642.03,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Croatia,2013,524.38,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Croatia,2014,471.39,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Croatia,2015,468.20,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Croatia,2016,446.90,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Croatia,2017,430.24,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Croatia,2018,423.80,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Croatia,2019,458.14,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Croatia,2020,467.35,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Croatia,2021,511.75,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Croatia,2022,541.23,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Hungary,2008,1556.43,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Hungary,2009,1434.16,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Hungary,2010,1636.26,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Hungary,2011,1569.60,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Hungary,2012,1485.70,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Hungary,2013,1464.42,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Hungary,2014,1210.30,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Hungary,2015,1066.85,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Hungary,2016,988.26,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Hungary,2017,933.16,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Hungary,2018,592.56,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Hungary,2019,1389.98,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Hungary,2020,1418.89,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Hungary,2021,1504.55,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Hungary,2022,1484.40,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Ireland,2019,2506.83,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Ireland,2020,2189.17,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Ireland,2021,2017.13,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Ireland,2022,2086.84,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Iceland,2009,1444.73,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Iceland,2011,1223.10,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Iceland,2012,1161.23,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Iceland,2014,1745.63,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Iceland,2015,1641.14,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Iceland,2016,1648.28,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Iceland,2017,1806.42,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Iceland,2018,1892.95,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Iceland,2019,1798.64,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Iceland,2020,1567.55,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Iceland,2021,1592.77,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Iceland,2022,1547.12,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Italy,2008,1517.05,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Italy,2009,1473.09,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Italy,2010,1466.19,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Italy,2011,1517.52,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Italy,2012,1572.37,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Italy,2013,1638.73,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Italy,2014,1613.69,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Italy,2015,1582.27,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Italy,2016,1473.14,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Italy,2017,1450.14,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Italy,2018,1437.25,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Italy,2019,1428.79,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Italy,2020,1343.65,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Italy,2021,1402.52,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Italy,2022,1386.78,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Liechtenstein,2008,3937.10,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Liechtenstein,2009,4203.55,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Liechtenstein,2010,2922.49,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Liechtenstein,2011,3814.77,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Liechtenstein,2012,1601.10,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Liechtenstein,2014,4581.32,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Liechtenstein,2015,4568.32,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Liechtenstein,2016,4377.76,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Liechtenstein,2019,1362.76,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Liechtenstein,2020,1553.67,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Liechtenstein,2021,1270.00,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Liechtenstein,2022,1383.94,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Lithuania,2008,650.69,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Lithuania,2009,669.85,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Lithuania,2010,691.79,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Lithuania,2011,707.60,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Lithuania,2012,880.46,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Lithuania,2013,1033.75,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Lithuania,2014,1041.36,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Lithuania,2015,918.27,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Lithuania,2016,730.26,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Lithuania,2017,973.98,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Lithuania,2018,857.10,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Lithuania,2019,839.03,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Lithuania,2020,890.56,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Lithuania,2021,789.29,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Lithuania,2022,796.69,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Luxembourg,2008,3754.04,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Luxembourg,2009,4550.56,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Luxembourg,2010,4098.86,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Luxembourg,2011,4678.22,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Luxembourg,2012,4944.62,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Luxembourg,2013,5086.22,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Luxembourg,2014,5357.66,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Luxembourg,2015,5051.18,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Luxembourg,2016,4820.31,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Luxembourg,2017,4048.14,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Luxembourg,2018,4278.54,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Luxembourg,2019,4729.81,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Luxembourg,2020,5045.46,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Luxembourg,2021,5097.13,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Luxembourg,2022,5370.34,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Latvia,2008,1206.58,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Latvia,2009,1100.87,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Latvia,2010,1207.92,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Latvia,2011,1182.35,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Latvia,2012,1202.51,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Latvia,2013,1093.62,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Latvia,2014,1097.24,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Latvia,2015,1169.88,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Latvia,2016,761.67,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Latvia,2017,734.57,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Latvia,2018,691.90,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Latvia,2019,693.76,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Latvia,2020,665.94,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Latvia,2021,652.64,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Latvia,2022,654.35,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Montenegro,2008,1100.49,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Montenegro,2009,1075.42,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Montenegro,2010,942.32,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Montenegro,2011,817.46,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Montenegro,2012,703.20,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Montenegro,2013,771.47,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Suspected person,Total,Per hundred thousand inhabitants,Montenegro,2014,689.44,,
