DATAFLOW,LAST UPDATE,freq,citizen,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Latvia,2020,3104,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Latvia,2021,3183,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Latvia,2022,3229,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Montenegro,2013,1064,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Montenegro,2014,1123,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Montenegro,2015,1131,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Montenegro,2016,1123,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Montenegro,2017,1119,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Montenegro,2018,1125,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Montenegro,2019,1090,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Montenegro,2020,810,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Montenegro,2021,920,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Montenegro,2022,1026,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,North Macedonia,2016,3231,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,North Macedonia,2017,3031,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Malta,2013,615,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Malta,2014,581,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Malta,2015,569,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Malta,2016,553,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Malta,2017,591,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Malta,2018,635,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Malta,2019,754,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Malta,2020,864,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Malta,2021,614,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Malta,2022,559,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Netherlands,2013,12721,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Netherlands,2014,11934,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Netherlands,2015,10850,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Netherlands,2016,10601,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Netherlands,2017,10874,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Netherlands,2018,11251,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Netherlands,2019,11777,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Netherlands,2020,11024,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Netherlands,2021,11309,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Netherlands,2022,11238,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Norway,2013,3869,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Norway,2014,4103,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Norway,2015,4056,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Norway,2016,4192,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Norway,2017,4164,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Norway,2018,3791,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Norway,2019,3561,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Norway,2020,3533,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Norway,2021,3651,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Norway,2022,3687,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Poland,2013,80165,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Poland,2014,79345,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Poland,2015,72695,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Poland,2016,72209,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Poland,2017,74480,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Poland,2018,72818,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Poland,2019,74612,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Poland,2020,68354,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Poland,2021,72269,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Poland,2022,71723,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Portugal,2013,14535,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Portugal,2014,14198,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Portugal,2015,14373,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Portugal,2016,13917,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Portugal,2017,13587,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Portugal,2018,13021,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Portugal,2019,12947,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Portugal,2020,11502,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Portugal,2021,11704,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Portugal,2022,12502,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Romania,2013,33434,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Romania,2014,30156,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Romania,2015,28334,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Romania,2016,27455,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Romania,2017,23450,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Romania,2018,20792,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Romania,2019,20578,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Romania,2020,21753,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Romania,2021,22989,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Romania,2022,23082,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Serbia,2013,10031,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Serbia,2014,10288,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Serbia,2015,10064,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Serbia,2016,10672,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Serbia,2017,10807,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Serbia,2018,10871,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Serbia,2019,11077,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Serbia,2020,10540,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Serbia,2021,10557,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Serbia,2022,10787,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Sweden,2013,5723,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Sweden,2014,5807,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Sweden,2015,5691,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Sweden,2016,5658,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Sweden,2017,5713,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Sweden,2018,6114,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Sweden,2019,6719,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Sweden,2020,7297,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Sweden,2021,7776,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Sweden,2022,8414,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Slovenia,2013,1360,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Slovenia,2014,1522,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Slovenia,2015,1399,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Slovenia,2016,1308,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Slovenia,2018,1346,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Slovenia,2019,1396,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Slovenia,2020,1449,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Slovenia,2021,1136,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Slovenia,2022,1380,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Slovakia,2013,9753,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Slovakia,2014,10020,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Slovakia,2015,9913,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Slovakia,2016,9995,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Slovakia,2017,10028,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Slovakia,2018,10294,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Slovakia,2019,10555,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Slovakia,2020,10519,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Slovakia,2021,10104,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Slovakia,2022,9839,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Türkiye,2013,145468,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Türkiye,2014,159397,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Türkiye,2015,178257,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Türkiye,2016,200727,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Türkiye,2017,233415,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Türkiye,2018,264842,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Türkiye,2019,291546,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Türkiye,2020,267883,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Türkiye,2021,297863,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Türkiye,2022,341294,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,England and Wales,2013,81884,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,England and Wales,2014,83678,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,England and Wales,2015,84444,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,England and Wales,2016,83604,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,England and Wales,2017,84441,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,England and Wales,2018,81904,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Scotland (NUTS 2021),2013,7894,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Scotland (NUTS 2021),2014,7731,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Scotland (NUTS 2021),2015,7744,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Scotland (NUTS 2021),2016,7579,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Scotland (NUTS 2021),2017,7436,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Northern Ireland (UK) (NUTS 2021),2013,1796,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Northern Ireland (UK) (NUTS 2021),2014,1709,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Northern Ireland (UK) (NUTS 2021),2015,1447,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Northern Ireland (UK) (NUTS 2021),2016,1407,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Northern Ireland (UK) (NUTS 2021),2017,1411,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Northern Ireland (UK) (NUTS 2021),2018,1407,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Kosovo*,2013,1776,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Kosovo*,2014,1854,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Kosovo*,2015,1478,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Kosovo*,2016,1648,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Kosovo*,2017,1709,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Kosovo*,2018,1567,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Kosovo*,2019,1806,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Number,Kosovo*,2020,1396,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Per hundred thousand inhabitants,Albania,2014,196.45,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Per hundred thousand inhabitants,Albania,2015,206.79,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Per hundred thousand inhabitants,Albania,2016,208.97,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Per hundred thousand inhabitants,Albania,2017,197.25,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Per hundred thousand inhabitants,Albania,2018,185.21,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Per hundred thousand inhabitants,Albania,2019,176.25,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Per hundred thousand inhabitants,Albania,2020,162.12,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Per hundred thousand inhabitants,Albania,2021,175.14,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Per hundred thousand inhabitants,Albania,2022,181.13,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Per hundred thousand inhabitants,Austria,2013,104.85,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Per hundred thousand inhabitants,Austria,2014,102.18,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Per hundred thousand inhabitants,Austria,2015,101.03,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Per hundred thousand inhabitants,Austria,2016,99.18,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Per hundred thousand inhabitants,Austria,2017,100.90,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Per hundred thousand inhabitants,Austria,2018,103.86,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Per hundred thousand inhabitants,Austria,2019,102.41,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Per hundred thousand inhabitants,Austria,2020,95.36,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Per hundred thousand inhabitants,Austria,2021,94.44,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Per hundred thousand inhabitants,Austria,2022,100.16,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Per hundred thousand inhabitants,Belgium,2013,105.88,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Per hundred thousand inhabitants,Belgium,2015,97.84,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Per hundred thousand inhabitants,Belgium,2017,92.24,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Per hundred thousand inhabitants,Belgium,2018,90.02,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Per hundred thousand inhabitants,Belgium,2019,94.23,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Per hundred thousand inhabitants,Belgium,2020,89.89,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Per hundred thousand inhabitants,Belgium,2021,93.20,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Per hundred thousand inhabitants,Belgium,2022,95.11,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Per hundred thousand inhabitants,Bulgaria,2013,121.27,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Per hundred thousand inhabitants,Bulgaria,2014,108.62,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Per hundred thousand inhabitants,Bulgaria,2015,102.86,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Per hundred thousand inhabitants,Bulgaria,2016,102.67,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Per hundred thousand inhabitants,Bulgaria,2017,98.40,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Per hundred thousand inhabitants,Bulgaria,2018,94.34,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Per hundred thousand inhabitants,Bulgaria,2019,92.11,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Per hundred thousand inhabitants,Bulgaria,2020,89.92,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Per hundred thousand inhabitants,Bulgaria,2021,84.91,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Per hundred thousand inhabitants,Bulgaria,2022,81.55,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Per hundred thousand inhabitants,Switzerland,2013,82.75,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Per hundred thousand inhabitants,Switzerland,2014,80.09,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Per hundred thousand inhabitants,Switzerland,2015,78.88,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Per hundred thousand inhabitants,Switzerland,2016,78.14,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Per hundred thousand inhabitants,Switzerland,2017,77.96,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Per hundred thousand inhabitants,Switzerland,2018,77.82,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Per hundred thousand inhabitants,Switzerland,2019,76.87,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Per hundred thousand inhabitants,Switzerland,2020,71.84,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Per hundred thousand inhabitants,Switzerland,2021,70.51,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Per hundred thousand inhabitants,Switzerland,2022,71.54,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Per hundred thousand inhabitants,Cyprus,2013,63.87,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Per hundred thousand inhabitants,Cyprus,2014,62.00,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Per hundred thousand inhabitants,Cyprus,2015,64.58,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Per hundred thousand inhabitants,Cyprus,2016,69.08,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Per hundred thousand inhabitants,Cyprus,2017,69.26,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Per hundred thousand inhabitants,Cyprus,2018,71.62,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Per hundred thousand inhabitants,Cyprus,2019,86.65,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Per hundred thousand inhabitants,Cyprus,2020,67.68,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Per hundred thousand inhabitants,Cyprus,2021,88.73,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Per hundred thousand inhabitants,Cyprus,2022,105.89,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Per hundred thousand inhabitants,Czechia,2013,158.28,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Per hundred thousand inhabitants,Czechia,2014,177.49,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Per hundred thousand inhabitants,Czechia,2015,198.00,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Per hundred thousand inhabitants,Czechia,2016,213.01,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Per hundred thousand inhabitants,Czechia,2017,209.47,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Per hundred thousand inhabitants,Czechia,2018,203.36,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Per hundred thousand inhabitants,Czechia,2019,197.64,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Per hundred thousand inhabitants,Czechia,2020,180.35,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Total,Per hundred thousand inhabitants,Czechia,2021,175.19,,
