STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,sex,Sex,isced11,International Standard Classification of Education (ISCED 2011),citizen,Country of citizenship,age,Age class,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED5-8,Tertiary education (levels 5-8),FOR,Foreign country,Y15-64,From 15 to 64 years,CH,Switzerland,2024,,40.1,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED5-8,Tertiary education (levels 5-8),FOR,Foreign country,Y15-64,From 15 to 64 years,CY,Cyprus,2014,,29.9,,b,break in time series,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED5-8,Tertiary education (levels 5-8),FOR,Foreign country,Y15-64,From 15 to 64 years,CY,Cyprus,2015,,27.8,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED5-8,Tertiary education (levels 5-8),FOR,Foreign country,Y15-64,From 15 to 64 years,CY,Cyprus,2016,,27.7,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED5-8,Tertiary education (levels 5-8),FOR,Foreign country,Y15-64,From 15 to 64 years,CY,Cyprus,2017,,29.2,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED5-8,Tertiary education (levels 5-8),FOR,Foreign country,Y15-64,From 15 to 64 years,CY,Cyprus,2018,,34.6,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED5-8,Tertiary education (levels 5-8),FOR,Foreign country,Y15-64,From 15 to 64 years,CY,Cyprus,2019,,35.0,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED5-8,Tertiary education (levels 5-8),FOR,Foreign country,Y15-64,From 15 to 64 years,CY,Cyprus,2020,,32.6,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED5-8,Tertiary education (levels 5-8),FOR,Foreign country,Y15-64,From 15 to 64 years,CY,Cyprus,2021,,32.9,,b,break in time series,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED5-8,Tertiary education (levels 5-8),FOR,Foreign country,Y15-64,From 15 to 64 years,CY,Cyprus,2022,,36.8,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED5-8,Tertiary education (levels 5-8),FOR,Foreign country,Y15-64,From 15 to 64 years,CY,Cyprus,2023,,39.3,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED5-8,Tertiary education (levels 5-8),FOR,Foreign country,Y15-64,From 15 to 64 years,CY,Cyprus,2024,,38.0,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED5-8,Tertiary education (levels 5-8),FOR,Foreign country,Y15-64,From 15 to 64 years,CZ,Czechia,2014,,33.5,,b,break in time series,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED5-8,Tertiary education (levels 5-8),FOR,Foreign country,Y15-64,From 15 to 64 years,CZ,Czechia,2015,,29.6,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED5-8,Tertiary education (levels 5-8),FOR,Foreign country,Y15-64,From 15 to 64 years,CZ,Czechia,2016,,32.5,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED5-8,Tertiary education (levels 5-8),FOR,Foreign country,Y15-64,From 15 to 64 years,CZ,Czechia,2017,,33.3,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED5-8,Tertiary education (levels 5-8),FOR,Foreign country,Y15-64,From 15 to 64 years,CZ,Czechia,2018,,31.8,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED5-8,Tertiary education (levels 5-8),FOR,Foreign country,Y15-64,From 15 to 64 years,CZ,Czechia,2019,,32.0,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED5-8,Tertiary education (levels 5-8),FOR,Foreign country,Y15-64,From 15 to 64 years,CZ,Czechia,2020,,34.8,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED5-8,Tertiary education (levels 5-8),FOR,Foreign country,Y15-64,From 15 to 64 years,CZ,Czechia,2021,,37.5,,b,break in time series,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED5-8,Tertiary education (levels 5-8),FOR,Foreign country,Y15-64,From 15 to 64 years,CZ,Czechia,2022,,36.4,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED5-8,Tertiary education (levels 5-8),FOR,Foreign country,Y15-64,From 15 to 64 years,CZ,Czechia,2023,,34.0,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED5-8,Tertiary education (levels 5-8),FOR,Foreign country,Y15-64,From 15 to 64 years,CZ,Czechia,2024,,32.6,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED5-8,Tertiary education (levels 5-8),FOR,Foreign country,Y15-64,From 15 to 64 years,DE,Germany,2014,,19.4,,b,break in time series,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED5-8,Tertiary education (levels 5-8),FOR,Foreign country,Y15-64,From 15 to 64 years,DE,Germany,2015,,19.5,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED5-8,Tertiary education (levels 5-8),FOR,Foreign country,Y15-64,From 15 to 64 years,DE,Germany,2016,,20.8,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED5-8,Tertiary education (levels 5-8),FOR,Foreign country,Y15-64,From 15 to 64 years,DE,Germany,2017,,21.5,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED5-8,Tertiary education (levels 5-8),FOR,Foreign country,Y15-64,From 15 to 64 years,DE,Germany,2018,,21.6,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED5-8,Tertiary education (levels 5-8),FOR,Foreign country,Y15-64,From 15 to 64 years,DE,Germany,2019,,21.8,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED5-8,Tertiary education (levels 5-8),FOR,Foreign country,Y15-64,From 15 to 64 years,DE,Germany,2020,,23.1,,b,break in time series,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED5-8,Tertiary education (levels 5-8),FOR,Foreign country,Y15-64,From 15 to 64 years,DE,Germany,2021,,23.4,,b,break in time series,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED5-8,Tertiary education (levels 5-8),FOR,Foreign country,Y15-64,From 15 to 64 years,DE,Germany,2022,,23.3,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED5-8,Tertiary education (levels 5-8),FOR,Foreign country,Y15-64,From 15 to 64 years,DE,Germany,2023,,25.3,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED5-8,Tertiary education (levels 5-8),FOR,Foreign country,Y15-64,From 15 to 64 years,DE,Germany,2024,,26.4,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED5-8,Tertiary education (levels 5-8),FOR,Foreign country,Y15-64,From 15 to 64 years,DK,Denmark,2014,,35.5,,bu,"break in time series, low reliability",,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED5-8,Tertiary education (levels 5-8),FOR,Foreign country,Y15-64,From 15 to 64 years,DK,Denmark,2015,,37.4,,u,low reliability,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED5-8,Tertiary education (levels 5-8),FOR,Foreign country,Y15-64,From 15 to 64 years,DK,Denmark,2016,,40.1,,bu,"break in time series, low reliability",,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED5-8,Tertiary education (levels 5-8),FOR,Foreign country,Y15-64,From 15 to 64 years,DK,Denmark,2017,,39.8,,bu,"break in time series, low reliability",,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED5-8,Tertiary education (levels 5-8),FOR,Foreign country,Y15-64,From 15 to 64 years,DK,Denmark,2018,,39.5,,u,low reliability,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED5-8,Tertiary education (levels 5-8),FOR,Foreign country,Y15-64,From 15 to 64 years,DK,Denmark,2019,,40.5,,u,low reliability,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED5-8,Tertiary education (levels 5-8),FOR,Foreign country,Y15-64,From 15 to 64 years,DK,Denmark,2020,,38.0,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED5-8,Tertiary education (levels 5-8),FOR,Foreign country,Y15-64,From 15 to 64 years,DK,Denmark,2021,,37.7,,b,break in time series,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED5-8,Tertiary education (levels 5-8),FOR,Foreign country,Y15-64,From 15 to 64 years,DK,Denmark,2022,,38.2,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED5-8,Tertiary education (levels 5-8),FOR,Foreign country,Y15-64,From 15 to 64 years,DK,Denmark,2023,,40.6,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED5-8,Tertiary education (levels 5-8),FOR,Foreign country,Y15-64,From 15 to 64 years,DK,Denmark,2024,,49.8,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED5-8,Tertiary education (levels 5-8),FOR,Foreign country,Y15-64,From 15 to 64 years,EE,Estonia,2014,,26.9,,b,break in time series,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED5-8,Tertiary education (levels 5-8),FOR,Foreign country,Y15-64,From 15 to 64 years,EE,Estonia,2015,,25.2,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED5-8,Tertiary education (levels 5-8),FOR,Foreign country,Y15-64,From 15 to 64 years,EE,Estonia,2016,,26.2,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED5-8,Tertiary education (levels 5-8),FOR,Foreign country,Y15-64,From 15 to 64 years,EE,Estonia,2017,,25.8,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED5-8,Tertiary education (levels 5-8),FOR,Foreign country,Y15-64,From 15 to 64 years,EE,Estonia,2018,,24.5,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED5-8,Tertiary education (levels 5-8),FOR,Foreign country,Y15-64,From 15 to 64 years,EE,Estonia,2019,,26.9,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED5-8,Tertiary education (levels 5-8),FOR,Foreign country,Y15-64,From 15 to 64 years,EE,Estonia,2020,,32.1,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED5-8,Tertiary education (levels 5-8),FOR,Foreign country,Y15-64,From 15 to 64 years,EE,Estonia,2021,,32.0,,b,break in time series,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED5-8,Tertiary education (levels 5-8),FOR,Foreign country,Y15-64,From 15 to 64 years,EE,Estonia,2022,,33.1,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED5-8,Tertiary education (levels 5-8),FOR,Foreign country,Y15-64,From 15 to 64 years,EE,Estonia,2023,,34.7,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED5-8,Tertiary education (levels 5-8),FOR,Foreign country,Y15-64,From 15 to 64 years,EE,Estonia,2024,,35.5,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED5-8,Tertiary education (levels 5-8),FOR,Foreign country,Y15-64,From 15 to 64 years,EL,Greece,2014,,10.9,,b,break in time series,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED5-8,Tertiary education (levels 5-8),FOR,Foreign country,Y15-64,From 15 to 64 years,EL,Greece,2015,,10.5,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED5-8,Tertiary education (levels 5-8),FOR,Foreign country,Y15-64,From 15 to 64 years,EL,Greece,2016,,11.3,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED5-8,Tertiary education (levels 5-8),FOR,Foreign country,Y15-64,From 15 to 64 years,EL,Greece,2017,,12.5,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED5-8,Tertiary education (levels 5-8),FOR,Foreign country,Y15-64,From 15 to 64 years,EL,Greece,2018,,10.4,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED5-8,Tertiary education (levels 5-8),FOR,Foreign country,Y15-64,From 15 to 64 years,EL,Greece,2019,,10.4,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED5-8,Tertiary education (levels 5-8),FOR,Foreign country,Y15-64,From 15 to 64 years,EL,Greece,2020,,10.9,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED5-8,Tertiary education (levels 5-8),FOR,Foreign country,Y15-64,From 15 to 64 years,EL,Greece,2021,,13.9,,b,break in time series,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED5-8,Tertiary education (levels 5-8),FOR,Foreign country,Y15-64,From 15 to 64 years,EL,Greece,2022,,13.2,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED5-8,Tertiary education (levels 5-8),FOR,Foreign country,Y15-64,From 15 to 64 years,EL,Greece,2023,,9.4,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED5-8,Tertiary education (levels 5-8),FOR,Foreign country,Y15-64,From 15 to 64 years,EL,Greece,2024,,8.3,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED5-8,Tertiary education (levels 5-8),FOR,Foreign country,Y15-64,From 15 to 64 years,ES,Spain,2014,,22.5,,b,break in time series,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED5-8,Tertiary education (levels 5-8),FOR,Foreign country,Y15-64,From 15 to 64 years,ES,Spain,2015,,22.1,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED5-8,Tertiary education (levels 5-8),FOR,Foreign country,Y15-64,From 15 to 64 years,ES,Spain,2016,,21.7,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED5-8,Tertiary education (levels 5-8),FOR,Foreign country,Y15-64,From 15 to 64 years,ES,Spain,2017,,22.5,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED5-8,Tertiary education (levels 5-8),FOR,Foreign country,Y15-64,From 15 to 64 years,ES,Spain,2018,,23.5,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED5-8,Tertiary education (levels 5-8),FOR,Foreign country,Y15-64,From 15 to 64 years,ES,Spain,2019,,25.8,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED5-8,Tertiary education (levels 5-8),FOR,Foreign country,Y15-64,From 15 to 64 years,ES,Spain,2020,,26.6,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED5-8,Tertiary education (levels 5-8),FOR,Foreign country,Y15-64,From 15 to 64 years,ES,Spain,2021,,24.7,,b,break in time series,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED5-8,Tertiary education (levels 5-8),FOR,Foreign country,Y15-64,From 15 to 64 years,ES,Spain,2022,,22.9,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED5-8,Tertiary education (levels 5-8),FOR,Foreign country,Y15-64,From 15 to 64 years,ES,Spain,2023,,23.1,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED5-8,Tertiary education (levels 5-8),FOR,Foreign country,Y15-64,From 15 to 64 years,ES,Spain,2024,,24.0,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED5-8,Tertiary education (levels 5-8),FOR,Foreign country,Y15-64,From 15 to 64 years,FI,Finland,2014,,23.6,,b,break in time series,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED5-8,Tertiary education (levels 5-8),FOR,Foreign country,Y15-64,From 15 to 64 years,FI,Finland,2015,,23.8,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED5-8,Tertiary education (levels 5-8),FOR,Foreign country,Y15-64,From 15 to 64 years,FI,Finland,2016,,23.1,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED5-8,Tertiary education (levels 5-8),FOR,Foreign country,Y15-64,From 15 to 64 years,FI,Finland,2017,,19.3,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED5-8,Tertiary education (levels 5-8),FOR,Foreign country,Y15-64,From 15 to 64 years,FI,Finland,2018,,18.5,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED5-8,Tertiary education (levels 5-8),FOR,Foreign country,Y15-64,From 15 to 64 years,FI,Finland,2019,,25.6,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED5-8,Tertiary education (levels 5-8),FOR,Foreign country,Y15-64,From 15 to 64 years,FI,Finland,2020,,27.5,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED5-8,Tertiary education (levels 5-8),FOR,Foreign country,Y15-64,From 15 to 64 years,FI,Finland,2021,,24.2,,b,break in time series,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED5-8,Tertiary education (levels 5-8),FOR,Foreign country,Y15-64,From 15 to 64 years,FI,Finland,2022,,24.6,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED5-8,Tertiary education (levels 5-8),FOR,Foreign country,Y15-64,From 15 to 64 years,FI,Finland,2023,,22.5,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED5-8,Tertiary education (levels 5-8),FOR,Foreign country,Y15-64,From 15 to 64 years,FI,Finland,2024,,25.5,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED5-8,Tertiary education (levels 5-8),FOR,Foreign country,Y15-64,From 15 to 64 years,FR,France,2014,,24.9,,b,break in time series,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED5-8,Tertiary education (levels 5-8),FOR,Foreign country,Y15-64,From 15 to 64 years,FR,France,2015,,25.7,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED5-8,Tertiary education (levels 5-8),FOR,Foreign country,Y15-64,From 15 to 64 years,FR,France,2016,,26.0,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED5-8,Tertiary education (levels 5-8),FOR,Foreign country,Y15-64,From 15 to 64 years,FR,France,2017,,26.0,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED5-8,Tertiary education (levels 5-8),FOR,Foreign country,Y15-64,From 15 to 64 years,FR,France,2018,,26.7,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED5-8,Tertiary education (levels 5-8),FOR,Foreign country,Y15-64,From 15 to 64 years,FR,France,2019,,27.2,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED5-8,Tertiary education (levels 5-8),FOR,Foreign country,Y15-64,From 15 to 64 years,FR,France,2020,,29.5,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED5-8,Tertiary education (levels 5-8),FOR,Foreign country,Y15-64,From 15 to 64 years,FR,France,2021,,29.2,,b,break in time series,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED5-8,Tertiary education (levels 5-8),FOR,Foreign country,Y15-64,From 15 to 64 years,FR,France,2022,,30.6,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED5-8,Tertiary education (levels 5-8),FOR,Foreign country,Y15-64,From 15 to 64 years,FR,France,2023,,31.8,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED5-8,Tertiary education (levels 5-8),FOR,Foreign country,Y15-64,From 15 to 64 years,FR,France,2024,,32.1,,,,,
