Sex,Employment status,geo,year,In thousands
Total,Employed persons,Bosnia and Herzegovina,2023,1.0
Total,Employed persons,Bosnia and Herzegovina,2024,1.1
Total,Employed persons,Belgium,2014,432.5
Total,Employed persons,Belgium,2015,464.4
Total,Employed persons,Belgium,2016,464.2
Total,Employed persons,Belgium,2017,492.0
Total,Employed persons,Belgium,2018,494.6
Total,Employed persons,Belgium,2019,509.7
Total,Employed persons,Belgium,2020,498.0
Total,Employed persons,Belgium,2021,538.8
Total,Employed persons,Belgium,2022,594.3
Total,Employed persons,Belgium,2023,593.3
Total,Employed persons,Belgium,2024,620.6
Total,Employed persons,Bulgaria,2014,5.0
Total,Employed persons,Bulgaria,2015,4.0
Total,Employed persons,Bulgaria,2016,5.7
Total,Employed persons,Bulgaria,2017,5.8
Total,Employed persons,Bulgaria,2018,5.5
Total,Employed persons,Bulgaria,2019,4.3
Total,Employed persons,Bulgaria,2021,4.4
Total,Employed persons,Bulgaria,2022,4.2
Total,Employed persons,Bulgaria,2023,4.4
Total,Employed persons,Bulgaria,2024,6.7
Total,Employed persons,Switzerland,2014,1081.7
Total,Employed persons,Switzerland,2015,1117.5
Total,Employed persons,Switzerland,2016,1147.1
Total,Employed persons,Switzerland,2017,1169.1
Total,Employed persons,Switzerland,2018,1191.4
Total,Employed persons,Switzerland,2019,1216.7
Total,Employed persons,Switzerland,2020,1232.7
Total,Employed persons,Switzerland,2021,1226.4
Total,Employed persons,Switzerland,2022,1261.1
Total,Employed persons,Switzerland,2023,1318.1
Total,Employed persons,Switzerland,2024,1347.5
Total,Employed persons,Cyprus,2014,69.3
Total,Employed persons,Cyprus,2015,69.5
Total,Employed persons,Cyprus,2016,70.1
Total,Employed persons,Cyprus,2017,74.4
Total,Employed persons,Cyprus,2018,74.5
Total,Employed persons,Cyprus,2019,88.8
Total,Employed persons,Cyprus,2020,98.5
Total,Employed persons,Cyprus,2021,97.5
Total,Employed persons,Cyprus,2022,103.6
Total,Employed persons,Cyprus,2023,119.8
Total,Employed persons,Cyprus,2024,127.3
Total,Employed persons,Czechia,2014,96.7
Total,Employed persons,Czechia,2015,105.7
Total,Employed persons,Czechia,2016,103.2
Total,Employed persons,Czechia,2017,126.4
Total,Employed persons,Czechia,2018,130.9
Total,Employed persons,Czechia,2019,138.2
Total,Employed persons,Czechia,2020,153.0
Total,Employed persons,Czechia,2021,164.3
Total,Employed persons,Czechia,2022,175.5
Total,Employed persons,Czechia,2023,225.1
Total,Employed persons,Czechia,2024,250.2
Total,Employed persons,Germany,2014,3636.4
Total,Employed persons,Germany,2015,3902.2
Total,Employed persons,Germany,2016,4345.5
Total,Employed persons,Germany,2017,4617.7
Total,Employed persons,Germany,2018,4993.1
Total,Employed persons,Germany,2019,5214.2
Total,Employed persons,Germany,2020,4970.8
Total,Employed persons,Germany,2021,5159.7
Total,Employed persons,Germany,2022,5807.6
Total,Employed persons,Germany,2023,6208.1
Total,Employed persons,Germany,2024,6402.5
Total,Employed persons,Denmark,2014,161.8
Total,Employed persons,Denmark,2015,174.3
Total,Employed persons,Denmark,2016,159.5
Total,Employed persons,Denmark,2017,174.9
Total,Employed persons,Denmark,2018,184.4
Total,Employed persons,Denmark,2019,189.3
Total,Employed persons,Denmark,2020,199.9
Total,Employed persons,Denmark,2021,208.3
Total,Employed persons,Denmark,2022,209.2
Total,Employed persons,Denmark,2023,207.6
Total,Employed persons,Denmark,2024,241.3
Total,Employed persons,Estonia,2014,83.9
Total,Employed persons,Estonia,2015,83.4
Total,Employed persons,Estonia,2016,85.5
Total,Employed persons,Estonia,2017,88.1
Total,Employed persons,Estonia,2018,88.2
Total,Employed persons,Estonia,2019,89.4
Total,Employed persons,Estonia,2020,86.4
Total,Employed persons,Estonia,2021,84.4
Total,Employed persons,Estonia,2022,85.6
Total,Employed persons,Estonia,2023,95.4
Total,Employed persons,Estonia,2024,108.9
Total,Employed persons,Greece,2014,267.6
Total,Employed persons,Greece,2015,240.9
Total,Employed persons,Greece,2016,225.7
Total,Employed persons,Greece,2017,208.9
Total,Employed persons,Greece,2018,200.8
Total,Employed persons,Greece,2019,225.0
Total,Employed persons,Greece,2020,184.1
Total,Employed persons,Greece,2021,155.0
Total,Employed persons,Greece,2022,146.5
Total,Employed persons,Greece,2023,156.7
Total,Employed persons,Greece,2024,149.7
Total,Employed persons,Spain,2014,1834.5
Total,Employed persons,Spain,2015,1895.4
Total,Employed persons,Spain,2016,1968.7
Total,Employed persons,Spain,2017,2067.1
Total,Employed persons,Spain,2018,2189.6
Total,Employed persons,Spain,2019,2378.8
Total,Employed persons,Spain,2020,2296.4
Total,Employed persons,Spain,2021,2392.4
Total,Employed persons,Spain,2022,2677.8
Total,Employed persons,Spain,2023,2987.5
Total,Employed persons,Spain,2024,3194.2
Total,Employed persons,Finland,2014,72.0
Total,Employed persons,Finland,2015,73.9
Total,Employed persons,Finland,2016,74.5
Total,Employed persons,Finland,2017,77.9
Total,Employed persons,Finland,2018,79.4
Total,Employed persons,Finland,2019,87.5
Total,Employed persons,Finland,2020,90.7
Total,Employed persons,Finland,2021,128.5
Total,Employed persons,Finland,2022,153.6
Total,Employed persons,Finland,2023,165.6
Total,Employed persons,Finland,2024,166.5
Total,Employed persons,France,2014,1390.0
Total,Employed persons,France,2015,1404.6
Total,Employed persons,France,2016,1455.2
Total,Employed persons,France,2017,1550.1
Total,Employed persons,France,2018,1662.3
Total,Employed persons,France,2019,1702.9
Total,Employed persons,France,2020,1691.1
Total,Employed persons,France,2021,1794.8
Total,Employed persons,France,2022,1933.5
Total,Employed persons,France,2023,2027.8
Total,Employed persons,France,2024,2116.7
Total,Employed persons,Croatia,2014,2.9
Total,Employed persons,Croatia,2015,2.8
Total,Employed persons,Croatia,2016,2.6
Total,Employed persons,Croatia,2017,3.4
Total,Employed persons,Croatia,2018,6.9
Total,Employed persons,Croatia,2019,5.3
Total,Employed persons,Croatia,2020,4.5
Total,Employed persons,Croatia,2021,3.6
Total,Employed persons,Croatia,2022,8.7
Total,Employed persons,Croatia,2023,12.9
Total,Employed persons,Croatia,2024,15.7
Total,Employed persons,Hungary,2014,25.7
Total,Employed persons,Hungary,2015,24.1
Total,Employed persons,Hungary,2016,27.9
Total,Employed persons,Hungary,2017,21.8
Total,Employed persons,Hungary,2018,25.6
Total,Employed persons,Hungary,2019,36.8
Total,Employed persons,Hungary,2020,30.7
Total,Employed persons,Hungary,2021,35.4
Total,Employed persons,Hungary,2022,37.9
Total,Employed persons,Hungary,2023,37.2
Total,Employed persons,Hungary,2024,42.2
Total,Employed persons,Ireland,2014,278.5
Total,Employed persons,Ireland,2015,289.1
Total,Employed persons,Ireland,2016,314.5
Total,Employed persons,Ireland,2017,334.6
Total,Employed persons,Ireland,2018,362.0
Total,Employed persons,Ireland,2019,380.4
Total,Employed persons,Ireland,2020,376.6
Total,Employed persons,Ireland,2021,395.3
Total,Employed persons,Ireland,2022,458.3
Total,Employed persons,Ireland,2023,508.1
Total,Employed persons,Ireland,2024,548.2
Total,Employed persons,Iceland,2014,9.4
Total,Employed persons,Iceland,2015,8.6
Total,Employed persons,Iceland,2016,9.5
Total,Employed persons,Iceland,2017,9.8
Total,Employed persons,Iceland,2018,10.2
Total,Employed persons,Iceland,2019,10.5
Total,Employed persons,Iceland,2020,10.8
Total,Employed persons,Iceland,2021,17.0
Total,Employed persons,Iceland,2022,21.4
Total,Employed persons,Iceland,2023,25.6
Total,Employed persons,Iceland,2024,25.9
Total,Employed persons,Italy,2014,2275.4
Total,Employed persons,Italy,2015,2336.6
Total,Employed persons,Italy,2016,2378.0
Total,Employed persons,Italy,2017,2387.1
Total,Employed persons,Italy,2018,2302.3
Total,Employed persons,Italy,2019,2338.5
Total,Employed persons,Italy,2020,2184.5
Total,Employed persons,Italy,2021,2208.1
Total,Employed persons,Italy,2022,2330.2
Total,Employed persons,Italy,2023,2316.7
Total,Employed persons,Italy,2024,2450.0
Total,Employed persons,Lithuania,2014,6.6
Total,Employed persons,Lithuania,2015,7.9
Total,Employed persons,Lithuania,2016,6.7
Total,Employed persons,Lithuania,2017,7.9
Total,Employed persons,Lithuania,2018,10.1
Total,Employed persons,Lithuania,2019,13.1
Total,Employed persons,Lithuania,2020,14.5
Total,Employed persons,Lithuania,2021,12.5
Total,Employed persons,Lithuania,2022,18.1
Total,Employed persons,Lithuania,2023,19.8
Total,Employed persons,Lithuania,2024,31.5
Total,Employed persons,Luxembourg,2014,123.2
Total,Employed persons,Luxembourg,2015,130.7
Total,Employed persons,Luxembourg,2016,134.9
Total,Employed persons,Luxembourg,2017,144.0
Total,Employed persons,Luxembourg,2018,150.8
Total,Employed persons,Luxembourg,2019,154.0
Total,Employed persons,Luxembourg,2020,153.4
Total,Employed persons,Luxembourg,2021,160.4
Total,Employed persons,Luxembourg,2022,165.2
Total,Employed persons,Luxembourg,2023,172.3
Total,Employed persons,Luxembourg,2024,172.4
Total,Employed persons,Latvia,2014,108.2
Total,Employed persons,Latvia,2015,107.2
Total,Employed persons,Latvia,2016,104.7
Total,Employed persons,Latvia,2017,99.3
Total,Employed persons,Latvia,2018,99.0
Total,Employed persons,Latvia,2019,97.4
Total,Employed persons,Latvia,2020,100.4
Total,Employed persons,Latvia,2021,92.8
Total,Employed persons,Latvia,2022,87.9
Total,Employed persons,Latvia,2023,86.5
Total,Employed persons,Latvia,2024,81.1
Total,Employed persons,Montenegro,2014,6.4
Total,Employed persons,Montenegro,2015,7.8
Total,Employed persons,Montenegro,2016,7.3
Total,Employed persons,Montenegro,2017,7.8
Total,Employed persons,Montenegro,2018,9.2
Total,Employed persons,Montenegro,2019,9.2
Total,Employed persons,Montenegro,2020,6.3
Total,Employed persons,North Macedonia,2014,0.6
Total,Employed persons,North Macedonia,2017,0.6
Total,Employed persons,North Macedonia,2019,0.8
Total,Employed persons,North Macedonia,2020,0.8
Total,Employed persons,Malta,2014,9.5
Total,Employed persons,Malta,2015,15.4
Total,Employed persons,Malta,2016,16.0
Total,Employed persons,Malta,2017,37.1
Total,Employed persons,Malta,2018,49.6
Total,Employed persons,Malta,2019,62.3
Total,Employed persons,Malta,2020,68.0
Total,Employed persons,Malta,2021,72.7
Total,Employed persons,Malta,2022,86.4
Total,Employed persons,Malta,2023,107.6
Total,Employed persons,Malta,2024,123.0
Total,Employed persons,Netherlands,2014,316.2
Total,Employed persons,Netherlands,2015,331.1
Total,Employed persons,Netherlands,2016,339.5
Total,Employed persons,Netherlands,2017,375.9
Total,Employed persons,Netherlands,2018,409.4
Total,Employed persons,Netherlands,2019,449.4
Total,Employed persons,Netherlands,2020,437.9
Total,Employed persons,Netherlands,2021,483.0
Total,Employed persons,Netherlands,2022,504.5
Total,Employed persons,Netherlands,2023,565.6
Total,Employed persons,Netherlands,2024,601.4
Total,Employed persons,Norway,2014,213.5
Total,Employed persons,Norway,2015,231.8
Total,Employed persons,Norway,2016,225.0
Total,Employed persons,Norway,2017,224.8
Total,Employed persons,Norway,2018,297.5
Total,Employed persons,Norway,2019,315.4
Total,Employed persons,Norway,2020,311.7
Total,Employed persons,Norway,2021,310.5
Total,Employed persons,Norway,2022,328.0
Total,Employed persons,Norway,2023,322.9
Total,Employed persons,Norway,2024,321.8
Total,Employed persons,Poland,2014,33.9
Total,Employed persons,Poland,2015,42.9
Total,Employed persons,Poland,2016,46.2
Total,Employed persons,Poland,2017,72.8
Total,Employed persons,Poland,2018,98.1
Total,Employed persons,Poland,2019,121.2
Total,Employed persons,Poland,2020,103.7
Total,Employed persons,Poland,2021,82.1
Total,Employed persons,Poland,2022,122.2
Total,Employed persons,Poland,2023,259.5
Total,Employed persons,Poland,2024,364.3
Total,Employed persons,Portugal,2014,107.6
Total,Employed persons,Portugal,2015,105.8
Total,Employed persons,Portugal,2016,106.3
Total,Employed persons,Portugal,2017,108.7
Total,Employed persons,Portugal,2018,123.4
Total,Employed persons,Portugal,2019,160.2
Total,Employed persons,Portugal,2020,152.3
Total,Employed persons,Portugal,2021,73.6
Total,Employed persons,Portugal,2022,138.6
Total,Employed persons,Portugal,2023,272.7
Total,Employed persons,Portugal,2024,298.1
Total,Employed persons,Romania,2017,7.5
Total,Employed persons,Romania,2018,9.6
Total,Employed persons,Romania,2021,10.9
Total,Employed persons,Romania,2022,8.7
Total,Employed persons,Romania,2023,16.3
Total,Employed persons,Romania,2024,22.9
Total,Employed persons,Serbia,2014,7.7
Total,Employed persons,Serbia,2015,6.2
Total,Employed persons,Serbia,2016,4.9
Total,Employed persons,Serbia,2017,5.0
Total,Employed persons,Serbia,2018,6.2
Total,Employed persons,Serbia,2019,4.3
Total,Employed persons,Serbia,2020,3.0
Total,Employed persons,Serbia,2021,4.3
Total,Employed persons,Serbia,2022,4.3
Total,Employed persons,Serbia,2023,9.1
Total,Employed persons,Serbia,2024,11.0
Total,Employed persons,Sweden,2014,260.2
Total,Employed persons,Sweden,2015,262.7
Total,Employed persons,Sweden,2016,285.7
Total,Employed persons,Sweden,2017,312.2
Total,Employed persons,Sweden,2018,340.7
Total,Employed persons,Sweden,2019,381.3
Total,Employed persons,Sweden,2020,373.3
Total,Employed persons,Sweden,2021,364.8
Total,Employed persons,Sweden,2022,390.7
Total,Employed persons,Sweden,2023,397.0
Total,Employed persons,Sweden,2024,396.7
Total,Employed persons,Slovenia,2014,25.5
Total,Employed persons,Slovenia,2015,32.8
Total,Employed persons,Slovenia,2016,38.2
Total,Employed persons,Slovenia,2017,41.7
Total,Employed persons,Slovenia,2018,46.1
Total,Employed persons,Slovenia,2019,49.6
Total,Employed persons,Slovenia,2020,59.3
Total,Employed persons,Slovenia,2021,53.1
Total,Employed persons,Slovenia,2022,63.7
Total,Employed persons,Slovenia,2023,88.7
Total,Employed persons,Slovenia,2024,103.1
Total,Employed persons,Slovakia,2014,6.3
Total,Employed persons,Slovakia,2015,6.8
Total,Employed persons,Slovakia,2016,6.9
Total,Employed persons,Slovakia,2017,8.0
Total,Employed persons,Slovakia,2018,6.6
Total,Employed persons,Slovakia,2019,7.1
Total,Employed persons,Slovakia,2020,6.9
Total,Employed persons,Slovakia,2021,10.8
Total,Employed persons,Slovakia,2022,14.7
Total,Employed persons,Slovakia,2023,14.1
Total,Employed persons,Slovakia,2024,13.8
Total,Employed persons,United Kingdom,2014,2867.9
Total,Employed persons,United Kingdom,2015,3165.5
Total,Employed persons,United Kingdom,2016,3387.3
Total,Employed persons,United Kingdom,2017,3492.0
Total,Employed persons,United Kingdom,2018,3482.1
Total,Employed persons,United Kingdom,2019,3609.0
Total,Persons outside the labour force,Austria,2014,227.1
Total,Persons outside the labour force,Austria,2015,247.4
Total,Persons outside the labour force,Austria,2016,274.4
Total,Persons outside the labour force,Austria,2017,272.4
Total,Persons outside the labour force,Austria,2018,261.1
Total,Persons outside the labour force,Austria,2019,273.4
Total,Persons outside the labour force,Austria,2020,284.6
Total,Persons outside the labour force,Austria,2021,270.5
Total,Persons outside the labour force,Austria,2022,283.2
Total,Persons outside the labour force,Austria,2023,303.9
Total,Persons outside the labour force,Austria,2024,314.7
Total,Persons outside the labour force,Bosnia and Herzegovina,2021,1.8
Total,Persons outside the labour force,Bosnia and Herzegovina,2022,1.5
Total,Persons outside the labour force,Bosnia and Herzegovina,2023,1.9
Total,Persons outside the labour force,Bosnia and Herzegovina,2024,1.3
Total,Persons outside the labour force,Belgium,2014,276.7
Total,Persons outside the labour force,Belgium,2015,293.0
Total,Persons outside the labour force,Belgium,2016,288.0
Total,Persons outside the labour force,Belgium,2017,297.4
Total,Persons outside the labour force,Belgium,2018,289.9
Total,Persons outside the labour force,Belgium,2019,306.8
Total,Persons outside the labour force,Belgium,2020,316.5
Total,Persons outside the labour force,Belgium,2021,303.3
Total,Persons outside the labour force,Belgium,2022,318.3
Total,Persons outside the labour force,Belgium,2023,331.6
Total,Persons outside the labour force,Belgium,2024,327.2
Total,Persons outside the labour force,Bulgaria,2014,4.3
Total,Persons outside the labour force,Bulgaria,2015,4.6
Total,Persons outside the labour force,Bulgaria,2016,4.2
Total,Persons outside the labour force,Bulgaria,2017,4.6
Total,Persons outside the labour force,Bulgaria,2018,4.5
Total,Persons outside the labour force,Bulgaria,2019,3.3
Total,Persons outside the labour force,Bulgaria,2021,3.5
Total,Persons outside the labour force,Bulgaria,2022,3.6
Total,Persons outside the labour force,Bulgaria,2023,3.6
Total,Persons outside the labour force,Bulgaria,2024,6.3
Total,Persons outside the labour force,Switzerland,2014,262.6
Total,Persons outside the labour force,Switzerland,2015,268.6
Total,Persons outside the labour force,Switzerland,2016,262.7
Total,Persons outside the labour force,Switzerland,2017,265.1
Total,Persons outside the labour force,Switzerland,2018,260.0
Total,Persons outside the labour force,Switzerland,2019,259.5
Total,Persons outside the labour force,Switzerland,2020,262.7
Total,Persons outside the labour force,Switzerland,2021,287.8
Total,Persons outside the labour force,Switzerland,2022,310.4
Total,Persons outside the labour force,Switzerland,2023,306.8
Total,Persons outside the labour force,Switzerland,2024,310.8
Total,Persons outside the labour force,Cyprus,2014,21.0
Total,Persons outside the labour force,Cyprus,2015,22.3
Total,Persons outside the labour force,Cyprus,2016,26.5
Total,Persons outside the labour force,Cyprus,2017,27.9
Total,Persons outside the labour force,Cyprus,2018,29.1
Total,Persons outside the labour force,Cyprus,2019,26.8
Total,Persons outside the labour force,Cyprus,2020,30.5
Total,Persons outside the labour force,Cyprus,2021,26.8
Total,Persons outside the labour force,Cyprus,2022,26.0
Total,Persons outside the labour force,Cyprus,2023,27.7
Total,Persons outside the labour force,Cyprus,2024,34.6
Total,Persons outside the labour force,Czechia,2014,27.4
Total,Persons outside the labour force,Czechia,2015,31.2
Total,Persons outside the labour force,Czechia,2016,22.4
Total,Persons outside the labour force,Czechia,2017,28.4
Total,Persons outside the labour force,Czechia,2018,26.3
Total,Persons outside the labour force,Czechia,2019,27.1
Total,Persons outside the labour force,Czechia,2020,32.3
Total,Persons outside the labour force,Czechia,2021,35.1
Total,Persons outside the labour force,Czechia,2022,33.8
Total,Persons outside the labour force,Czechia,2023,49.6
Total,Persons outside the labour force,Czechia,2024,57.3
Total,Persons outside the labour force,Germany,2014,1765.5
Total,Persons outside the labour force,Germany,2015,1895.4
Total,Persons outside the labour force,Germany,2016,2226.6
Total,Persons outside the labour force,Germany,2017,2338.8
Total,Persons outside the labour force,Germany,2018,2307.3
Total,Persons outside the labour force,Germany,2019,2219.8
Total,Persons outside the labour force,Germany,2020,2288.4
Total,Persons outside the labour force,Germany,2021,2448.4
Total,Persons outside the labour force,Germany,2022,2546.6
Total,Persons outside the labour force,Germany,2023,2797.0
Total,Persons outside the labour force,Germany,2024,2768.2
Total,Persons outside the labour force,Denmark,2014,83.9
Total,Persons outside the labour force,Denmark,2015,92.4
Total,Persons outside the labour force,Denmark,2016,71.7
Total,Persons outside the labour force,Denmark,2017,82.4
Total,Persons outside the labour force,Denmark,2018,84.1
Total,Persons outside the labour force,Denmark,2019,82.4
Total,Persons outside the labour force,Denmark,2020,77.6
Total,Persons outside the labour force,Denmark,2021,71.3
Total,Persons outside the labour force,Denmark,2022,57.3
Total,Persons outside the labour force,Denmark,2023,60.2
Total,Persons outside the labour force,Denmark,2024,49.4
Total,Persons outside the labour force,Estonia,2014,32.3
Total,Persons outside the labour force,Estonia,2015,30.4
Total,Persons outside the labour force,Estonia,2016,29.2
Total,Persons outside the labour force,Estonia,2017,26.1
Total,Persons outside the labour force,Estonia,2018,26.0
Total,Persons outside the labour force,Estonia,2019,26.5
Total,Persons outside the labour force,Estonia,2020,23.7
Total,Persons outside the labour force,Estonia,2021,25.5
Total,Persons outside the labour force,Estonia,2022,25.1
Total,Persons outside the labour force,Estonia,2023,22.9
Total,Persons outside the labour force,Estonia,2024,23.8
Total,Persons outside the labour force,Greece,2014,132.7
Total,Persons outside the labour force,Greece,2015,123.6
Total,Persons outside the labour force,Greece,2016,113.4
Total,Persons outside the labour force,Greece,2017,113.2
Total,Persons outside the labour force,Greece,2018,112.8
Total,Persons outside the labour force,Greece,2019,118.6
Total,Persons outside the labour force,Greece,2020,107.2
Total,Persons outside the labour force,Greece,2021,94.4
Total,Persons outside the labour force,Greece,2022,77.1
Total,Persons outside the labour force,Greece,2023,83.2
Total,Persons outside the labour force,Greece,2024,75.6
Total,Persons outside the labour force,Spain,2014,804.1
Total,Persons outside the labour force,Spain,2015,770.3
Total,Persons outside the labour force,Spain,2016,791.8
Total,Persons outside the labour force,Spain,2017,818.3
Total,Persons outside the labour force,Spain,2018,880.6
Total,Persons outside the labour force,Spain,2019,943.0
Total,Persons outside the labour force,Spain,2020,1101.7
Total,Persons outside the labour force,Spain,2021,1056.8
Total,Persons outside the labour force,Spain,2022,1126.5
Total,Persons outside the labour force,Spain,2023,1202.3
Total,Persons outside the labour force,Spain,2024,1289.8
Total,Persons outside the labour force,Finland,2014,39.5
Total,Persons outside the labour force,Finland,2015,42.4
Total,Persons outside the labour force,Finland,2016,43.8
Total,Persons outside the labour force,Finland,2017,41.6
Total,Persons outside the labour force,Finland,2018,42.9
Total,Persons outside the labour force,Finland,2019,46.3
Total,Persons outside the labour force,Finland,2020,42.6
Total,Persons outside the labour force,Finland,2021,52.3
Total,Persons outside the labour force,Finland,2022,49.3
Total,Persons outside the labour force,Finland,2023,58.0
Total,Persons outside the labour force,Finland,2024,69.2
Total,Persons outside the labour force,France,2014,917.2
Total,Persons outside the labour force,France,2015,990.9
Total,Persons outside the labour force,France,2016,1017.9
Total,Persons outside the labour force,France,2017,1074.6
Total,Persons outside the labour force,France,2018,1020.2
Total,Persons outside the labour force,France,2019,1056.5
Total,Persons outside the labour force,France,2020,1048.5
Total,Persons outside the labour force,France,2021,1049.4
Total,Persons outside the labour force,France,2022,1112.6
Total,Persons outside the labour force,France,2023,1117.9
Total,Persons outside the labour force,France,2024,1135.5
Total,Persons outside the labour force,Croatia,2014,3.3
Total,Persons outside the labour force,Croatia,2015,3.8
Total,Persons outside the labour force,Croatia,2016,4.8
Total,Persons outside the labour force,Croatia,2017,5.1
Total,Persons outside the labour force,Croatia,2018,3.9
Total,Persons outside the labour force,Croatia,2019,2.3
Total,Persons outside the labour force,Croatia,2020,3.4
Total,Persons outside the labour force,Croatia,2021,2.4
Total,Persons outside the labour force,Croatia,2022,2.4
Total,Persons outside the labour force,Croatia,2023,4.3
Total,Persons outside the labour force,Croatia,2024,4.5
Total,Persons outside the labour force,Hungary,2014,9.1
Total,Persons outside the labour force,Hungary,2015,10.5
Total,Persons outside the labour force,Hungary,2016,13.5
Total,Persons outside the labour force,Hungary,2017,13.6
Total,Persons outside the labour force,Hungary,2018,14.7
Total,Persons outside the labour force,Hungary,2019,13.2
Total,Persons outside the labour force,Hungary,2020,12.3
Total,Persons outside the labour force,Hungary,2021,11.6
Total,Persons outside the labour force,Hungary,2022,14.2
Total,Persons outside the labour force,Hungary,2023,20.3
Total,Persons outside the labour force,Hungary,2024,21.2
Total,Persons outside the labour force,Ireland,2014,111.6
Total,Persons outside the labour force,Ireland,2015,116.9
Total,Persons outside the labour force,Ireland,2016,111.7
Total,Persons outside the labour force,Ireland,2017,113.7
Total,Persons outside the labour force,Ireland,2018,109.8
Total,Persons outside the labour force,Ireland,2019,119.5
Total,Persons outside the labour force,Ireland,2020,134.7
Total,Persons outside the labour force,Ireland,2021,123.7
Total,Persons outside the labour force,Ireland,2022,106.0
Total,Persons outside the labour force,Ireland,2023,115.5
Total,Persons outside the labour force,Ireland,2024,120.9
Total,Persons outside the labour force,Iceland,2014,0.9
Total,Persons outside the labour force,Iceland,2015,1.1
Total,Persons outside the labour force,Iceland,2016,0.8
Total,Persons outside the labour force,Iceland,2017,0.6
Total,Persons outside the labour force,Iceland,2018,1.0
Total,Persons outside the labour force,Iceland,2019,1.0
Total,Persons outside the labour force,Iceland,2020,1.7
Total,Persons outside the labour force,Iceland,2021,2.7
Total,Persons outside the labour force,Iceland,2022,2.0
Total,Persons outside the labour force,Iceland,2023,3.0
Total,Persons outside the labour force,Iceland,2024,2.8
Total,Persons outside the labour force,Italy,2014,1150.2
Total,Persons outside the labour force,Italy,2015,1177.2
Total,Persons outside the labour force,Italy,2016,1181.2
Total,Persons outside the labour force,Italy,2017,1149.3
Total,Persons outside the labour force,Italy,2018,1080.8
Total,Persons outside the labour force,Italy,2019,1112.8
Total,Persons outside the labour force,Italy,2020,1292.2
Total,Persons outside the labour force,Italy,2021,1237.1
Total,Persons outside the labour force,Italy,2022,1198.4
Total,Persons outside the labour force,Italy,2023,1145.0
Total,Persons outside the labour force,Italy,2024,1202.7
Total,Persons outside the labour force,Lithuania,2014,1.7
Total,Persons outside the labour force,Lithuania,2015,3.1
Total,Persons outside the labour force,Lithuania,2016,3.0
Total,Persons outside the labour force,Lithuania,2017,2.8
Total,Persons outside the labour force,Lithuania,2018,3.1
Total,Persons outside the labour force,Lithuania,2019,3.3
Total,Persons outside the labour force,Lithuania,2020,3.5
Total,Persons outside the labour force,Lithuania,2021,3.9
Total,Persons outside the labour force,Lithuania,2022,4.6
Total,Persons outside the labour force,Lithuania,2023,5.0
Total,Persons outside the labour force,Lithuania,2024,8.7
Total,Persons outside the labour force,Luxembourg,2014,43.1
Total,Persons outside the labour force,Luxembourg,2015,47.5
Total,Persons outside the labour force,Luxembourg,2016,52.2
Total,Persons outside the labour force,Luxembourg,2017,53.3
Total,Persons outside the labour force,Luxembourg,2018,51.6
Total,Persons outside the labour force,Luxembourg,2019,49.7
Total,Persons outside the labour force,Luxembourg,2020,50.8
Total,Persons outside the labour force,Luxembourg,2021,49.9
Total,Persons outside the labour force,Luxembourg,2022,49.9
Total,Persons outside the labour force,Luxembourg,2023,48.3
Total,Persons outside the labour force,Luxembourg,2024,48.6
Total,Persons outside the labour force,Latvia,2014,47.9
Total,Persons outside the labour force,Latvia,2015,45.1
Total,Persons outside the labour force,Latvia,2016,44.9
Total,Persons outside the labour force,Latvia,2017,41.0
Total,Persons outside the labour force,Latvia,2018,38.6
Total,Persons outside the labour force,Latvia,2019,36.9
Total,Persons outside the labour force,Latvia,2020,31.6
Total,Persons outside the labour force,Latvia,2021,36.3
Total,Persons outside the labour force,Latvia,2022,30.4
Total,Persons outside the labour force,Latvia,2023,27.8
Total,Persons outside the labour force,Latvia,2024,27.2
Total,Persons outside the labour force,Montenegro,2014,6.0
Total,Persons outside the labour force,Montenegro,2015,5.7
Total,Persons outside the labour force,Montenegro,2016,6.8
Total,Persons outside the labour force,Montenegro,2017,5.4
Total,Persons outside the labour force,Montenegro,2018,5.6
Total,Persons outside the labour force,Montenegro,2019,4.2
Total,Persons outside the labour force,Montenegro,2020,5.9
Total,Persons outside the labour force,North Macedonia,2014,1.3
Total,Persons outside the labour force,North Macedonia,2015,1.8
Total,Persons outside the labour force,North Macedonia,2016,1.5
Total,Persons outside the labour force,North Macedonia,2017,1.1
Total,Persons outside the labour force,North Macedonia,2018,1.1
Total,Persons outside the labour force,North Macedonia,2019,1.3
Total,Persons outside the labour force,North Macedonia,2020,1.5
Total,Persons outside the labour force,Malta,2014,2.8
Total,Persons outside the labour force,Malta,2015,5.5
Total,Persons outside the labour force,Malta,2016,4.8
Total,Persons outside the labour force,Malta,2017,9.3
Total,Persons outside the labour force,Malta,2018,13.3
Total,Persons outside the labour force,Malta,2019,18.9
Total,Persons outside the labour force,Malta,2020,19.9
Total,Persons outside the labour force,Malta,2021,19.0
Total,Persons outside the labour force,Malta,2022,17.4
Total,Persons outside the labour force,Malta,2023,15.9
Total,Persons outside the labour force,Malta,2024,16.0
Total,Persons outside the labour force,Netherlands,2014,161.4
Total,Persons outside the labour force,Netherlands,2015,171.7
Total,Persons outside the labour force,Netherlands,2016,172.3
Total,Persons outside the labour force,Netherlands,2017,189.2
Total,Persons outside the labour force,Netherlands,2018,200.5
Total,Persons outside the labour force,Netherlands,2019,199.3
