sex,citizen,geo,year,Number per 1000 people
Total,Foreign country,Serbia,2016,1.1
Total,Foreign country,Serbia,2017,1.7
Total,Foreign country,Serbia,2021,1.3
Total,Foreign country,Serbia,2023,2.0
Total,Foreign country,Sweden,2014,67.8
Total,Foreign country,Sweden,2015,70.5
Total,Foreign country,Sweden,2016,79.9
Total,Foreign country,Sweden,2017,84.4
Total,Foreign country,Sweden,2018,91.5
Total,Foreign country,Sweden,2019,96.4
Total,Foreign country,Sweden,2020,125.5
Total,Foreign country,Sweden,2021,113.9
Total,Foreign country,Sweden,2022,85.9
Total,Foreign country,Sweden,2023,91.6
Total,Foreign country,Slovenia,2014,5.9
Total,Foreign country,Slovenia,2015,5.6
Total,Foreign country,Slovenia,2016,5.9
Total,Foreign country,Slovenia,2017,4.2
Total,Foreign country,Slovenia,2018,3.8
Total,Foreign country,Slovenia,2019,3.8
Total,Foreign country,Slovenia,2020,4.7
Total,Foreign country,Slovenia,2021,4.4
Total,Foreign country,Slovenia,2022,4.3
Total,Foreign country,Slovenia,2023,4.1
Total,Foreign country,United Kingdom,2014,226.4
Total,Foreign country,United Kingdom,2015,221.7
Total,Foreign country,United Kingdom,2016,209.0
Total,Foreign country,United Kingdom,2017,196.8
Total,Foreign country,United Kingdom,2018,170.5
Total,Foreign country,United Kingdom,2019,172.0
Total,Reporting country,Austria,2014,178.9
Total,Reporting country,Austria,2015,180.4
Total,Reporting country,Austria,2016,186.3
Total,Reporting country,Austria,2017,168.4
Total,Reporting country,Austria,2018,144.3
Total,Reporting country,Austria,2019,134.2
Total,Reporting country,Austria,2020,148.7
Total,Reporting country,Austria,2021,180.6
Total,Reporting country,Austria,2022,136.2
Total,Reporting country,Austria,2023,141.6
Total,Reporting country,Bosnia and Herzegovina,2021,241.6
Total,Reporting country,Bosnia and Herzegovina,2022,210.8
Total,Reporting country,Bosnia and Herzegovina,2023,181.1
Total,Reporting country,Belgium,2014,331.6
Total,Reporting country,Belgium,2015,333.5
Total,Reporting country,Belgium,2016,304.7
Total,Reporting country,Belgium,2017,272.8
Total,Reporting country,Belgium,2018,231.0
Total,Reporting country,Belgium,2019,213.8
Total,Reporting country,Belgium,2020,223.7
Total,Reporting country,Belgium,2021,255.7
Total,Reporting country,Belgium,2022,230.6
Total,Reporting country,Belgium,2023,228.9
Total,Reporting country,Bulgaria,2014,384.3
Total,Reporting country,Bulgaria,2015,304.8
Total,Reporting country,Bulgaria,2016,246.6
Total,Reporting country,Bulgaria,2017,206.4
Total,Reporting country,Bulgaria,2018,173.1
Total,Reporting country,Bulgaria,2019,131.7
Total,Reporting country,Bulgaria,2020,155.2
Total,Reporting country,Bulgaria,2021,156.7
Total,Reporting country,Bulgaria,2022,126.9
Total,Reporting country,Bulgaria,2023,132.3
Total,Reporting country,Switzerland,2014,122.3
Total,Reporting country,Switzerland,2015,122.0
Total,Reporting country,Switzerland,2016,126.6
Total,Reporting country,Switzerland,2017,126.6
Total,Reporting country,Switzerland,2018,123.7
Total,Reporting country,Switzerland,2019,116.8
Total,Reporting country,Switzerland,2020,131.2
Total,Reporting country,Switzerland,2021,131.5
Total,Reporting country,Switzerland,2022,109.3
Total,Reporting country,Switzerland,2023,110.7
Total,Reporting country,Cyprus,2014,58.2
Total,Reporting country,Cyprus,2015,51.7
Total,Reporting country,Cyprus,2016,43.9
Total,Reporting country,Cyprus,2017,38.4
Total,Reporting country,Cyprus,2018,29.8
Total,Reporting country,Cyprus,2019,26.6
Total,Reporting country,Cyprus,2020,25.4
Total,Reporting country,Cyprus,2021,24.4
Total,Reporting country,Cyprus,2022,21.9
Total,Reporting country,Cyprus,2023,19.8
Total,Reporting country,Czechia,2014,317.3
Total,Reporting country,Czechia,2015,262.9
Total,Reporting country,Czechia,2016,207.0
Total,Reporting country,Czechia,2017,151.9
Total,Reporting country,Czechia,2018,118.7
Total,Reporting country,Czechia,2019,105.5
Total,Reporting country,Czechia,2020,132.5
Total,Reporting country,Czechia,2021,145.8
Total,Reporting country,Czechia,2022,112.9
Total,Reporting country,Czechia,2023,126.6
Total,Reporting country,Germany,2014,1708.6
Total,Reporting country,Germany,2015,1551.6
Total,Reporting country,Germany,2016,1361.1
Total,Reporting country,Germany,2017,1209.1
Total,Reporting country,Germany,2018,1062.1
Total,Reporting country,Germany,2019,981.5
Total,Reporting country,Germany,2020,1145.5
Total,Reporting country,Germany,2021,1118.1
Total,Reporting country,Germany,2022,974.6
Total,Reporting country,Germany,2023,921.1
Total,Reporting country,Denmark,2014,169.1
Total,Reporting country,Denmark,2015,151.0
Total,Reporting country,Denmark,2016,149.4
Total,Reporting country,Denmark,2017,147.0
Total,Reporting country,Denmark,2018,127.3
Total,Reporting country,Denmark,2019,132.7
Total,Reporting country,Denmark,2020,147.9
Total,Reporting country,Denmark,2021,134.2
Total,Reporting country,Denmark,2022,116.7
Total,Reporting country,Denmark,2023,138.3
Total,Reporting country,Estonia,2014,37.2
Total,Reporting country,Estonia,2015,34.1
Total,Reporting country,Estonia,2016,35.1
Total,Reporting country,Estonia,2017,30.0
Total,Reporting country,Estonia,2018,27.5
Total,Reporting country,Estonia,2019,23.8
Total,Reporting country,Estonia,2020,38.0
Total,Reporting country,Estonia,2021,32.3
Total,Reporting country,Estonia,2022,31.6
Total,Reporting country,Estonia,2023,36.3
Total,Reporting country,Greece,2014,1142.0
Total,Reporting country,Greece,2015,1087.8
Total,Reporting country,Greece,2016,1035.2
Total,Reporting country,Greece,2017,945.5
Total,Reporting country,Greece,2018,839.8
Total,Reporting country,Greece,2019,736.3
Total,Reporting country,Greece,2020,678.2
Total,Reporting country,Greece,2021,628.0
Total,Reporting country,Greece,2022,548.1
Total,Reporting country,Greece,2023,490.5
Total,Reporting country,Spain,2014,4638.6
Total,Reporting country,Spain,2015,4219.9
Total,Reporting country,Spain,2016,3762.0
Total,Reporting country,Spain,2017,3266.2
Total,Reporting country,Spain,2018,2861.7
Total,Reporting country,Spain,2019,2643.8
Total,Reporting country,Spain,2020,2773.2
Total,Reporting country,Spain,2021,2751.1
Total,Reporting country,Spain,2022,2426.4
Total,Reporting country,Spain,2023,2287.1
Total,Reporting country,Finland,2014,216.5
Total,Reporting country,Finland,2015,236.0
Total,Reporting country,Finland,2016,220.0
Total,Reporting country,Finland,2017,219.7
Total,Reporting country,Finland,2018,186.3
Total,Reporting country,Finland,2019,171.2
Total,Reporting country,Finland,2020,197.4
Total,Reporting country,Finland,2021,189.1
Total,Reporting country,Finland,2022,169.1
Total,Reporting country,Finland,2023,173.3
Total,Reporting country,France,2014,2671.5
Total,Reporting country,France,2015,2678.0
Total,Reporting country,France,2016,2603.2
Total,Reporting country,France,2017,2421.4
Total,Reporting country,France,2018,2335.2
Total,Reporting country,France,2019,2188.0
Total,Reporting country,France,2020,2050.0
Total,Reporting country,France,2021,2070.5
Total,Reporting country,France,2022,1950.4
Total,Reporting country,France,2023,1972.8
Total,Reporting country,Croatia,2014,318.7
Total,Reporting country,Croatia,2015,298.6
Total,Reporting country,Croatia,2016,231.1
Total,Reporting country,Croatia,2017,194.2
Total,Reporting country,Croatia,2018,141.6
Total,Reporting country,Croatia,2019,110.7
Total,Reporting country,Croatia,2020,124.6
Total,Reporting country,Croatia,2021,126.7
Total,Reporting country,Croatia,2022,116.5
Total,Reporting country,Croatia,2023,105.3
Total,Reporting country,Hungary,2014,341.9
Total,Reporting country,Hungary,2015,306.8
Total,Reporting country,Hungary,2016,233.3
Total,Reporting country,Hungary,2017,191.0
Total,Reporting country,Hungary,2018,168.2
Total,Reporting country,Hungary,2019,157.0
Total,Reporting country,Hungary,2020,193.7
Total,Reporting country,Hungary,2021,192.1
Total,Reporting country,Hungary,2022,172.2
Total,Reporting country,Hungary,2023,199.5
Total,Reporting country,Ireland,2014,221.9
Total,Reporting country,Ireland,2015,188.6
Total,Reporting country,Ireland,2016,163.2
Total,Reporting country,Ireland,2017,130.5
Total,Reporting country,Ireland,2018,110.2
Total,Reporting country,Ireland,2019,97.6
Total,Reporting country,Ireland,2020,106.8
Total,Reporting country,Ireland,2021,128.0
Total,Reporting country,Ireland,2022,94.4
Total,Reporting country,Ireland,2023,92.0
Total,Reporting country,Iceland,2014,8.3
Total,Reporting country,Iceland,2015,6.8
Total,Reporting country,Iceland,2016,5.3
Total,Reporting country,Iceland,2017,5.1
Total,Reporting country,Iceland,2018,4.9
Total,Reporting country,Iceland,2019,6.7
Total,Reporting country,Iceland,2020,9.5
Total,Reporting country,Iceland,2021,10.0
Total,Reporting country,Iceland,2022,6.5
Total,Reporting country,Iceland,2023,6.2
Total,Reporting country,Italy,2014,2770.3
Total,Reporting country,Italy,2015,2577.1
Total,Reporting country,Italy,2016,2575.2
Total,Reporting country,Italy,2017,2501.1
Total,Reporting country,Italy,2018,2328.2
Total,Reporting country,Italy,2019,2157.3
Total,Reporting country,Italy,2020,1952.7
Total,Reporting country,Italy,2021,1988.2
Total,Reporting country,Italy,2022,1703.8
Total,Reporting country,Italy,2023,1643.3
Total,Reporting country,Lithuania,2014,157.1
Total,Reporting country,Lithuania,2015,133.2
Total,Reporting country,Lithuania,2016,115.5
Total,Reporting country,Lithuania,2017,102.8
Total,Reporting country,Lithuania,2018,89.4
Total,Reporting country,Lithuania,2019,91.4
Total,Reporting country,Lithuania,2020,125.2
Total,Reporting country,Lithuania,2021,103.6
Total,Reporting country,Lithuania,2022,88.4
Total,Reporting country,Lithuania,2023,104.4
Total,Reporting country,Luxembourg,2014,4.7
Total,Reporting country,Luxembourg,2015,5.6
Total,Reporting country,Luxembourg,2016,5.4
Total,Reporting country,Luxembourg,2017,5.1
Total,Reporting country,Luxembourg,2018,5.9
Total,Reporting country,Luxembourg,2019,5.7
Total,Reporting country,Luxembourg,2020,6.8
Total,Reporting country,Luxembourg,2021,6.2
Total,Reporting country,Luxembourg,2022,6.7
Total,Reporting country,Luxembourg,2023,7.4
Total,Reporting country,Latvia,2014,88.7
Total,Reporting country,Latvia,2015,81.8
Total,Reporting country,Latvia,2016,79.8
Total,Reporting country,Latvia,2017,71.4
Total,Reporting country,Latvia,2018,59.7
Total,Reporting country,Latvia,2019,52.8
Total,Reporting country,Latvia,2020,66.8
Total,Reporting country,Latvia,2021,58.8
Total,Reporting country,Latvia,2022,55.5
Total,Reporting country,Latvia,2023,53.1
Total,Reporting country,Montenegro,2014,45.9
Total,Reporting country,Montenegro,2015,45.7
Total,Reporting country,Montenegro,2016,46.8
Total,Reporting country,Montenegro,2017,42.9
Total,Reporting country,Montenegro,2018,41.9
Total,Reporting country,Montenegro,2019,43.0
Total,Reporting country,Montenegro,2020,47.1
Total,Reporting country,North Macedonia,2014,268.7
Total,Reporting country,North Macedonia,2015,248.8
Total,Reporting country,North Macedonia,2016,224.7
Total,Reporting country,North Macedonia,2017,213.1
Total,Reporting country,North Macedonia,2018,198.4
Total,Reporting country,North Macedonia,2019,166.0
Total,Reporting country,North Macedonia,2020,155.9
Total,Reporting country,Malta,2014,10.4
Total,Reporting country,Malta,2015,10.1
Total,Reporting country,Malta,2016,9.1
Total,Reporting country,Malta,2017,7.1
Total,Reporting country,Malta,2018,6.2
Total,Reporting country,Malta,2019,5.8
Total,Reporting country,Malta,2020,7.3
Total,Reporting country,Malta,2021,6.4
Total,Reporting country,Malta,2022,4.9
Total,Reporting country,Malta,2023,5.3
Total,Reporting country,Netherlands,2014,604.3
Total,Reporting country,Netherlands,2015,552.7
Total,Reporting country,Netherlands,2016,489.1
Total,Reporting country,Netherlands,2017,397.5
Total,Reporting country,Netherlands,2018,312.8
Total,Reporting country,Netherlands,2019,275.3
Total,Reporting country,Netherlands,2020,313.8
Total,Reporting country,Netherlands,2021,360.2
Total,Reporting country,Netherlands,2022,317.1
Total,Reporting country,Netherlands,2023,314.3
Total,Reporting country,Norway,2014,75.3
Total,Reporting country,Norway,2015,90.9
Total,Reporting country,Norway,2016,103.7
Total,Reporting country,Norway,2017,91.6
Total,Reporting country,Norway,2018,78.2
Total,Reporting country,Norway,2019,78.1
Total,Reporting country,Norway,2020,91.2
Total,Reporting country,Norway,2021,96.7
Total,Reporting country,Norway,2022,76.5
Total,Reporting country,Norway,2023,80.6
Total,Reporting country,Poland,2014,1562.4
Total,Reporting country,Poland,2015,1300.6
Total,Reporting country,Poland,2016,1057.7
Total,Reporting country,Poland,2017,837.2
Total,Reporting country,Poland,2018,653.5
Total,Reporting country,Poland,2019,558.4
Total,Reporting country,Poland,2020,546.8
Total,Reporting country,Poland,2021,595.3
Total,Reporting country,Poland,2022,502.8
Total,Reporting country,Poland,2023,490.2
Total,Reporting country,Portugal,2014,693.9
Total,Reporting country,Portugal,2015,618.7
Total,Reporting country,Portugal,2016,551.1
Total,Reporting country,Portugal,2017,447.3
Total,Reporting country,Portugal,2018,350.8
Total,Reporting country,Portugal,2019,318.0
Total,Reporting country,Portugal,2020,331.6
Total,Reporting country,Portugal,2021,335.6
Total,Reporting country,Portugal,2022,303.0
Total,Reporting country,Portugal,2023,315.4
Total,Reporting country,Romania,2014,628.7
Total,Reporting country,Romania,2015,623.5
Total,Reporting country,Romania,2016,529.6
Total,Reporting country,Romania,2017,448.6
Total,Reporting country,Romania,2018,379.2
Total,Reporting country,Romania,2019,353.1
Total,Reporting country,Romania,2020,451.6
Total,Reporting country,Romania,2021,458.8
Total,Reporting country,Romania,2022,464.0
Total,Reporting country,Romania,2023,454.1
Total,Reporting country,Serbia,2014,604.4
Total,Reporting country,Serbia,2015,550.3
Total,Reporting country,Serbia,2016,488.2
Total,Reporting country,Serbia,2017,433.4
Total,Reporting country,Serbia,2018,411.3
Total,Reporting country,Serbia,2019,335.4
Total,Reporting country,Serbia,2020,286.0
Total,Reporting country,Serbia,2021,342.9
Total,Reporting country,Serbia,2022,296.2
Total,Reporting country,Serbia,2023,292.9
Total,Reporting country,Sweden,2014,341.6
Total,Reporting country,Sweden,2015,314.2
Total,Reporting country,Sweden,2016,283.1
Total,Reporting country,Sweden,2017,270.4
Total,Reporting country,Sweden,2018,248.6
Total,Reporting country,Sweden,2019,271.7
Total,Reporting country,Sweden,2020,324.3
Total,Reporting country,Sweden,2021,374.1
Total,Reporting country,Sweden,2022,332.0
Total,Reporting country,Sweden,2023,345.5
Total,Reporting country,Slovenia,2014,92.2
Total,Reporting country,Slovenia,2015,84.7
Total,Reporting country,Slovenia,2016,73.7
Total,Reporting country,Slovenia,2017,63.2
Total,Reporting country,Slovenia,2018,49.0
Total,Reporting country,Slovenia,2019,41.9
Total,Reporting country,Slovenia,2020,46.4
Total,Reporting country,Slovenia,2021,44.0
Total,Reporting country,Slovenia,2022,36.7
Total,Reporting country,Slovenia,2023,33.5
Total,Reporting country,Slovakia,2014,358.5
Total,Reporting country,Slovakia,2015,314.1
Total,Reporting country,Slovakia,2016,266.2
Total,Reporting country,Slovakia,2017,223.5
Total,Reporting country,Slovakia,2018,178.6
Total,Reporting country,Slovakia,2019,157.3
Total,Reporting country,Slovakia,2020,180.5
Total,Reporting country,Slovakia,2021,186.8
Total,Reporting country,Slovakia,2022,169.3
Total,Reporting country,Slovakia,2023,161.0
Total,Reporting country,United Kingdom,2014,1768.9
Total,Reporting country,United Kingdom,2015,1523.9
Total,Reporting country,United Kingdom,2016,1390.1
Total,Reporting country,United Kingdom,2017,1249.4
Total,Reporting country,United Kingdom,2018,1176.1
Total,Reporting country,United Kingdom,2019,1097.3
Total,Non-EU27 countries (from 2020) nor reporting country,Austria,2014,37.3
Total,Non-EU27 countries (from 2020) nor reporting country,Austria,2015,39.7
Total,Non-EU27 countries (from 2020) nor reporting country,Austria,2016,50.5
Total,Non-EU27 countries (from 2020) nor reporting country,Austria,2017,50.1
Total,Non-EU27 countries (from 2020) nor reporting country,Austria,2018,47.1
Total,Non-EU27 countries (from 2020) nor reporting country,Austria,2019,43.5
Total,Non-EU27 countries (from 2020) nor reporting country,Austria,2020,52.0
Total,Non-EU27 countries (from 2020) nor reporting country,Austria,2021,56.1
Total,Non-EU27 countries (from 2020) nor reporting country,Austria,2022,47.4
Total,Non-EU27 countries (from 2020) nor reporting country,Austria,2023,57.4
Total,Non-EU27 countries (from 2020) nor reporting country,Belgium,2014,46.7
Total,Non-EU27 countries (from 2020) nor reporting country,Belgium,2015,44.1
Total,Non-EU27 countries (from 2020) nor reporting country,Belgium,2016,43.6
Total,Non-EU27 countries (from 2020) nor reporting country,Belgium,2017,39.3
Total,Non-EU27 countries (from 2020) nor reporting country,Belgium,2018,35.0
Total,Non-EU27 countries (from 2020) nor reporting country,Belgium,2019,28.8
Total,Non-EU27 countries (from 2020) nor reporting country,Belgium,2020,28.1
Total,Non-EU27 countries (from 2020) nor reporting country,Belgium,2021,34.7
Total,Non-EU27 countries (from 2020) nor reporting country,Belgium,2022,32.5
Total,Non-EU27 countries (from 2020) nor reporting country,Belgium,2023,32.1
Total,Non-EU27 countries (from 2020) nor reporting country,Switzerland,2014,51.3
Total,Non-EU27 countries (from 2020) nor reporting country,Switzerland,2015,52.9
Total,Non-EU27 countries (from 2020) nor reporting country,Switzerland,2016,52.8
Total,Non-EU27 countries (from 2020) nor reporting country,Switzerland,2017,49.7
Total,Non-EU27 countries (from 2020) nor reporting country,Switzerland,2018,53.0
Total,Non-EU27 countries (from 2020) nor reporting country,Switzerland,2019,49.8
Total,Non-EU27 countries (from 2020) nor reporting country,Switzerland,2020,50.4
Total,Non-EU27 countries (from 2020) nor reporting country,Switzerland,2021,56.2
Total,Non-EU27 countries (from 2020) nor reporting country,Switzerland,2022,44.2
Total,Non-EU27 countries (from 2020) nor reporting country,Switzerland,2023,45.2
Total,Non-EU27 countries (from 2020) nor reporting country,Cyprus,2014,4.0
Total,Non-EU27 countries (from 2020) nor reporting country,Cyprus,2015,3.2
Total,Non-EU27 countries (from 2020) nor reporting country,Cyprus,2016,3.4
Total,Non-EU27 countries (from 2020) nor reporting country,Cyprus,2017,3.7
Total,Non-EU27 countries (from 2020) nor reporting country,Cyprus,2018,2.7
Total,Non-EU27 countries (from 2020) nor reporting country,Cyprus,2019,2.3
Total,Non-EU27 countries (from 2020) nor reporting country,Cyprus,2020,4.6
Total,Non-EU27 countries (from 2020) nor reporting country,Cyprus,2021,5.4
Total,Non-EU27 countries (from 2020) nor reporting country,Cyprus,2022,6.1
Total,Non-EU27 countries (from 2020) nor reporting country,Cyprus,2023,6.6
Total,Non-EU27 countries (from 2020) nor reporting country,Czechia,2014,2.4
Total,Non-EU27 countries (from 2020) nor reporting country,Czechia,2015,2.7
Total,Non-EU27 countries (from 2020) nor reporting country,Czechia,2016,1.9
Total,Non-EU27 countries (from 2020) nor reporting country,Czechia,2017,2.0
Total,Non-EU27 countries (from 2020) nor reporting country,Czechia,2018,1.5
Total,Non-EU27 countries (from 2020) nor reporting country,Czechia,2019,1.9
Total,Non-EU27 countries (from 2020) nor reporting country,Czechia,2020,2.8
Total,Non-EU27 countries (from 2020) nor reporting country,Czechia,2021,3.2
Total,Non-EU27 countries (from 2020) nor reporting country,Czechia,2022,2.7
Total,Non-EU27 countries (from 2020) nor reporting country,Czechia,2023,4.5
Total,Non-EU27 countries (from 2020) nor reporting country,Germany,2014,249.1
Total,Non-EU27 countries (from 2020) nor reporting country,Germany,2015,257.0
Total,Non-EU27 countries (from 2020) nor reporting country,Germany,2016,274.5
Total,Non-EU27 countries (from 2020) nor reporting country,Germany,2017,285.7
Total,Non-EU27 countries (from 2020) nor reporting country,Germany,2018,283.2
Total,Non-EU27 countries (from 2020) nor reporting country,Germany,2019,271.1
Total,Non-EU27 countries (from 2020) nor reporting country,Germany,2020,367.7
Total,Non-EU27 countries (from 2020) nor reporting country,Germany,2021,303.8
Total,Non-EU27 countries (from 2020) nor reporting country,Germany,2022,286.3
Total,Non-EU27 countries (from 2020) nor reporting country,Germany,2023,317.0
Total,Non-EU27 countries (from 2020) nor reporting country,Denmark,2014,19.4
Total,Non-EU27 countries (from 2020) nor reporting country,Denmark,2015,20.0
Total,Non-EU27 countries (from 2020) nor reporting country,Denmark,2016,17.2
Total,Non-EU27 countries (from 2020) nor reporting country,Denmark,2017,17.0
Total,Non-EU27 countries (from 2020) nor reporting country,Denmark,2018,14.8
Total,Non-EU27 countries (from 2020) nor reporting country,Denmark,2019,12.1
Total,Non-EU27 countries (from 2020) nor reporting country,Denmark,2020,16.1
Total,Non-EU27 countries (from 2020) nor reporting country,Denmark,2021,13.3
Total,Non-EU27 countries (from 2020) nor reporting country,Denmark,2022,13.8
Total,Non-EU27 countries (from 2020) nor reporting country,Denmark,2023,14.1
Total,Non-EU27 countries (from 2020) nor reporting country,Estonia,2014,12.3
Total,Non-EU27 countries (from 2020) nor reporting country,Estonia,2015,9.0
Total,Non-EU27 countries (from 2020) nor reporting country,Estonia,2016,11.9
Total,Non-EU27 countries (from 2020) nor reporting country,Estonia,2017,9.8
Total,Non-EU27 countries (from 2020) nor reporting country,Estonia,2018,9.5
Total,Non-EU27 countries (from 2020) nor reporting country,Estonia,2019,7.1
Total,Non-EU27 countries (from 2020) nor reporting country,Estonia,2020,10.0
Total,Non-EU27 countries (from 2020) nor reporting country,Estonia,2021,10.5
Total,Non-EU27 countries (from 2020) nor reporting country,Estonia,2022,8.3
Total,Non-EU27 countries (from 2020) nor reporting country,Estonia,2023,11.0
Total,Non-EU27 countries (from 2020) nor reporting country,Greece,2014,110.7
Total,Non-EU27 countries (from 2020) nor reporting country,Greece,2015,94.5
Total,Non-EU27 countries (from 2020) nor reporting country,Greece,2016,81.1
Total,Non-EU27 countries (from 2020) nor reporting country,Greece,2017,68.8
Total,Non-EU27 countries (from 2020) nor reporting country,Greece,2018,63.6
Total,Non-EU27 countries (from 2020) nor reporting country,Greece,2019,71.2
Total,Non-EU27 countries (from 2020) nor reporting country,Greece,2020,64.2
Total,Non-EU27 countries (from 2020) nor reporting country,Greece,2021,41.0
Total,Non-EU27 countries (from 2020) nor reporting country,Greece,2022,32.4
Total,Non-EU27 countries (from 2020) nor reporting country,Greece,2023,27.3
Total,Non-EU27 countries (from 2020) nor reporting country,Spain,2014,672.1
Total,Non-EU27 countries (from 2020) nor reporting country,Spain,2015,598.2
Total,Non-EU27 countries (from 2020) nor reporting country,Spain,2016,501.7
Total,Non-EU27 countries (from 2020) nor reporting country,Spain,2017,456.5
Total,Non-EU27 countries (from 2020) nor reporting country,Spain,2018,442.7
Total,Non-EU27 countries (from 2020) nor reporting country,Spain,2019,441.5
Total,Non-EU27 countries (from 2020) nor reporting country,Spain,2020,554.2
Total,Non-EU27 countries (from 2020) nor reporting country,Spain,2021,546.5
Total,Non-EU27 countries (from 2020) nor reporting country,Spain,2022,494.6
Total,Non-EU27 countries (from 2020) nor reporting country,Spain,2023,501.2
Total,Non-EU27 countries (from 2020) nor reporting country,Finland,2014,10.1
Total,Non-EU27 countries (from 2020) nor reporting country,Finland,2015,10.5
Total,Non-EU27 countries (from 2020) nor reporting country,Finland,2016,11.8
Total,Non-EU27 countries (from 2020) nor reporting country,Finland,2017,9.5
Total,Non-EU27 countries (from 2020) nor reporting country,Finland,2018,10.8
Total,Non-EU27 countries (from 2020) nor reporting country,Finland,2019,9.5
Total,Non-EU27 countries (from 2020) nor reporting country,Finland,2020,10.9
Total,Non-EU27 countries (from 2020) nor reporting country,Finland,2021,14.9
Total,Non-EU27 countries (from 2020) nor reporting country,Finland,2022,14.7
Total,Non-EU27 countries (from 2020) nor reporting country,Finland,2023,22.0
Total,Non-EU27 countries (from 2020) nor reporting country,France,2014,276.9
Total,Non-EU27 countries (from 2020) nor reporting country,France,2015,292.4
Total,Non-EU27 countries (from 2020) nor reporting country,France,2016,290.2
Total,Non-EU27 countries (from 2020) nor reporting country,France,2017,297.0
Total,Non-EU27 countries (from 2020) nor reporting country,France,2018,274.0
Total,Non-EU27 countries (from 2020) nor reporting country,France,2019,241.4
Total,Non-EU27 countries (from 2020) nor reporting country,France,2020,252.8
Total,Non-EU27 countries (from 2020) nor reporting country,France,2021,237.7
Total,Non-EU27 countries (from 2020) nor reporting country,France,2022,232.7
Total,Non-EU27 countries (from 2020) nor reporting country,France,2023,239.2
Total,Non-EU27 countries (from 2020) nor reporting country,Ireland,2014,19.6
Total,Non-EU27 countries (from 2020) nor reporting country,Ireland,2015,16.4
Total,Non-EU27 countries (from 2020) nor reporting country,Ireland,2016,14.0
Total,Non-EU27 countries (from 2020) nor reporting country,Ireland,2017,12.3
Total,Non-EU27 countries (from 2020) nor reporting country,Ireland,2018,12.9
Total,Non-EU27 countries (from 2020) nor reporting country,Ireland,2019,11.7
Total,Non-EU27 countries (from 2020) nor reporting country,Ireland,2020,14.3
Total,Non-EU27 countries (from 2020) nor reporting country,Ireland,2021,15.3
Total,Non-EU27 countries (from 2020) nor reporting country,Ireland,2022,14.6
Total,Non-EU27 countries (from 2020) nor reporting country,Ireland,2023,16.2
Total,Non-EU27 countries (from 2020) nor reporting country,Iceland,2020,0.7
Total,Non-EU27 countries (from 2020) nor reporting country,Iceland,2021,1.0
Total,Non-EU27 countries (from 2020) nor reporting country,Iceland,2023,1.0
Total,Non-EU27 countries (from 2020) nor reporting country,Italy,2014,327.2
Total,Non-EU27 countries (from 2020) nor reporting country,Italy,2015,317.7
Total,Non-EU27 countries (from 2020) nor reporting country,Italy,2016,305.2
Total,Non-EU27 countries (from 2020) nor reporting country,Italy,2017,284.2
Total,Non-EU27 countries (from 2020) nor reporting country,Italy,2018,261.7
Total,Non-EU27 countries (from 2020) nor reporting country,Italy,2019,254.8
Total,Non-EU27 countries (from 2020) nor reporting country,Italy,2020,229.1
Total,Non-EU27 countries (from 2020) nor reporting country,Italy,2021,267.4
Total,Non-EU27 countries (from 2020) nor reporting country,Italy,2022,226.5
Total,Non-EU27 countries (from 2020) nor reporting country,Italy,2023,213.1
Total,Non-EU27 countries (from 2020) nor reporting country,Lithuania,2021,1.2
Total,Non-EU27 countries (from 2020) nor reporting country,Lithuania,2022,1.5
Total,Non-EU27 countries (from 2020) nor reporting country,Lithuania,2023,1.4
Total,Non-EU27 countries (from 2020) nor reporting country,Luxembourg,2014,2.3
Total,Non-EU27 countries (from 2020) nor reporting country,Luxembourg,2015,2.4
Total,Non-EU27 countries (from 2020) nor reporting country,Luxembourg,2016,3.0
Total,Non-EU27 countries (from 2020) nor reporting country,Luxembourg,2017,3.2
Total,Non-EU27 countries (from 2020) nor reporting country,Luxembourg,2018,3.0
Total,Non-EU27 countries (from 2020) nor reporting country,Luxembourg,2019,2.4
Total,Non-EU27 countries (from 2020) nor reporting country,Luxembourg,2020,4.5
Total,Non-EU27 countries (from 2020) nor reporting country,Luxembourg,2021,3.1
Total,Non-EU27 countries (from 2020) nor reporting country,Luxembourg,2022,2.7
Total,Non-EU27 countries (from 2020) nor reporting country,Luxembourg,2023,3.5
Total,Non-EU27 countries (from 2020) nor reporting country,Latvia,2014,18.8
Total,Non-EU27 countries (from 2020) nor reporting country,Latvia,2015,16.1
Total,Non-EU27 countries (from 2020) nor reporting country,Latvia,2016,15.2
Total,Non-EU27 countries (from 2020) nor reporting country,Latvia,2017,13.9
Total,Non-EU27 countries (from 2020) nor reporting country,Latvia,2018,12.8
Total,Non-EU27 countries (from 2020) nor reporting country,Latvia,2019,7.9
Total,Non-EU27 countries (from 2020) nor reporting country,Latvia,2020,11.8
Total,Non-EU27 countries (from 2020) nor reporting country,Latvia,2021,11.5
Total,Non-EU27 countries (from 2020) nor reporting country,Latvia,2022,9.4
Total,Non-EU27 countries (from 2020) nor reporting country,Latvia,2023,7.4
Total,Non-EU27 countries (from 2020) nor reporting country,Montenegro,2014,1.4
Total,Non-EU27 countries (from 2020) nor reporting country,Montenegro,2015,1.3
Total,Non-EU27 countries (from 2020) nor reporting country,Montenegro,2016,1.3
Total,Non-EU27 countries (from 2020) nor reporting country,Malta,2014,0.4
