citizenship,geo,employment_rate,quarter,Sex,date
Reporting country,Switzerland,85.7,2004-Q2,Males,2004-04-01
Reporting country,Switzerland,85.0,2005-Q2,Males,2005-04-01
Reporting country,Switzerland,85.8,2006-Q2,Males,2006-04-01
Reporting country,Switzerland,86.3,2007-Q2,Males,2007-04-01
Reporting country,Switzerland,86.0,2008-Q2,Males,2008-04-01
Reporting country,Switzerland,84.7,2009-Q2,Males,2009-04-01
Reporting country,Switzerland,83.8,2010-Q1,Males,2010-01-01
Reporting country,Switzerland,84.4,2010-Q2,Males,2010-04-01
Reporting country,Switzerland,84.7,2010-Q3,Males,2010-07-01
Reporting country,Switzerland,84.4,2010-Q4,Males,2010-10-01
Reporting country,Switzerland,84.4,2011-Q1,Males,2011-01-01
Reporting country,Switzerland,84.5,2011-Q2,Males,2011-04-01
Reporting country,Switzerland,85.3,2011-Q3,Males,2011-07-01
Reporting country,Switzerland,84.7,2011-Q4,Males,2011-10-01
Reporting country,Switzerland,84.1,2012-Q1,Males,2012-01-01
Reporting country,Switzerland,84.7,2012-Q2,Males,2012-04-01
Reporting country,Switzerland,85.1,2012-Q3,Males,2012-07-01
Reporting country,Switzerland,84.8,2012-Q4,Males,2012-10-01
Reporting country,Switzerland,84.5,2013-Q1,Males,2013-01-01
Reporting country,Switzerland,84.2,2013-Q2,Males,2013-04-01
Reporting country,Switzerland,84.0,2013-Q3,Males,2013-07-01
Reporting country,Switzerland,84.6,2013-Q4,Males,2013-10-01
Reporting country,Switzerland,83.6,2014-Q1,Males,2014-01-01
Reporting country,Switzerland,84.0,2014-Q2,Males,2014-04-01
Reporting country,Switzerland,83.6,2014-Q3,Males,2014-07-01
Reporting country,Switzerland,84.6,2014-Q4,Males,2014-10-01
Reporting country,Switzerland,84.2,2015-Q1,Males,2015-01-01
Reporting country,Switzerland,84.1,2015-Q2,Males,2015-04-01
Reporting country,Switzerland,84.0,2015-Q3,Males,2015-07-01
Reporting country,Switzerland,84.9,2015-Q4,Males,2015-10-01
Reporting country,Switzerland,84.1,2016-Q1,Males,2016-01-01
Reporting country,Switzerland,84.2,2016-Q2,Males,2016-04-01
Reporting country,Switzerland,84.8,2016-Q3,Males,2016-07-01
Reporting country,Switzerland,85.3,2016-Q4,Males,2016-10-01
Reporting country,Switzerland,84.1,2017-Q1,Males,2017-01-01
Reporting country,Switzerland,84.9,2017-Q2,Males,2017-04-01
Reporting country,Switzerland,84.8,2017-Q3,Males,2017-07-01
Reporting country,Switzerland,84.7,2017-Q4,Males,2017-10-01
Reporting country,Switzerland,84.2,2018-Q1,Males,2018-01-01
Reporting country,Switzerland,85.2,2018-Q2,Males,2018-04-01
Reporting country,Switzerland,85.3,2018-Q3,Males,2018-07-01
Reporting country,Switzerland,85.1,2018-Q4,Males,2018-10-01
Reporting country,Switzerland,84.7,2019-Q1,Males,2019-01-01
Reporting country,Switzerland,85.1,2019-Q2,Males,2019-04-01
Reporting country,Switzerland,84.9,2019-Q3,Males,2019-07-01
Reporting country,Switzerland,85.2,2019-Q4,Males,2019-10-01
Reporting country,Switzerland,84.6,2020-Q1,Males,2020-01-01
Reporting country,Switzerland,83.4,2020-Q2,Males,2020-04-01
Reporting country,Switzerland,84.0,2020-Q3,Males,2020-07-01
Reporting country,Switzerland,84.5,2020-Q4,Males,2020-10-01
Reporting country,Switzerland,83.8,2021-Q1,Males,2021-01-01
Reporting country,Switzerland,84.0,2021-Q2,Males,2021-04-01
Reporting country,Switzerland,84.2,2021-Q3,Males,2021-07-01
Reporting country,Switzerland,84.9,2021-Q4,Males,2021-10-01
Reporting country,Switzerland,84.4,2022-Q1,Males,2022-01-01
Reporting country,Switzerland,84.7,2022-Q2,Males,2022-04-01
Reporting country,Switzerland,85.2,2022-Q3,Males,2022-07-01
Reporting country,Switzerland,85.3,2022-Q4,Males,2022-10-01
Reporting country,Switzerland,85.3,2023-Q1,Males,2023-01-01
Reporting country,Switzerland,86.0,2023-Q2,Males,2023-04-01
Reporting country,Switzerland,84.8,2023-Q3,Males,2023-07-01
Reporting country,Switzerland,85.5,2023-Q4,Males,2023-10-01
Reporting country,Switzerland,84.4,2024-Q1,Males,2024-01-01
Reporting country,Switzerland,85.1,2024-Q2,Males,2024-04-01
Reporting country,Switzerland,84.7,2024-Q3,Males,2024-07-01
Reporting country,Switzerland,84.9,2024-Q4,Males,2024-10-01
Reporting country,Switzerland,78.3,1998-Q2,Total,1998-04-01
Reporting country,Switzerland,79.4,1999-Q2,Total,1999-04-01
Reporting country,Switzerland,79.6,2000-Q2,Total,2000-04-01
Reporting country,Switzerland,79.5,2001-Q2,Total,2001-04-01
Reporting country,Switzerland,79.7,2002-Q2,Total,2002-04-01
Reporting country,Switzerland,79.3,2003-Q2,Total,2003-04-01
Reporting country,Switzerland,78.9,2004-Q2,Total,2004-04-01
Reporting country,Switzerland,78.7,2005-Q2,Total,2005-04-01
Reporting country,Switzerland,79.4,2006-Q2,Total,2006-04-01
Reporting country,Switzerland,79.9,2007-Q2,Total,2007-04-01
Reporting country,Switzerland,80.6,2008-Q2,Total,2008-04-01
Reporting country,Switzerland,80.1,2009-Q2,Total,2009-04-01
Reporting country,Switzerland,78.9,2010-Q1,Total,2010-01-01
Reporting country,Switzerland,78.9,2010-Q2,Total,2010-04-01
Reporting country,Switzerland,79.1,2010-Q3,Total,2010-07-01
Reporting country,Switzerland,79.2,2010-Q4,Total,2010-10-01
Reporting country,Switzerland,79.4,2011-Q1,Total,2011-01-01
Reporting country,Switzerland,79.8,2011-Q2,Total,2011-04-01
Reporting country,Switzerland,79.6,2011-Q3,Total,2011-07-01
Reporting country,Switzerland,80.0,2011-Q4,Total,2011-10-01
Reporting country,Switzerland,79.5,2012-Q1,Total,2012-01-01
Reporting country,Switzerland,79.7,2012-Q2,Total,2012-04-01
Reporting country,Switzerland,80.1,2012-Q3,Total,2012-07-01
Reporting country,Switzerland,79.6,2012-Q4,Total,2012-10-01
Reporting country,Switzerland,79.9,2013-Q1,Total,2013-01-01
Reporting country,Switzerland,79.8,2013-Q2,Total,2013-04-01
Reporting country,Switzerland,79.4,2013-Q3,Total,2013-07-01
Reporting country,Switzerland,80.2,2013-Q4,Total,2013-10-01
Reporting country,Switzerland,79.6,2014-Q1,Total,2014-01-01
Reporting country,Switzerland,80.1,2014-Q2,Total,2014-04-01
Reporting country,Switzerland,79.9,2014-Q3,Total,2014-07-01
Reporting country,Switzerland,81.3,2014-Q4,Total,2014-10-01
Reporting country,Switzerland,81.0,2015-Q1,Total,2015-01-01
Reporting country,Switzerland,80.6,2015-Q2,Total,2015-04-01
Reporting country,Switzerland,80.3,2015-Q3,Total,2015-07-01
Reporting country,Switzerland,81.3,2015-Q4,Total,2015-10-01
Reporting country,Switzerland,81.1,2016-Q1,Total,2016-01-01
Reporting country,Switzerland,80.9,2016-Q2,Total,2016-04-01
Reporting country,Switzerland,81.0,2016-Q3,Total,2016-07-01
Reporting country,Switzerland,81.8,2016-Q4,Total,2016-10-01
Reporting country,Switzerland,81.0,2017-Q1,Total,2017-01-01
Reporting country,Switzerland,81.2,2017-Q2,Total,2017-04-01
Reporting country,Switzerland,81.2,2017-Q3,Total,2017-07-01
Reporting country,Switzerland,81.7,2017-Q4,Total,2017-10-01
Reporting country,Switzerland,81.2,2018-Q1,Total,2018-01-01
Reporting country,Switzerland,81.6,2018-Q2,Total,2018-04-01
Reporting country,Switzerland,81.7,2018-Q3,Total,2018-07-01
Reporting country,Switzerland,81.6,2018-Q4,Total,2018-10-01
Reporting country,Switzerland,81.4,2019-Q1,Total,2019-01-01
Reporting country,Switzerland,81.9,2019-Q2,Total,2019-04-01
Reporting country,Switzerland,81.7,2019-Q3,Total,2019-07-01
Reporting country,Switzerland,82.0,2019-Q4,Total,2019-10-01
Reporting country,Switzerland,81.6,2020-Q1,Total,2020-01-01
Reporting country,Switzerland,80.2,2020-Q2,Total,2020-04-01
Reporting country,Switzerland,80.9,2020-Q3,Total,2020-07-01
Reporting country,Switzerland,81.7,2020-Q4,Total,2020-10-01
Reporting country,Switzerland,80.9,2021-Q1,Total,2021-01-01
Reporting country,Switzerland,80.9,2021-Q2,Total,2021-04-01
Reporting country,Switzerland,81.4,2021-Q3,Total,2021-07-01
Reporting country,Switzerland,82.4,2021-Q4,Total,2021-10-01
Reporting country,Switzerland,81.8,2022-Q1,Total,2022-01-01
Reporting country,Switzerland,81.8,2022-Q2,Total,2022-04-01
Reporting country,Switzerland,81.6,2022-Q3,Total,2022-07-01
Reporting country,Switzerland,82.4,2022-Q4,Total,2022-10-01
Reporting country,Switzerland,82.3,2023-Q1,Total,2023-01-01
Reporting country,Switzerland,82.6,2023-Q2,Total,2023-04-01
Reporting country,Switzerland,81.6,2023-Q3,Total,2023-07-01
Reporting country,Switzerland,82.8,2023-Q4,Total,2023-10-01
Reporting country,Switzerland,82.0,2024-Q1,Total,2024-01-01
Reporting country,Switzerland,82.3,2024-Q2,Total,2024-04-01
Reporting country,Switzerland,82.0,2024-Q3,Total,2024-07-01
Reporting country,Switzerland,82.4,2024-Q4,Total,2024-10-01
Total,Switzerland,68.8,1998-Q2,Females,1998-04-01
Total,Switzerland,69.6,1999-Q2,Females,1999-04-01
Total,Switzerland,69.3,2000-Q2,Females,2000-04-01
Total,Switzerland,70.6,2001-Q2,Females,2001-04-01
Total,Switzerland,71.5,2002-Q2,Females,2002-04-01
Total,Switzerland,70.7,2003-Q2,Females,2003-04-01
Total,Switzerland,70.3,2004-Q2,Females,2004-04-01
Total,Switzerland,70.4,2005-Q2,Females,2005-04-01
Total,Switzerland,71.1,2006-Q2,Females,2006-04-01
Total,Switzerland,71.6,2007-Q2,Females,2007-04-01
Total,Switzerland,73.5,2008-Q2,Females,2008-04-01
Total,Switzerland,73.6,2009-Q2,Females,2009-04-01
Total,Switzerland,71.2,2010-Q1,Females,2010-01-01
Total,Switzerland,71.0,2010-Q2,Females,2010-04-01
Total,Switzerland,71.3,2010-Q3,Females,2010-07-01
Total,Switzerland,71.7,2010-Q4,Females,2010-10-01
Total,Switzerland,72.3,2011-Q1,Females,2011-01-01
Total,Switzerland,72.9,2011-Q2,Females,2011-04-01
Total,Switzerland,72.0,2011-Q3,Females,2011-07-01
Total,Switzerland,73.0,2011-Q4,Females,2011-10-01
Total,Switzerland,73.0,2012-Q1,Females,2012-01-01
Total,Switzerland,72.9,2012-Q2,Females,2012-04-01
Total,Switzerland,73.3,2012-Q3,Females,2012-07-01
Total,Switzerland,72.8,2012-Q4,Females,2012-10-01
Total,Switzerland,72.9,2013-Q1,Females,2013-01-01
Total,Switzerland,73.1,2013-Q2,Females,2013-04-01
Total,Switzerland,73.1,2013-Q3,Females,2013-07-01
Total,Switzerland,73.7,2013-Q4,Females,2013-10-01
Total,Switzerland,73.2,2014-Q1,Females,2014-01-01
Total,Switzerland,74.0,2014-Q2,Females,2014-04-01
Total,Switzerland,73.7,2014-Q3,Females,2014-07-01
Total,Switzerland,75.4,2014-Q4,Females,2014-10-01
Total,Switzerland,74.9,2015-Q1,Females,2015-01-01
Total,Switzerland,74.6,2015-Q2,Females,2015-04-01
Total,Switzerland,74.1,2015-Q3,Females,2015-07-01
Total,Switzerland,75.2,2015-Q4,Females,2015-10-01
Total,Switzerland,75.9,2016-Q1,Females,2016-01-01
Total,Switzerland,75.2,2016-Q2,Females,2016-04-01
Total,Switzerland,74.8,2016-Q3,Females,2016-07-01
Total,Switzerland,75.8,2016-Q4,Females,2016-10-01
Total,Switzerland,75.3,2017-Q1,Females,2017-01-01
Total,Switzerland,74.8,2017-Q2,Females,2017-04-01
Total,Switzerland,75.0,2017-Q3,Females,2017-07-01
Total,Switzerland,75.7,2017-Q4,Females,2017-10-01
Total,Switzerland,75.3,2018-Q1,Females,2018-01-01
Total,Switzerland,75.0,2018-Q2,Females,2018-04-01
Total,Switzerland,76.3,2018-Q3,Females,2018-07-01
Total,Switzerland,76.1,2018-Q4,Females,2018-10-01
Total,Switzerland,75.7,2019-Q1,Females,2019-01-01
Total,Switzerland,76.5,2019-Q2,Females,2019-04-01
Total,Switzerland,76.4,2019-Q3,Females,2019-07-01
Total,Switzerland,76.8,2019-Q4,Females,2019-10-01
Total,Switzerland,76.2,2020-Q1,Females,2020-01-01
Total,Switzerland,74.9,2020-Q2,Females,2020-04-01
Total,Switzerland,75.7,2020-Q3,Females,2020-07-01
Total,Switzerland,76.8,2020-Q4,Females,2020-10-01
Total,Switzerland,75.0,2021-Q1,Females,2021-01-01
Total,Switzerland,74.7,2021-Q2,Females,2021-04-01
Total,Switzerland,76.1,2021-Q3,Females,2021-07-01
Total,Switzerland,77.3,2021-Q4,Females,2021-10-01
Total,Switzerland,76.0,2022-Q1,Females,2022-01-01
Total,Switzerland,76.1,2022-Q2,Females,2022-04-01
Total,Switzerland,75.6,2022-Q3,Females,2022-07-01
Total,Switzerland,76.7,2022-Q4,Females,2022-10-01
Total,Switzerland,76.9,2023-Q1,Females,2023-01-01
Total,Switzerland,76.8,2023-Q2,Females,2023-04-01
Total,Switzerland,76.2,2023-Q3,Females,2023-07-01
Total,Switzerland,77.3,2023-Q4,Females,2023-10-01
Total,Switzerland,77.0,2024-Q1,Females,2024-01-01
Total,Switzerland,77.0,2024-Q2,Females,2024-04-01
Total,Switzerland,76.6,2024-Q3,Females,2024-07-01
Total,Switzerland,77.2,2024-Q4,Females,2024-10-01
Total,Switzerland,87.2,1998-Q2,Males,1998-04-01
Total,Switzerland,87.2,1999-Q2,Males,1999-04-01
Total,Switzerland,87.3,2000-Q2,Males,2000-04-01
Total,Switzerland,87.6,2001-Q2,Males,2001-04-01
Total,Switzerland,86.2,2002-Q2,Males,2002-04-01
Total,Switzerland,85.1,2003-Q2,Males,2003-04-01
Total,Switzerland,84.4,2004-Q2,Males,2004-04-01
Total,Switzerland,83.9,2005-Q2,Males,2005-04-01
Total,Switzerland,84.7,2006-Q2,Males,2006-04-01
Total,Switzerland,85.6,2007-Q2,Males,2007-04-01
Total,Switzerland,85.4,2008-Q2,Males,2008-04-01
Total,Switzerland,84.4,2009-Q2,Males,2009-04-01
Total,Switzerland,82.1,2010-Q1,Males,2010-01-01
Total,Switzerland,83.4,2010-Q2,Males,2010-04-01
Total,Switzerland,83.9,2010-Q3,Males,2010-07-01
Total,Switzerland,83.5,2010-Q4,Males,2010-10-01
Total,Switzerland,83.5,2011-Q1,Males,2011-01-01
Total,Switzerland,84.0,2011-Q2,Males,2011-04-01
Total,Switzerland,84.5,2011-Q3,Males,2011-07-01
Total,Switzerland,84.2,2011-Q4,Males,2011-10-01
Total,Switzerland,83.2,2012-Q1,Males,2012-01-01
Total,Switzerland,83.9,2012-Q2,Males,2012-04-01
Total,Switzerland,84.5,2012-Q3,Males,2012-07-01
Total,Switzerland,84.0,2012-Q4,Males,2012-10-01
Total,Switzerland,83.0,2013-Q1,Males,2013-01-01
Total,Switzerland,83.3,2013-Q2,Males,2013-04-01
Total,Switzerland,83.5,2013-Q3,Males,2013-07-01
Total,Switzerland,84.0,2013-Q4,Males,2013-10-01
Total,Switzerland,82.4,2014-Q1,Males,2014-01-01
Total,Switzerland,83.2,2014-Q2,Males,2014-04-01
Total,Switzerland,83.5,2014-Q3,Males,2014-07-01
Total,Switzerland,84.3,2014-Q4,Males,2014-10-01
Total,Switzerland,83.3,2015-Q1,Males,2015-01-01
Total,Switzerland,83.6,2015-Q2,Males,2015-04-01
Total,Switzerland,83.3,2015-Q3,Males,2015-07-01
Total,Switzerland,84.1,2015-Q4,Males,2015-10-01
Total,Switzerland,83.0,2016-Q1,Males,2016-01-01
Total,Switzerland,83.5,2016-Q2,Males,2016-04-01
Total,Switzerland,83.8,2016-Q3,Males,2016-07-01
Total,Switzerland,84.5,2016-Q4,Males,2016-10-01
Total,Switzerland,83.1,2017-Q1,Males,2017-01-01
Total,Switzerland,84.6,2017-Q2,Males,2017-04-01
Total,Switzerland,84.7,2017-Q3,Males,2017-07-01
Total,Switzerland,84.7,2017-Q4,Males,2017-10-01
Total,Switzerland,83.5,2018-Q1,Males,2018-01-01
Total,Switzerland,84.7,2018-Q2,Males,2018-04-01
Total,Switzerland,84.6,2018-Q3,Males,2018-07-01
Total,Switzerland,85.0,2018-Q4,Males,2018-10-01
Total,Switzerland,84.1,2019-Q1,Males,2019-01-01
Total,Switzerland,84.7,2019-Q2,Males,2019-04-01
Total,Switzerland,84.3,2019-Q3,Males,2019-07-01
Total,Switzerland,85.0,2019-Q4,Males,2019-10-01
Total,Switzerland,84.5,2020-Q1,Males,2020-01-01
Total,Switzerland,83.2,2020-Q2,Males,2020-04-01
Total,Switzerland,83.6,2020-Q3,Males,2020-07-01
Total,Switzerland,84.2,2020-Q4,Males,2020-10-01
Total,Switzerland,82.9,2021-Q1,Males,2021-01-01
Total,Switzerland,82.9,2021-Q2,Males,2021-04-01
Total,Switzerland,83.3,2021-Q3,Males,2021-07-01
Total,Switzerland,84.2,2021-Q4,Males,2021-10-01
Total,Switzerland,83.4,2022-Q1,Males,2022-01-01
Total,Switzerland,83.6,2022-Q2,Males,2022-04-01
Total,Switzerland,84.4,2022-Q3,Males,2022-07-01
Total,Switzerland,84.3,2022-Q4,Males,2022-10-01
Total,Switzerland,84.0,2023-Q1,Males,2023-01-01
Total,Switzerland,84.5,2023-Q2,Males,2023-04-01
Total,Switzerland,84.4,2023-Q3,Males,2023-07-01
Total,Switzerland,84.7,2023-Q4,Males,2023-10-01
Total,Switzerland,83.2,2024-Q1,Males,2024-01-01
Total,Switzerland,83.8,2024-Q2,Males,2024-04-01
Total,Switzerland,83.7,2024-Q3,Males,2024-07-01
Total,Switzerland,84.0,2024-Q4,Males,2024-10-01
Total,Switzerland,78.0,1998-Q2,Total,1998-04-01
Total,Switzerland,78.4,1999-Q2,Total,1999-04-01
Total,Switzerland,78.3,2000-Q2,Total,2000-04-01
Total,Switzerland,79.1,2001-Q2,Total,2001-04-01
Total,Switzerland,78.9,2002-Q2,Total,2002-04-01
Total,Switzerland,77.9,2003-Q2,Total,2003-04-01
Total,Switzerland,77.4,2004-Q2,Total,2004-04-01
Total,Switzerland,77.2,2005-Q2,Total,2005-04-01
Total,Switzerland,77.9,2006-Q2,Total,2006-04-01
Total,Switzerland,78.6,2007-Q2,Total,2007-04-01
Total,Switzerland,79.5,2008-Q2,Total,2008-04-01
Total,Switzerland,79.0,2009-Q2,Total,2009-04-01
Total,Switzerland,76.7,2010-Q1,Total,2010-01-01
Total,Switzerland,77.3,2010-Q2,Total,2010-04-01
Total,Switzerland,77.6,2010-Q3,Total,2010-07-01
Total,Switzerland,77.7,2010-Q4,Total,2010-10-01
Total,Switzerland,77.9,2011-Q1,Total,2011-01-01
Total,Switzerland,78.5,2011-Q2,Total,2011-04-01
Total,Switzerland,78.3,2011-Q3,Total,2011-07-01
Total,Switzerland,78.7,2011-Q4,Total,2011-10-01
Total,Switzerland,78.1,2012-Q1,Total,2012-01-01
Total,Switzerland,78.5,2012-Q2,Total,2012-04-01
Total,Switzerland,78.9,2012-Q3,Total,2012-07-01
Total,Switzerland,78.4,2012-Q4,Total,2012-10-01
Total,Switzerland,78.0,2013-Q1,Total,2013-01-01
Total,Switzerland,78.3,2013-Q2,Total,2013-04-01
Total,Switzerland,78.4,2013-Q3,Total,2013-07-01
Total,Switzerland,78.9,2013-Q4,Total,2013-10-01
Total,Switzerland,77.9,2014-Q1,Total,2014-01-01
Total,Switzerland,78.6,2014-Q2,Total,2014-04-01
Total,Switzerland,78.6,2014-Q3,Total,2014-07-01
Total,Switzerland,79.9,2014-Q4,Total,2014-10-01
Total,Switzerland,79.2,2015-Q1,Total,2015-01-01
Total,Switzerland,79.1,2015-Q2,Total,2015-04-01
Total,Switzerland,78.8,2015-Q3,Total,2015-07-01
Total,Switzerland,79.7,2015-Q4,Total,2015-10-01
Total,Switzerland,79.4,2016-Q1,Total,2016-01-01
Total,Switzerland,79.4,2016-Q2,Total,2016-04-01
Total,Switzerland,79.4,2016-Q3,Total,2016-07-01
Total,Switzerland,80.2,2016-Q4,Total,2016-10-01
Total,Switzerland,79.3,2017-Q1,Total,2017-01-01
Total,Switzerland,79.8,2017-Q2,Total,2017-04-01
Total,Switzerland,79.9,2017-Q3,Total,2017-07-01
Total,Switzerland,80.2,2017-Q4,Total,2017-10-01
Total,Switzerland,79.4,2018-Q1,Total,2018-01-01
Total,Switzerland,79.9,2018-Q2,Total,2018-04-01
Total,Switzerland,80.5,2018-Q3,Total,2018-07-01
Total,Switzerland,80.6,2018-Q4,Total,2018-10-01
Total,Switzerland,79.9,2019-Q1,Total,2019-01-01
Total,Switzerland,80.6,2019-Q2,Total,2019-04-01
Total,Switzerland,80.4,2019-Q3,Total,2019-07-01
Total,Switzerland,81.0,2019-Q4,Total,2019-10-01
Total,Switzerland,80.4,2020-Q1,Total,2020-01-01
Total,Switzerland,79.1,2020-Q2,Total,2020-04-01
Total,Switzerland,79.7,2020-Q3,Total,2020-07-01
Total,Switzerland,80.5,2020-Q4,Total,2020-10-01
Total,Switzerland,79.0,2021-Q1,Total,2021-01-01
Total,Switzerland,78.8,2021-Q2,Total,2021-04-01
Total,Switzerland,79.8,2021-Q3,Total,2021-07-01
Total,Switzerland,80.8,2021-Q4,Total,2021-10-01
Total,Switzerland,79.8,2022-Q1,Total,2022-01-01
Total,Switzerland,79.9,2022-Q2,Total,2022-04-01
Total,Switzerland,80.1,2022-Q3,Total,2022-07-01
Total,Switzerland,80.6,2022-Q4,Total,2022-10-01
Total,Switzerland,80.5,2023-Q1,Total,2023-01-01
Total,Switzerland,80.7,2023-Q2,Total,2023-04-01
Total,Switzerland,80.4,2023-Q3,Total,2023-07-01
Total,Switzerland,81.0,2023-Q4,Total,2023-10-01
Total,Switzerland,80.2,2024-Q1,Total,2024-01-01
Total,Switzerland,80.5,2024-Q2,Total,2024-04-01
Total,Switzerland,80.2,2024-Q3,Total,2024-07-01
Total,Switzerland,80.6,2024-Q4,Total,2024-10-01
Total,Türkiye,20.2,2006-Q1,Females,2006-01-01
Total,Türkiye,24.1,2006-Q2,Females,2006-04-01
Total,Türkiye,24.0,2006-Q3,Females,2006-07-01
Total,Türkiye,22.7,2006-Q4,Females,2006-10-01
Total,Türkiye,21.5,2007-Q1,Females,2007-01-01
Total,Türkiye,24.3,2007-Q2,Females,2007-04-01
Total,Türkiye,23.7,2007-Q3,Females,2007-07-01
Total,Türkiye,21.6,2007-Q4,Females,2007-10-01
Total,Türkiye,21.1,2008-Q1,Females,2008-01-01
Total,Türkiye,24.9,2008-Q2,Females,2008-04-01
Total,Türkiye,24.8,2008-Q3,Females,2008-07-01
Total,Türkiye,23.2,2008-Q4,Females,2008-10-01
Total,Türkiye,21.6,2009-Q1,Females,2009-01-01
Total,Türkiye,25.0,2009-Q2,Females,2009-04-01
Total,Türkiye,25.5,2009-Q3,Females,2009-07-01
Total,Türkiye,24.8,2009-Q4,Females,2009-10-01
Total,Türkiye,24.2,2010-Q1,Females,2010-01-01
Total,Türkiye,27.3,2010-Q2,Females,2010-04-01
Total,Türkiye,27.0,2010-Q3,Females,2010-07-01
Total,Türkiye,26.2,2010-Q4,Females,2010-10-01
Total,Türkiye,25.9,2011-Q1,Females,2011-01-01
Total,Türkiye,28.9,2011-Q2,Females,2011-04-01
Total,Türkiye,28.9,2011-Q3,Females,2011-07-01
Total,Türkiye,27.6,2011-Q4,Females,2011-10-01
Total,Türkiye,26.6,2012-Q1,Females,2012-01-01
Total,Türkiye,29.9,2012-Q2,Females,2012-04-01
Total,Türkiye,29.2,2012-Q3,Females,2012-07-01
Total,Türkiye,29.2,2012-Q4,Females,2012-10-01
Total,Türkiye,28.4,2013-Q1,Females,2013-01-01
Total,Türkiye,31.1,2013-Q2,Females,2013-04-01
Total,Türkiye,30.0,2013-Q3,Females,2013-07-01
Total,Türkiye,29.1,2013-Q4,Females,2013-10-01
Total,Türkiye,28.1,2014-Q1,Females,2014-01-01
Total,Türkiye,30.6,2014-Q2,Females,2014-04-01
Total,Türkiye,29.9,2014-Q3,Females,2014-07-01
Total,Türkiye,29.4,2014-Q4,Females,2014-10-01
Total,Türkiye,28.9,2015-Q1,Females,2015-01-01
Total,Türkiye,31.5,2015-Q2,Females,2015-04-01
Total,Türkiye,30.9,2015-Q3,Females,2015-07-01
Total,Türkiye,30.5,2015-Q4,Females,2015-10-01
Total,Türkiye,30.2,2016-Q1,Females,2016-01-01
Total,Türkiye,32.5,2016-Q2,Females,2016-04-01
Total,Türkiye,31.3,2016-Q3,Females,2016-07-01
Total,Türkiye,30.6,2016-Q4,Females,2016-10-01
Total,Türkiye,30.7,2017-Q1,Females,2017-01-01
Total,Türkiye,32.9,2017-Q2,Females,2017-04-01
Total,Türkiye,32.4,2017-Q3,Females,2017-07-01
Total,Türkiye,32.7,2017-Q4,Females,2017-10-01
Total,Türkiye,32.2,2018-Q1,Females,2018-01-01
Total,Türkiye,33.7,2018-Q2,Females,2018-04-01
Total,Türkiye,33.2,2018-Q3,Females,2018-07-01
Total,Türkiye,32.6,2018-Q4,Females,2018-10-01
Total,Türkiye,31.8,2019-Q1,Females,2019-01-01
Total,Türkiye,32.9,2019-Q2,Females,2019-04-01
Total,Türkiye,32.4,2019-Q3,Females,2019-07-01
Total,Türkiye,31.7,2019-Q4,Females,2019-10-01
Total,Türkiye,29.7,2020-Q1,Females,2020-01-01
Total,Türkiye,29.1,2020-Q2,Females,2020-04-01
Total,Türkiye,30.4,2020-Q3,Females,2020-07-01
Total,Türkiye,29.5,2020-Q4,Females,2020-10-01
Total,Türkiye,29.8,2021-Q1,Females,2021-01-01
Total,Türkiye,31.3,2021-Q2,Females,2021-04-01
Total,Türkiye,32.7,2021-Q3,Females,2021-07-01
Total,Türkiye,33.1,2021-Q4,Females,2021-10-01
Total,Türkiye,32.8,2022-Q1,Females,2022-01-01
Total,Türkiye,34.5,2022-Q2,Females,2022-04-01
Total,Türkiye,34.7,2022-Q3,Females,2022-07-01
Total,Türkiye,35.7,2022-Q4,Females,2022-10-01
Total,Türkiye,34.6,2023-Q1,Females,2023-01-01
Total,Türkiye,35.4,2023-Q2,Females,2023-04-01
Total,Türkiye,35.8,2023-Q3,Females,2023-07-01
Total,Türkiye,36.3,2023-Q4,Females,2023-10-01
Total,Türkiye,36.5,2024-Q1,Females,2024-01-01
Total,Türkiye,37.1,2024-Q2,Females,2024-04-01
Total,Türkiye,37.1,2024-Q3,Females,2024-07-01
Total,Türkiye,37.1,2024-Q4,Females,2024-10-01
Total,Türkiye,63.5,2006-Q1,Males,2006-01-01
Total,Türkiye,67.6,2006-Q2,Males,2006-04-01
Total,Türkiye,68.9,2006-Q3,Males,2006-07-01
Total,Türkiye,67.5,2006-Q4,Males,2006-10-01
Total,Türkiye,64.1,2007-Q1,Males,2007-01-01
Total,Türkiye,67.8,2007-Q2,Males,2007-04-01
Total,Türkiye,69.0,2007-Q3,Males,2007-07-01
Total,Türkiye,66.4,2007-Q4,Males,2007-10-01
Total,Türkiye,64.0,2008-Q1,Males,2008-01-01
Total,Türkiye,68.0,2008-Q2,Males,2008-04-01
Total,Türkiye,68.6,2008-Q3,Males,2008-07-01
Total,Türkiye,65.6,2008-Q4,Males,2008-10-01
Total,Türkiye,61.5,2009-Q1,Males,2009-01-01
Total,Türkiye,64.7,2009-Q2,Males,2009-04-01
Total,Türkiye,66.6,2009-Q3,Males,2009-07-01
Total,Türkiye,65.4,2009-Q4,Males,2009-10-01
Total,Türkiye,63.6,2010-Q1,Males,2010-01-01
Total,Türkiye,67.7,2010-Q2,Males,2010-04-01
Total,Türkiye,68.2,2010-Q3,Males,2010-07-01
Total,Türkiye,67.1,2010-Q4,Males,2010-10-01
Total,Türkiye,66.6,2011-Q1,Males,2011-01-01
Total,Türkiye,69.8,2011-Q2,Males,2011-04-01
