citizenship,geo,employment_rate,year,Sex
Reporting country,Slovakia,57.8,2003,Total
Reporting country,Slovakia,56.7,2004,Total
Reporting country,Slovakia,57.7,2005,Total
Reporting country,Slovakia,59.4,2006,Total
Reporting country,Slovakia,60.7,2007,Total
Reporting country,Slovakia,62.2,2008,Total
Reporting country,Slovakia,60.1,2009,Total
Reporting country,Slovakia,58.8,2010,Total
Reporting country,Slovakia,59.3,2011,Total
Reporting country,Slovakia,59.7,2012,Total
Reporting country,Slovakia,59.9,2013,Total
Reporting country,Slovakia,60.9,2014,Total
Reporting country,Slovakia,62.7,2015,Total
Reporting country,Slovakia,64.9,2016,Total
Reporting country,Slovakia,66.2,2017,Total
Reporting country,Slovakia,67.6,2018,Total
Reporting country,Slovakia,68.4,2019,Total
Reporting country,Slovakia,67.5,2020,Total
Reporting country,Slovakia,69.4,2021,Total
Reporting country,Slovakia,71.3,2022,Total
Reporting country,Slovakia,71.9,2023,Total
Reporting country,Slovakia,72.4,2024,Total
Total,Slovakia,53.6,1998,Females
Total,Slovakia,52.1,1999,Females
Total,Slovakia,51.1,2000,Females
Total,Slovakia,51.8,2001,Females
Total,Slovakia,51.2,2002,Females
Total,Slovakia,52.3,2003,Females
Total,Slovakia,50.6,2004,Females
Total,Slovakia,50.9,2005,Females
Total,Slovakia,51.9,2006,Females
Total,Slovakia,53.0,2007,Females
Total,Slovakia,54.6,2008,Females
Total,Slovakia,52.8,2009,Females
Total,Slovakia,52.3,2010,Females
Total,Slovakia,52.5,2011,Females
Total,Slovakia,52.7,2012,Females
Total,Slovakia,53.4,2013,Females
Total,Slovakia,54.3,2014,Females
Total,Slovakia,55.9,2015,Females
Total,Slovakia,58.3,2016,Females
Total,Slovakia,60.3,2017,Females
Total,Slovakia,61.2,2018,Females
Total,Slovakia,62.4,2019,Females
Total,Slovakia,61.7,2020,Females
Total,Slovakia,65.6,2021,Females
Total,Slovakia,67.6,2022,Females
Total,Slovakia,68.4,2023,Females
Total,Slovakia,68.3,2024,Females
Total,Slovakia,67.8,1998,Males
Total,Slovakia,64.0,1999,Males
Total,Slovakia,61.6,2000,Males
Total,Slovakia,61.8,2001,Males
Total,Slovakia,61.9,2002,Males
Total,Slovakia,63.5,2003,Males
Total,Slovakia,62.9,2004,Males
Total,Slovakia,64.6,2005,Males
Total,Slovakia,67.0,2006,Males
Total,Slovakia,68.4,2007,Males
Total,Slovakia,70.0,2008,Males
Total,Slovakia,67.6,2009,Males
Total,Slovakia,65.2,2010,Males
Total,Slovakia,66.1,2011,Males
Total,Slovakia,66.7,2012,Males
Total,Slovakia,66.4,2013,Males
Total,Slovakia,67.6,2014,Males
Total,Slovakia,69.5,2015,Males
Total,Slovakia,71.4,2016,Males
Total,Slovakia,72.0,2017,Males
Total,Slovakia,73.9,2018,Males
Total,Slovakia,74.4,2019,Males
Total,Slovakia,73.3,2020,Males
Total,Slovakia,73.3,2021,Males
Total,Slovakia,75.0,2022,Males
Total,Slovakia,75.5,2023,Males
Total,Slovakia,76.5,2024,Males
Total,Slovakia,60.6,1998,Total
Total,Slovakia,58.0,1999,Total
Total,Slovakia,56.3,2000,Total
Total,Slovakia,56.7,2001,Total
Total,Slovakia,56.5,2002,Total
Total,Slovakia,57.9,2003,Total
Total,Slovakia,56.7,2004,Total
Total,Slovakia,57.7,2005,Total
Total,Slovakia,59.4,2006,Total
Total,Slovakia,60.7,2007,Total
Total,Slovakia,62.3,2008,Total
Total,Slovakia,60.2,2009,Total
Total,Slovakia,58.8,2010,Total
Total,Slovakia,59.3,2011,Total
Total,Slovakia,59.7,2012,Total
Total,Slovakia,59.9,2013,Total
Total,Slovakia,61.0,2014,Total
Total,Slovakia,62.7,2015,Total
Total,Slovakia,64.9,2016,Total
Total,Slovakia,66.2,2017,Total
Total,Slovakia,67.6,2018,Total
Total,Slovakia,68.4,2019,Total
Total,Slovakia,67.5,2020,Total
Total,Slovakia,69.4,2021,Total
Total,Slovakia,71.3,2022,Total
Total,Slovakia,72.0,2023,Total
Total,Slovakia,72.4,2024,Total
Foreign country,Slovenia,33.2,2002,Females
Foreign country,Slovenia,35.0,2003,Females
Foreign country,Slovenia,36.800000000000004,2004,Females
Foreign country,Slovenia,38.6,2005,Females
Foreign country,Slovenia,41.8,2006,Females
Foreign country,Slovenia,38.9,2007,Females
Foreign country,Slovenia,33.7,2008,Females
Foreign country,Slovenia,27.5,2009,Females
Foreign country,Slovenia,41.5,2010,Females
Foreign country,Slovenia,40.2,2011,Females
Foreign country,Slovenia,35.7,2012,Females
Foreign country,Slovenia,30.7,2013,Females
Foreign country,Slovenia,30.9,2014,Females
Foreign country,Slovenia,43.8,2015,Females
Foreign country,Slovenia,45.7,2016,Females
Foreign country,Slovenia,54.0,2017,Females
Foreign country,Slovenia,53.4,2018,Females
Foreign country,Slovenia,51.4,2019,Females
Foreign country,Slovenia,52.6,2020,Females
Foreign country,Slovenia,54.2,2021,Females
Foreign country,Slovenia,57.2,2022,Females
Foreign country,Slovenia,59.6,2023,Females
Foreign country,Slovenia,60.6,2024,Females
Foreign country,Slovenia,68.3,2002,Males
Foreign country,Slovenia,78.5,2003,Males
Foreign country,Slovenia,75.1,2004,Males
Foreign country,Slovenia,70.7,2005,Males
Foreign country,Slovenia,67.0,2006,Males
Foreign country,Slovenia,80.1,2007,Males
Foreign country,Slovenia,87.9,2008,Males
Foreign country,Slovenia,77.4,2009,Males
Foreign country,Slovenia,73.0,2010,Males
Foreign country,Slovenia,81.1,2011,Males
Foreign country,Slovenia,85.0,2012,Males
Foreign country,Slovenia,78.2,2013,Males
Foreign country,Slovenia,74.4,2014,Males
Foreign country,Slovenia,82.5,2015,Males
Foreign country,Slovenia,82.0,2016,Males
Foreign country,Slovenia,81.6,2017,Males
Foreign country,Slovenia,81.9,2018,Males
Foreign country,Slovenia,85.1,2019,Males
Foreign country,Slovenia,87.3,2020,Males
Foreign country,Slovenia,83.6,2021,Males
Foreign country,Slovenia,85.0,2022,Males
Foreign country,Slovenia,87.8,2023,Males
Foreign country,Slovenia,85.8,2024,Males
Foreign country,Slovenia,47.6,2002,Total
Foreign country,Slovenia,53.4,2003,Total
Foreign country,Slovenia,46.9,2004,Total
Foreign country,Slovenia,54.8,2005,Total
Foreign country,Slovenia,56.0,2006,Total
Foreign country,Slovenia,64.8,2007,Total
Foreign country,Slovenia,67.2,2008,Total
Foreign country,Slovenia,55.2,2009,Total
Foreign country,Slovenia,59.4,2010,Total
Foreign country,Slovenia,64.5,2011,Total
Foreign country,Slovenia,62.9,2012,Total
Foreign country,Slovenia,56.6,2013,Total
Foreign country,Slovenia,55.0,2014,Total
Foreign country,Slovenia,66.2,2015,Total
Foreign country,Slovenia,66.4,2016,Total
Foreign country,Slovenia,69.1,2017,Total
Foreign country,Slovenia,68.7,2018,Total
Foreign country,Slovenia,70.3,2019,Total
Foreign country,Slovenia,72.7,2020,Total
Foreign country,Slovenia,70.4,2021,Total
Foreign country,Slovenia,72.3,2022,Total
Foreign country,Slovenia,75.3,2023,Total
Foreign country,Slovenia,74.8,2024,Total
Reporting country,Slovenia,59.9,2002,Females
Reporting country,Slovenia,57.8,2003,Females
Reporting country,Slovenia,61.4,2004,Females
Reporting country,Slovenia,61.4,2005,Females
Reporting country,Slovenia,61.9,2006,Females
Reporting country,Slovenia,62.8,2007,Females
Reporting country,Slovenia,64.5,2008,Females
Reporting country,Slovenia,64.3,2009,Females
Reporting country,Slovenia,62.9,2010,Females
Reporting country,Slovenia,61.3,2011,Females
Reporting country,Slovenia,61.1,2012,Females
Reporting country,Slovenia,60.0,2013,Females
Reporting country,Slovenia,60.9,2014,Females
Reporting country,Slovenia,61.6,2015,Females
Reporting country,Slovenia,63.3,2016,Females
Reporting country,Slovenia,66.3,2017,Females
Reporting country,Slovenia,68.3,2018,Females
Reporting country,Slovenia,69.5,2019,Females
Reporting country,Slovenia,68.6,2020,Females
Reporting country,Slovenia,68.9,2021,Females
Reporting country,Slovenia,70.7,2022,Females
Reporting country,Slovenia,70.2,2023,Females
Reporting country,Slovenia,70.9,2024,Females
Reporting country,Slovenia,68.7,2002,Males
Reporting country,Slovenia,67.1,2003,Males
Reporting country,Slovenia,69.9,2004,Males
Reporting country,Slovenia,70.4,2005,Males
Reporting country,Slovenia,71.2,2006,Males
Reporting country,Slovenia,72.6,2007,Males
Reporting country,Slovenia,72.4,2008,Males
Reporting country,Slovenia,70.9,2009,Males
Reporting country,Slovenia,69.6,2010,Males
Reporting country,Slovenia,67.4,2011,Males
Reporting country,Slovenia,66.9,2012,Males
Reporting country,Slovenia,66.7,2013,Males
Reporting country,Slovenia,67.3,2014,Males
Reporting country,Slovenia,68.6,2015,Males
Reporting country,Slovenia,68.2,2016,Males
Reporting country,Slovenia,72.1,2017,Males
Reporting country,Slovenia,74.1,2018,Males
Reporting country,Slovenia,74.2,2019,Males
Reporting country,Slovenia,72.7,2020,Males
Reporting country,Slovenia,73.9,2021,Males
Reporting country,Slovenia,75.5,2022,Males
Reporting country,Slovenia,74.1,2023,Males
Reporting country,Slovenia,74.8,2024,Males
Reporting country,Slovenia,64.3,2002,Total
Reporting country,Slovenia,62.5,2003,Total
Reporting country,Slovenia,65.7,2004,Total
Reporting country,Slovenia,66.0,2005,Total
Reporting country,Slovenia,66.6,2006,Total
Reporting country,Slovenia,67.8,2007,Total
Reporting country,Slovenia,68.6,2008,Total
Reporting country,Slovenia,67.7,2009,Total
Reporting country,Slovenia,66.3,2010,Total
Reporting country,Slovenia,64.4,2011,Total
Reporting country,Slovenia,64.1,2012,Total
Reporting country,Slovenia,63.5,2013,Total
Reporting country,Slovenia,64.2,2014,Total
Reporting country,Slovenia,65.2,2015,Total
Reporting country,Slovenia,65.8,2016,Total
Reporting country,Slovenia,69.3,2017,Total
Reporting country,Slovenia,71.3,2018,Total
Reporting country,Slovenia,71.9,2019,Total
Reporting country,Slovenia,70.7,2020,Total
Reporting country,Slovenia,71.5,2021,Total
Reporting country,Slovenia,73.2,2022,Total
Reporting country,Slovenia,72.2,2023,Total
Reporting country,Slovenia,73.0,2024,Total
Total,Slovenia,57.5,1996,Females
Total,Slovenia,58.4,1997,Females
Total,Slovenia,59.5,1998,Females
Total,Slovenia,58.1,1999,Females
Total,Slovenia,58.5,2000,Females
Total,Slovenia,58.6,2001,Females
Total,Slovenia,59.8,2002,Females
Total,Slovenia,57.7,2003,Females
Total,Slovenia,61.3,2004,Females
Total,Slovenia,61.3,2005,Females
Total,Slovenia,61.8,2006,Females
Total,Slovenia,62.6,2007,Females
Total,Slovenia,64.2,2008,Females
Total,Slovenia,63.8,2009,Females
Total,Slovenia,62.6,2010,Females
Total,Slovenia,60.9,2011,Females
Total,Slovenia,60.5,2012,Females
Total,Slovenia,59.2,2013,Females
Total,Slovenia,60.0,2014,Females
Total,Slovenia,61.0,2015,Females
Total,Slovenia,62.6,2016,Females
Total,Slovenia,65.8,2017,Females
Total,Slovenia,67.5,2018,Females
Total,Slovenia,68.6,2019,Females
Total,Slovenia,67.8,2020,Females
Total,Slovenia,68.1,2021,Females
Total,Slovenia,69.8,2022,Females
Total,Slovenia,69.4,2023,Females
Total,Slovenia,70.0,2024,Females
Total,Slovenia,66.0,1996,Males
Total,Slovenia,67.1,1997,Males
Total,Slovenia,67.5,1998,Males
Total,Slovenia,66.8,1999,Males
Total,Slovenia,66.7,2000,Males
Total,Slovenia,68.5,2001,Males
Total,Slovenia,68.7,2002,Males
Total,Slovenia,67.2,2003,Males
Total,Slovenia,69.9,2004,Males
Total,Slovenia,70.4,2005,Males
Total,Slovenia,71.1,2006,Males
Total,Slovenia,72.7,2007,Males
Total,Slovenia,72.7,2008,Males
Total,Slovenia,71.0,2009,Males
Total,Slovenia,69.6,2010,Males
Total,Slovenia,67.7,2011,Males
Total,Slovenia,67.4,2012,Males
Total,Slovenia,67.1,2013,Males
Total,Slovenia,67.5,2014,Males
Total,Slovenia,69.2,2015,Males
Total,Slovenia,68.9,2016,Males
Total,Slovenia,72.5,2017,Males
Total,Slovenia,74.5,2018,Males
Total,Slovenia,74.8,2019,Males
Total,Slovenia,73.7,2020,Males
Total,Slovenia,74.5,2021,Males
Total,Slovenia,76.2,2022,Males
Total,Slovenia,75.4,2023,Males
Total,Slovenia,76.0,2024,Males
Total,Slovenia,61.7,1996,Total
Total,Slovenia,62.8,1997,Total
Total,Slovenia,63.5,1998,Total
Total,Slovenia,62.5,1999,Total
Total,Slovenia,62.7,2000,Total
Total,Slovenia,63.6,2001,Total
Total,Slovenia,64.3,2002,Total
Total,Slovenia,62.5,2003,Total
Total,Slovenia,65.6,2004,Total
Total,Slovenia,66.0,2005,Total
Total,Slovenia,66.6,2006,Total
Total,Slovenia,67.8,2007,Total
Total,Slovenia,68.6,2008,Total
Total,Slovenia,67.5,2009,Total
Total,Slovenia,66.2,2010,Total
Total,Slovenia,64.4,2011,Total
Total,Slovenia,64.1,2012,Total
Total,Slovenia,63.3,2013,Total
Total,Slovenia,63.9,2014,Total
Total,Slovenia,65.2,2015,Total
Total,Slovenia,65.8,2016,Total
Total,Slovenia,69.3,2017,Total
Total,Slovenia,71.1,2018,Total
Total,Slovenia,71.8,2019,Total
Total,Slovenia,70.9,2020,Total
Total,Slovenia,71.4,2021,Total
Total,Slovenia,73.1,2022,Total
Total,Slovenia,72.5,2023,Total
Total,Slovenia,73.1,2024,Total
Foreign country,Spain,31.9,1995,Females
Foreign country,Spain,29.8,1996,Females
Foreign country,Spain,35.9,1997,Females
Foreign country,Spain,38.0,1998,Females
Foreign country,Spain,46.7,1999,Females
Foreign country,Spain,46.9,2000,Females
Foreign country,Spain,50.9,2001,Females
Foreign country,Spain,56.1,2002,Females
Foreign country,Spain,53.4,2003,Females
Foreign country,Spain,55.5,2004,Females
Foreign country,Spain,59.6,2005,Females
Foreign country,Spain,60.9,2006,Females
Foreign country,Spain,60.0,2007,Females
Foreign country,Spain,58.5,2008,Females
Foreign country,Spain,54.2,2009,Females
Foreign country,Spain,53.5,2010,Females
Foreign country,Spain,51.0,2011,Females
Foreign country,Spain,48.5,2012,Females
Foreign country,Spain,47.0,2013,Females
Foreign country,Spain,47.3,2014,Females
Foreign country,Spain,49.6,2015,Females
Foreign country,Spain,50.4,2016,Females
Foreign country,Spain,51.9,2017,Females
Foreign country,Spain,52.5,2018,Females
Foreign country,Spain,52.9,2019,Females
Foreign country,Spain,48.2,2020,Females
Foreign country,Spain,50.0,2021,Females
Foreign country,Spain,52.1,2022,Females
Foreign country,Spain,54.7,2023,Females
Foreign country,Spain,55.0,2024,Females
Foreign country,Spain,65.8,1995,Males
Foreign country,Spain,62.8,1996,Males
Foreign country,Spain,67.5,1997,Males
Foreign country,Spain,74.4,1998,Males
Foreign country,Spain,73.1,1999,Males
Foreign country,Spain,73.9,2000,Males
Foreign country,Spain,78.8,2001,Males
Foreign country,Spain,78.2,2002,Males
Foreign country,Spain,77.6,2003,Males
Foreign country,Spain,78.8,2004,Males
Foreign country,Spain,79.2,2005,Males
Foreign country,Spain,80.3,2006,Males
Foreign country,Spain,78.4,2007,Males
Foreign country,Spain,72.3,2008,Males
Foreign country,Spain,59.4,2009,Males
Foreign country,Spain,58.9,2010,Males
Foreign country,Spain,56.5,2011,Males
Foreign country,Spain,52.9,2012,Males
Foreign country,Spain,52.0,2013,Males
Foreign country,Spain,54.6,2014,Males
Foreign country,Spain,59.1,2015,Males
Foreign country,Spain,63.4,2016,Males
Foreign country,Spain,65.8,2017,Males
Foreign country,Spain,67.2,2018,Males
Foreign country,Spain,69.2,2019,Males
Foreign country,Spain,63.2,2020,Males
Foreign country,Spain,65.6,2021,Males
Foreign country,Spain,68.9,2022,Males
Foreign country,Spain,69.8,2023,Males
Foreign country,Spain,70.3,2024,Males
Foreign country,Spain,48.8,1995,Total
Foreign country,Spain,45.4,1996,Total
Foreign country,Spain,51.1,1997,Total
Foreign country,Spain,56.2,1998,Total
Foreign country,Spain,59.4,1999,Total
Foreign country,Spain,59.9,2000,Total
Foreign country,Spain,65.2,2001,Total
Foreign country,Spain,66.8,2002,Total
Foreign country,Spain,65.5,2003,Total
Foreign country,Spain,67.3,2004,Total
Foreign country,Spain,69.5,2005,Total
Foreign country,Spain,70.7,2006,Total
Foreign country,Spain,69.2,2007,Total
Foreign country,Spain,65.5,2008,Total
Foreign country,Spain,56.8,2009,Total
Foreign country,Spain,56.2,2010,Total
Foreign country,Spain,53.6,2011,Total
Foreign country,Spain,50.6,2012,Total
Foreign country,Spain,49.4,2013,Total
Foreign country,Spain,50.8,2014,Total
Foreign country,Spain,54.2,2015,Total
Foreign country,Spain,56.6,2016,Total
Foreign country,Spain,58.5,2017,Total
Foreign country,Spain,59.5,2018,Total
Foreign country,Spain,60.7,2019,Total
Foreign country,Spain,55.3,2020,Total
Foreign country,Spain,57.4,2021,Total
Foreign country,Spain,60.2,2022,Total
Foreign country,Spain,61.8,2023,Total
Foreign country,Spain,62.3,2024,Total
Reporting country,Spain,31.7,1995,Females
Reporting country,Spain,32.8,1996,Females
Reporting country,Spain,34.4,1997,Females
Reporting country,Spain,35.5,1998,Females
Reporting country,Spain,38.0,1999,Females
Reporting country,Spain,41.1,2000,Females
Reporting country,Spain,42.5,2001,Females
Reporting country,Spain,44.4,2002,Females
Reporting country,Spain,46.3,2003,Females
Reporting country,Spain,47.9,2004,Females
Reporting country,Spain,50.9,2005,Females
Reporting country,Spain,52.9,2006,Females
Reporting country,Spain,54.6,2007,Females
Reporting country,Spain,54.9,2008,Females
Reporting country,Spain,53.1,2009,Females
Reporting country,Spain,52.7,2010,Females
Reporting country,Spain,52.8,2011,Females
Reporting country,Spain,51.6,2012,Females
Reporting country,Spain,50.8,2013,Females
Reporting country,Spain,51.8,2014,Females
Reporting country,Spain,53.1,2015,Females
Reporting country,Spain,54.8,2016,Females
Reporting country,Spain,56.2,2017,Females
Reporting country,Spain,57.5,2018,Females
Reporting country,Spain,58.7,2019,Females
Reporting country,Spain,57.0,2020,Females
Reporting country,Spain,59.0,2021,Females
Reporting country,Spain,60.4,2022,Females
Reporting country,Spain,61.8,2023,Females
Reporting country,Spain,62.9,2024,Females
Reporting country,Spain,61.9,1995,Males
Reporting country,Spain,62.5,1996,Males
Reporting country,Spain,64.1,1997,Males
Reporting country,Spain,66.3,1998,Males
Reporting country,Spain,69.1,1999,Males
Reporting country,Spain,71.0,2000,Males
Reporting country,Spain,72.2,2001,Males
Reporting country,Spain,72.5,2002,Males
Reporting country,Spain,72.9,2003,Males
Reporting country,Spain,72.9,2004,Males
Reporting country,Spain,74.7,2005,Males
Reporting country,Spain,75.5,2006,Males
Reporting country,Spain,75.8,2007,Males
Reporting country,Spain,73.5,2008,Males
Reporting country,Spain,67.7,2009,Males
Reporting country,Spain,65.7,2010,Males
Reporting country,Spain,64.4,2011,Males
Reporting country,Spain,61.3,2012,Males
Reporting country,Spain,60.2,2013,Males
Reporting country,Spain,61.4,2014,Males
Reporting country,Spain,63.4,2015,Males
Reporting country,Spain,64.9,2016,Males
Reporting country,Spain,66.6,2017,Males
Reporting country,Spain,68.0,2018,Males
Reporting country,Spain,68.6,2019,Males
Reporting country,Spain,66.6,2020,Males
Reporting country,Spain,67.8,2021,Males
Reporting country,Spain,69.4,2022,Males
Reporting country,Spain,70.0,2023,Males
Reporting country,Spain,70.6,2024,Males
Reporting country,Spain,46.7,1995,Total
Reporting country,Spain,47.6,1996,Total
Reporting country,Spain,49.2,1997,Total
Reporting country,Spain,50.9,1998,Total
Reporting country,Spain,53.5,1999,Total
Reporting country,Spain,56.0,2000,Total
Reporting country,Spain,57.4,2001,Total
Reporting country,Spain,58.5,2002,Total
Reporting country,Spain,59.7,2003,Total
Reporting country,Spain,60.5,2004,Total
Reporting country,Spain,62.9,2005,Total
Reporting country,Spain,64.3,2006,Total
Reporting country,Spain,65.3,2007,Total
Reporting country,Spain,64.3,2008,Total
Reporting country,Spain,60.5,2009,Total
Reporting country,Spain,59.3,2010,Total
Reporting country,Spain,58.7,2011,Total
Reporting country,Spain,56.5,2012,Total
Reporting country,Spain,55.6,2013,Total
Reporting country,Spain,56.6,2014,Total
Reporting country,Spain,58.3,2015,Total
Reporting country,Spain,59.9,2016,Total
Reporting country,Spain,61.4,2017,Total
Reporting country,Spain,62.8,2018,Total
Reporting country,Spain,63.7,2019,Total
Reporting country,Spain,61.8,2020,Total
Reporting country,Spain,63.4,2021,Total
Reporting country,Spain,65.0,2022,Total
Reporting country,Spain,66.0,2023,Total
Reporting country,Spain,66.8,2024,Total
Total,Spain,31.7,1995,Females
Total,Spain,32.8,1996,Females
Total,Spain,34.5,1997,Females
Total,Spain,35.6,1998,Females
Total,Spain,38.2,1999,Females
Total,Spain,41.2,2000,Females
Total,Spain,42.8,2001,Females
Total,Spain,45.0,2002,Females
Total,Spain,46.8,2003,Females
Total,Spain,48.5,2004,Females
Total,Spain,51.8,2005,Females
Total,Spain,53.8,2006,Females
Total,Spain,55.3,2007,Females
Total,Spain,55.4,2008,Females
Total,Spain,53.3,2009,Females
Total,Spain,52.8,2010,Females
Total,Spain,52.6,2011,Females
Total,Spain,51.2,2012,Females
Total,Spain,50.3,2013,Females
Total,Spain,51.2,2014,Females
Total,Spain,52.7,2015,Females
Total,Spain,54.3,2016,Females
Total,Spain,55.7,2017,Females
Total,Spain,56.9,2018,Females
Total,Spain,57.9,2019,Females
Total,Spain,55.7,2020,Females
Total,Spain,57.7,2021,Females
Total,Spain,59.2,2022,Females
Total,Spain,60.7,2023,Females
Total,Spain,61.6,2024,Females
Total,Spain,62.0,1995,Males
Total,Spain,62.5,1996,Males
Total,Spain,64.1,1997,Males
Total,Spain,66.5,1998,Males
Total,Spain,69.2,1999,Males
Total,Spain,71.0,2000,Males
Total,Spain,72.5,2001,Males
Total,Spain,72.8,2002,Males
Total,Spain,73.2,2003,Males
Total,Spain,73.4,2004,Males
Total,Spain,75.1,2005,Males
Total,Spain,76.1,2006,Males
Total,Spain,76.1,2007,Males
Total,Spain,73.3,2008,Males
Total,Spain,66.5,2009,Males
Total,Spain,64.8,2010,Males
Total,Spain,63.4,2011,Males
Total,Spain,60.3,2012,Males
Total,Spain,59.2,2013,Males
Total,Spain,60.7,2014,Males
Total,Spain,62.9,2015,Males
Total,Spain,64.8,2016,Males
Total,Spain,66.5,2017,Males
Total,Spain,67.9,2018,Males
Total,Spain,68.7,2019,Males
Total,Spain,66.1,2020,Males
Total,Spain,67.5,2021,Males
Total,Spain,69.3,2022,Males
Total,Spain,70.0,2023,Males
Total,Spain,70.5,2024,Males
Total,Spain,46.8,1995,Total
Total,Spain,47.6,1996,Total
Total,Spain,49.2,1997,Total
Total,Spain,51.0,1998,Total
Total,Spain,53.7,1999,Total
Total,Spain,56.1,2000,Total
Total,Spain,57.7,2001,Total
Total,Spain,59.0,2002,Total
Total,Spain,60.1,2003,Total
Total,Spain,61.1,2004,Total
Total,Spain,63.6,2005,Total
Total,Spain,65.0,2006,Total
Total,Spain,65.8,2007,Total
Total,Spain,64.5,2008,Total
Total,Spain,60.0,2009,Total
Total,Spain,58.8,2010,Total
Total,Spain,58.0,2011,Total
Total,Spain,55.8,2012,Total
Total,Spain,54.8,2013,Total
Total,Spain,56.0,2014,Total
Total,Spain,57.8,2015,Total
Total,Spain,59.5,2016,Total
Total,Spain,61.1,2017,Total
Total,Spain,62.4,2018,Total
Total,Spain,63.3,2019,Total
Total,Spain,60.9,2020,Total
Total,Spain,62.6,2021,Total
Total,Spain,64.3,2022,Total
Total,Spain,65.3,2023,Total
Total,Spain,66.1,2024,Total
Foreign country,Sweden,43.8,1997,Females
Foreign country,Sweden,43.8,1998,Females
Foreign country,Sweden,48.8,1999,Females
Foreign country,Sweden,52.4,2000,Females
Foreign country,Sweden,56.0,2001,Females
Foreign country,Sweden,53.7,2002,Females
Foreign country,Sweden,56.9,2003,Females
Foreign country,Sweden,54.9,2004,Females
Foreign country,Sweden,51.6,2005,Females
Foreign country,Sweden,54.5,2006,Females
Foreign country,Sweden,54.9,2007,Females
Foreign country,Sweden,55.1,2008,Females
Foreign country,Sweden,54.1,2009,Females
Foreign country,Sweden,49.3,2010,Females
Foreign country,Sweden,47.7,2011,Females
Foreign country,Sweden,48.5,2012,Females
Foreign country,Sweden,51.0,2013,Females
Foreign country,Sweden,52.0,2014,Females
Foreign country,Sweden,51.4,2015,Females
Foreign country,Sweden,51.1,2016,Females
Foreign country,Sweden,52.0,2017,Females
Foreign country,Sweden,52.0,2018,Females
Foreign country,Sweden,49.7,2019,Females
Foreign country,Sweden,47.7,2020,Females
Foreign country,Sweden,49.6,2021,Females
Foreign country,Sweden,54.7,2022,Females
Foreign country,Sweden,58.0,2023,Females
Foreign country,Sweden,58.7,2024,Females
Foreign country,Sweden,49.9,1997,Males
Foreign country,Sweden,55.3,1998,Males
Foreign country,Sweden,54.4,1999,Males
Foreign country,Sweden,52.8,2000,Males
Foreign country,Sweden,64.5,2001,Males
Foreign country,Sweden,60.6,2002,Males
Foreign country,Sweden,60.6,2003,Males
Foreign country,Sweden,59.5,2004,Males
Foreign country,Sweden,61.5,2005,Males
Foreign country,Sweden,63.8,2006,Males
Foreign country,Sweden,65.1,2007,Males
Foreign country,Sweden,68.1,2008,Males
Foreign country,Sweden,66.7,2009,Males
Foreign country,Sweden,66.1,2010,Males
Foreign country,Sweden,64.2,2011,Males
Foreign country,Sweden,62.5,2012,Males
Foreign country,Sweden,63.4,2013,Males
Foreign country,Sweden,64.9,2014,Males
Foreign country,Sweden,63.9,2015,Males
Foreign country,Sweden,63.7,2016,Males
Foreign country,Sweden,66.9,2017,Males
Foreign country,Sweden,64.6,2018,Males
Foreign country,Sweden,67.8,2019,Males
Foreign country,Sweden,64.5,2020,Males
Foreign country,Sweden,68.3,2021,Males
Foreign country,Sweden,74.9,2022,Males
Foreign country,Sweden,76.3,2023,Males
Foreign country,Sweden,75.8,2024,Males
Foreign country,Sweden,46.6,1997,Total
Foreign country,Sweden,49.2,1998,Total
Foreign country,Sweden,51.4,1999,Total
Foreign country,Sweden,52.6,2000,Total
Foreign country,Sweden,60.2,2001,Total
Foreign country,Sweden,57.1,2002,Total
Foreign country,Sweden,58.7,2003,Total
Foreign country,Sweden,57.2,2004,Total
Foreign country,Sweden,56.5,2005,Total
Foreign country,Sweden,59.1,2006,Total
Foreign country,Sweden,59.9,2007,Total
Foreign country,Sweden,61.5,2008,Total
Foreign country,Sweden,60.3,2009,Total
Foreign country,Sweden,57.5,2010,Total
Foreign country,Sweden,56.0,2011,Total
Foreign country,Sweden,55.5,2012,Total
Foreign country,Sweden,57.3,2013,Total
Foreign country,Sweden,58.4,2014,Total
Foreign country,Sweden,57.7,2015,Total
Foreign country,Sweden,57.6,2016,Total
Foreign country,Sweden,59.8,2017,Total
Foreign country,Sweden,58.8,2018,Total
Foreign country,Sweden,59.5,2019,Total
Foreign country,Sweden,56.5,2020,Total
Foreign country,Sweden,59.3,2021,Total
Foreign country,Sweden,65.5,2022,Total
Foreign country,Sweden,67.8,2023,Total
Foreign country,Sweden,67.8,2024,Total
Reporting country,Sweden,68.4,1997,Females
Reporting country,Sweden,67.8,1998,Females
Reporting country,Sweden,70.2,1999,Females
Reporting country,Sweden,70.8,2000,Females
Reporting country,Sweden,73.6,2001,Females
Reporting country,Sweden,73.7,2002,Females
Reporting country,Sweden,73.1,2003,Females
Reporting country,Sweden,71.8,2004,Females
Reporting country,Sweden,71.4,2005,Females
Reporting country,Sweden,71.6,2006,Females
Reporting country,Sweden,72.7,2007,Females
Reporting country,Sweden,72.8,2008,Females
Reporting country,Sweden,71.3,2009,Females
Reporting country,Sweden,71.1,2010,Females
Reporting country,Sweden,72.9,2011,Females
Reporting country,Sweden,73.5,2012,Females
Reporting country,Sweden,74.1,2013,Females
