citizenship,geo,unemployment_rate,year,Sex
Total,Portugal,4.4,1999,Males
Total,Portugal,3.2,2000,Males
Total,Portugal,3.1,2001,Males
Total,Portugal,4.1,2002,Males
Total,Portugal,5.5,2003,Males
Total,Portugal,5.9,2004,Males
Total,Portugal,7.1,2005,Males
Total,Portugal,7.0,2006,Males
Total,Portugal,7.0,2007,Males
Total,Portugal,6.9,2008,Males
Total,Portugal,9.4,2009,Males
Total,Portugal,10.4,2010,Males
Total,Portugal,13.2,2011,Males
Total,Portugal,16.5,2012,Males
Total,Portugal,17.0,2013,Males
Total,Portugal,14.3,2014,Males
Total,Portugal,12.8,2015,Males
Total,Portugal,11.6,2016,Males
Total,Portugal,8.8,2017,Males
Total,Portugal,6.9,2018,Males
Total,Portugal,6.1,2019,Males
Total,Portugal,7.0,2020,Males
Total,Portugal,6.7,2021,Males
Total,Portugal,5.9,2022,Males
Total,Portugal,6.4,2023,Males
Total,Portugal,6.2,2024,Males
Total,Portugal,7.4,1995,Total
Total,Portugal,7.7,1996,Total
Total,Portugal,6.9,1997,Total
Total,Portugal,4.9,1998,Total
Total,Portugal,4.8,1999,Total
Total,Portugal,4.0,2000,Total
Total,Portugal,4.1,2001,Total
Total,Portugal,4.8,2002,Total
Total,Portugal,6.5,2003,Total
Total,Portugal,6.7,2004,Total
Total,Portugal,8.0,2005,Total
Total,Portugal,8.1,2006,Total
Total,Portugal,8.5,2007,Total
Total,Portugal,8.0,2008,Total
Total,Portugal,10.0,2009,Total
Total,Portugal,11.4,2010,Total
Total,Portugal,13.4,2011,Total
Total,Portugal,16.3,2012,Total
Total,Portugal,17.1,2013,Total
Total,Portugal,14.5,2014,Total
Total,Portugal,12.9,2015,Total
Total,Portugal,11.5,2016,Total
Total,Portugal,9.2,2017,Total
Total,Portugal,7.2,2018,Total
Total,Portugal,6.7,2019,Total
Total,Portugal,7.1,2020,Total
Total,Portugal,6.9,2021,Total
Total,Portugal,6.3,2022,Total
Total,Portugal,6.7,2023,Total
Total,Portugal,6.6,2024,Total
Reporting country,Romania,6.5,2004,Females
Reporting country,Romania,6.8,2005,Females
Reporting country,Romania,6.4,2006,Females
Reporting country,Romania,5.7,2007,Females
Reporting country,Romania,4.9,2008,Females
Reporting country,Romania,6.2,2009,Females
Reporting country,Romania,6.5,2010,Females
Reporting country,Romania,6.8,2011,Females
Reporting country,Romania,6.4,2012,Females
Reporting country,Romania,6.6,2013,Females
Reporting country,Romania,6.4,2014,Females
Reporting country,Romania,6.1,2015,Females
Reporting country,Romania,5.2,2016,Females
Reporting country,Romania,4.2,2017,Females
Reporting country,Romania,3.6,2018,Females
Reporting country,Romania,3.5,2019,Females
Reporting country,Romania,4.8,2020,Females
Reporting country,Romania,5.1,2021,Females
Reporting country,Romania,5.1,2022,Females
Reporting country,Romania,5.1,2023,Females
Reporting country,Romania,5.1,2024,Females
Reporting country,Romania,9.4,2004,Males
Reporting country,Romania,8.1,2005,Males
Reporting country,Romania,8.6,2006,Males
Reporting country,Romania,7.6,2007,Males
Reporting country,Romania,7.0,2008,Males
Reporting country,Romania,8.0,2009,Males
Reporting country,Romania,7.8,2010,Males
Reporting country,Romania,8.0,2011,Males
Reporting country,Romania,7.6,2012,Males
Reporting country,Romania,8.0,2013,Males
Reporting country,Romania,7.6,2014,Males
Reporting country,Romania,7.7,2015,Males
Reporting country,Romania,6.8,2016,Males
Reporting country,Romania,5.8,2017,Males
Reporting country,Romania,4.9,2018,Males
Reporting country,Romania,4.4,2019,Males
Reporting country,Romania,5.4,2020,Males
Reporting country,Romania,6.0,2021,Males
Reporting country,Romania,6.1,2022,Males
Reporting country,Romania,6.0,2023,Males
Reporting country,Romania,5.7,2024,Males
Reporting country,Romania,8.1,2004,Total
Reporting country,Romania,7.5,2005,Total
Reporting country,Romania,7.6,2006,Total
Reporting country,Romania,6.8,2007,Total
Reporting country,Romania,6.1,2008,Total
Reporting country,Romania,7.2,2009,Total
Reporting country,Romania,7.3,2010,Total
Reporting country,Romania,7.5,2011,Total
Reporting country,Romania,7.1,2012,Total
Reporting country,Romania,7.4,2013,Total
Reporting country,Romania,7.1,2014,Total
Reporting country,Romania,7.0,2015,Total
Reporting country,Romania,6.1,2016,Total
Reporting country,Romania,5.1,2017,Total
Reporting country,Romania,4.3,2018,Total
Reporting country,Romania,4.0,2019,Total
Reporting country,Romania,5.2,2020,Total
Reporting country,Romania,5.6,2021,Total
Reporting country,Romania,5.7,2022,Total
Reporting country,Romania,5.6,2023,Total
Reporting country,Romania,5.5,2024,Total
Total,Romania,6.5,1997,Females
Total,Romania,6.1,1998,Females
Total,Romania,6.2,1999,Females
Total,Romania,7.1,2000,Females
Total,Romania,6.8,2001,Females
Total,Romania,8.3,2002,Females
Total,Romania,6.8,2003,Females
Total,Romania,6.5,2004,Females
Total,Romania,6.8,2005,Females
Total,Romania,6.4,2006,Females
Total,Romania,5.7,2007,Females
Total,Romania,5.0,2008,Females
Total,Romania,6.2,2009,Females
Total,Romania,6.5,2010,Females
Total,Romania,6.8,2011,Females
Total,Romania,6.4,2012,Females
Total,Romania,6.6,2013,Females
Total,Romania,6.4,2014,Females
Total,Romania,6.1,2015,Females
Total,Romania,5.2,2016,Females
Total,Romania,4.2,2017,Females
Total,Romania,3.6,2018,Females
Total,Romania,3.5,2019,Females
Total,Romania,4.8,2020,Females
Total,Romania,5.1,2021,Females
Total,Romania,5.1,2022,Females
Total,Romania,5.1,2023,Females
Total,Romania,5.1,2024,Females
Total,Romania,5.6,1997,Males
Total,Romania,6.3,1998,Males
Total,Romania,7.5,1999,Males
Total,Romania,8.2,2000,Males
Total,Romania,7.7,2001,Males
Total,Romania,9.1,2002,Males
Total,Romania,7.8,2003,Males
Total,Romania,9.4,2004,Males
Total,Romania,8.1,2005,Males
Total,Romania,8.5,2006,Males
Total,Romania,7.6,2007,Males
Total,Romania,7.0,2008,Males
Total,Romania,8.0,2009,Males
Total,Romania,7.8,2010,Males
Total,Romania,8.0,2011,Males
Total,Romania,7.6,2012,Males
Total,Romania,8.0,2013,Males
Total,Romania,7.6,2014,Males
Total,Romania,7.7,2015,Males
Total,Romania,6.8,2016,Males
Total,Romania,5.8,2017,Males
Total,Romania,4.8,2018,Males
Total,Romania,4.4,2019,Males
Total,Romania,5.4,2020,Males
Total,Romania,6.0,2021,Males
Total,Romania,6.1,2022,Males
Total,Romania,6.0,2023,Males
Total,Romania,5.7,2024,Males
Total,Romania,6.0,1997,Total
Total,Romania,6.2,1998,Total
Total,Romania,6.9,1999,Total
Total,Romania,7.7,2000,Total
Total,Romania,7.3,2001,Total
Total,Romania,8.8,2002,Total
Total,Romania,7.4,2003,Total
Total,Romania,8.1,2004,Total
Total,Romania,7.5,2005,Total
Total,Romania,7.6,2006,Total
Total,Romania,6.8,2007,Total
Total,Romania,6.1,2008,Total
Total,Romania,7.2,2009,Total
Total,Romania,7.3,2010,Total
Total,Romania,7.5,2011,Total
Total,Romania,7.1,2012,Total
Total,Romania,7.4,2013,Total
Total,Romania,7.1,2014,Total
Total,Romania,7.0,2015,Total
Total,Romania,6.1,2016,Total
Total,Romania,5.1,2017,Total
Total,Romania,4.3,2018,Total
Total,Romania,4.0,2019,Total
Total,Romania,5.2,2020,Total
Total,Romania,5.6,2021,Total
Total,Romania,5.6,2022,Total
Total,Romania,5.6,2023,Total
Total,Romania,5.4,2024,Total
Foreign country,Serbia,20.7,2010,Females
Foreign country,Serbia,20.7,2011,Females
Foreign country,Serbia,20.7,2012,Females
Foreign country,Serbia,20.7,2013,Females
Foreign country,Serbia,20.7,2014,Females
Foreign country,Serbia,21.62222222222222,2015,Females
Foreign country,Serbia,22.544444444444444,2016,Females
Foreign country,Serbia,23.466666666666665,2017,Females
Foreign country,Serbia,24.38888888888889,2018,Females
Foreign country,Serbia,25.31111111111111,2019,Females
Foreign country,Serbia,26.233333333333334,2020,Females
Foreign country,Serbia,27.155555555555555,2021,Females
Foreign country,Serbia,28.077777777777776,2022,Females
Foreign country,Serbia,29.0,2023,Females
Foreign country,Serbia,29.0,2024,Females
Foreign country,Serbia,25.7,2010,Total
Foreign country,Serbia,25.7,2011,Total
Foreign country,Serbia,25.7,2012,Total
Foreign country,Serbia,32.9,2013,Total
Foreign country,Serbia,21.6,2014,Total
Foreign country,Serbia,20.05,2015,Total
Foreign country,Serbia,18.5,2016,Total
Foreign country,Serbia,25.7,2017,Total
Foreign country,Serbia,25.125,2018,Total
Foreign country,Serbia,24.549999999999997,2019,Total
Foreign country,Serbia,23.974999999999998,2020,Total
Foreign country,Serbia,23.4,2021,Total
Foreign country,Serbia,20.65,2022,Total
Foreign country,Serbia,17.9,2023,Total
Foreign country,Serbia,10.5,2024,Total
Reporting country,Serbia,21.0,2010,Females
Reporting country,Serbia,24.3,2011,Females
Reporting country,Serbia,25.6,2012,Females
Reporting country,Serbia,24.5,2013,Females
Reporting country,Serbia,21.0,2014,Females
Reporting country,Serbia,19.3,2015,Females
Reporting country,Serbia,16.7,2016,Females
Reporting country,Serbia,14.7,2017,Females
Reporting country,Serbia,14.2,2018,Females
Reporting country,Serbia,11.5,2019,Females
Reporting country,Serbia,9.9,2020,Females
Reporting country,Serbia,12.5,2021,Females
Reporting country,Serbia,10.3,2022,Females
Reporting country,Serbia,10.1,2023,Females
Reporting country,Serbia,9.1,2024,Females
Reporting country,Serbia,19.2,2010,Males
Reporting country,Serbia,23.1,2011,Males
Reporting country,Serbia,23.8,2012,Males
Reporting country,Serbia,21.7,2013,Males
Reporting country,Serbia,19.0,2014,Males
Reporting country,Serbia,17.4,2015,Males
Reporting country,Serbia,15.3,2016,Males
Reporting country,Serbia,13.4,2017,Males
Reporting country,Serbia,12.5,2018,Males
Reporting country,Serbia,10.4,2019,Males
Reporting country,Serbia,9.2,2020,Males
Reporting country,Serbia,10.6,2021,Males
Reporting country,Serbia,9.4,2022,Males
Reporting country,Serbia,9.3,2023,Males
Reporting country,Serbia,8.8,2024,Males
Reporting country,Serbia,20.0,2010,Total
Reporting country,Serbia,23.6,2011,Total
Reporting country,Serbia,24.6,2012,Total
Reporting country,Serbia,22.9,2013,Total
Reporting country,Serbia,19.9,2014,Total
Reporting country,Serbia,18.2,2015,Total
Reporting country,Serbia,15.9,2016,Total
Reporting country,Serbia,14.0,2017,Total
Reporting country,Serbia,13.3,2018,Total
Reporting country,Serbia,10.9,2019,Total
Reporting country,Serbia,9.5,2020,Total
Reporting country,Serbia,11.5,2021,Total
Reporting country,Serbia,9.8,2022,Total
Reporting country,Serbia,9.7,2023,Total
Reporting country,Serbia,8.9,2024,Total
Total,Serbia,21.0,2010,Females
Total,Serbia,24.3,2011,Females
Total,Serbia,25.6,2012,Females
Total,Serbia,24.6,2013,Females
Total,Serbia,21.0,2014,Females
Total,Serbia,19.2,2015,Females
Total,Serbia,16.7,2016,Females
Total,Serbia,14.8,2017,Females
Total,Serbia,14.2,2018,Females
Total,Serbia,11.5,2019,Females
Total,Serbia,9.9,2020,Females
Total,Serbia,12.5,2021,Females
Total,Serbia,10.3,2022,Females
Total,Serbia,10.2,2023,Females
Total,Serbia,9.1,2024,Females
Total,Serbia,19.1,2010,Males
Total,Serbia,23.0,2011,Males
Total,Serbia,23.8,2012,Males
Total,Serbia,21.7,2013,Males
Total,Serbia,19.0,2014,Males
Total,Serbia,17.4,2015,Males
Total,Serbia,15.3,2016,Males
Total,Serbia,13.5,2017,Males
Total,Serbia,12.5,2018,Males
Total,Serbia,10.4,2019,Males
Total,Serbia,9.2,2020,Males
Total,Serbia,10.7,2021,Males
Total,Serbia,9.4,2022,Males
Total,Serbia,9.3,2023,Males
Total,Serbia,8.8,2024,Males
Total,Serbia,19.9,2010,Total
Total,Serbia,23.6,2011,Total
Total,Serbia,24.6,2012,Total
Total,Serbia,22.9,2013,Total
Total,Serbia,19.9,2014,Total
Total,Serbia,18.2,2015,Total
Total,Serbia,15.9,2016,Total
Total,Serbia,14.1,2017,Total
Total,Serbia,13.3,2018,Total
Total,Serbia,10.9,2019,Total
Total,Serbia,9.5,2020,Total
Total,Serbia,11.5,2021,Total
Total,Serbia,9.8,2022,Total
Total,Serbia,9.7,2023,Total
Total,Serbia,8.9,2024,Total
Reporting country,Slovakia,17.3,2003,Females
Reporting country,Slovakia,19.7,2004,Females
Reporting country,Slovakia,17.2,2005,Females
Reporting country,Slovakia,14.8,2006,Females
Reporting country,Slovakia,12.7,2007,Females
Reporting country,Slovakia,11.0,2008,Females
Reporting country,Slovakia,12.9,2009,Females
Reporting country,Slovakia,14.6,2010,Females
Reporting country,Slovakia,13.7,2011,Females
Reporting country,Slovakia,14.6,2012,Females
Reporting country,Slovakia,14.6,2013,Females
Reporting country,Slovakia,13.7,2014,Females
Reporting country,Slovakia,13.0,2015,Females
Reporting country,Slovakia,10.8,2016,Females
Reporting country,Slovakia,8.5,2017,Females
Reporting country,Slovakia,7.1,2018,Females
Reporting country,Slovakia,6.0,2019,Females
Reporting country,Slovakia,7.2,2020,Females
Reporting country,Slovakia,7.1,2021,Females
Reporting country,Slovakia,6.5,2022,Females
Reporting country,Slovakia,6.0,2023,Females
Reporting country,Slovakia,6.0,2024,Females
Reporting country,Slovakia,17.0,2003,Males
Reporting country,Slovakia,17.8,2004,Males
Reporting country,Slovakia,15.5,2005,Males
Reporting country,Slovakia,12.3,2006,Males
Reporting country,Slovakia,9.9,2007,Males
Reporting country,Slovakia,8.4,2008,Males
Reporting country,Slovakia,11.4,2009,Males
Reporting country,Slovakia,14.3,2010,Males
Reporting country,Slovakia,13.7,2011,Males
Reporting country,Slovakia,13.6,2012,Males
Reporting country,Slovakia,14.0,2013,Males
Reporting country,Slovakia,12.9,2014,Males
Reporting country,Slovakia,10.4,2015,Males
Reporting country,Slovakia,8.8,2016,Males
Reporting country,Slovakia,8.0,2017,Males
Reporting country,Slovakia,6.2,2018,Males
Reporting country,Slovakia,5.7,2019,Males
Reporting country,Slovakia,6.4,2020,Males
Reporting country,Slovakia,6.8,2021,Males
Reporting country,Slovakia,6.0,2022,Males
Reporting country,Slovakia,5.9,2023,Males
Reporting country,Slovakia,4.9,2024,Males
Reporting country,Slovakia,17.1,2003,Total
Reporting country,Slovakia,18.6,2004,Total
Reporting country,Slovakia,16.3,2005,Total
Reporting country,Slovakia,13.4,2006,Total
Reporting country,Slovakia,11.2,2007,Total
Reporting country,Slovakia,9.6,2008,Total
Reporting country,Slovakia,12.1,2009,Total
Reporting country,Slovakia,14.5,2010,Total
Reporting country,Slovakia,13.7,2011,Total
Reporting country,Slovakia,14.0,2012,Total
Reporting country,Slovakia,14.3,2013,Total
Reporting country,Slovakia,13.2,2014,Total
Reporting country,Slovakia,11.6,2015,Total
Reporting country,Slovakia,9.7,2016,Total
Reporting country,Slovakia,8.2,2017,Total
Reporting country,Slovakia,6.6,2018,Total
Reporting country,Slovakia,5.8,2019,Total
Reporting country,Slovakia,6.8,2020,Total
Reporting country,Slovakia,6.9,2021,Total
Reporting country,Slovakia,6.2,2022,Total
Reporting country,Slovakia,5.9,2023,Total
Reporting country,Slovakia,5.4,2024,Total
Total,Slovakia,12.6,1998,Females
Total,Slovakia,15.9,1999,Females
Total,Slovakia,18.6,2000,Females
Total,Slovakia,18.6,2001,Females
Total,Slovakia,18.8,2002,Females
Total,Slovakia,17.3,2003,Females
Total,Slovakia,19.6,2004,Females
Total,Slovakia,17.2,2005,Females
Total,Slovakia,14.8,2006,Females
Total,Slovakia,12.7,2007,Females
Total,Slovakia,11.0,2008,Females
Total,Slovakia,12.9,2009,Females
Total,Slovakia,14.6,2010,Females
Total,Slovakia,13.7,2011,Females
Total,Slovakia,14.6,2012,Females
Total,Slovakia,14.6,2013,Females
Total,Slovakia,13.7,2014,Females
Total,Slovakia,13.0,2015,Females
Total,Slovakia,10.8,2016,Females
Total,Slovakia,8.5,2017,Females
Total,Slovakia,7.1,2018,Females
Total,Slovakia,6.0,2019,Females
Total,Slovakia,7.1,2020,Females
Total,Slovakia,7.1,2021,Females
Total,Slovakia,6.5,2022,Females
Total,Slovakia,6.0,2023,Females
Total,Slovakia,6.1,2024,Females
Total,Slovakia,11.9,1998,Males
Total,Slovakia,16.0,1999,Males
Total,Slovakia,19.5,2000,Males
Total,Slovakia,20.1,2001,Males
Total,Slovakia,18.7,2002,Males
Total,Slovakia,17.0,2003,Males
Total,Slovakia,17.8,2004,Males
Total,Slovakia,15.5,2005,Males
Total,Slovakia,12.3,2006,Males
Total,Slovakia,9.9,2007,Males
Total,Slovakia,8.4,2008,Males
Total,Slovakia,11.4,2009,Males
Total,Slovakia,14.3,2010,Males
Total,Slovakia,13.7,2011,Males
Total,Slovakia,13.6,2012,Males
Total,Slovakia,14.0,2013,Males
Total,Slovakia,12.9,2014,Males
Total,Slovakia,10.4,2015,Males
Total,Slovakia,8.8,2016,Males
Total,Slovakia,8.0,2017,Males
Total,Slovakia,6.2,2018,Males
Total,Slovakia,5.7,2019,Males
Total,Slovakia,6.5,2020,Males
Total,Slovakia,6.8,2021,Males
Total,Slovakia,6.0,2022,Males
Total,Slovakia,5.9,2023,Males
Total,Slovakia,4.9,2024,Males
Total,Slovakia,12.2,1998,Total
Total,Slovakia,16.0,1999,Total
Total,Slovakia,19.1,2000,Total
Total,Slovakia,19.4,2001,Total
Total,Slovakia,18.7,2002,Total
Total,Slovakia,17.2,2003,Total
Total,Slovakia,18.6,2004,Total
Total,Slovakia,16.3,2005,Total
Total,Slovakia,13.4,2006,Total
Total,Slovakia,11.2,2007,Total
Total,Slovakia,9.5,2008,Total
Total,Slovakia,12.1,2009,Total
Total,Slovakia,14.4,2010,Total
Total,Slovakia,13.7,2011,Total
Total,Slovakia,14.0,2012,Total
Total,Slovakia,14.3,2013,Total
Total,Slovakia,13.2,2014,Total
Total,Slovakia,11.5,2015,Total
Total,Slovakia,9.7,2016,Total
Total,Slovakia,8.2,2017,Total
Total,Slovakia,6.6,2018,Total
Total,Slovakia,5.8,2019,Total
Total,Slovakia,6.8,2020,Total
Total,Slovakia,6.9,2021,Total
Total,Slovakia,6.2,2022,Total
Total,Slovakia,5.9,2023,Total
Total,Slovakia,5.4,2024,Total
Foreign country,Slovenia,23.3,2002,Females
Foreign country,Slovenia,23.3,2003,Females
Foreign country,Slovenia,23.3,2004,Females
Foreign country,Slovenia,23.3,2005,Females
Foreign country,Slovenia,23.3,2006,Females
Foreign country,Slovenia,23.3,2007,Females
Foreign country,Slovenia,17.4,2008,Females
Foreign country,Slovenia,26.4,2009,Females
Foreign country,Slovenia,19.8,2010,Females
Foreign country,Slovenia,26.1,2011,Females
Foreign country,Slovenia,32.7,2012,Females
Foreign country,Slovenia,45.2,2013,Females
Foreign country,Slovenia,34.6,2014,Females
Foreign country,Slovenia,26.0,2015,Females
Foreign country,Slovenia,24.5,2016,Females
Foreign country,Slovenia,16.1,2017,Females
Foreign country,Slovenia,13.0,2018,Females
Foreign country,Slovenia,12.7,2019,Females
Foreign country,Slovenia,15.5,2020,Females
Foreign country,Slovenia,14.6,2021,Females
Foreign country,Slovenia,10.5,2022,Females
Foreign country,Slovenia,8.0,2023,Females
Foreign country,Slovenia,10.6,2024,Females
Foreign country,Slovenia,10.7,2002,Males
Foreign country,Slovenia,10.7,2003,Males
Foreign country,Slovenia,10.7,2004,Males
Foreign country,Slovenia,10.7,2005,Males
Foreign country,Slovenia,10.7,2006,Males
Foreign country,Slovenia,10.7,2007,Males
Foreign country,Slovenia,10.7,2008,Males
Foreign country,Slovenia,10.7,2009,Males
Foreign country,Slovenia,10.8,2010,Males
Foreign country,Slovenia,5.7,2011,Males
Foreign country,Slovenia,7.3,2012,Males
Foreign country,Slovenia,14.7,2013,Males
Foreign country,Slovenia,11.7,2014,Males
Foreign country,Slovenia,9.2,2015,Males
Foreign country,Slovenia,7.6,2016,Males
Foreign country,Slovenia,4.9,2017,Males
Foreign country,Slovenia,4.2,2018,Males
Foreign country,Slovenia,4.1,2019,Males
Foreign country,Slovenia,3.3,2020,Males
Foreign country,Slovenia,3.4,2021,Males
Foreign country,Slovenia,3.8,2022,Males
Foreign country,Slovenia,2.3,2023,Males
Foreign country,Slovenia,3.0,2024,Males
Foreign country,Slovenia,9.7,2002,Total
Foreign country,Slovenia,9.7,2003,Total
Foreign country,Slovenia,9.7,2004,Total
Foreign country,Slovenia,9.7,2005,Total
Foreign country,Slovenia,9.7,2006,Total
Foreign country,Slovenia,9.7,2007,Total
Foreign country,Slovenia,6.3,2008,Total
Foreign country,Slovenia,14.8,2009,Total
Foreign country,Slovenia,13.8,2010,Total
Foreign country,Slovenia,11.9,2011,Total
Foreign country,Slovenia,15.5,2012,Total
Foreign country,Slovenia,25.0,2013,Total
Foreign country,Slovenia,18.8,2014,Total
Foreign country,Slovenia,14.6,2015,Total
Foreign country,Slovenia,13.4,2016,Total
Foreign country,Slovenia,9.2,2017,Total
Foreign country,Slovenia,7.6,2018,Total
Foreign country,Slovenia,7.1,2019,Total
Foreign country,Slovenia,7.3,2020,Total
Foreign country,Slovenia,7.6,2021,Total
Foreign country,Slovenia,6.3,2022,Total
Foreign country,Slovenia,4.4,2023,Total
Foreign country,Slovenia,5.8,2024,Total
Reporting country,Slovenia,6.4,2002,Females
Reporting country,Slovenia,7.1,2003,Females
Reporting country,Slovenia,6.4,2004,Females
Reporting country,Slovenia,7.2,2005,Females
Reporting country,Slovenia,7.3,2006,Females
Reporting country,Slovenia,5.9,2007,Females
Reporting country,Slovenia,4.8,2008,Females
Reporting country,Slovenia,5.8,2009,Females
Reporting country,Slovenia,7.0,2010,Females
Reporting country,Slovenia,8.1,2011,Females
Reporting country,Slovenia,9.1,2012,Females
Reporting country,Slovenia,10.3,2013,Females
Reporting country,Slovenia,10.3,2014,Females
Reporting country,Slovenia,9.7,2015,Females
Reporting country,Slovenia,8.2,2016,Females
Reporting country,Slovenia,7.2,2017,Females
Reporting country,Slovenia,5.5,2018,Females
Reporting country,Slovenia,4.7,2019,Females
Reporting country,Slovenia,5.2,2020,Females
Reporting country,Slovenia,4.9,2021,Females
Reporting country,Slovenia,3.9,2022,Females
Reporting country,Slovenia,3.3,2023,Females
Reporting country,Slovenia,3.3,2024,Females
Reporting country,Slovenia,5.8,2002,Males
Reporting country,Slovenia,6.1,2003,Males
Reporting country,Slovenia,5.8,2004,Males
Reporting country,Slovenia,6.2,2005,Males
Reporting country,Slovenia,5.0,2006,Males
Reporting country,Slovenia,4.1,2007,Males
Reporting country,Slovenia,4.1,2008,Males
Reporting country,Slovenia,6.0,2009,Males
Reporting country,Slovenia,7.5,2010,Males
Reporting country,Slovenia,8.4,2011,Males
Reporting country,Slovenia,8.6,2012,Males
Reporting country,Slovenia,9.4,2013,Males
Reporting country,Slovenia,9.0,2014,Males
Reporting country,Slovenia,8.1,2015,Males
Reporting country,Slovenia,7.6,2016,Males
Reporting country,Slovenia,5.9,2017,Males
Reporting country,Slovenia,4.7,2018,Males
Reporting country,Slovenia,4.1,2019,Males
Reporting country,Slovenia,4.6,2020,Males
Reporting country,Slovenia,4.3,2021,Males
Reporting country,Slovenia,3.8,2022,Males
Reporting country,Slovenia,3.8,2023,Males
Reporting country,Slovenia,3.4,2024,Males
Reporting country,Slovenia,6.1,2002,Total
Reporting country,Slovenia,6.6,2003,Total
Reporting country,Slovenia,6.1,2004,Total
Reporting country,Slovenia,6.6,2005,Total
Reporting country,Slovenia,6.1,2006,Total
Reporting country,Slovenia,4.9,2007,Total
Reporting country,Slovenia,4.4,2008,Total
Reporting country,Slovenia,5.9,2009,Total
Reporting country,Slovenia,7.3,2010,Total
Reporting country,Slovenia,8.3,2011,Total
Reporting country,Slovenia,8.8,2012,Total
Reporting country,Slovenia,9.8,2013,Total
Reporting country,Slovenia,9.6,2014,Total
Reporting country,Slovenia,8.9,2015,Total
Reporting country,Slovenia,7.9,2016,Total
Reporting country,Slovenia,6.5,2017,Total
Reporting country,Slovenia,5.1,2018,Total
Reporting country,Slovenia,4.4,2019,Total
Reporting country,Slovenia,4.9,2020,Total
Reporting country,Slovenia,4.6,2021,Total
Reporting country,Slovenia,3.8,2022,Total
Reporting country,Slovenia,3.5,2023,Total
Reporting country,Slovenia,3.3,2024,Total
Total,Slovenia,6.6,1996,Females
Total,Slovenia,7.2,1997,Females
Total,Slovenia,7.7,1998,Females
Total,Slovenia,7.7,1999,Females
Total,Slovenia,7.2,2000,Females
Total,Slovenia,6.2,2001,Females
Total,Slovenia,6.4,2002,Females
Total,Slovenia,7.1,2003,Females
Total,Slovenia,6.5,2004,Females
Total,Slovenia,7.2,2005,Females
Total,Slovenia,7.4,2006,Females
Total,Slovenia,6.0,2007,Females
Total,Slovenia,4.9,2008,Females
Total,Slovenia,5.9,2009,Females
Total,Slovenia,7.2,2010,Females
Total,Slovenia,8.3,2011,Females
Total,Slovenia,9.5,2012,Females
Total,Slovenia,11.1,2013,Females
Total,Slovenia,10.8,2014,Females
Total,Slovenia,10.2,2015,Females
Total,Slovenia,8.7,2016,Females
Total,Slovenia,7.6,2017,Females
Total,Slovenia,5.8,2018,Females
Total,Slovenia,5.0,2019,Females
Total,Slovenia,5.7,2020,Females
Total,Slovenia,5.4,2021,Females
Total,Slovenia,4.3,2022,Females
Total,Slovenia,3.6,2023,Females
Total,Slovenia,3.9,2024,Females
Total,Slovenia,7.2,1996,Males
Total,Slovenia,6.5,1997,Males
Total,Slovenia,7.5,1998,Males
Total,Slovenia,7.4,1999,Males
Total,Slovenia,6.9,2000,Males
Total,Slovenia,5.5,2001,Males
Total,Slovenia,5.7,2002,Males
Total,Slovenia,6.1,2003,Males
Total,Slovenia,5.8,2004,Males
Total,Slovenia,6.2,2005,Males
Total,Slovenia,5.0,2006,Males
Total,Slovenia,4.1,2007,Males
Total,Slovenia,4.1,2008,Males
Total,Slovenia,6.1,2009,Males
Total,Slovenia,7.6,2010,Males
Total,Slovenia,8.3,2011,Males
Total,Slovenia,8.5,2012,Males
Total,Slovenia,9.6,2013,Males
Total,Slovenia,9.1,2014,Males
Total,Slovenia,8.2,2015,Males
Total,Slovenia,7.6,2016,Males
Total,Slovenia,5.9,2017,Males
Total,Slovenia,4.7,2018,Males
Total,Slovenia,4.1,2019,Males
Total,Slovenia,4.5,2020,Males
Total,Slovenia,4.3,2021,Males
Total,Slovenia,3.8,2022,Males
Total,Slovenia,3.6,2023,Males
Total,Slovenia,3.4,2024,Males
Total,Slovenia,6.9,1996,Total
Total,Slovenia,6.8,1997,Total
Total,Slovenia,7.6,1998,Total
Total,Slovenia,7.5,1999,Total
Total,Slovenia,7.1,2000,Total
Total,Slovenia,5.8,2001,Total
Total,Slovenia,6.1,2002,Total
Total,Slovenia,6.6,2003,Total
Total,Slovenia,6.1,2004,Total
Total,Slovenia,6.7,2005,Total
Total,Slovenia,6.1,2006,Total
Total,Slovenia,5.0,2007,Total
Total,Slovenia,4.5,2008,Total
Total,Slovenia,6.0,2009,Total
Total,Slovenia,7.4,2010,Total
Total,Slovenia,8.3,2011,Total
Total,Slovenia,9.0,2012,Total
Total,Slovenia,10.3,2013,Total
Total,Slovenia,9.9,2014,Total
Total,Slovenia,9.1,2015,Total
Total,Slovenia,8.1,2016,Total
Total,Slovenia,6.7,2017,Total
Total,Slovenia,5.2,2018,Total
Total,Slovenia,4.5,2019,Total
Total,Slovenia,5.0,2020,Total
Total,Slovenia,4.8,2021,Total
Total,Slovenia,4.0,2022,Total
Total,Slovenia,3.6,2023,Total
Total,Slovenia,3.6,2024,Total
Foreign country,Spain,29.9,1995,Females
Foreign country,Spain,22.8,1996,Females
Foreign country,Spain,25.6,1997,Females
Foreign country,Spain,25.2,1998,Females
Foreign country,Spain,16.9,1999,Females
Foreign country,Spain,17.5,2000,Females
Foreign country,Spain,15.3,2001,Females
Foreign country,Spain,16.7,2002,Females
