sex,citizen,geo,year,OBS_VALUE
Males,Reporting country,Romania,2018,4.7
Males,Reporting country,Romania,2019,4.3
Males,Reporting country,Romania,2020,5.3
Males,Reporting country,Romania,2021,6.0
Males,Reporting country,Romania,2022,6.0
Males,Reporting country,Romania,2023,5.9
Males,Reporting country,Romania,2024,5.7
Males,Reporting country,Serbia,2010,18.6
Males,Reporting country,Serbia,2011,22.5
Males,Reporting country,Serbia,2012,23.4
Males,Reporting country,Serbia,2013,21.1
Males,Reporting country,Serbia,2014,18.5
Males,Reporting country,Serbia,2015,16.9
Males,Reporting country,Serbia,2016,14.8
Males,Reporting country,Serbia,2017,13.0
Males,Reporting country,Serbia,2018,12.1
Males,Reporting country,Serbia,2019,10.0
Males,Reporting country,Serbia,2020,8.8
Males,Reporting country,Serbia,2021,10.3
Males,Reporting country,Serbia,2022,9.2
Males,Reporting country,Serbia,2023,9.1
Males,Reporting country,Serbia,2024,8.4
Males,Reporting country,Sweden,2008,5.5
Males,Reporting country,Sweden,2009,8.1
Males,Reporting country,Sweden,2010,8.2
Males,Reporting country,Sweden,2011,7.1
Males,Reporting country,Sweden,2012,7.3
Males,Reporting country,Sweden,2013,7.3
Males,Reporting country,Sweden,2014,7.2
Males,Reporting country,Sweden,2015,6.5
Males,Reporting country,Sweden,2016,6.0
Males,Reporting country,Sweden,2017,5.7
Males,Reporting country,Sweden,2018,5.0
Males,Reporting country,Sweden,2019,5.4
Males,Reporting country,Sweden,2020,6.5
Males,Reporting country,Sweden,2021,7.4
Males,Reporting country,Sweden,2022,6.2
Males,Reporting country,Sweden,2023,6.7
Males,Reporting country,Sweden,2024,7.5
Males,Reporting country,Slovenia,2008,4.0
Males,Reporting country,Slovenia,2009,5.9
Males,Reporting country,Slovenia,2010,7.4
Males,Reporting country,Slovenia,2011,8.3
Males,Reporting country,Slovenia,2012,8.5
Males,Reporting country,Slovenia,2013,9.3
Males,Reporting country,Slovenia,2014,8.9
Males,Reporting country,Slovenia,2015,8.0
Males,Reporting country,Slovenia,2016,7.5
Males,Reporting country,Slovenia,2017,5.8
Males,Reporting country,Slovenia,2018,4.6
Males,Reporting country,Slovenia,2019,4.0
Males,Reporting country,Slovenia,2020,4.5
Males,Reporting country,Slovenia,2021,4.3
Males,Reporting country,Slovenia,2022,3.8
Males,Reporting country,Slovenia,2023,3.8
Males,Reporting country,Slovenia,2024,3.5
Males,Reporting country,Slovakia,2008,8.4
Males,Reporting country,Slovakia,2009,11.4
Males,Reporting country,Slovakia,2010,14.2
Males,Reporting country,Slovakia,2011,13.6
Males,Reporting country,Slovakia,2012,13.5
Males,Reporting country,Slovakia,2013,14.0
Males,Reporting country,Slovakia,2014,12.9
Males,Reporting country,Slovakia,2015,10.3
Males,Reporting country,Slovakia,2016,8.8
Males,Reporting country,Slovakia,2017,7.9
Males,Reporting country,Slovakia,2018,6.1
Males,Reporting country,Slovakia,2019,5.6
Males,Reporting country,Slovakia,2020,6.4
Males,Reporting country,Slovakia,2021,6.7
Males,Reporting country,Slovakia,2022,5.9
Males,Reporting country,Slovakia,2023,5.8
Males,Reporting country,Slovakia,2024,4.8
Males,Reporting country,United Kingdom,2008,6.1
Males,Reporting country,United Kingdom,2009,8.5
Males,Reporting country,United Kingdom,2010,8.6
Males,Reporting country,United Kingdom,2011,8.6
Males,Reporting country,United Kingdom,2012,8.3
Males,Reporting country,United Kingdom,2013,7.9
Males,Reporting country,United Kingdom,2014,6.4
Males,Reporting country,United Kingdom,2015,5.4
Males,Reporting country,United Kingdom,2016,5.0
Males,Reporting country,United Kingdom,2017,4.5
Males,Reporting country,United Kingdom,2018,4.1
Males,Reporting country,United Kingdom,2019,4.0
Males,Non-EU27 countries (from 2020) nor reporting country,Austria,2008,10.9
Males,Non-EU27 countries (from 2020) nor reporting country,Austria,2009,16.5
Males,Non-EU27 countries (from 2020) nor reporting country,Austria,2010,11.6
Males,Non-EU27 countries (from 2020) nor reporting country,Austria,2011,10.6
Males,Non-EU27 countries (from 2020) nor reporting country,Austria,2012,11.9
Males,Non-EU27 countries (from 2020) nor reporting country,Austria,2013,13.0
Males,Non-EU27 countries (from 2020) nor reporting country,Austria,2014,15.0
Males,Non-EU27 countries (from 2020) nor reporting country,Austria,2015,15.5
Males,Non-EU27 countries (from 2020) nor reporting country,Austria,2016,17.2
Males,Non-EU27 countries (from 2020) nor reporting country,Austria,2017,16.2
Males,Non-EU27 countries (from 2020) nor reporting country,Austria,2018,14.6
Males,Non-EU27 countries (from 2020) nor reporting country,Austria,2019,12.9
Males,Non-EU27 countries (from 2020) nor reporting country,Austria,2020,15.6
Males,Non-EU27 countries (from 2020) nor reporting country,Austria,2021,14.6
Males,Non-EU27 countries (from 2020) nor reporting country,Austria,2022,10.5
Males,Non-EU27 countries (from 2020) nor reporting country,Austria,2023,13.3
Males,Non-EU27 countries (from 2020) nor reporting country,Austria,2024,13.3
Males,Non-EU27 countries (from 2020) nor reporting country,Bosnia and Herzegovina,2021,
Males,Non-EU27 countries (from 2020) nor reporting country,Bosnia and Herzegovina,2022,
Males,Non-EU27 countries (from 2020) nor reporting country,Bosnia and Herzegovina,2023,
Males,Non-EU27 countries (from 2020) nor reporting country,Bosnia and Herzegovina,2024,
Males,Non-EU27 countries (from 2020) nor reporting country,Belgium,2008,24.5
Males,Non-EU27 countries (from 2020) nor reporting country,Belgium,2009,26.9
Males,Non-EU27 countries (from 2020) nor reporting country,Belgium,2010,26.0
Males,Non-EU27 countries (from 2020) nor reporting country,Belgium,2011,25.3
Males,Non-EU27 countries (from 2020) nor reporting country,Belgium,2012,27.9
Males,Non-EU27 countries (from 2020) nor reporting country,Belgium,2013,28.3
Males,Non-EU27 countries (from 2020) nor reporting country,Belgium,2014,29.5
Males,Non-EU27 countries (from 2020) nor reporting country,Belgium,2015,26.9
Males,Non-EU27 countries (from 2020) nor reporting country,Belgium,2016,25.1
Males,Non-EU27 countries (from 2020) nor reporting country,Belgium,2017,22.9
Males,Non-EU27 countries (from 2020) nor reporting country,Belgium,2018,22.9
Males,Non-EU27 countries (from 2020) nor reporting country,Belgium,2019,17.4
Males,Non-EU27 countries (from 2020) nor reporting country,Belgium,2020,19.7
Males,Non-EU27 countries (from 2020) nor reporting country,Belgium,2021,17.7
Males,Non-EU27 countries (from 2020) nor reporting country,Belgium,2022,14.6
Males,Non-EU27 countries (from 2020) nor reporting country,Belgium,2023,17.5
Males,Non-EU27 countries (from 2020) nor reporting country,Belgium,2024,18.2
Males,Non-EU27 countries (from 2020) nor reporting country,Bulgaria,2008,
Males,Non-EU27 countries (from 2020) nor reporting country,Bulgaria,2009,
Males,Non-EU27 countries (from 2020) nor reporting country,Bulgaria,2010,
Males,Non-EU27 countries (from 2020) nor reporting country,Bulgaria,2011,
Males,Non-EU27 countries (from 2020) nor reporting country,Bulgaria,2012,
Males,Non-EU27 countries (from 2020) nor reporting country,Bulgaria,2013,
Males,Non-EU27 countries (from 2020) nor reporting country,Bulgaria,2014,
Males,Non-EU27 countries (from 2020) nor reporting country,Bulgaria,2015,
Males,Non-EU27 countries (from 2020) nor reporting country,Bulgaria,2016,
Males,Non-EU27 countries (from 2020) nor reporting country,Bulgaria,2017,
Males,Non-EU27 countries (from 2020) nor reporting country,Bulgaria,2018,
Males,Non-EU27 countries (from 2020) nor reporting country,Bulgaria,2019,
Males,Non-EU27 countries (from 2020) nor reporting country,Bulgaria,2020,
Males,Non-EU27 countries (from 2020) nor reporting country,Bulgaria,2021,
Males,Non-EU27 countries (from 2020) nor reporting country,Bulgaria,2022,
Males,Non-EU27 countries (from 2020) nor reporting country,Bulgaria,2023,
Males,Non-EU27 countries (from 2020) nor reporting country,Bulgaria,2024,
Males,Non-EU27 countries (from 2020) nor reporting country,Switzerland,2008,7.2
Males,Non-EU27 countries (from 2020) nor reporting country,Switzerland,2009,9.9
Males,Non-EU27 countries (from 2020) nor reporting country,Switzerland,2010,11.9
Males,Non-EU27 countries (from 2020) nor reporting country,Switzerland,2011,11.0
Males,Non-EU27 countries (from 2020) nor reporting country,Switzerland,2012,10.9
Males,Non-EU27 countries (from 2020) nor reporting country,Switzerland,2013,12.0
Males,Non-EU27 countries (from 2020) nor reporting country,Switzerland,2014,12.4
Males,Non-EU27 countries (from 2020) nor reporting country,Switzerland,2015,12.8
Males,Non-EU27 countries (from 2020) nor reporting country,Switzerland,2016,12.3
Males,Non-EU27 countries (from 2020) nor reporting country,Switzerland,2017,11.4
Males,Non-EU27 countries (from 2020) nor reporting country,Switzerland,2018,10.3
Males,Non-EU27 countries (from 2020) nor reporting country,Switzerland,2019,10.6
Males,Non-EU27 countries (from 2020) nor reporting country,Switzerland,2020,10.4
Males,Non-EU27 countries (from 2020) nor reporting country,Switzerland,2021,12.0
Males,Non-EU27 countries (from 2020) nor reporting country,Switzerland,2022,9.1
Males,Non-EU27 countries (from 2020) nor reporting country,Switzerland,2023,8.8
Males,Non-EU27 countries (from 2020) nor reporting country,Switzerland,2024,10.5
Males,Non-EU27 countries (from 2020) nor reporting country,Cyprus,2008,7.7
Males,Non-EU27 countries (from 2020) nor reporting country,Cyprus,2009,16.0
Males,Non-EU27 countries (from 2020) nor reporting country,Cyprus,2010,14.7
Males,Non-EU27 countries (from 2020) nor reporting country,Cyprus,2011,11.3
Males,Non-EU27 countries (from 2020) nor reporting country,Cyprus,2012,16.1
Males,Non-EU27 countries (from 2020) nor reporting country,Cyprus,2013,16.4
Males,Non-EU27 countries (from 2020) nor reporting country,Cyprus,2014,18.9
Males,Non-EU27 countries (from 2020) nor reporting country,Cyprus,2015,11.6
Males,Non-EU27 countries (from 2020) nor reporting country,Cyprus,2016,13.7
Males,Non-EU27 countries (from 2020) nor reporting country,Cyprus,2017,15.1
Males,Non-EU27 countries (from 2020) nor reporting country,Cyprus,2018,10.1
Males,Non-EU27 countries (from 2020) nor reporting country,Cyprus,2019,7.8
Males,Non-EU27 countries (from 2020) nor reporting country,Cyprus,2020,11.9
Males,Non-EU27 countries (from 2020) nor reporting country,Cyprus,2021,14.1
Males,Non-EU27 countries (from 2020) nor reporting country,Cyprus,2022,13.3
Males,Non-EU27 countries (from 2020) nor reporting country,Cyprus,2023,11.0
Males,Non-EU27 countries (from 2020) nor reporting country,Cyprus,2024,7.9
Males,Non-EU27 countries (from 2020) nor reporting country,Czechia,2008,4.3
Males,Non-EU27 countries (from 2020) nor reporting country,Czechia,2009,5.3
Males,Non-EU27 countries (from 2020) nor reporting country,Czechia,2010,
Males,Non-EU27 countries (from 2020) nor reporting country,Czechia,2011,4.7
Males,Non-EU27 countries (from 2020) nor reporting country,Czechia,2012,4.2
Males,Non-EU27 countries (from 2020) nor reporting country,Czechia,2013,5.8
Males,Non-EU27 countries (from 2020) nor reporting country,Czechia,2014,3.3
Males,Non-EU27 countries (from 2020) nor reporting country,Czechia,2015,3.0
Males,Non-EU27 countries (from 2020) nor reporting country,Czechia,2016,4.0
Males,Non-EU27 countries (from 2020) nor reporting country,Czechia,2017,2.5
Males,Non-EU27 countries (from 2020) nor reporting country,Czechia,2018,2.0
Males,Non-EU27 countries (from 2020) nor reporting country,Czechia,2019,1.3
Males,Non-EU27 countries (from 2020) nor reporting country,Czechia,2020,2.8
Males,Non-EU27 countries (from 2020) nor reporting country,Czechia,2021,2.0
Males,Non-EU27 countries (from 2020) nor reporting country,Czechia,2022,2.3
Males,Non-EU27 countries (from 2020) nor reporting country,Czechia,2023,1.4
Males,Non-EU27 countries (from 2020) nor reporting country,Czechia,2024,3.3
Males,Non-EU27 countries (from 2020) nor reporting country,Germany,2008,17.6
Males,Non-EU27 countries (from 2020) nor reporting country,Germany,2009,19.4
Males,Non-EU27 countries (from 2020) nor reporting country,Germany,2010,17.6
Males,Non-EU27 countries (from 2020) nor reporting country,Germany,2011,14.1
Males,Non-EU27 countries (from 2020) nor reporting country,Germany,2012,13.6
Males,Non-EU27 countries (from 2020) nor reporting country,Germany,2013,12.7
Males,Non-EU27 countries (from 2020) nor reporting country,Germany,2014,12.5
Males,Non-EU27 countries (from 2020) nor reporting country,Germany,2015,12.3
Males,Non-EU27 countries (from 2020) nor reporting country,Germany,2016,12.5
Males,Non-EU27 countries (from 2020) nor reporting country,Germany,2017,12.5
Males,Non-EU27 countries (from 2020) nor reporting country,Germany,2018,11.5
Males,Non-EU27 countries (from 2020) nor reporting country,Germany,2019,10.3
Males,Non-EU27 countries (from 2020) nor reporting country,Germany,2020,13.0
Males,Non-EU27 countries (from 2020) nor reporting country,Germany,2021,10.5
Males,Non-EU27 countries (from 2020) nor reporting country,Germany,2022,8.3
Males,Non-EU27 countries (from 2020) nor reporting country,Germany,2023,8.0
Males,Non-EU27 countries (from 2020) nor reporting country,Germany,2024,9.4
Males,Non-EU27 countries (from 2020) nor reporting country,Denmark,2008,11.5
Males,Non-EU27 countries (from 2020) nor reporting country,Denmark,2009,16.5
Males,Non-EU27 countries (from 2020) nor reporting country,Denmark,2010,20.6
Males,Non-EU27 countries (from 2020) nor reporting country,Denmark,2011,20.2
Males,Non-EU27 countries (from 2020) nor reporting country,Denmark,2012,18.5
Males,Non-EU27 countries (from 2020) nor reporting country,Denmark,2013,14.0
Males,Non-EU27 countries (from 2020) nor reporting country,Denmark,2014,16.6
Males,Non-EU27 countries (from 2020) nor reporting country,Denmark,2015,14.4
Males,Non-EU27 countries (from 2020) nor reporting country,Denmark,2016,14.3
Males,Non-EU27 countries (from 2020) nor reporting country,Denmark,2017,14.2
Males,Non-EU27 countries (from 2020) nor reporting country,Denmark,2018,11.7
Males,Non-EU27 countries (from 2020) nor reporting country,Denmark,2019,8.9
Males,Non-EU27 countries (from 2020) nor reporting country,Denmark,2020,10.5
Males,Non-EU27 countries (from 2020) nor reporting country,Denmark,2021,8.1
Males,Non-EU27 countries (from 2020) nor reporting country,Denmark,2022,8.9
Males,Non-EU27 countries (from 2020) nor reporting country,Denmark,2023,9.1
Males,Non-EU27 countries (from 2020) nor reporting country,Denmark,2024,10.5
Males,Non-EU27 countries (from 2020) nor reporting country,Estonia,2008,9.5
Males,Non-EU27 countries (from 2020) nor reporting country,Estonia,2009,25.2
Males,Non-EU27 countries (from 2020) nor reporting country,Estonia,2010,31.1
Males,Non-EU27 countries (from 2020) nor reporting country,Estonia,2011,21.9
Males,Non-EU27 countries (from 2020) nor reporting country,Estonia,2012,16.8
Males,Non-EU27 countries (from 2020) nor reporting country,Estonia,2013,14.4
Males,Non-EU27 countries (from 2020) nor reporting country,Estonia,2014,12.4
Males,Non-EU27 countries (from 2020) nor reporting country,Estonia,2015,8.7
Males,Non-EU27 countries (from 2020) nor reporting country,Estonia,2016,12.4
Males,Non-EU27 countries (from 2020) nor reporting country,Estonia,2017,10.6
Males,Non-EU27 countries (from 2020) nor reporting country,Estonia,2018,9.1
Males,Non-EU27 countries (from 2020) nor reporting country,Estonia,2019,6.0
Males,Non-EU27 countries (from 2020) nor reporting country,Estonia,2020,10.4
Males,Non-EU27 countries (from 2020) nor reporting country,Estonia,2021,10.4
Males,Non-EU27 countries (from 2020) nor reporting country,Estonia,2022,8.8
Males,Non-EU27 countries (from 2020) nor reporting country,Estonia,2023,7.6
Males,Non-EU27 countries (from 2020) nor reporting country,Estonia,2024,9.9
Males,Non-EU27 countries (from 2020) nor reporting country,Greece,2008,4.4
Males,Non-EU27 countries (from 2020) nor reporting country,Greece,2009,9.7
Males,Non-EU27 countries (from 2020) nor reporting country,Greece,2010,15.3
Males,Non-EU27 countries (from 2020) nor reporting country,Greece,2011,21.3
Males,Non-EU27 countries (from 2020) nor reporting country,Greece,2012,35.6
Males,Non-EU27 countries (from 2020) nor reporting country,Greece,2013,37.7
Males,Non-EU27 countries (from 2020) nor reporting country,Greece,2014,33.0
Males,Non-EU27 countries (from 2020) nor reporting country,Greece,2015,31.3
Males,Non-EU27 countries (from 2020) nor reporting country,Greece,2016,27.1
Males,Non-EU27 countries (from 2020) nor reporting country,Greece,2017,24.7
Males,Non-EU27 countries (from 2020) nor reporting country,Greece,2018,20.8
Males,Non-EU27 countries (from 2020) nor reporting country,Greece,2019,21.1
Males,Non-EU27 countries (from 2020) nor reporting country,Greece,2020,22.9
Males,Non-EU27 countries (from 2020) nor reporting country,Greece,2021,14.5
Males,Non-EU27 countries (from 2020) nor reporting country,Greece,2022,11.8
Males,Non-EU27 countries (from 2020) nor reporting country,Greece,2023,8.9
Males,Non-EU27 countries (from 2020) nor reporting country,Greece,2024,9.3
Males,Non-EU27 countries (from 2020) nor reporting country,Spain,2008,18.5
Males,Non-EU27 countries (from 2020) nor reporting country,Spain,2009,33.3
Males,Non-EU27 countries (from 2020) nor reporting country,Spain,2010,34.2
Males,Non-EU27 countries (from 2020) nor reporting country,Spain,2011,36.7
Males,Non-EU27 countries (from 2020) nor reporting country,Spain,2012,40.7
Males,Non-EU27 countries (from 2020) nor reporting country,Spain,2013,41.8
Males,Non-EU27 countries (from 2020) nor reporting country,Spain,2014,38.0
Males,Non-EU27 countries (from 2020) nor reporting country,Spain,2015,33.3
Males,Non-EU27 countries (from 2020) nor reporting country,Spain,2016,27.0
Males,Non-EU27 countries (from 2020) nor reporting country,Spain,2017,24.3
Males,Non-EU27 countries (from 2020) nor reporting country,Spain,2018,22.9
Males,Non-EU27 countries (from 2020) nor reporting country,Spain,2019,20.5
Males,Non-EU27 countries (from 2020) nor reporting country,Spain,2020,23.3
Males,Non-EU27 countries (from 2020) nor reporting country,Spain,2021,21.6
Males,Non-EU27 countries (from 2020) nor reporting country,Spain,2022,18.3
Males,Non-EU27 countries (from 2020) nor reporting country,Spain,2023,16.6
Males,Non-EU27 countries (from 2020) nor reporting country,Spain,2024,16.4
Males,Non-EU27 countries (from 2020) nor reporting country,Finland,2008,18.2
Males,Non-EU27 countries (from 2020) nor reporting country,Finland,2009,20.9
Males,Non-EU27 countries (from 2020) nor reporting country,Finland,2010,24.2
Males,Non-EU27 countries (from 2020) nor reporting country,Finland,2011,21.1
Males,Non-EU27 countries (from 2020) nor reporting country,Finland,2012,21.5
Males,Non-EU27 countries (from 2020) nor reporting country,Finland,2013,19.5
Males,Non-EU27 countries (from 2020) nor reporting country,Finland,2014,19.0
Males,Non-EU27 countries (from 2020) nor reporting country,Finland,2015,18.2
Males,Non-EU27 countries (from 2020) nor reporting country,Finland,2016,19.2
Males,Non-EU27 countries (from 2020) nor reporting country,Finland,2017,15.1
Males,Non-EU27 countries (from 2020) nor reporting country,Finland,2018,16.3
Males,Non-EU27 countries (from 2020) nor reporting country,Finland,2019,15.3
Males,Non-EU27 countries (from 2020) nor reporting country,Finland,2020,14.7
Males,Non-EU27 countries (from 2020) nor reporting country,Finland,2021,15.8
Males,Non-EU27 countries (from 2020) nor reporting country,Finland,2022,14.4
Males,Non-EU27 countries (from 2020) nor reporting country,Finland,2023,15.4
Males,Non-EU27 countries (from 2020) nor reporting country,Finland,2024,17.4
Males,Non-EU27 countries (from 2020) nor reporting country,France,2008,16.8
Males,Non-EU27 countries (from 2020) nor reporting country,France,2009,21.9
Males,Non-EU27 countries (from 2020) nor reporting country,France,2010,19.0
Males,Non-EU27 countries (from 2020) nor reporting country,France,2011,21.0
Males,Non-EU27 countries (from 2020) nor reporting country,France,2012,21.3
Males,Non-EU27 countries (from 2020) nor reporting country,France,2013,24.0
Males,Non-EU27 countries (from 2020) nor reporting country,France,2014,24.8
Males,Non-EU27 countries (from 2020) nor reporting country,France,2015,25.1
Males,Non-EU27 countries (from 2020) nor reporting country,France,2016,22.7
Males,Non-EU27 countries (from 2020) nor reporting country,France,2017,21.4
Males,Non-EU27 countries (from 2020) nor reporting country,France,2018,18.8
Males,Non-EU27 countries (from 2020) nor reporting country,France,2019,16.0
Males,Non-EU27 countries (from 2020) nor reporting country,France,2020,16.4
Males,Non-EU27 countries (from 2020) nor reporting country,France,2021,14.8
Males,Non-EU27 countries (from 2020) nor reporting country,France,2022,12.9
Males,Non-EU27 countries (from 2020) nor reporting country,France,2023,13.4
Males,Non-EU27 countries (from 2020) nor reporting country,France,2024,12.8
Males,Non-EU27 countries (from 2020) nor reporting country,Croatia,2008,
Males,Non-EU27 countries (from 2020) nor reporting country,Croatia,2009,
Males,Non-EU27 countries (from 2020) nor reporting country,Croatia,2010,
Males,Non-EU27 countries (from 2020) nor reporting country,Croatia,2011,
Males,Non-EU27 countries (from 2020) nor reporting country,Croatia,2012,
Males,Non-EU27 countries (from 2020) nor reporting country,Croatia,2013,
Males,Non-EU27 countries (from 2020) nor reporting country,Croatia,2014,
Males,Non-EU27 countries (from 2020) nor reporting country,Croatia,2015,
Males,Non-EU27 countries (from 2020) nor reporting country,Croatia,2016,
Males,Non-EU27 countries (from 2020) nor reporting country,Croatia,2017,
Males,Non-EU27 countries (from 2020) nor reporting country,Croatia,2018,
Males,Non-EU27 countries (from 2020) nor reporting country,Croatia,2019,
Males,Non-EU27 countries (from 2020) nor reporting country,Croatia,2020,
Males,Non-EU27 countries (from 2020) nor reporting country,Croatia,2021,
Males,Non-EU27 countries (from 2020) nor reporting country,Croatia,2022,
Males,Non-EU27 countries (from 2020) nor reporting country,Croatia,2023,
Males,Non-EU27 countries (from 2020) nor reporting country,Croatia,2024,
Males,Non-EU27 countries (from 2020) nor reporting country,Hungary,2008,
Males,Non-EU27 countries (from 2020) nor reporting country,Hungary,2009,
Males,Non-EU27 countries (from 2020) nor reporting country,Hungary,2010,
Males,Non-EU27 countries (from 2020) nor reporting country,Hungary,2011,
Males,Non-EU27 countries (from 2020) nor reporting country,Hungary,2012,
Males,Non-EU27 countries (from 2020) nor reporting country,Hungary,2013,
Males,Non-EU27 countries (from 2020) nor reporting country,Hungary,2014,
Males,Non-EU27 countries (from 2020) nor reporting country,Hungary,2015,
Males,Non-EU27 countries (from 2020) nor reporting country,Hungary,2016,
Males,Non-EU27 countries (from 2020) nor reporting country,Hungary,2017,
Males,Non-EU27 countries (from 2020) nor reporting country,Hungary,2018,
Males,Non-EU27 countries (from 2020) nor reporting country,Hungary,2019,
Males,Non-EU27 countries (from 2020) nor reporting country,Hungary,2020,
Males,Non-EU27 countries (from 2020) nor reporting country,Hungary,2021,
Males,Non-EU27 countries (from 2020) nor reporting country,Hungary,2022,
Males,Non-EU27 countries (from 2020) nor reporting country,Hungary,2023,
Males,Non-EU27 countries (from 2020) nor reporting country,Hungary,2024,
Males,Non-EU27 countries (from 2020) nor reporting country,Ireland,2008,7.8
Males,Non-EU27 countries (from 2020) nor reporting country,Ireland,2009,15.5
Males,Non-EU27 countries (from 2020) nor reporting country,Ireland,2010,18.1
Males,Non-EU27 countries (from 2020) nor reporting country,Ireland,2011,17.8
Males,Non-EU27 countries (from 2020) nor reporting country,Ireland,2012,19.9
Males,Non-EU27 countries (from 2020) nor reporting country,Ireland,2013,16.9
Males,Non-EU27 countries (from 2020) nor reporting country,Ireland,2014,14.8
Males,Non-EU27 countries (from 2020) nor reporting country,Ireland,2015,12.7
Males,Non-EU27 countries (from 2020) nor reporting country,Ireland,2016,10.0
Males,Non-EU27 countries (from 2020) nor reporting country,Ireland,2017,8.6
Males,Non-EU27 countries (from 2020) nor reporting country,Ireland,2018,7.0
Males,Non-EU27 countries (from 2020) nor reporting country,Ireland,2019,6.2
Males,Non-EU27 countries (from 2020) nor reporting country,Ireland,2020,7.2
Males,Non-EU27 countries (from 2020) nor reporting country,Ireland,2021,7.2
Males,Non-EU27 countries (from 2020) nor reporting country,Ireland,2022,4.6
Males,Non-EU27 countries (from 2020) nor reporting country,Ireland,2023,4.9
Males,Non-EU27 countries (from 2020) nor reporting country,Ireland,2024,5.2
Males,Non-EU27 countries (from 2020) nor reporting country,Iceland,2008,
Males,Non-EU27 countries (from 2020) nor reporting country,Iceland,2009,
Males,Non-EU27 countries (from 2020) nor reporting country,Iceland,2010,
Males,Non-EU27 countries (from 2020) nor reporting country,Iceland,2011,
Males,Non-EU27 countries (from 2020) nor reporting country,Iceland,2012,
Males,Non-EU27 countries (from 2020) nor reporting country,Iceland,2013,
Males,Non-EU27 countries (from 2020) nor reporting country,Iceland,2014,
Males,Non-EU27 countries (from 2020) nor reporting country,Iceland,2015,
Males,Non-EU27 countries (from 2020) nor reporting country,Iceland,2016,
Males,Non-EU27 countries (from 2020) nor reporting country,Iceland,2017,
Males,Non-EU27 countries (from 2020) nor reporting country,Iceland,2018,
Males,Non-EU27 countries (from 2020) nor reporting country,Iceland,2019,
Males,Non-EU27 countries (from 2020) nor reporting country,Iceland,2020,
Males,Non-EU27 countries (from 2020) nor reporting country,Iceland,2021,
Males,Non-EU27 countries (from 2020) nor reporting country,Iceland,2022,
Males,Non-EU27 countries (from 2020) nor reporting country,Iceland,2023,13.0
Males,Non-EU27 countries (from 2020) nor reporting country,Iceland,2024,10.9
Males,Non-EU27 countries (from 2020) nor reporting country,Italy,2008,6.5
Males,Non-EU27 countries (from 2020) nor reporting country,Italy,2009,10.5
Males,Non-EU27 countries (from 2020) nor reporting country,Italy,2010,11.2
Males,Non-EU27 countries (from 2020) nor reporting country,Italy,2011,10.2
Males,Non-EU27 countries (from 2020) nor reporting country,Italy,2012,13.0
Males,Non-EU27 countries (from 2020) nor reporting country,Italy,2013,17.1
Males,Non-EU27 countries (from 2020) nor reporting country,Italy,2014,16.4
Males,Non-EU27 countries (from 2020) nor reporting country,Italy,2015,15.3
Males,Non-EU27 countries (from 2020) nor reporting country,Italy,2016,13.8
Males,Non-EU27 countries (from 2020) nor reporting country,Italy,2017,12.7
Males,Non-EU27 countries (from 2020) nor reporting country,Italy,2018,12.1
Males,Non-EU27 countries (from 2020) nor reporting country,Italy,2019,11.7
Males,Non-EU27 countries (from 2020) nor reporting country,Italy,2020,11.5
Males,Non-EU27 countries (from 2020) nor reporting country,Italy,2021,12.6
Males,Non-EU27 countries (from 2020) nor reporting country,Italy,2022,10.0
Males,Non-EU27 countries (from 2020) nor reporting country,Italy,2023,9.9
Males,Non-EU27 countries (from 2020) nor reporting country,Italy,2024,9.1
Males,Non-EU27 countries (from 2020) nor reporting country,Lithuania,2008,
Males,Non-EU27 countries (from 2020) nor reporting country,Lithuania,2009,
Males,Non-EU27 countries (from 2020) nor reporting country,Lithuania,2010,
Males,Non-EU27 countries (from 2020) nor reporting country,Lithuania,2011,
Males,Non-EU27 countries (from 2020) nor reporting country,Lithuania,2012,
Males,Non-EU27 countries (from 2020) nor reporting country,Lithuania,2013,
Males,Non-EU27 countries (from 2020) nor reporting country,Lithuania,2014,
Males,Non-EU27 countries (from 2020) nor reporting country,Lithuania,2015,
Males,Non-EU27 countries (from 2020) nor reporting country,Lithuania,2016,
Males,Non-EU27 countries (from 2020) nor reporting country,Lithuania,2017,
Males,Non-EU27 countries (from 2020) nor reporting country,Lithuania,2018,
Males,Non-EU27 countries (from 2020) nor reporting country,Lithuania,2019,
Males,Non-EU27 countries (from 2020) nor reporting country,Lithuania,2020,
Males,Non-EU27 countries (from 2020) nor reporting country,Lithuania,2021,
Males,Non-EU27 countries (from 2020) nor reporting country,Lithuania,2022,
Males,Non-EU27 countries (from 2020) nor reporting country,Lithuania,2023,
Males,Non-EU27 countries (from 2020) nor reporting country,Lithuania,2024,
Males,Non-EU27 countries (from 2020) nor reporting country,Luxembourg,2008,26.7
Males,Non-EU27 countries (from 2020) nor reporting country,Luxembourg,2009,10.0
Males,Non-EU27 countries (from 2020) nor reporting country,Luxembourg,2010,9.0
Males,Non-EU27 countries (from 2020) nor reporting country,Luxembourg,2011,7.0
Males,Non-EU27 countries (from 2020) nor reporting country,Luxembourg,2012,8.1
Males,Non-EU27 countries (from 2020) nor reporting country,Luxembourg,2013,10.4
Males,Non-EU27 countries (from 2020) nor reporting country,Luxembourg,2014,16.2
Males,Non-EU27 countries (from 2020) nor reporting country,Luxembourg,2015,13.9
