Sex,geo,Age class,year,Country of citizenship,Number
Males,Ireland,From 60 to 64 years,2024,Total,143516
Males,Iceland,From 60 to 64 years,2012,Total,8225
Males,Iceland,From 60 to 64 years,2013,Total,8422
Males,Iceland,From 60 to 64 years,2014,Total,8701
Males,Iceland,From 60 to 64 years,2015,Total,8894
Males,Iceland,From 60 to 64 years,2016,Total,9019
Males,Iceland,From 60 to 64 years,2017,Total,9402
Males,Iceland,From 60 to 64 years,2018,Total,9769
Males,Iceland,From 60 to 64 years,2019,Total,9976
Males,Iceland,From 60 to 64 years,2020,Total,10288
Males,Iceland,From 60 to 64 years,2021,Total,10535
Males,Iceland,From 60 to 64 years,2022,Total,10580
Males,Iceland,From 60 to 64 years,2023,Total,10674
Males,Iceland,From 60 to 64 years,2024,Total,10608
Males,Italy,From 60 to 64 years,2012,Total,1813104
Males,Italy,From 60 to 64 years,2013,Total,1778383
Males,Italy,From 60 to 64 years,2014,Total,1743316
Males,Italy,From 60 to 64 years,2015,Total,1739659
Males,Italy,From 60 to 64 years,2016,Total,1744669
Males,Italy,From 60 to 64 years,2017,Total,1771498
Males,Italy,From 60 to 64 years,2018,Total,1804973
Males,Italy,From 60 to 64 years,2019,Total,1837266
Males,Italy,From 60 to 64 years,2020,Total,1874922
Males,Italy,From 60 to 64 years,2021,Total,1901209
Males,Italy,From 60 to 64 years,2022,Total,1960517
Males,Italy,From 60 to 64 years,2023,Total,2012922
Males,Italy,From 60 to 64 years,2024,Total,2079202
Males,Liechtenstein,From 60 to 64 years,2012,Total,1175
Males,Liechtenstein,From 60 to 64 years,2013,Total,1152
Males,Liechtenstein,From 60 to 64 years,2014,Total,1159
Males,Liechtenstein,From 60 to 64 years,2015,Total,1156
Males,Liechtenstein,From 60 to 64 years,2016,Total,1168
Males,Liechtenstein,From 60 to 64 years,2017,Total,1183
Males,Liechtenstein,From 60 to 64 years,2018,Total,1237
Males,Liechtenstein,From 60 to 64 years,2019,Total,1256
Males,Liechtenstein,From 60 to 64 years,2020,Total,1298
Males,Liechtenstein,From 60 to 64 years,2021,Total,1355
Males,Liechtenstein,From 60 to 64 years,2022,Total,1369
Males,Liechtenstein,From 60 to 64 years,2023,Total,1424
Males,Liechtenstein,From 60 to 64 years,2024,Total,1462
Males,Lithuania,From 60 to 64 years,2012,Total,70741
Males,Lithuania,From 60 to 64 years,2013,Total,72884
Males,Lithuania,From 60 to 64 years,2014,Total,73400
Males,Lithuania,From 60 to 64 years,2015,Total,73744
Males,Lithuania,From 60 to 64 years,2016,Total,75059
Males,Lithuania,From 60 to 64 years,2017,Total,76332
Males,Lithuania,From 60 to 64 years,2018,Total,79304
Males,Lithuania,From 60 to 64 years,2019,Total,84215
Males,Lithuania,From 60 to 64 years,2020,Total,88688
Males,Lithuania,From 60 to 64 years,2021,Total,92818
Males,Lithuania,From 60 to 64 years,2022,Total,96792
Males,Lithuania,From 60 to 64 years,2023,Total,98908
Males,Lithuania,From 60 to 64 years,2024,Total,98858
Males,Latvia,From 60 to 64 years,2012,Total,51130
Males,Latvia,From 60 to 64 years,2013,Total,51510
Males,Latvia,From 60 to 64 years,2014,Total,51120
Males,Latvia,From 60 to 64 years,2015,Total,51131
Males,Latvia,From 60 to 64 years,2016,Total,51956
Males,Latvia,From 60 to 64 years,2017,Total,52609
Males,Latvia,From 60 to 64 years,2018,Total,54198
Males,Latvia,From 60 to 64 years,2019,Total,56322
Males,Latvia,From 60 to 64 years,2020,Total,57448
Males,Latvia,From 60 to 64 years,2021,Total,58392
Males,Latvia,From 60 to 64 years,2022,Total,59254
Males,Latvia,From 60 to 64 years,2023,Total,59555
Males,Latvia,From 60 to 64 years,2024,Total,58778
Males,Malta,From 60 to 64 years,2012,Total,15052
Males,Malta,From 60 to 64 years,2013,Total,14728
Males,Malta,From 60 to 64 years,2014,Total,14384
Males,Malta,From 60 to 64 years,2015,Total,14309
Males,Malta,From 60 to 64 years,2016,Total,14342
Males,Malta,From 60 to 64 years,2017,Total,14686
Males,Malta,From 60 to 64 years,2018,Total,15052
Males,Malta,From 60 to 64 years,2019,Total,15416
Males,Malta,From 60 to 64 years,2020,Total,15678
Males,Malta,From 60 to 64 years,2021,Total,15734
Males,Malta,From 60 to 64 years,2022,Total,15732
Males,Malta,From 60 to 64 years,2023,Total,15725
Males,Malta,From 60 to 64 years,2024,Total,15622
Males,Netherlands,From 60 to 64 years,2012,Total,536329
Males,Netherlands,From 60 to 64 years,2013,Total,526876
Males,Netherlands,From 60 to 64 years,2014,Total,522346
Males,Netherlands,From 60 to 64 years,2015,Total,522826
Males,Netherlands,From 60 to 64 years,2016,Total,525615
Males,Netherlands,From 60 to 64 years,2017,Total,532366
Males,Netherlands,From 60 to 64 years,2018,Total,537540
Males,Netherlands,From 60 to 64 years,2019,Total,545999
Males,Netherlands,From 60 to 64 years,2020,Total,556408
Males,Netherlands,From 60 to 64 years,2021,Total,566770
Males,Netherlands,From 60 to 64 years,2022,Total,576965
Males,Netherlands,From 60 to 64 years,2023,Total,587972
Males,Netherlands,From 60 to 64 years,2024,Total,598701
Males,Norway,From 60 to 64 years,2012,Total,144685
Males,Norway,From 60 to 64 years,2013,Total,144012
Males,Norway,From 60 to 64 years,2014,Total,143897
Males,Norway,From 60 to 64 years,2015,Total,144730
Males,Norway,From 60 to 64 years,2016,Total,146418
Males,Norway,From 60 to 64 years,2017,Total,149114
Males,Norway,From 60 to 64 years,2018,Total,150564
Males,Norway,From 60 to 64 years,2019,Total,152590
Males,Norway,From 60 to 64 years,2020,Total,154816
Males,Norway,From 60 to 64 years,2021,Total,156396
Males,Norway,From 60 to 64 years,2022,Total,157489
Males,Norway,From 60 to 64 years,2023,Total,160017
Males,Norway,From 60 to 64 years,2024,Total,162454
Males,Poland,From 60 to 64 years,2012,Total,1138638
Males,Poland,From 60 to 64 years,2013,Total,1178940
Males,Poland,From 60 to 64 years,2014,Total,1208421
Males,Poland,From 60 to 64 years,2015,Total,1235153
Males,Poland,From 60 to 64 years,2016,Total,1261270
Males,Poland,From 60 to 64 years,2017,Total,1276249
Males,Poland,From 60 to 64 years,2018,Total,1287505
Males,Poland,From 60 to 64 years,2019,Total,1290543
Males,Poland,From 60 to 64 years,2020,Total,1282957
Males,Poland,From 60 to 64 years,2021,Total,1228472
Males,Poland,From 60 to 64 years,2022,Total,1180652
Males,Poland,From 60 to 64 years,2023,Total,1130633
Males,Poland,From 60 to 64 years,2024,Total,1085401
Males,Portugal,From 60 to 64 years,2012,Total,297715
Males,Portugal,From 60 to 64 years,2013,Total,303738
Males,Portugal,From 60 to 64 years,2014,Total,302475
Males,Portugal,From 60 to 64 years,2015,Total,303613
Males,Portugal,From 60 to 64 years,2016,Total,305631
Males,Portugal,From 60 to 64 years,2017,Total,306260
Males,Portugal,From 60 to 64 years,2018,Total,310380
Males,Portugal,From 60 to 64 years,2019,Total,316047
Males,Portugal,From 60 to 64 years,2020,Total,321863
Males,Portugal,From 60 to 64 years,2021,Total,328700
Males,Portugal,From 60 to 64 years,2022,Total,334647
Males,Portugal,From 60 to 64 years,2023,Total,339566
Males,Portugal,From 60 to 64 years,2024,Total,344026
Males,Romania,From 60 to 64 years,2012,Total,577441
Males,Romania,From 60 to 64 years,2013,Total,599938
Males,Romania,From 60 to 64 years,2014,Total,613025
Males,Romania,From 60 to 64 years,2015,Total,611203
Males,Romania,From 60 to 64 years,2016,Total,621431
Males,Romania,From 60 to 64 years,2017,Total,628641
Males,Romania,From 60 to 64 years,2018,Total,626696
Males,Romania,From 60 to 64 years,2019,Total,623820
Males,Romania,From 60 to 64 years,2020,Total,605308
Males,Romania,From 60 to 64 years,2021,Total,574456
Males,Romania,From 60 to 64 years,2023,Total,530522
Males,Romania,From 60 to 64 years,2024,Total,504451
Males,Sweden,From 60 to 64 years,2012,Total,297392
Males,Sweden,From 60 to 64 years,2013,Total,290593
Males,Sweden,From 60 to 64 years,2014,Total,285139
Males,Sweden,From 60 to 64 years,2015,Total,280372
Males,Sweden,From 60 to 64 years,2016,Total,278590
Males,Sweden,From 60 to 64 years,2017,Total,281162
Males,Sweden,From 60 to 64 years,2018,Total,282290
Males,Sweden,From 60 to 64 years,2019,Total,282697
Males,Sweden,From 60 to 64 years,2020,Total,284848
Males,Sweden,From 60 to 64 years,2021,Total,285462
Males,Sweden,From 60 to 64 years,2022,Total,285661
Males,Sweden,From 60 to 64 years,2023,Total,288783
Males,Sweden,From 60 to 64 years,2024,Total,295365
Males,Slovenia,From 60 to 64 years,2012,Total,64103
Males,Slovenia,From 60 to 64 years,2013,Total,66872
Males,Slovenia,From 60 to 64 years,2014,Total,69694
Males,Slovenia,From 60 to 64 years,2015,Total,71300
Males,Slovenia,From 60 to 64 years,2016,Total,72009
Males,Slovenia,From 60 to 64 years,2017,Total,73377
Males,Slovenia,From 60 to 64 years,2018,Total,72939
Males,Slovenia,From 60 to 64 years,2019,Total,72401
Males,Slovenia,From 60 to 64 years,2020,Total,72167
Males,Slovenia,From 60 to 64 years,2021,Total,71998
Males,Slovenia,From 60 to 64 years,2022,Total,71221
Males,Slovenia,From 60 to 64 years,2023,Total,71463
Males,Slovenia,From 60 to 64 years,2024,Total,71825
Males,Slovakia,From 60 to 64 years,2012,Total,149196
Males,Slovakia,From 60 to 64 years,2013,Total,156028
Males,Slovakia,From 60 to 64 years,2014,Total,161392
Males,Slovakia,From 60 to 64 years,2015,Total,166676
Males,Slovakia,From 60 to 64 years,2016,Total,169809
Males,Slovakia,From 60 to 64 years,2017,Total,171581
Males,Slovakia,From 60 to 64 years,2018,Total,172407
Males,Slovakia,From 60 to 64 years,2019,Total,172047
Males,Slovakia,From 60 to 64 years,2020,Total,170074
Males,Slovakia,From 60 to 64 years,2021,Total,167771
Males,Slovakia,From 60 to 64 years,2022,Total,165735
Males,Slovakia,From 60 to 64 years,2023,Total,162724
Males,Slovakia,From 60 to 64 years,2024,Total,162559
Total,Austria,From 60 to 64 years,2012,Total,478584
Total,Austria,From 60 to 64 years,2013,Total,472777
Total,Austria,From 60 to 64 years,2014,Total,470053
Total,Austria,From 60 to 64 years,2015,Total,473895
Total,Austria,From 60 to 64 years,2016,Total,484296
Total,Austria,From 60 to 64 years,2017,Total,504980
Total,Austria,From 60 to 64 years,2018,Total,523556
Total,Austria,From 60 to 64 years,2019,Total,543241
Total,Austria,From 60 to 64 years,2020,Total,565635
Total,Austria,From 60 to 64 years,2021,Total,587230
Total,Austria,From 60 to 64 years,2022,Total,606524
Total,Austria,From 60 to 64 years,2023,Total,630776
Total,Austria,From 60 to 64 years,2024,Total,653431
Total,Belgium,From 60 to 64 years,2012,Total,648725
Total,Belgium,From 60 to 64 years,2013,Total,651981
Total,Belgium,From 60 to 64 years,2014,Total,654989
Total,Belgium,From 60 to 64 years,2015,Total,663321
Total,Belgium,From 60 to 64 years,2016,Total,673689
Total,Belgium,From 60 to 64 years,2017,Total,686675
Total,Belgium,From 60 to 64 years,2018,Total,697421
Total,Belgium,From 60 to 64 years,2019,Total,710403
Total,Belgium,From 60 to 64 years,2020,Total,723984
Total,Belgium,From 60 to 64 years,2021,Total,734898
Total,Belgium,From 60 to 64 years,2022,Total,746040
Total,Belgium,From 60 to 64 years,2023,Total,756681
Total,Belgium,From 60 to 64 years,2024,Total,766385
Total,Bulgaria,From 60 to 64 years,2012,Total,528972
Total,Bulgaria,From 60 to 64 years,2013,Total,543605
Total,Bulgaria,From 60 to 64 years,2014,Total,538004
Total,Bulgaria,From 60 to 64 years,2015,Total,526593
Total,Bulgaria,From 60 to 64 years,2016,Total,510869
Total,Bulgaria,From 60 to 64 years,2017,Total,506332
Total,Bulgaria,From 60 to 64 years,2018,Total,499117
Total,Bulgaria,From 60 to 64 years,2019,Total,489301
Total,Bulgaria,From 60 to 64 years,2020,Total,483549
Total,Bulgaria,From 60 to 64 years,2021,Total,474973
Total,Bulgaria,From 60 to 64 years,2022,Total,465450
Total,Bulgaria,From 60 to 64 years,2023,Total,459080
Total,Bulgaria,From 60 to 64 years,2024,Total,455588
Total,Switzerland,From 60 to 64 years,2012,Total,457353
Total,Switzerland,From 60 to 64 years,2013,Total,458224
Total,Switzerland,From 60 to 64 years,2014,Total,458714
Total,Switzerland,From 60 to 64 years,2015,Total,463486
Total,Switzerland,From 60 to 64 years,2016,Total,468979
Total,Switzerland,From 60 to 64 years,2017,Total,480708
Total,Switzerland,From 60 to 64 years,2018,Total,491373
Total,Switzerland,From 60 to 64 years,2019,Total,503529
Total,Switzerland,From 60 to 64 years,2020,Total,517347
Total,Switzerland,From 60 to 64 years,2021,Total,532379
Total,Switzerland,From 60 to 64 years,2022,Total,546334
Total,Switzerland,From 60 to 64 years,2023,Total,562014
Total,Switzerland,From 60 to 64 years,2024,Total,582938
Total,Cyprus,From 60 to 64 years,2012,Total,46714
Total,Cyprus,From 60 to 64 years,2013,Total,46817
Total,Cyprus,From 60 to 64 years,2014,Total,46568
Total,Cyprus,From 60 to 64 years,2015,Total,46393
Total,Cyprus,From 60 to 64 years,2016,Total,46550
Total,Cyprus,From 60 to 64 years,2017,Total,47690
Total,Cyprus,From 60 to 64 years,2018,Total,48926
Total,Cyprus,From 60 to 64 years,2019,Total,50753
Total,Cyprus,From 60 to 64 years,2020,Total,52890
Total,Cyprus,From 60 to 64 years,2021,Total,54594
Total,Cyprus,From 60 to 64 years,2022,Total,55437
Total,Cyprus,From 60 to 64 years,2023,Total,57114
Total,Cyprus,From 60 to 64 years,2024,Total,58443
Total,Czechia,From 60 to 64 years,2012,Total,743740
Total,Czechia,From 60 to 64 years,2013,Total,735147
Total,Czechia,From 60 to 64 years,2014,Total,729002
Total,Czechia,From 60 to 64 years,2015,Total,727355
Total,Czechia,From 60 to 64 years,2016,Total,721358
Total,Czechia,From 60 to 64 years,2017,Total,711955
Total,Czechia,From 60 to 64 years,2018,Total,698568
Total,Czechia,From 60 to 64 years,2019,Total,678960
Total,Czechia,From 60 to 64 years,2020,Total,651567
Total,Czechia,From 60 to 64 years,2021,Total,622002
Total,Czechia,From 60 to 64 years,2022,Total,599486
Total,Czechia,From 60 to 64 years,2023,Total,595926
Total,Czechia,From 60 to 64 years,2024,Total,609832
Total,Germany,From 60 to 64 years,2012,Total,4831570
Total,Germany,From 60 to 64 years,2013,Total,4989604
Total,Germany,From 60 to 64 years,2014,Total,5094950
Total,Germany,From 60 to 64 years,2015,Total,5152977
Total,Germany,From 60 to 64 years,2016,Total,5202056
Total,Germany,From 60 to 64 years,2017,Total,5281280
Total,Germany,From 60 to 64 years,2018,Total,5375053
Total,Germany,From 60 to 64 years,2019,Total,5493914
Total,Germany,From 60 to 64 years,2020,Total,5647771
Total,Germany,From 60 to 64 years,2021,Total,5818137
Total,Germany,From 60 to 64 years,2022,Total,5994044
Total,Germany,From 60 to 64 years,2023,Total,6157874
Total,Germany,From 60 to 64 years,2024,Total,6345372
Total,Denmark,From 60 to 64 years,2012,Total,350853
Total,Denmark,From 60 to 64 years,2013,Total,341481
Total,Denmark,From 60 to 64 years,2014,Total,337982
Total,Denmark,From 60 to 64 years,2015,Total,336817
Total,Denmark,From 60 to 64 years,2016,Total,336859
Total,Denmark,From 60 to 64 years,2017,Total,339856
Total,Denmark,From 60 to 64 years,2018,Total,341595
Total,Denmark,From 60 to 64 years,2019,Total,342670
Total,Denmark,From 60 to 64 years,2020,Total,344371
Total,Denmark,From 60 to 64 years,2021,Total,348114
Total,Denmark,From 60 to 64 years,2022,Total,351258
Total,Denmark,From 60 to 64 years,2023,Total,358338
Total,Denmark,From 60 to 64 years,2024,Total,368091
Total,Estonia,From 60 to 64 years,2012,Total,79356
Total,Estonia,From 60 to 64 years,2013,Total,82220
Total,Estonia,From 60 to 64 years,2014,Total,82132
Total,Estonia,From 60 to 64 years,2015,Total,82209
Total,Estonia,From 60 to 64 years,2016,Total,83510
Total,Estonia,From 60 to 64 years,2017,Total,83645
Total,Estonia,From 60 to 64 years,2018,Total,84144
Total,Estonia,From 60 to 64 years,2019,Total,85106
Total,Estonia,From 60 to 64 years,2020,Total,85736
Total,Estonia,From 60 to 64 years,2021,Total,85839
Total,Estonia,From 60 to 64 years,2022,Total,86534
Total,Estonia,From 60 to 64 years,2023,Total,87813
Total,Estonia,From 60 to 64 years,2024,Total,87483
Total,Greece,From 60 to 64 years,2012,Total,639768
Total,Greece,From 60 to 64 years,2013,Total,636908
Total,Greece,From 60 to 64 years,2014,Total,634261
Total,Greece,From 60 to 64 years,2015,Total,637051
Total,Greece,From 60 to 64 years,2016,Total,644859
Total,Greece,From 60 to 64 years,2017,Total,653227
Total,Greece,From 60 to 64 years,2018,Total,659565
Total,Greece,From 60 to 64 years,2019,Total,671906
Total,Greece,From 60 to 64 years,2020,Total,682649
Total,Greece,From 60 to 64 years,2021,Total,687595
Total,Greece,From 60 to 64 years,2022,Total,696578
Total,Greece,From 60 to 64 years,2023,Total,700950
Total,Greece,From 60 to 64 years,2024,Total,702522
Total,Spain,From 60 to 64 years,2012,Total,2467244
Total,Spain,From 60 to 64 years,2013,Total,2500210
Total,Spain,From 60 to 64 years,2014,Total,2488882
Total,Spain,From 60 to 64 years,2015,Total,2503217
Total,Spain,From 60 to 64 years,2016,Total,2562777
Total,Spain,From 60 to 64 years,2017,Total,2629808
Total,Spain,From 60 to 64 years,2018,Total,2706471
Total,Spain,From 60 to 64 years,2019,Total,2798735
Total,Spain,From 60 to 64 years,2020,Total,2910171
Total,Spain,From 60 to 64 years,2021,Total,3008316
Total,Spain,From 60 to 64 years,2022,Total,3089284
Total,Spain,From 60 to 64 years,2023,Total,3158134
Total,Spain,From 60 to 64 years,2024,Total,3234251
Total,Finland,From 60 to 64 years,2012,Total,395223
Total,Finland,From 60 to 64 years,2013,Total,389588
Total,Finland,From 60 to 64 years,2014,Total,381168
Total,Finland,From 60 to 64 years,2015,Total,375230
Total,Finland,From 60 to 64 years,2016,Total,371660
Total,Finland,From 60 to 64 years,2017,Total,371711
Total,Finland,From 60 to 64 years,2018,Total,367232
Total,Finland,From 60 to 64 years,2019,Total,362561
Total,Finland,From 60 to 64 years,2020,Total,359619
Total,Finland,From 60 to 64 years,2021,Total,357251
Total,Finland,From 60 to 64 years,2022,Total,354782
Total,Finland,From 60 to 64 years,2023,Total,354703
Total,Finland,From 60 to 64 years,2024,Total,358789
Total,France,From 60 to 64 years,2012,Total,4123400
Total,France,From 60 to 64 years,2013,Total,4121783
Total,France,From 60 to 64 years,2014,Total,4098261
Total,France,From 60 to 64 years,2015,Total,4083926
Total,France,From 60 to 64 years,2016,Total,4057572
Total,France,From 60 to 64 years,2017,Total,4066565
Total,France,From 60 to 64 years,2018,Total,4067037
Total,France,From 60 to 64 years,2019,Total,4090960
Total,France,From 60 to 64 years,2020,Total,4122086
Total,France,From 60 to 64 years,2021,Total,4152154
Total,France,From 60 to 64 years,2022,Total,4180619
Total,France,From 60 to 64 years,2023,Total,4202080
Total,France,From 60 to 64 years,2024,Total,4251469
Total,Croatia,From 60 to 64 years,2013,Total,279761
Total,Croatia,From 60 to 64 years,2014,Total,286457
Total,Croatia,From 60 to 64 years,2015,Total,291044
Total,Croatia,From 60 to 64 years,2016,Total,294554
Total,Croatia,From 60 to 64 years,2017,Total,301242
Total,Croatia,From 60 to 64 years,2018,Total,300162
Total,Croatia,From 60 to 64 years,2019,Total,298537
Total,Croatia,From 60 to 64 years,2020,Total,295655
Total,Croatia,From 60 to 64 years,2021,Total,291534
Total,Croatia,From 60 to 64 years,2022,Total,286296
Total,Croatia,From 60 to 64 years,2023,Total,282869
Total,Croatia,From 60 to 64 years,2024,Total,278552
Total,Hungary,From 60 to 64 years,2012,Total,656099
Total,Hungary,From 60 to 64 years,2013,Total,661862
Total,Hungary,From 60 to 64 years,2014,Total,678159
Total,Hungary,From 60 to 64 years,2015,Total,706719
Total,Hungary,From 60 to 64 years,2016,Total,723062
Total,Hungary,From 60 to 64 years,2017,Total,729236
Total,Hungary,From 60 to 64 years,2018,Total,719719
Total,Hungary,From 60 to 64 years,2019,Total,692529
Total,Hungary,From 60 to 64 years,2020,Total,648897
Total,Hungary,From 60 to 64 years,2021,Total,610920
Total,Hungary,From 60 to 64 years,2022,Total,577825
Total,Hungary,From 60 to 64 years,2023,Total,557540
Total,Hungary,From 60 to 64 years,2024,Total,544447
Total,Ireland,From 60 to 64 years,2012,Total,219002
Total,Ireland,From 60 to 64 years,2013,Total,222484
Total,Ireland,From 60 to 64 years,2014,Total,225516
Total,Ireland,From 60 to 64 years,2015,Total,229764
Total,Ireland,From 60 to 64 years,2016,Total,234752
Total,Ireland,From 60 to 64 years,2017,Total,241578
Total,Ireland,From 60 to 64 years,2018,Total,246350
Total,Ireland,From 60 to 64 years,2019,Total,253358
Total,Ireland,From 60 to 64 years,2020,Total,259782
Total,Ireland,From 60 to 64 years,2021,Total,267070
Total,Ireland,From 60 to 64 years,2022,Total,274960
Total,Ireland,From 60 to 64 years,2023,Total,283167
Total,Ireland,From 60 to 64 years,2024,Total,292810
Total,Iceland,From 60 to 64 years,2012,Total,16240
Total,Iceland,From 60 to 64 years,2013,Total,16669
Total,Iceland,From 60 to 64 years,2014,Total,17141
Total,Iceland,From 60 to 64 years,2015,Total,17593
Total,Iceland,From 60 to 64 years,2016,Total,18032
Total,Iceland,From 60 to 64 years,2017,Total,18657
Total,Iceland,From 60 to 64 years,2018,Total,19351
Total,Iceland,From 60 to 64 years,2019,Total,19832
Total,Iceland,From 60 to 64 years,2020,Total,20433
Total,Iceland,From 60 to 64 years,2021,Total,20864
Total,Iceland,From 60 to 64 years,2022,Total,20955
Total,Iceland,From 60 to 64 years,2023,Total,21287
Total,Iceland,From 60 to 64 years,2024,Total,21221
Total,Italy,From 60 to 64 years,2012,Total,3754974
Total,Italy,From 60 to 64 years,2013,Total,3687838
Total,Italy,From 60 to 64 years,2014,Total,3615804
Total,Italy,From 60 to 64 years,2015,Total,3612371
Total,Italy,From 60 to 64 years,2016,Total,3625089
Total,Italy,From 60 to 64 years,2017,Total,3680986
Total,Italy,From 60 to 64 years,2018,Total,3750459
Total,Italy,From 60 to 64 years,2019,Total,3819054
Total,Italy,From 60 to 64 years,2020,Total,3893350
Total,Italy,From 60 to 64 years,2021,Total,3946096
Total,Italy,From 60 to 64 years,2022,Total,4053284
Total,Italy,From 60 to 64 years,2023,Total,4162290
Total,Italy,From 60 to 64 years,2024,Total,4292746
Total,Liechtenstein,From 60 to 64 years,2012,Total,2260
Total,Liechtenstein,From 60 to 64 years,2013,Total,2296
Total,Liechtenstein,From 60 to 64 years,2014,Total,2293
Total,Liechtenstein,From 60 to 64 years,2015,Total,2320
Total,Liechtenstein,From 60 to 64 years,2016,Total,2356
Total,Liechtenstein,From 60 to 64 years,2017,Total,2405
Total,Liechtenstein,From 60 to 64 years,2018,Total,2475
Total,Liechtenstein,From 60 to 64 years,2019,Total,2552
Total,Liechtenstein,From 60 to 64 years,2020,Total,2637
Total,Liechtenstein,From 60 to 64 years,2021,Total,2758
Total,Liechtenstein,From 60 to 64 years,2022,Total,2816
Total,Liechtenstein,From 60 to 64 years,2023,Total,2903
Total,Liechtenstein,From 60 to 64 years,2024,Total,2985
Total,Lithuania,From 60 to 64 years,2012,Total,167739
Total,Lithuania,From 60 to 64 years,2013,Total,172194
Total,Lithuania,From 60 to 64 years,2014,Total,172286
Total,Lithuania,From 60 to 64 years,2015,Total,171641
Total,Lithuania,From 60 to 64 years,2016,Total,173509
Total,Lithuania,From 60 to 64 years,2017,Total,175773
Total,Lithuania,From 60 to 64 years,2018,Total,181301
Total,Lithuania,From 60 to 64 years,2019,Total,191671
Total,Lithuania,From 60 to 64 years,2020,Total,201031
Total,Lithuania,From 60 to 64 years,2021,Total,209994
Total,Lithuania,From 60 to 64 years,2022,Total,218063
Total,Lithuania,From 60 to 64 years,2023,Total,222237
Total,Lithuania,From 60 to 64 years,2024,Total,220814
Total,Latvia,From 60 to 64 years,2012,Total,122563
Total,Latvia,From 60 to 64 years,2013,Total,123374
Total,Latvia,From 60 to 64 years,2014,Total,122049
Total,Latvia,From 60 to 64 years,2015,Total,121141
Total,Latvia,From 60 to 64 years,2016,Total,122485
Total,Latvia,From 60 to 64 years,2017,Total,123413
Total,Latvia,From 60 to 64 years,2018,Total,125897
Total,Latvia,From 60 to 64 years,2019,Total,129739
Total,Latvia,From 60 to 64 years,2020,Total,131847
Total,Latvia,From 60 to 64 years,2021,Total,133522
Total,Latvia,From 60 to 64 years,2022,Total,134850
Total,Latvia,From 60 to 64 years,2023,Total,135569
Total,Latvia,From 60 to 64 years,2024,Total,133808
Total,Malta,From 60 to 64 years,2012,Total,30448
Total,Malta,From 60 to 64 years,2013,Total,29709
Total,Malta,From 60 to 64 years,2014,Total,28968
Total,Malta,From 60 to 64 years,2015,Total,28764
Total,Malta,From 60 to 64 years,2016,Total,28722
Total,Malta,From 60 to 64 years,2017,Total,29329
Total,Malta,From 60 to 64 years,2018,Total,29945
Total,Malta,From 60 to 64 years,2019,Total,30603
Total,Malta,From 60 to 64 years,2020,Total,31149
Total,Malta,From 60 to 64 years,2021,Total,31351
Total,Malta,From 60 to 64 years,2022,Total,31213
Total,Malta,From 60 to 64 years,2023,Total,31150
Total,Malta,From 60 to 64 years,2024,Total,30773
Total,Netherlands,From 60 to 64 years,2012,Total,1070490
Total,Netherlands,From 60 to 64 years,2013,Total,1051797
Total,Netherlands,From 60 to 64 years,2014,Total,1044204
Total,Netherlands,From 60 to 64 years,2015,Total,1046184
Total,Netherlands,From 60 to 64 years,2016,Total,1053752
Total,Netherlands,From 60 to 64 years,2017,Total,1068342
Total,Netherlands,From 60 to 64 years,2018,Total,1079738
Total,Netherlands,From 60 to 64 years,2019,Total,1096839
Total,Netherlands,From 60 to 64 years,2020,Total,1117798
Total,Netherlands,From 60 to 64 years,2021,Total,1137661
Total,Netherlands,From 60 to 64 years,2022,Total,1158497
Total,Netherlands,From 60 to 64 years,2023,Total,1181421
Total,Netherlands,From 60 to 64 years,2024,Total,1201970
Total,Norway,From 60 to 64 years,2012,Total,286147
Total,Norway,From 60 to 64 years,2013,Total,284646
Total,Norway,From 60 to 64 years,2014,Total,285285
Total,Norway,From 60 to 64 years,2015,Total,287494
Total,Norway,From 60 to 64 years,2016,Total,291084
Total,Norway,From 60 to 64 years,2017,Total,297217
Total,Norway,From 60 to 64 years,2018,Total,300179
Total,Norway,From 60 to 64 years,2019,Total,303743
Total,Norway,From 60 to 64 years,2020,Total,307223
Total,Norway,From 60 to 64 years,2021,Total,309652
Total,Norway,From 60 to 64 years,2022,Total,311265
Total,Norway,From 60 to 64 years,2023,Total,316094
Total,Norway,From 60 to 64 years,2024,Total,321077
Total,Poland,From 60 to 64 years,2012,Total,2462303
Total,Poland,From 60 to 64 years,2013,Total,2546823
Total,Poland,From 60 to 64 years,2014,Total,2607714
Total,Poland,From 60 to 64 years,2015,Total,2659433
Total,Poland,From 60 to 64 years,2016,Total,2709884
Total,Poland,From 60 to 64 years,2017,Total,2733162
Total,Poland,From 60 to 64 years,2018,Total,2752175
Total,Poland,From 60 to 64 years,2019,Total,2752895
Total,Poland,From 60 to 64 years,2020,Total,2731788
Total,Poland,From 60 to 64 years,2021,Total,2619867
Total,Poland,From 60 to 64 years,2022,Total,2516875
Total,Poland,From 60 to 64 years,2023,Total,2404218
Total,Poland,From 60 to 64 years,2024,Total,2301235
Total,Portugal,From 60 to 64 years,2012,Total,633696
Total,Portugal,From 60 to 64 years,2013,Total,646758
Total,Portugal,From 60 to 64 years,2014,Total,644335
Total,Portugal,From 60 to 64 years,2015,Total,648575
Total,Portugal,From 60 to 64 years,2016,Total,654712
Total,Portugal,From 60 to 64 years,2017,Total,657448
Total,Portugal,From 60 to 64 years,2018,Total,665319
Total,Portugal,From 60 to 64 years,2019,Total,678018
