iccs,geo,TIME_PERIOD,OBS_VALUE
Unlawful acts involving controlled drugs or precursors,Italy,2016,58.0
Unlawful acts involving controlled drugs or precursors,Italy,2017,63.28
Unlawful acts involving controlled drugs or precursors,Italy,2018,64.11
Unlawful acts involving controlled drugs or precursors,Italy,2019,63.02
Unlawful acts involving controlled drugs or precursors,Italy,2020,56.8
Unlawful acts involving controlled drugs or precursors,Italy,2021,50.42
Unlawful acts involving controlled drugs or precursors,Italy,2022,49.39
Unlawful acts involving controlled drugs or precursors,Liechtenstein,2008,593.96
Unlawful acts involving controlled drugs or precursors,Liechtenstein,2009,1003.12
Unlawful acts involving controlled drugs or precursors,Liechtenstein,2010,1479.36
Unlawful acts involving controlled drugs or precursors,Liechtenstein,2011,1200.59
Unlawful acts involving controlled drugs or precursors,Liechtenstein,2012,704.59
Unlawful acts involving controlled drugs or precursors,Liechtenstein,2013,1172.7
Unlawful acts involving controlled drugs or precursors,Liechtenstein,2014,1018.07
Unlawful acts involving controlled drugs or precursors,Liechtenstein,2015,738.64
Unlawful acts involving controlled drugs or precursors,Liechtenstein,2016,1185.48
Unlawful acts involving controlled drugs or precursors,Liechtenstein,2017,1295.95
Unlawful acts involving controlled drugs or precursors,Liechtenstein,2018,1870.7
Unlawful acts involving controlled drugs or precursors,Liechtenstein,2019,2066.29
Unlawful acts involving controlled drugs or precursors,Liechtenstein,2020,2730.53
Unlawful acts involving controlled drugs or precursors,Liechtenstein,2021,1223.91
Unlawful acts involving controlled drugs or precursors,Liechtenstein,2022,1185.51
Unlawful acts involving controlled drugs or precursors,Lithuania,2008,57.18
Unlawful acts involving controlled drugs or precursors,Lithuania,2009,68.75
Unlawful acts involving controlled drugs or precursors,Lithuania,2010,70.47
Unlawful acts involving controlled drugs or precursors,Lithuania,2011,73.9
Unlawful acts involving controlled drugs or precursors,Lithuania,2012,100.08
Unlawful acts involving controlled drugs or precursors,Lithuania,2013,79.21
Unlawful acts involving controlled drugs or precursors,Lithuania,2014,87.89
Unlawful acts involving controlled drugs or precursors,Lithuania,2015,86.4
Unlawful acts involving controlled drugs or precursors,Lithuania,2016,79.21
Unlawful acts involving controlled drugs or precursors,Lithuania,2017,92.07
Unlawful acts involving controlled drugs or precursors,Lithuania,2018,114.64
Unlawful acts involving controlled drugs or precursors,Lithuania,2019,110.19
Unlawful acts involving controlled drugs or precursors,Lithuania,2020,105.22
Unlawful acts involving controlled drugs or precursors,Lithuania,2021,112.49
Unlawful acts involving controlled drugs or precursors,Lithuania,2022,109.76
Unlawful acts involving controlled drugs or precursors,Luxembourg,2008,277.59
Unlawful acts involving controlled drugs or precursors,Luxembourg,2009,452.28
Unlawful acts involving controlled drugs or precursors,Luxembourg,2010,512.68
Unlawful acts involving controlled drugs or precursors,Luxembourg,2011,574.59
Unlawful acts involving controlled drugs or precursors,Luxembourg,2012,492.14
Unlawful acts involving controlled drugs or precursors,Luxembourg,2013,599.96
Unlawful acts involving controlled drugs or precursors,Luxembourg,2014,762.26
Unlawful acts involving controlled drugs or precursors,Luxembourg,2015,830.43
Unlawful acts involving controlled drugs or precursors,Luxembourg,2016,690.85
Unlawful acts involving controlled drugs or precursors,Luxembourg,2017,454.23
Unlawful acts involving controlled drugs or precursors,Luxembourg,2018,498.83
Unlawful acts involving controlled drugs or precursors,Luxembourg,2019,690.35
Unlawful acts involving controlled drugs or precursors,Luxembourg,2020,737.73
Unlawful acts involving controlled drugs or precursors,Luxembourg,2021,594.43
Unlawful acts involving controlled drugs or precursors,Luxembourg,2022,555.63
Unlawful acts involving controlled drugs or precursors,Latvia,2008,114.61
Unlawful acts involving controlled drugs or precursors,Latvia,2009,106.67
Unlawful acts involving controlled drugs or precursors,Latvia,2010,103.23
Unlawful acts involving controlled drugs or precursors,Latvia,2011,94.81
Unlawful acts involving controlled drugs or precursors,Latvia,2012,134.49
Unlawful acts involving controlled drugs or precursors,Latvia,2013,80.89
Unlawful acts involving controlled drugs or precursors,Latvia,2014,134.75
Unlawful acts involving controlled drugs or precursors,Latvia,2015,177.69
Unlawful acts involving controlled drugs or precursors,Latvia,2016,135.25
Unlawful acts involving controlled drugs or precursors,Latvia,2017,153.27
Unlawful acts involving controlled drugs or precursors,Latvia,2018,134.77
Unlawful acts involving controlled drugs or precursors,Latvia,2019,122.66
Unlawful acts involving controlled drugs or precursors,Latvia,2020,103.53
Unlawful acts involving controlled drugs or precursors,Latvia,2021,77.28
Unlawful acts involving controlled drugs or precursors,Latvia,2022,67.49
Unlawful acts involving controlled drugs or precursors,Montenegro,2008,74.73
Unlawful acts involving controlled drugs or precursors,Montenegro,2009,64.49
Unlawful acts involving controlled drugs or precursors,Montenegro,2010,49.6
Unlawful acts involving controlled drugs or precursors,Montenegro,2011,50.98
Unlawful acts involving controlled drugs or precursors,Montenegro,2012,30.15
Unlawful acts involving controlled drugs or precursors,Montenegro,2013,27.7
Unlawful acts involving controlled drugs or precursors,Montenegro,2014,28.8
Unlawful acts involving controlled drugs or precursors,Montenegro,2015,29.58
Unlawful acts involving controlled drugs or precursors,Montenegro,2016,33.11
Unlawful acts involving controlled drugs or precursors,Montenegro,2017,37.12
Unlawful acts involving controlled drugs or precursors,Montenegro,2018,39.53
Unlawful acts involving controlled drugs or precursors,Montenegro,2019,47.74
Unlawful acts involving controlled drugs or precursors,Montenegro,2020,45.19
Unlawful acts involving controlled drugs or precursors,Montenegro,2021,55.9
Unlawful acts involving controlled drugs or precursors,Montenegro,2022,50.67
Unlawful acts involving controlled drugs or precursors,North Macedonia,2008,20.29
Unlawful acts involving controlled drugs or precursors,North Macedonia,2009,26.9
Unlawful acts involving controlled drugs or precursors,North Macedonia,2010,28.16
Unlawful acts involving controlled drugs or precursors,North Macedonia,2011,28.63
Unlawful acts involving controlled drugs or precursors,North Macedonia,2012,28.84
Unlawful acts involving controlled drugs or precursors,North Macedonia,2014,1.06
Unlawful acts involving controlled drugs or precursors,North Macedonia,2015,0.82
Unlawful acts involving controlled drugs or precursors,North Macedonia,2016,1.5
Unlawful acts involving controlled drugs or precursors,North Macedonia,2019,43.14
Unlawful acts involving controlled drugs or precursors,North Macedonia,2020,35.3
Unlawful acts involving controlled drugs or precursors,North Macedonia,2021,33.88
Unlawful acts involving controlled drugs or precursors,North Macedonia,2022,40.77
Unlawful acts involving controlled drugs or precursors,Malta,2008,44.14
Unlawful acts involving controlled drugs or precursors,Malta,2009,45.51
Unlawful acts involving controlled drugs or precursors,Malta,2010,43.72
Unlawful acts involving controlled drugs or precursors,Malta,2011,42.89
Unlawful acts involving controlled drugs or precursors,Malta,2012,48.62
Unlawful acts involving controlled drugs or precursors,Malta,2013,49.36
Unlawful acts involving controlled drugs or precursors,Malta,2014,44.71
Unlawful acts involving controlled drugs or precursors,Malta,2015,35.71
Unlawful acts involving controlled drugs or precursors,Malta,2016,48.18
Unlawful acts involving controlled drugs or precursors,Malta,2017,67.35
Unlawful acts involving controlled drugs or precursors,Malta,2018,73.16
Unlawful acts involving controlled drugs or precursors,Malta,2019,32.21
Unlawful acts involving controlled drugs or precursors,Malta,2020,32.65
Unlawful acts involving controlled drugs or precursors,Malta,2021,117.61
Unlawful acts involving controlled drugs or precursors,Malta,2022,40.31
Unlawful acts involving controlled drugs or precursors,Netherlands,2008,115.05
Unlawful acts involving controlled drugs or precursors,Netherlands,2009,112.7
Unlawful acts involving controlled drugs or precursors,Netherlands,2010,100.84
Unlawful acts involving controlled drugs or precursors,Netherlands,2011,95.37
Unlawful acts involving controlled drugs or precursors,Netherlands,2012,96.5
Unlawful acts involving controlled drugs or precursors,Netherlands,2013,95.86
Unlawful acts involving controlled drugs or precursors,Netherlands,2014,90.28
Unlawful acts involving controlled drugs or precursors,Netherlands,2015,81.8
Unlawful acts involving controlled drugs or precursors,Netherlands,2016,73.33
Unlawful acts involving controlled drugs or precursors,Netherlands,2017,68.61
Unlawful acts involving controlled drugs or precursors,Netherlands,2018,72.64
Unlawful acts involving controlled drugs or precursors,Netherlands,2019,80.57
Unlawful acts involving controlled drugs or precursors,Netherlands,2020,73.53
Unlawful acts involving controlled drugs or precursors,Netherlands,2021,66.35
Unlawful acts involving controlled drugs or precursors,Netherlands,2022,66.54
Unlawful acts involving controlled drugs or precursors,Norway,2008,762.84
Unlawful acts involving controlled drugs or precursors,Norway,2009,786.7
Unlawful acts involving controlled drugs or precursors,Norway,2010,905.99
Unlawful acts involving controlled drugs or precursors,Norway,2011,838.78
Unlawful acts involving controlled drugs or precursors,Norway,2012,885.46
Unlawful acts involving controlled drugs or precursors,Norway,2013,936.12
Unlawful acts involving controlled drugs or precursors,Norway,2014,888.18
Unlawful acts involving controlled drugs or precursors,Norway,2015,805.15
Unlawful acts involving controlled drugs or precursors,Norway,2016,694.41
Unlawful acts involving controlled drugs or precursors,Norway,2017,638.7
Unlawful acts involving controlled drugs or precursors,Norway,2018,597.34
Unlawful acts involving controlled drugs or precursors,Norway,2019,540.39
Unlawful acts involving controlled drugs or precursors,Norway,2020,480.63
Unlawful acts involving controlled drugs or precursors,Norway,2021,324.93
Unlawful acts involving controlled drugs or precursors,Norway,2022,275.64
Unlawful acts involving controlled drugs or precursors,Poland,2008,150.55
Unlawful acts involving controlled drugs or precursors,Poland,2009,179.06
Unlawful acts involving controlled drugs or precursors,Poland,2010,190.34
Unlawful acts involving controlled drugs or precursors,Poland,2011,195.82
Unlawful acts involving controlled drugs or precursors,Poland,2012,200.6
Unlawful acts involving controlled drugs or precursors,Poland,2013,189.0
Unlawful acts involving controlled drugs or precursors,Poland,2014,167.83
Unlawful acts involving controlled drugs or precursors,Poland,2015,144.76
Unlawful acts involving controlled drugs or precursors,Poland,2016,159.21
Unlawful acts involving controlled drugs or precursors,Poland,2017,170.26
Unlawful acts involving controlled drugs or precursors,Poland,2018,158.18
Unlawful acts involving controlled drugs or precursors,Poland,2019,176.0
Unlawful acts involving controlled drugs or precursors,Poland,2020,175.32
Unlawful acts involving controlled drugs or precursors,Poland,2021,183.99
Unlawful acts involving controlled drugs or precursors,Poland,2022,186.18
Unlawful acts involving controlled drugs or precursors,Portugal,2008,35.33
Unlawful acts involving controlled drugs or precursors,Portugal,2009,40.4
Unlawful acts involving controlled drugs or precursors,Portugal,2010,43.08
Unlawful acts involving controlled drugs or precursors,Portugal,2011,39.86
Unlawful acts involving controlled drugs or precursors,Portugal,2012,43.99
Unlawful acts involving controlled drugs or precursors,Portugal,2013,44.34
Unlawful acts involving controlled drugs or precursors,Portugal,2014,45.56
Unlawful acts involving controlled drugs or precursors,Portugal,2015,51.07
Unlawful acts involving controlled drugs or precursors,Portugal,2016,55.56
Unlawful acts involving controlled drugs or precursors,Portugal,2017,62.86
Unlawful acts involving controlled drugs or precursors,Portugal,2018,63.55
Unlawful acts involving controlled drugs or precursors,Portugal,2019,55.94
Unlawful acts involving controlled drugs or precursors,Portugal,2020,38.52
Unlawful acts involving controlled drugs or precursors,Portugal,2021,43.12
Unlawful acts involving controlled drugs or precursors,Portugal,2022,62.39
Unlawful acts involving controlled drugs or precursors,Romania,2008,17.55
Unlawful acts involving controlled drugs or precursors,Romania,2009,15.79
Unlawful acts involving controlled drugs or precursors,Romania,2010,17.95
Unlawful acts involving controlled drugs or precursors,Romania,2011,16.14
Unlawful acts involving controlled drugs or precursors,Romania,2012,14.29
Unlawful acts involving controlled drugs or precursors,Romania,2013,12.28
Unlawful acts involving controlled drugs or precursors,Romania,2014,12.07
Unlawful acts involving controlled drugs or precursors,Romania,2015,25.42
Unlawful acts involving controlled drugs or precursors,Romania,2016,22.63
Unlawful acts involving controlled drugs or precursors,Romania,2017,31.2
Unlawful acts involving controlled drugs or precursors,Romania,2018,43.44
Unlawful acts involving controlled drugs or precursors,Romania,2019,41.73
Unlawful acts involving controlled drugs or precursors,Romania,2020,34.2
Unlawful acts involving controlled drugs or precursors,Romania,2021,40.72
Unlawful acts involving controlled drugs or precursors,Romania,2022,48.54
Unlawful acts involving controlled drugs or precursors,Serbia,2008,82.13
Unlawful acts involving controlled drugs or precursors,Serbia,2009,74.98
Unlawful acts involving controlled drugs or precursors,Serbia,2010,76.27
Unlawful acts involving controlled drugs or precursors,Serbia,2011,68.14
Unlawful acts involving controlled drugs or precursors,Serbia,2012,66.15
Unlawful acts involving controlled drugs or precursors,Serbia,2013,78.65
Unlawful acts involving controlled drugs or precursors,Serbia,2014,86.99
Unlawful acts involving controlled drugs or precursors,Serbia,2015,80.2
Unlawful acts involving controlled drugs or precursors,Serbia,2016,99.2
Unlawful acts involving controlled drugs or precursors,Serbia,2017,119.41
Unlawful acts involving controlled drugs or precursors,Serbia,2018,145.9
Unlawful acts involving controlled drugs or precursors,Serbia,2019,160.11
Unlawful acts involving controlled drugs or precursors,Serbia,2020,155.51
Unlawful acts involving controlled drugs or precursors,Serbia,2021,142.03
Unlawful acts involving controlled drugs or precursors,Serbia,2022,155.73
Unlawful acts involving controlled drugs or precursors,Sweden,2008,868.94
Unlawful acts involving controlled drugs or precursors,Sweden,2009,885.96
Unlawful acts involving controlled drugs or precursors,Sweden,2010,964.27
Unlawful acts involving controlled drugs or precursors,Sweden,2011,977.07
Unlawful acts involving controlled drugs or precursors,Sweden,2012,1026.89
Unlawful acts involving controlled drugs or precursors,Sweden,2013,1037.84
Unlawful acts involving controlled drugs or precursors,Sweden,2014,1018.36
Unlawful acts involving controlled drugs or precursors,Sweden,2015,990.61
Unlawful acts involving controlled drugs or precursors,Sweden,2016,949.62
Unlawful acts involving controlled drugs or precursors,Sweden,2017,1027.08
Unlawful acts involving controlled drugs or precursors,Sweden,2018,1073.94
Unlawful acts involving controlled drugs or precursors,Sweden,2019,1127.92
Unlawful acts involving controlled drugs or precursors,Sweden,2020,1222.41
Unlawful acts involving controlled drugs or precursors,Sweden,2021,1158.39
Unlawful acts involving controlled drugs or precursors,Sweden,2022,1108.6
Unlawful acts involving controlled drugs or precursors,Slovenia,2008,71.33
Unlawful acts involving controlled drugs or precursors,Slovenia,2009,103.13
Unlawful acts involving controlled drugs or precursors,Slovenia,2010,85.79
Unlawful acts involving controlled drugs or precursors,Slovenia,2011,73.41
Unlawful acts involving controlled drugs or precursors,Slovenia,2012,85.62
Unlawful acts involving controlled drugs or precursors,Slovenia,2013,83.15
Unlawful acts involving controlled drugs or precursors,Slovenia,2014,80.64
Unlawful acts involving controlled drugs or precursors,Slovenia,2015,84.2
Unlawful acts involving controlled drugs or precursors,Slovenia,2016,69.62
Unlawful acts involving controlled drugs or precursors,Slovenia,2017,78.61
Unlawful acts involving controlled drugs or precursors,Slovenia,2018,73.4
Unlawful acts involving controlled drugs or precursors,Slovenia,2019,65.93
Unlawful acts involving controlled drugs or precursors,Slovenia,2020,71.38
Unlawful acts involving controlled drugs or precursors,Slovenia,2021,67.24
Unlawful acts involving controlled drugs or precursors,Slovenia,2022,65.59
Unlawful acts involving controlled drugs or precursors,Slovakia,2008,10.01
Unlawful acts involving controlled drugs or precursors,Slovakia,2009,11.39
Unlawful acts involving controlled drugs or precursors,Slovakia,2010,11.58
Unlawful acts involving controlled drugs or precursors,Slovakia,2011,14.13
Unlawful acts involving controlled drugs or precursors,Slovakia,2012,14.04
Unlawful acts involving controlled drugs or precursors,Slovakia,2013,35.67
Unlawful acts involving controlled drugs or precursors,Slovakia,2014,29.71
Unlawful acts involving controlled drugs or precursors,Slovakia,2015,32.28
Unlawful acts involving controlled drugs or precursors,Slovakia,2016,27.51
Unlawful acts involving controlled drugs or precursors,Slovakia,2017,27.23
Unlawful acts involving controlled drugs or precursors,Slovakia,2018,28.9
Unlawful acts involving controlled drugs or precursors,Slovakia,2019,31.61
Unlawful acts involving controlled drugs or precursors,Slovakia,2020,27.72
Unlawful acts involving controlled drugs or precursors,Slovakia,2021,33.08
Unlawful acts involving controlled drugs or precursors,Slovakia,2022,28.34
Unlawful acts involving controlled drugs or precursors,England and Wales,2008,54.72
Unlawful acts involving controlled drugs or precursors,England and Wales,2009,60.36
Unlawful acts involving controlled drugs or precursors,England and Wales,2010,58.3
Unlawful acts involving controlled drugs or precursors,England and Wales,2011,55.99
Unlawful acts involving controlled drugs or precursors,England and Wales,2012,52.77
Unlawful acts involving controlled drugs or precursors,England and Wales,2013,51.71
Unlawful acts involving controlled drugs or precursors,England and Wales,2014,49.21
Unlawful acts involving controlled drugs or precursors,England and Wales,2015,45.07
Unlawful acts involving controlled drugs or precursors,England and Wales,2016,43.55
Unlawful acts involving controlled drugs or precursors,England and Wales,2017,45.38
Unlawful acts involving controlled drugs or precursors,England and Wales,2018,50.59
Unlawful acts involving controlled drugs or precursors,Scotland (NUTS 2021),2008,198.9
Unlawful acts involving controlled drugs or precursors,Scotland (NUTS 2021),2009,189.79
Unlawful acts involving controlled drugs or precursors,Scotland (NUTS 2021),2010,136.05
Unlawful acts involving controlled drugs or precursors,Scotland (NUTS 2021),2011,126.58
Unlawful acts involving controlled drugs or precursors,Scotland (NUTS 2021),2012,102.35
Unlawful acts involving controlled drugs or precursors,Scotland (NUTS 2021),2013,668.07
Unlawful acts involving controlled drugs or precursors,Scotland (NUTS 2021),2014,688.34
Unlawful acts involving controlled drugs or precursors,Scotland (NUTS 2021),2015,660.41
Unlawful acts involving controlled drugs or precursors,Scotland (NUTS 2021),2016,605.01
Unlawful acts involving controlled drugs or precursors,Scotland (NUTS 2021),2017,596.43
Unlawful acts involving controlled drugs or precursors,Scotland (NUTS 2021),2018,638.49
Unlawful acts involving controlled drugs or precursors,Northern Ireland (UK) (NUTS 2021),2008,34.29
Unlawful acts involving controlled drugs or precursors,Northern Ireland (UK) (NUTS 2021),2009,35.33
Unlawful acts involving controlled drugs or precursors,Northern Ireland (UK) (NUTS 2021),2010,41.24
Unlawful acts involving controlled drugs or precursors,Northern Ireland (UK) (NUTS 2021),2011,44.54
Unlawful acts involving controlled drugs or precursors,Northern Ireland (UK) (NUTS 2021),2012,50.14
Unlawful acts involving controlled drugs or precursors,Northern Ireland (UK) (NUTS 2021),2013,243.4
Unlawful acts involving controlled drugs or precursors,Northern Ireland (UK) (NUTS 2021),2014,269.42
Unlawful acts involving controlled drugs or precursors,Northern Ireland (UK) (NUTS 2021),2015,291.46
Unlawful acts involving controlled drugs or precursors,Northern Ireland (UK) (NUTS 2021),2016,295.74
Unlawful acts involving controlled drugs or precursors,Northern Ireland (UK) (NUTS 2021),2017,334.61
Unlawful acts involving controlled drugs or precursors,Northern Ireland (UK) (NUTS 2021),2018,363.97
Unlawful acts involving controlled drugs or precursors,Kosovo*,2008,14.58
Unlawful acts involving controlled drugs or precursors,Kosovo*,2009,16.69
Unlawful acts involving controlled drugs or precursors,Kosovo*,2010,21.83
Unlawful acts involving controlled drugs or precursors,Kosovo*,2011,29.82
Unlawful acts involving controlled drugs or precursors,Kosovo*,2016,33.08
Unlawful acts involving controlled drugs or precursors,Kosovo*,2017,74.46
Unlawful acts involving controlled drugs or precursors,Kosovo*,2018,85.68
Unlawful acts involving controlled drugs or precursors,Kosovo*,2019,82.59
Unlawful acts involving controlled drugs or precursors,Kosovo*,2020,68.07
Fraud,Albania,2016,31.75
Fraud,Albania,2017,35.39
Fraud,Albania,2018,32.78
Fraud,Albania,2019,30.53
Fraud,Albania,2020,28.04
Fraud,Albania,2021,32.55
Fraud,Albania,2022,34.69
Fraud,Austria,2016,374.04
Fraud,Austria,2017,399.53
Fraud,Austria,2018,429.13
Fraud,Austria,2019,560.2
Fraud,Austria,2020,611.28
Fraud,Austria,2021,642.66
Fraud,Austria,2022,784.38
Fraud,Belgium,2016,491.53
Fraud,Belgium,2017,510.89
Fraud,Belgium,2018,579.47
Fraud,Belgium,2019,709.45
Fraud,Belgium,2020,830.84
Fraud,Belgium,2021,880.81
Fraud,Belgium,2022,977.18
Fraud,Bulgaria,2016,50.39
Fraud,Bulgaria,2017,47.45
Fraud,Bulgaria,2018,40.43
Fraud,Bulgaria,2019,30.04
Fraud,Bulgaria,2020,24.04
Fraud,Bulgaria,2021,23.7
Fraud,Bulgaria,2022,33.62
Fraud,Switzerland,2016,197.23
Fraud,Switzerland,2017,168.98
Fraud,Switzerland,2018,206.5
Fraud,Switzerland,2019,223.55
Fraud,Switzerland,2020,241.21
Fraud,Switzerland,2021,277.81
Fraud,Switzerland,2022,294.8
Fraud,Cyprus,2016,27.35
Fraud,Cyprus,2017,28.78
Fraud,Cyprus,2018,26.27
Fraud,Cyprus,2019,25.23
Fraud,Cyprus,2020,27.48
Fraud,Cyprus,2021,45.76
Fraud,Cyprus,2022,52.83
Fraud,Czechia,2016,93.2
Fraud,Czechia,2017,82.73
Fraud,Czechia,2018,79.63
Fraud,Czechia,2019,86.19
Fraud,Czechia,2020,74.36
Fraud,Czechia,2021,111.63
Fraud,Czechia,2022,153.09
Fraud,Germany,2016,1094.05
Fraud,Germany,2017,1103.17
Fraud,Germany,2018,1015.53
Fraud,Germany,2019,1003.34
Fraud,Germany,2020,971.63
Fraud,Germany,2021,954.39
Fraud,Germany,2022,962.81
Fraud,Denmark,2016,688.28
Fraud,Denmark,2017,764.3
Fraud,Denmark,2018,749.81
Fraud,Denmark,2019,820.3
Fraud,Denmark,2020,925.06
Fraud,Denmark,2021,778.8
Fraud,Denmark,2022,973.59
Fraud,Estonia,2016,128.04
Fraud,Estonia,2017,118.65
Fraud,Estonia,2018,110.15
Fraud,Estonia,2019,136.85
Fraud,Estonia,2020,138.83
Fraud,Estonia,2021,214.43
Fraud,Estonia,2022,196.13
Fraud,Greece,2016,35.15
Fraud,Greece,2017,30.21
Fraud,Greece,2018,29.64
Fraud,Greece,2019,29.91
Fraud,Greece,2020,37.87
Fraud,Greece,2021,80.03
Fraud,Greece,2022,98.32
Fraud,Spain,2016,394.07
Fraud,Spain,2017,461.22
Fraud,Spain,2018,619.78
Fraud,Spain,2019,697.99
Fraud,Spain,2020,761.74
Fraud,Spain,2021,766.27
Fraud,Spain,2022,923.85
Fraud,Finland,2016,816.21
Fraud,Finland,2017,641.8
Fraud,Finland,2018,647.53
Fraud,Finland,2019,730.24
Fraud,Finland,2020,853.02
Fraud,Finland,2021,857.89
Fraud,Finland,2022,971.77
Fraud,France,2016,296.71
Fraud,France,2017,260.3
Fraud,France,2018,269.16
Fraud,France,2019,306.16
Fraud,France,2020,342.92
Fraud,France,2021,399.83
Fraud,France,2022,382.33
Fraud,Croatia,2016,90.82
Fraud,Croatia,2017,63.53
Fraud,Croatia,2018,75.22
Fraud,Croatia,2019,80.91
Fraud,Croatia,2020,61.78
Fraud,Croatia,2021,73.04
Fraud,Croatia,2022,90.31
Fraud,Hungary,2016,457.76
Fraud,Hungary,2017,259.14
Fraud,Hungary,2018,215.53
Fraud,Hungary,2019,173.3
Fraud,Hungary,2020,158.16
Fraud,Hungary,2021,158.86
Fraud,Hungary,2022,215.13
Fraud,Ireland,2016,103.72
Fraud,Ireland,2017,82.43
Fraud,Ireland,2018,94.24
Fraud,Ireland,2019,114.9
Fraud,Ireland,2020,118.85
Fraud,Ireland,2021,303.86
Fraud,Ireland,2022,202.69
Fraud,Iceland,2017,136.84
Fraud,Iceland,2018,154.11
Fraud,Iceland,2019,166.95
Fraud,Iceland,2020,184.82
Fraud,Iceland,2021,173.81
Fraud,Iceland,2022,145.12
Fraud,Italy,2016,300.18
Fraud,Italy,2017,320.3
Fraud,Italy,2018,361.86
Fraud,Italy,2019,466.35
Fraud,Italy,2020,593.02
Fraud,Italy,2021,743.49
Fraud,Italy,2022,694.9
Fraud,Liechtenstein,2016,465.15
Fraud,Liechtenstein,2017,343.82
Fraud,Liechtenstein,2018,411.92
Fraud,Liechtenstein,2019,466.41
Fraud,Liechtenstein,2020,454.23
Fraud,Liechtenstein,2021,471.13
Fraud,Liechtenstein,2022,501.17
Fraud,Lithuania,2016,99.36
Fraud,Lithuania,2017,105.31
Fraud,Lithuania,2018,99.08
Fraud,Lithuania,2019,106.69
Fraud,Lithuania,2020,96.2
Fraud,Lithuania,2021,117.25
Fraud,Lithuania,2022,141.41
Fraud,Luxembourg,2016,171.63
Fraud,Luxembourg,2017,99.55
Fraud,Luxembourg,2018,107.31
Fraud,Luxembourg,2019,121.19
Fraud,Luxembourg,2020,235.58
Fraud,Luxembourg,2021,362.2
Fraud,Luxembourg,2022,726.53
Fraud,Latvia,2016,90.71
Fraud,Latvia,2017,77.07
Fraud,Latvia,2018,90.88
Fraud,Latvia,2019,82.29
Fraud,Latvia,2020,90.74
Fraud,Latvia,2021,157.03
Fraud,Latvia,2022,123.79
Fraud,Montenegro,2016,7.88
Fraud,Montenegro,2018,0.96
Fraud,Montenegro,2019,7.23
Fraud,Montenegro,2020,9.33
Fraud,Montenegro,2021,6.44
Fraud,Montenegro,2022,6.31
Fraud,Malta,2016,111.01
Fraud,Malta,2017,170.98
Fraud,Malta,2018,216.94
Fraud,Malta,2019,166.55
Fraud,Malta,2020,157.8
Fraud,Malta,2021,460.57
Fraud,Malta,2022,299.82
Fraud,Netherlands,2016,371.04
Fraud,Norway,2016,409.94
Fraud,Norway,2017,377.97
Fraud,Norway,2018,425.48
Fraud,Norway,2019,394.73
Fraud,Norway,2020,353.94
Fraud,Norway,2021,351.08
Fraud,Norway,2022,424.83
Fraud,Poland,2016,286.16
Fraud,Poland,2017,339.82
Fraud,Poland,2018,309.22
Fraud,Poland,2019,368.77
Fraud,Poland,2020,364.05
Fraud,Poland,2021,467.52
Fraud,Poland,2022,463.54
Fraud,Portugal,2016,188.39
Fraud,Portugal,2017,222.44
Fraud,Portugal,2018,232.41
Fraud,Portugal,2019,301.42
Fraud,Portugal,2020,359.4
Fraud,Portugal,2021,390.41
Fraud,Portugal,2022,431.49
Fraud,Romania,2017,51.93
Fraud,Romania,2018,53.74
Fraud,Romania,2019,58.42
Fraud,Romania,2020,58.06
Fraud,Romania,2021,62.08
Fraud,Romania,2022,64.43
Fraud,Serbia,2016,31.73
Fraud,Serbia,2017,29.03
Fraud,Serbia,2018,28.08
Fraud,Serbia,2019,42.52
Fraud,Serbia,2020,31.63
Fraud,Serbia,2021,39.28
Fraud,Serbia,2022,49.14
Fraud,Sweden,2016,2207.49
Fraud,Sweden,2017,2536.88
Fraud,Sweden,2018,2976.31
Fraud,Sweden,2019,2867.82
Fraud,Sweden,2020,2701.06
Fraud,Sweden,2021,2487.85
Fraud,Sweden,2022,2379.66
Fraud,Slovenia,2016,212.34
Fraud,Slovenia,2017,193.72
Fraud,Slovenia,2018,189.03
Fraud,Slovenia,2019,191.17
Fraud,Slovenia,2020,162.46
Fraud,Slovenia,2021,165.39
Fraud,Slovenia,2022,173.74
Fraud,Slovakia,2016,42.61
Fraud,Slovakia,2017,52.67
Fraud,Slovakia,2018,48.37
Fraud,Slovakia,2019,41.54
Fraud,Slovakia,2020,36.35
Fraud,Slovakia,2021,35.0
Fraud,Slovakia,2022,39.05
Fraud,Türkiye,2016,98.42
Fraud,Kosovo*,2016,30.37
Fraud,Kosovo*,2017,30.0
Fraud,Kosovo*,2018,34.92
Fraud,Kosovo*,2019,36.64
Fraud,Kosovo*,2020,26.26
Corruption,Albania,2016,35.89
Corruption,Albania,2017,40.12
Corruption,Albania,2018,35.99
Corruption,Albania,2019,46.46
Corruption,Albania,2020,29.76
Corruption,Albania,2021,34.53
Corruption,Albania,2022,42.24
Corruption,Austria,2016,36.22
Corruption,Austria,2017,36.58
Corruption,Austria,2018,35.29
Corruption,Austria,2019,35.65
Corruption,Austria,2020,32.34
Corruption,Austria,2021,32.63
Corruption,Austria,2022,34.36
Corruption,Belgium,2016,45.6
Corruption,Belgium,2017,40.49
Corruption,Belgium,2018,41.49
Corruption,Belgium,2019,42.33
Corruption,Belgium,2020,37.6
Corruption,Belgium,2021,42.09
Corruption,Belgium,2022,43.21
Corruption,Bulgaria,2016,3.12
Corruption,Bulgaria,2017,3.28
Corruption,Bulgaria,2018,9.55
