citizen,lev_perc,geo,TIME_PERIOD,OBS_VALUE
Non-EU27 countries (from 2020) nor reporting country,Very good or good,Slovakia,2023,95.8
Non-EU27 countries (from 2020) nor reporting country,Very good or good,Türkiye,2015,86.3
Non-EU27 countries (from 2020) nor reporting country,Very good or good,Türkiye,2016,87.4
Non-EU27 countries (from 2020) nor reporting country,Very good or good,Türkiye,2017,88.5
Non-EU27 countries (from 2020) nor reporting country,Very good or good,Türkiye,2018,83.4
Non-EU27 countries (from 2020) nor reporting country,Very good or good,Türkiye,2019,88.6
Non-EU27 countries (from 2020) nor reporting country,Very good or good,Türkiye,2020,86.7
Non-EU27 countries (from 2020) nor reporting country,Very good or good,Türkiye,2021,83.0
Non-EU27 countries (from 2020) nor reporting country,Very good or good,Türkiye,2022,82.9
Non-EU27 countries (from 2020) nor reporting country,Very good or good,Türkiye,2023,80.6
Non-EU27 countries (from 2020) nor reporting country,Very good or good,United Kingdom,2015,84.5
Non-EU27 countries (from 2020) nor reporting country,Very good or good,United Kingdom,2016,84.5
Non-EU27 countries (from 2020) nor reporting country,Very good or good,United Kingdom,2017,90.0
Non-EU27 countries (from 2020) nor reporting country,Very good or good,United Kingdom,2018,79.4
Non-EU27 countries (from 2020) nor reporting country,Very good or good,Kosovo*,2018,78.6
Non-EU28 countries (2013-2020) nor reporting country,Bad,Austria,2015,11.0
Non-EU28 countries (2013-2020) nor reporting country,Bad,Austria,2016,9.0
Non-EU28 countries (2013-2020) nor reporting country,Bad,Austria,2017,7.6
Non-EU28 countries (2013-2020) nor reporting country,Bad,Austria,2018,8.5
Non-EU28 countries (2013-2020) nor reporting country,Bad,Austria,2019,6.1
Non-EU28 countries (2013-2020) nor reporting country,Bad,Austria,2020,7.2
Non-EU28 countries (2013-2020) nor reporting country,Bad,Austria,2021,6.8
Non-EU28 countries (2013-2020) nor reporting country,Bad,Austria,2022,8.1
Non-EU28 countries (2013-2020) nor reporting country,Bad,Belgium,2015,14.9
Non-EU28 countries (2013-2020) nor reporting country,Bad,Belgium,2016,8.6
Non-EU28 countries (2013-2020) nor reporting country,Bad,Belgium,2017,8.3
Non-EU28 countries (2013-2020) nor reporting country,Bad,Belgium,2018,6.9
Non-EU28 countries (2013-2020) nor reporting country,Bad,Belgium,2019,7.9
Non-EU28 countries (2013-2020) nor reporting country,Bad,Belgium,2020,6.7
Non-EU28 countries (2013-2020) nor reporting country,Bad,Belgium,2021,7.4
Non-EU28 countries (2013-2020) nor reporting country,Bad,Belgium,2022,5.7
Non-EU28 countries (2013-2020) nor reporting country,Bad,Belgium,2023,5.6
Non-EU28 countries (2013-2020) nor reporting country,Bad,Bulgaria,2015,14.2
Non-EU28 countries (2013-2020) nor reporting country,Bad,Bulgaria,2016,6.5
Non-EU28 countries (2013-2020) nor reporting country,Bad,Bulgaria,2017,6.4
Non-EU28 countries (2013-2020) nor reporting country,Bad,Bulgaria,2018,5.3
Non-EU28 countries (2013-2020) nor reporting country,Bad,Bulgaria,2019,4.6
Non-EU28 countries (2013-2020) nor reporting country,Bad,Bulgaria,2020,4.6
Non-EU28 countries (2013-2020) nor reporting country,Bad,Bulgaria,2021,9.9
Non-EU28 countries (2013-2020) nor reporting country,Bad,Bulgaria,2022,8.5
Non-EU28 countries (2013-2020) nor reporting country,Bad,Bulgaria,2023,1.8
Non-EU28 countries (2013-2020) nor reporting country,Bad,Switzerland,2015,5.4
Non-EU28 countries (2013-2020) nor reporting country,Bad,Switzerland,2016,6.9
Non-EU28 countries (2013-2020) nor reporting country,Bad,Switzerland,2017,4.2
Non-EU28 countries (2013-2020) nor reporting country,Bad,Switzerland,2018,5.4
Non-EU28 countries (2013-2020) nor reporting country,Bad,Switzerland,2019,6.8
Non-EU28 countries (2013-2020) nor reporting country,Bad,Switzerland,2020,2.8
Non-EU28 countries (2013-2020) nor reporting country,Bad,Switzerland,2021,3.6
Non-EU28 countries (2013-2020) nor reporting country,Bad,Switzerland,2022,3.2
Non-EU28 countries (2013-2020) nor reporting country,Bad,Cyprus,2015,0.4
Non-EU28 countries (2013-2020) nor reporting country,Bad,Cyprus,2016,0.3
Non-EU28 countries (2013-2020) nor reporting country,Bad,Cyprus,2017,0.6
Non-EU28 countries (2013-2020) nor reporting country,Bad,Cyprus,2018,2.4
Non-EU28 countries (2013-2020) nor reporting country,Bad,Cyprus,2019,0.9
Non-EU28 countries (2013-2020) nor reporting country,Bad,Cyprus,2020,0.3
Non-EU28 countries (2013-2020) nor reporting country,Bad,Cyprus,2021,1.6
Non-EU28 countries (2013-2020) nor reporting country,Bad,Cyprus,2022,0.8
Non-EU28 countries (2013-2020) nor reporting country,Bad,Czechia,2015,3.7
Non-EU28 countries (2013-2020) nor reporting country,Bad,Czechia,2016,5.5
Non-EU28 countries (2013-2020) nor reporting country,Bad,Czechia,2017,0.0
Non-EU28 countries (2013-2020) nor reporting country,Bad,Czechia,2018,2.2
Non-EU28 countries (2013-2020) nor reporting country,Bad,Czechia,2019,1.8
Non-EU28 countries (2013-2020) nor reporting country,Bad,Czechia,2020,2.7
Non-EU28 countries (2013-2020) nor reporting country,Bad,Czechia,2021,5.7
Non-EU28 countries (2013-2020) nor reporting country,Bad,Czechia,2022,7.0
Non-EU28 countries (2013-2020) nor reporting country,Bad,Czechia,2023,7.1
Non-EU28 countries (2013-2020) nor reporting country,Bad,Germany,2015,6.7
Non-EU28 countries (2013-2020) nor reporting country,Bad,Germany,2016,6.3
Non-EU28 countries (2013-2020) nor reporting country,Bad,Germany,2017,4.7
Non-EU28 countries (2013-2020) nor reporting country,Bad,Germany,2018,3.9
Non-EU28 countries (2013-2020) nor reporting country,Bad,Germany,2019,5.1
Non-EU28 countries (2013-2020) nor reporting country,Bad,Germany,2020,10.2
Non-EU28 countries (2013-2020) nor reporting country,Bad,Germany,2021,8.1
Non-EU28 countries (2013-2020) nor reporting country,Bad,Germany,2022,8.1
Non-EU28 countries (2013-2020) nor reporting country,Bad,Denmark,2015,4.1
Non-EU28 countries (2013-2020) nor reporting country,Bad,Denmark,2016,7.1
Non-EU28 countries (2013-2020) nor reporting country,Bad,Denmark,2017,4.4
Non-EU28 countries (2013-2020) nor reporting country,Bad,Denmark,2018,3.5
Non-EU28 countries (2013-2020) nor reporting country,Bad,Denmark,2019,4.2
Non-EU28 countries (2013-2020) nor reporting country,Bad,Denmark,2020,5.4
Non-EU28 countries (2013-2020) nor reporting country,Bad,Denmark,2021,7.7
Non-EU28 countries (2013-2020) nor reporting country,Bad,Denmark,2022,7.0
Non-EU28 countries (2013-2020) nor reporting country,Bad,Denmark,2023,6.5
Non-EU28 countries (2013-2020) nor reporting country,Bad,Estonia,2015,24.0
Non-EU28 countries (2013-2020) nor reporting country,Bad,Estonia,2016,21.6
Non-EU28 countries (2013-2020) nor reporting country,Bad,Estonia,2017,20.8
Non-EU28 countries (2013-2020) nor reporting country,Bad,Estonia,2018,19.0
Non-EU28 countries (2013-2020) nor reporting country,Bad,Estonia,2019,19.1
Non-EU28 countries (2013-2020) nor reporting country,Bad,Estonia,2020,14.9
Non-EU28 countries (2013-2020) nor reporting country,Bad,Estonia,2021,14.2
Non-EU28 countries (2013-2020) nor reporting country,Bad,Estonia,2022,17.0
Non-EU28 countries (2013-2020) nor reporting country,Bad,Estonia,2023,15.1
Non-EU28 countries (2013-2020) nor reporting country,Bad,Greece,2015,3.4
Non-EU28 countries (2013-2020) nor reporting country,Bad,Greece,2016,2.5
Non-EU28 countries (2013-2020) nor reporting country,Bad,Greece,2017,3.3
Non-EU28 countries (2013-2020) nor reporting country,Bad,Greece,2018,3.5
Non-EU28 countries (2013-2020) nor reporting country,Bad,Greece,2019,1.6
Non-EU28 countries (2013-2020) nor reporting country,Bad,Greece,2020,2.9
Non-EU28 countries (2013-2020) nor reporting country,Bad,Greece,2021,2.2
Non-EU28 countries (2013-2020) nor reporting country,Bad,Greece,2022,1.6
Non-EU28 countries (2013-2020) nor reporting country,Bad,Spain,2015,1.8
Non-EU28 countries (2013-2020) nor reporting country,Bad,Spain,2016,2.7
Non-EU28 countries (2013-2020) nor reporting country,Bad,Spain,2017,1.5
Non-EU28 countries (2013-2020) nor reporting country,Bad,Spain,2018,2.3
Non-EU28 countries (2013-2020) nor reporting country,Bad,Spain,2019,1.9
Non-EU28 countries (2013-2020) nor reporting country,Bad,Spain,2020,3.0
Non-EU28 countries (2013-2020) nor reporting country,Bad,Spain,2021,5.3
Non-EU28 countries (2013-2020) nor reporting country,Bad,Spain,2022,3.5
Non-EU28 countries (2013-2020) nor reporting country,Bad,Spain,2023,3.4
Non-EU28 countries (2013-2020) nor reporting country,Bad,Finland,2015,8.1
Non-EU28 countries (2013-2020) nor reporting country,Bad,Finland,2016,3.5
Non-EU28 countries (2013-2020) nor reporting country,Bad,Finland,2017,5.5
Non-EU28 countries (2013-2020) nor reporting country,Bad,Finland,2018,3.8
Non-EU28 countries (2013-2020) nor reporting country,Bad,Finland,2019,0.0
Non-EU28 countries (2013-2020) nor reporting country,Bad,Finland,2020,2.8
Non-EU28 countries (2013-2020) nor reporting country,Bad,Finland,2021,3.6
Non-EU28 countries (2013-2020) nor reporting country,Bad,Finland,2022,1.9
Non-EU28 countries (2013-2020) nor reporting country,Bad,Finland,2023,2.4
Non-EU28 countries (2013-2020) nor reporting country,Bad,France,2015,10.4
Non-EU28 countries (2013-2020) nor reporting country,Bad,France,2016,7.0
Non-EU28 countries (2013-2020) nor reporting country,Bad,France,2017,10.1
Non-EU28 countries (2013-2020) nor reporting country,Bad,France,2018,12.8
Non-EU28 countries (2013-2020) nor reporting country,Bad,France,2019,9.7
Non-EU28 countries (2013-2020) nor reporting country,Bad,France,2020,14.0
Non-EU28 countries (2013-2020) nor reporting country,Bad,France,2021,11.0
Non-EU28 countries (2013-2020) nor reporting country,Bad,France,2022,10.1
Non-EU28 countries (2013-2020) nor reporting country,Bad,Croatia,2015,3.1
Non-EU28 countries (2013-2020) nor reporting country,Bad,Croatia,2016,10.4
Non-EU28 countries (2013-2020) nor reporting country,Bad,Croatia,2017,11.6
Non-EU28 countries (2013-2020) nor reporting country,Bad,Croatia,2018,8.1
Non-EU28 countries (2013-2020) nor reporting country,Bad,Croatia,2019,17.0
Non-EU28 countries (2013-2020) nor reporting country,Bad,Croatia,2020,6.1
Non-EU28 countries (2013-2020) nor reporting country,Bad,Croatia,2021,11.8
Non-EU28 countries (2013-2020) nor reporting country,Bad,Croatia,2022,13.9
Non-EU28 countries (2013-2020) nor reporting country,Bad,Hungary,2017,5.7
Non-EU28 countries (2013-2020) nor reporting country,Bad,Hungary,2018,8.3
Non-EU28 countries (2013-2020) nor reporting country,Bad,Hungary,2019,0.0
Non-EU28 countries (2013-2020) nor reporting country,Bad,Ireland,2015,0.8
Non-EU28 countries (2013-2020) nor reporting country,Bad,Ireland,2016,0.6
Non-EU28 countries (2013-2020) nor reporting country,Bad,Ireland,2017,0.0
Non-EU28 countries (2013-2020) nor reporting country,Bad,Ireland,2018,1.3
Non-EU28 countries (2013-2020) nor reporting country,Bad,Ireland,2019,0.0
Non-EU28 countries (2013-2020) nor reporting country,Bad,Ireland,2020,0.5
Non-EU28 countries (2013-2020) nor reporting country,Bad,Ireland,2021,2.4
Non-EU28 countries (2013-2020) nor reporting country,Bad,Ireland,2022,0.3
Non-EU28 countries (2013-2020) nor reporting country,Bad,Iceland,2015,0.0
Non-EU28 countries (2013-2020) nor reporting country,Bad,Iceland,2016,0.0
Non-EU28 countries (2013-2020) nor reporting country,Bad,Iceland,2017,0.0
Non-EU28 countries (2013-2020) nor reporting country,Bad,Iceland,2018,2.6
Non-EU28 countries (2013-2020) nor reporting country,Bad,Iceland,2019,1.8
Non-EU28 countries (2013-2020) nor reporting country,Bad,Italy,2015,4.8
Non-EU28 countries (2013-2020) nor reporting country,Bad,Italy,2016,2.1
Non-EU28 countries (2013-2020) nor reporting country,Bad,Italy,2017,0.7
Non-EU28 countries (2013-2020) nor reporting country,Bad,Italy,2018,0.6
Non-EU28 countries (2013-2020) nor reporting country,Bad,Italy,2019,1.2
Non-EU28 countries (2013-2020) nor reporting country,Bad,Italy,2021,2.6
Non-EU28 countries (2013-2020) nor reporting country,Bad,Italy,2022,3.3
Non-EU28 countries (2013-2020) nor reporting country,Bad,Lithuania,2015,19.3
Non-EU28 countries (2013-2020) nor reporting country,Bad,Lithuania,2016,13.3
Non-EU28 countries (2013-2020) nor reporting country,Bad,Lithuania,2017,13.5
Non-EU28 countries (2013-2020) nor reporting country,Bad,Lithuania,2018,8.8
Non-EU28 countries (2013-2020) nor reporting country,Bad,Lithuania,2019,3.3
Non-EU28 countries (2013-2020) nor reporting country,Bad,Lithuania,2020,3.3
Non-EU28 countries (2013-2020) nor reporting country,Bad,Lithuania,2021,8.4
Non-EU28 countries (2013-2020) nor reporting country,Bad,Lithuania,2022,3.0
Non-EU28 countries (2013-2020) nor reporting country,Bad,Luxembourg,2015,5.9
Non-EU28 countries (2013-2020) nor reporting country,Bad,Luxembourg,2016,8.3
Non-EU28 countries (2013-2020) nor reporting country,Bad,Luxembourg,2017,7.5
Non-EU28 countries (2013-2020) nor reporting country,Bad,Luxembourg,2018,9.4
Non-EU28 countries (2013-2020) nor reporting country,Bad,Luxembourg,2019,7.3
Non-EU28 countries (2013-2020) nor reporting country,Bad,Luxembourg,2020,8.1
Non-EU28 countries (2013-2020) nor reporting country,Bad,Luxembourg,2021,4.3
Non-EU28 countries (2013-2020) nor reporting country,Bad,Luxembourg,2022,2.8
Non-EU28 countries (2013-2020) nor reporting country,Bad,Latvia,2015,20.3
Non-EU28 countries (2013-2020) nor reporting country,Bad,Latvia,2016,18.8
Non-EU28 countries (2013-2020) nor reporting country,Bad,Latvia,2017,21.2
Non-EU28 countries (2013-2020) nor reporting country,Bad,Latvia,2018,19.6
Non-EU28 countries (2013-2020) nor reporting country,Bad,Latvia,2019,20.2
Non-EU28 countries (2013-2020) nor reporting country,Bad,Latvia,2020,18.7
Non-EU28 countries (2013-2020) nor reporting country,Bad,Latvia,2021,18.0
Non-EU28 countries (2013-2020) nor reporting country,Bad,Latvia,2022,19.9
Non-EU28 countries (2013-2020) nor reporting country,Bad,Latvia,2023,22.3
Non-EU28 countries (2013-2020) nor reporting country,Bad,Montenegro,2015,11.3
Non-EU28 countries (2013-2020) nor reporting country,Bad,Montenegro,2016,11.5
Non-EU28 countries (2013-2020) nor reporting country,Bad,Montenegro,2017,10.1
Non-EU28 countries (2013-2020) nor reporting country,Bad,Montenegro,2018,19.5
Non-EU28 countries (2013-2020) nor reporting country,Bad,Montenegro,2019,13.8
Non-EU28 countries (2013-2020) nor reporting country,Bad,Montenegro,2020,13.8
Non-EU28 countries (2013-2020) nor reporting country,Bad,Montenegro,2021,11.3
Non-EU28 countries (2013-2020) nor reporting country,Bad,North Macedonia,2015,20.9
Non-EU28 countries (2013-2020) nor reporting country,Bad,North Macedonia,2016,20.3
Non-EU28 countries (2013-2020) nor reporting country,Bad,North Macedonia,2017,22.7
Non-EU28 countries (2013-2020) nor reporting country,Bad,North Macedonia,2018,17.3
Non-EU28 countries (2013-2020) nor reporting country,Bad,North Macedonia,2019,19.6
Non-EU28 countries (2013-2020) nor reporting country,Bad,North Macedonia,2020,19.0
Non-EU28 countries (2013-2020) nor reporting country,Bad,Malta,2015,1.4
Non-EU28 countries (2013-2020) nor reporting country,Bad,Malta,2016,0.2
Non-EU28 countries (2013-2020) nor reporting country,Bad,Malta,2017,0.9
Non-EU28 countries (2013-2020) nor reporting country,Bad,Malta,2018,0.8
Non-EU28 countries (2013-2020) nor reporting country,Bad,Malta,2019,2.1
Non-EU28 countries (2013-2020) nor reporting country,Bad,Malta,2020,1.5
Non-EU28 countries (2013-2020) nor reporting country,Bad,Malta,2021,0.5
Non-EU28 countries (2013-2020) nor reporting country,Bad,Malta,2022,0.6
Non-EU28 countries (2013-2020) nor reporting country,Bad,Netherlands,2015,9.9
Non-EU28 countries (2013-2020) nor reporting country,Bad,Netherlands,2016,5.0
Non-EU28 countries (2013-2020) nor reporting country,Bad,Netherlands,2017,3.5
Non-EU28 countries (2013-2020) nor reporting country,Bad,Netherlands,2018,3.0
Non-EU28 countries (2013-2020) nor reporting country,Bad,Netherlands,2019,9.1
Non-EU28 countries (2013-2020) nor reporting country,Bad,Netherlands,2020,0.2
Non-EU28 countries (2013-2020) nor reporting country,Bad,Netherlands,2021,8.4
Non-EU28 countries (2013-2020) nor reporting country,Bad,Netherlands,2022,4.3
Non-EU28 countries (2013-2020) nor reporting country,Bad,Norway,2015,5.5
Non-EU28 countries (2013-2020) nor reporting country,Bad,Norway,2016,4.4
Non-EU28 countries (2013-2020) nor reporting country,Bad,Norway,2017,5.0
Non-EU28 countries (2013-2020) nor reporting country,Bad,Norway,2018,5.6
Non-EU28 countries (2013-2020) nor reporting country,Bad,Norway,2019,3.3
Non-EU28 countries (2013-2020) nor reporting country,Bad,Norway,2020,6.1
Non-EU28 countries (2013-2020) nor reporting country,Bad,Poland,2015,0.9
Non-EU28 countries (2013-2020) nor reporting country,Bad,Poland,2016,1.8
Non-EU28 countries (2013-2020) nor reporting country,Bad,Poland,2017,0.0
Non-EU28 countries (2013-2020) nor reporting country,Bad,Poland,2018,8.2
Non-EU28 countries (2013-2020) nor reporting country,Bad,Poland,2019,2.0
Non-EU28 countries (2013-2020) nor reporting country,Bad,Poland,2020,2.6
Non-EU28 countries (2013-2020) nor reporting country,Bad,Poland,2021,4.5
Non-EU28 countries (2013-2020) nor reporting country,Bad,Poland,2022,3.6
Non-EU28 countries (2013-2020) nor reporting country,Bad,Portugal,2015,5.3
Non-EU28 countries (2013-2020) nor reporting country,Bad,Portugal,2016,3.9
Non-EU28 countries (2013-2020) nor reporting country,Bad,Portugal,2017,3.6
Non-EU28 countries (2013-2020) nor reporting country,Bad,Portugal,2018,3.7
Non-EU28 countries (2013-2020) nor reporting country,Bad,Portugal,2019,4.9
Non-EU28 countries (2013-2020) nor reporting country,Bad,Portugal,2020,1.9
Non-EU28 countries (2013-2020) nor reporting country,Bad,Portugal,2021,4.3
Non-EU28 countries (2013-2020) nor reporting country,Bad,Portugal,2022,5.4
Non-EU28 countries (2013-2020) nor reporting country,Bad,Serbia,2015,21.7
Non-EU28 countries (2013-2020) nor reporting country,Bad,Serbia,2016,19.2
Non-EU28 countries (2013-2020) nor reporting country,Bad,Serbia,2017,15.6
Non-EU28 countries (2013-2020) nor reporting country,Bad,Serbia,2018,24.4
Non-EU28 countries (2013-2020) nor reporting country,Bad,Serbia,2019,13.1
Non-EU28 countries (2013-2020) nor reporting country,Bad,Serbia,2020,1.4
Non-EU28 countries (2013-2020) nor reporting country,Bad,Serbia,2021,0.0
Non-EU28 countries (2013-2020) nor reporting country,Bad,Sweden,2015,2.7
Non-EU28 countries (2013-2020) nor reporting country,Bad,Sweden,2016,3.5
Non-EU28 countries (2013-2020) nor reporting country,Bad,Sweden,2017,2.4
Non-EU28 countries (2013-2020) nor reporting country,Bad,Sweden,2018,3.2
Non-EU28 countries (2013-2020) nor reporting country,Bad,Sweden,2019,7.8
Non-EU28 countries (2013-2020) nor reporting country,Bad,Sweden,2020,4.9
Non-EU28 countries (2013-2020) nor reporting country,Bad,Sweden,2021,5.3
Non-EU28 countries (2013-2020) nor reporting country,Bad,Sweden,2022,3.8
Non-EU28 countries (2013-2020) nor reporting country,Bad,Sweden,2023,6.8
Non-EU28 countries (2013-2020) nor reporting country,Bad,Slovenia,2015,4.9
Non-EU28 countries (2013-2020) nor reporting country,Bad,Slovenia,2016,8.6
Non-EU28 countries (2013-2020) nor reporting country,Bad,Slovenia,2017,7.4
Non-EU28 countries (2013-2020) nor reporting country,Bad,Slovenia,2018,5.3
Non-EU28 countries (2013-2020) nor reporting country,Bad,Slovenia,2019,4.5
Non-EU28 countries (2013-2020) nor reporting country,Bad,Slovenia,2020,3.9
Non-EU28 countries (2013-2020) nor reporting country,Bad,Slovenia,2021,4.9
Non-EU28 countries (2013-2020) nor reporting country,Bad,Slovenia,2022,4.3
Non-EU28 countries (2013-2020) nor reporting country,Bad,Slovenia,2023,3.6
Non-EU28 countries (2013-2020) nor reporting country,Bad,Slovakia,2018,10.5
Non-EU28 countries (2013-2020) nor reporting country,Bad,Slovakia,2020,0.0
Non-EU28 countries (2013-2020) nor reporting country,Bad,Slovakia,2021,0.0
Non-EU28 countries (2013-2020) nor reporting country,Bad,Slovakia,2022,0.0
Non-EU28 countries (2013-2020) nor reporting country,Bad,Slovakia,2023,0.0
Non-EU28 countries (2013-2020) nor reporting country,Bad,Türkiye,2015,2.5
Non-EU28 countries (2013-2020) nor reporting country,Bad,Türkiye,2016,4.5
Non-EU28 countries (2013-2020) nor reporting country,Bad,Türkiye,2017,2.4
Non-EU28 countries (2013-2020) nor reporting country,Bad,Türkiye,2018,8.7
Non-EU28 countries (2013-2020) nor reporting country,Bad,Türkiye,2019,2.6
Non-EU28 countries (2013-2020) nor reporting country,Bad,Türkiye,2020,4.0
Non-EU28 countries (2013-2020) nor reporting country,Bad,Türkiye,2021,4.1
Non-EU28 countries (2013-2020) nor reporting country,Bad,United Kingdom,2015,2.1
Non-EU28 countries (2013-2020) nor reporting country,Bad,United Kingdom,2016,2.9
Non-EU28 countries (2013-2020) nor reporting country,Bad,United Kingdom,2017,3.1
Non-EU28 countries (2013-2020) nor reporting country,Bad,United Kingdom,2018,3.7
Non-EU28 countries (2013-2020) nor reporting country,Bad,Kosovo*,2018,11.9
Non-EU28 countries (2013-2020) nor reporting country,Bad or very bad,Austria,2015,14.5
Non-EU28 countries (2013-2020) nor reporting country,Bad or very bad,Austria,2016,11.0
Non-EU28 countries (2013-2020) nor reporting country,Bad or very bad,Austria,2017,11.0
Non-EU28 countries (2013-2020) nor reporting country,Bad or very bad,Austria,2018,13.0
Non-EU28 countries (2013-2020) nor reporting country,Bad or very bad,Austria,2019,9.6
Non-EU28 countries (2013-2020) nor reporting country,Bad or very bad,Austria,2020,9.5
Non-EU28 countries (2013-2020) nor reporting country,Bad or very bad,Austria,2021,8.3
Non-EU28 countries (2013-2020) nor reporting country,Bad or very bad,Austria,2022,11.0
Non-EU28 countries (2013-2020) nor reporting country,Bad or very bad,Belgium,2015,15.9
Non-EU28 countries (2013-2020) nor reporting country,Bad or very bad,Belgium,2016,13.4
Non-EU28 countries (2013-2020) nor reporting country,Bad or very bad,Belgium,2017,9.0
Non-EU28 countries (2013-2020) nor reporting country,Bad or very bad,Belgium,2018,8.9
Non-EU28 countries (2013-2020) nor reporting country,Bad or very bad,Belgium,2019,9.5
Non-EU28 countries (2013-2020) nor reporting country,Bad or very bad,Belgium,2020,7.8
Non-EU28 countries (2013-2020) nor reporting country,Bad or very bad,Belgium,2021,9.1
Non-EU28 countries (2013-2020) nor reporting country,Bad or very bad,Belgium,2022,8.7
Non-EU28 countries (2013-2020) nor reporting country,Bad or very bad,Belgium,2023,9.8
Non-EU28 countries (2013-2020) nor reporting country,Bad or very bad,Bulgaria,2015,15.9
Non-EU28 countries (2013-2020) nor reporting country,Bad or very bad,Bulgaria,2016,11.2
Non-EU28 countries (2013-2020) nor reporting country,Bad or very bad,Bulgaria,2017,6.4
Non-EU28 countries (2013-2020) nor reporting country,Bad or very bad,Bulgaria,2018,5.3
Non-EU28 countries (2013-2020) nor reporting country,Bad or very bad,Bulgaria,2019,4.6
Non-EU28 countries (2013-2020) nor reporting country,Bad or very bad,Bulgaria,2020,4.6
Non-EU28 countries (2013-2020) nor reporting country,Bad or very bad,Bulgaria,2021,9.9
Non-EU28 countries (2013-2020) nor reporting country,Bad or very bad,Bulgaria,2022,8.5
Non-EU28 countries (2013-2020) nor reporting country,Bad or very bad,Bulgaria,2023,1.8
Non-EU28 countries (2013-2020) nor reporting country,Bad or very bad,Switzerland,2015,5.7
Non-EU28 countries (2013-2020) nor reporting country,Bad or very bad,Switzerland,2016,7.9
Non-EU28 countries (2013-2020) nor reporting country,Bad or very bad,Switzerland,2017,6.1
Non-EU28 countries (2013-2020) nor reporting country,Bad or very bad,Switzerland,2018,7.3
Non-EU28 countries (2013-2020) nor reporting country,Bad or very bad,Switzerland,2019,7.3
Non-EU28 countries (2013-2020) nor reporting country,Bad or very bad,Switzerland,2020,3.7
Non-EU28 countries (2013-2020) nor reporting country,Bad or very bad,Switzerland,2021,5.3
Non-EU28 countries (2013-2020) nor reporting country,Bad or very bad,Switzerland,2022,3.6
Non-EU28 countries (2013-2020) nor reporting country,Bad or very bad,Cyprus,2015,0.4
Non-EU28 countries (2013-2020) nor reporting country,Bad or very bad,Cyprus,2016,0.3
Non-EU28 countries (2013-2020) nor reporting country,Bad or very bad,Cyprus,2017,0.6
Non-EU28 countries (2013-2020) nor reporting country,Bad or very bad,Cyprus,2018,2.5
Non-EU28 countries (2013-2020) nor reporting country,Bad or very bad,Cyprus,2019,1.4
Non-EU28 countries (2013-2020) nor reporting country,Bad or very bad,Cyprus,2020,0.7
Non-EU28 countries (2013-2020) nor reporting country,Bad or very bad,Cyprus,2021,1.7
Non-EU28 countries (2013-2020) nor reporting country,Bad or very bad,Cyprus,2022,1.2
Non-EU28 countries (2013-2020) nor reporting country,Bad or very bad,Czechia,2015,3.7
Non-EU28 countries (2013-2020) nor reporting country,Bad or very bad,Czechia,2016,5.5
Non-EU28 countries (2013-2020) nor reporting country,Bad or very bad,Czechia,2017,1.9
Non-EU28 countries (2013-2020) nor reporting country,Bad or very bad,Czechia,2018,2.2
Non-EU28 countries (2013-2020) nor reporting country,Bad or very bad,Czechia,2019,3.3
Non-EU28 countries (2013-2020) nor reporting country,Bad or very bad,Czechia,2020,2.7
Non-EU28 countries (2013-2020) nor reporting country,Bad or very bad,Czechia,2021,6.0
Non-EU28 countries (2013-2020) nor reporting country,Bad or very bad,Czechia,2022,8.4
Non-EU28 countries (2013-2020) nor reporting country,Bad or very bad,Czechia,2023,7.1
Non-EU28 countries (2013-2020) nor reporting country,Bad or very bad,Germany,2015,8.1
Non-EU28 countries (2013-2020) nor reporting country,Bad or very bad,Germany,2016,8.1
Non-EU28 countries (2013-2020) nor reporting country,Bad or very bad,Germany,2017,7.9
Non-EU28 countries (2013-2020) nor reporting country,Bad or very bad,Germany,2018,5.4
Non-EU28 countries (2013-2020) nor reporting country,Bad or very bad,Germany,2019,8.4
Non-EU28 countries (2013-2020) nor reporting country,Bad or very bad,Germany,2020,14.8
Non-EU28 countries (2013-2020) nor reporting country,Bad or very bad,Germany,2021,10.6
Non-EU28 countries (2013-2020) nor reporting country,Bad or very bad,Germany,2022,9.6
Non-EU28 countries (2013-2020) nor reporting country,Bad or very bad,Denmark,2015,7.0
Non-EU28 countries (2013-2020) nor reporting country,Bad or very bad,Denmark,2016,9.4
Non-EU28 countries (2013-2020) nor reporting country,Bad or very bad,Denmark,2017,6.2
Non-EU28 countries (2013-2020) nor reporting country,Bad or very bad,Denmark,2018,10.7
Non-EU28 countries (2013-2020) nor reporting country,Bad or very bad,Denmark,2019,10.5
Non-EU28 countries (2013-2020) nor reporting country,Bad or very bad,Denmark,2020,6.9
Non-EU28 countries (2013-2020) nor reporting country,Bad or very bad,Denmark,2021,9.9
Non-EU28 countries (2013-2020) nor reporting country,Bad or very bad,Denmark,2022,9.4
Non-EU28 countries (2013-2020) nor reporting country,Bad or very bad,Denmark,2023,9.5
Non-EU28 countries (2013-2020) nor reporting country,Bad or very bad,Estonia,2015,27.3
Non-EU28 countries (2013-2020) nor reporting country,Bad or very bad,Estonia,2016,25.0
Non-EU28 countries (2013-2020) nor reporting country,Bad or very bad,Estonia,2017,24.5
Non-EU28 countries (2013-2020) nor reporting country,Bad or very bad,Estonia,2018,23.5
Non-EU28 countries (2013-2020) nor reporting country,Bad or very bad,Estonia,2019,22.5
