citizen,geo,TIME_PERIOD,OBS_VALUE
Non-EU28 countries (2013-2020) nor reporting country,Croatia,2017,3815.0
Non-EU28 countries (2013-2020) nor reporting country,Croatia,2018,4307.0
Non-EU28 countries (2013-2020) nor reporting country,Croatia,2019,5365.0
Non-EU28 countries (2013-2020) nor reporting country,Croatia,2020,6473.0
Non-EU28 countries (2013-2020) nor reporting country,Croatia,2021,6290.0
Non-EU28 countries (2013-2020) nor reporting country,Croatia,2022,6719.0
Non-EU28 countries (2013-2020) nor reporting country,Hungary,2017,6251.0
Non-EU28 countries (2013-2020) nor reporting country,Hungary,2018,4692.0
Non-EU28 countries (2013-2020) nor reporting country,Ireland,2015,17782.0
Non-EU28 countries (2013-2020) nor reporting country,Ireland,2016,17927.0
Non-EU28 countries (2013-2020) nor reporting country,Ireland,2017,19709.0
Non-EU28 countries (2013-2020) nor reporting country,Ireland,2018,21232.0
Non-EU28 countries (2013-2020) nor reporting country,Ireland,2019,23514.0
Non-EU28 countries (2013-2020) nor reporting country,Ireland,2020,25912.0
Non-EU28 countries (2013-2020) nor reporting country,Ireland,2021,31084.0
Non-EU28 countries (2013-2020) nor reporting country,Ireland,2022,24541.0
Non-EU28 countries (2013-2020) nor reporting country,Iceland,2015,25102.0
Non-EU28 countries (2013-2020) nor reporting country,Iceland,2016,24972.0
Non-EU28 countries (2013-2020) nor reporting country,Iceland,2017,31848.0
Non-EU28 countries (2013-2020) nor reporting country,Iceland,2018,36398.0
Non-EU28 countries (2013-2020) nor reporting country,Italy,2015,11403.0
Non-EU28 countries (2013-2020) nor reporting country,Italy,2016,10883.0
Non-EU28 countries (2013-2020) nor reporting country,Italy,2017,11286.0
Non-EU28 countries (2013-2020) nor reporting country,Italy,2018,11438.0
Non-EU28 countries (2013-2020) nor reporting country,Italy,2019,12363.0
Non-EU28 countries (2013-2020) nor reporting country,Italy,2020,13177.0
Non-EU28 countries (2013-2020) nor reporting country,Italy,2021,12167.0
Non-EU28 countries (2013-2020) nor reporting country,Italy,2022,13389.0
Non-EU28 countries (2013-2020) nor reporting country,Lithuania,2015,5321.0
Non-EU28 countries (2013-2020) nor reporting country,Lithuania,2016,4449.0
Non-EU28 countries (2013-2020) nor reporting country,Lithuania,2017,4918.0
Non-EU28 countries (2013-2020) nor reporting country,Lithuania,2018,5109.0
Non-EU28 countries (2013-2020) nor reporting country,Lithuania,2019,6221.0
Non-EU28 countries (2013-2020) nor reporting country,Lithuania,2020,8146.0
Non-EU28 countries (2013-2020) nor reporting country,Lithuania,2021,7892.0
Non-EU28 countries (2013-2020) nor reporting country,Lithuania,2022,8393.0
Non-EU28 countries (2013-2020) nor reporting country,Luxembourg,2015,21937.0
Non-EU28 countries (2013-2020) nor reporting country,Luxembourg,2016,21642.0
Non-EU28 countries (2013-2020) nor reporting country,Luxembourg,2017,24428.0
Non-EU28 countries (2013-2020) nor reporting country,Luxembourg,2018,25018.0
Non-EU28 countries (2013-2020) nor reporting country,Luxembourg,2019,26323.0
Non-EU28 countries (2013-2020) nor reporting country,Luxembourg,2020,28238.0
Non-EU28 countries (2013-2020) nor reporting country,Luxembourg,2021,31328.0
Non-EU28 countries (2013-2020) nor reporting country,Luxembourg,2022,33458.0
Non-EU28 countries (2013-2020) nor reporting country,Latvia,2015,5190.0
Non-EU28 countries (2013-2020) nor reporting country,Latvia,2016,5243.0
Non-EU28 countries (2013-2020) nor reporting country,Latvia,2017,5495.0
Non-EU28 countries (2013-2020) nor reporting country,Latvia,2018,6024.0
Non-EU28 countries (2013-2020) nor reporting country,Latvia,2019,6710.0
Non-EU28 countries (2013-2020) nor reporting country,Latvia,2020,7674.0
Non-EU28 countries (2013-2020) nor reporting country,Latvia,2021,7400.0
Non-EU28 countries (2013-2020) nor reporting country,Latvia,2022,8131.0
Non-EU28 countries (2013-2020) nor reporting country,Montenegro,2015,2876.0
Non-EU28 countries (2013-2020) nor reporting country,Montenegro,2016,2880.0
Non-EU28 countries (2013-2020) nor reporting country,Montenegro,2017,3097.0
Non-EU28 countries (2013-2020) nor reporting country,Montenegro,2018,3120.0
Non-EU28 countries (2013-2020) nor reporting country,Montenegro,2019,3062.0
Non-EU28 countries (2013-2020) nor reporting country,Montenegro,2020,3272.0
Non-EU28 countries (2013-2020) nor reporting country,Montenegro,2021,2857.0
Non-EU28 countries (2013-2020) nor reporting country,North Macedonia,2015,1793.0
Non-EU28 countries (2013-2020) nor reporting country,North Macedonia,2016,1563.0
Non-EU28 countries (2013-2020) nor reporting country,North Macedonia,2017,1419.0
Non-EU28 countries (2013-2020) nor reporting country,North Macedonia,2018,1386.0
Non-EU28 countries (2013-2020) nor reporting country,North Macedonia,2019,2137.0
Non-EU28 countries (2013-2020) nor reporting country,North Macedonia,2020,2384.0
Non-EU28 countries (2013-2020) nor reporting country,Malta,2015,12271.0
Non-EU28 countries (2013-2020) nor reporting country,Malta,2016,12510.0
Non-EU28 countries (2013-2020) nor reporting country,Malta,2017,12706.0
Non-EU28 countries (2013-2020) nor reporting country,Malta,2018,11761.0
Non-EU28 countries (2013-2020) nor reporting country,Malta,2019,12264.0
Non-EU28 countries (2013-2020) nor reporting country,Malta,2020,12697.0
Non-EU28 countries (2013-2020) nor reporting country,Malta,2021,15423.0
Non-EU28 countries (2013-2020) nor reporting country,Malta,2022,15016.0
Non-EU28 countries (2013-2020) nor reporting country,Netherlands,2015,18904.0
Non-EU28 countries (2013-2020) nor reporting country,Netherlands,2016,14201.0
Non-EU28 countries (2013-2020) nor reporting country,Netherlands,2017,17492.0
Non-EU28 countries (2013-2020) nor reporting country,Netherlands,2018,16236.0
Non-EU28 countries (2013-2020) nor reporting country,Netherlands,2019,16237.0
Non-EU28 countries (2013-2020) nor reporting country,Netherlands,2020,16534.0
Non-EU28 countries (2013-2020) nor reporting country,Netherlands,2021,18552.0
Non-EU28 countries (2013-2020) nor reporting country,Netherlands,2022,21573.0
Non-EU28 countries (2013-2020) nor reporting country,Norway,2015,32121.0
Non-EU28 countries (2013-2020) nor reporting country,Norway,2016,25261.0
Non-EU28 countries (2013-2020) nor reporting country,Norway,2017,27411.0
Non-EU28 countries (2013-2020) nor reporting country,Norway,2018,28427.0
Non-EU28 countries (2013-2020) nor reporting country,Norway,2019,28370.0
Non-EU28 countries (2013-2020) nor reporting country,Norway,2020,29981.0
Non-EU28 countries (2013-2020) nor reporting country,Poland,2015,4968.0
Non-EU28 countries (2013-2020) nor reporting country,Poland,2016,4241.0
Non-EU28 countries (2013-2020) nor reporting country,Poland,2017,6392.0
Non-EU28 countries (2013-2020) nor reporting country,Poland,2018,7518.0
Non-EU28 countries (2013-2020) nor reporting country,Poland,2019,8181.0
Non-EU28 countries (2013-2020) nor reporting country,Poland,2020,9217.0
Non-EU28 countries (2013-2020) nor reporting country,Poland,2021,9569.0
Non-EU28 countries (2013-2020) nor reporting country,Poland,2022,10009.0
Non-EU28 countries (2013-2020) nor reporting country,Portugal,2015,6300.0
Non-EU28 countries (2013-2020) nor reporting country,Portugal,2016,6504.0
Non-EU28 countries (2013-2020) nor reporting country,Portugal,2017,7258.0
Non-EU28 countries (2013-2020) nor reporting country,Portugal,2018,8265.0
Non-EU28 countries (2013-2020) nor reporting country,Portugal,2019,8698.0
Non-EU28 countries (2013-2020) nor reporting country,Portugal,2020,9600.0
Non-EU28 countries (2013-2020) nor reporting country,Portugal,2021,10080.0
Non-EU28 countries (2013-2020) nor reporting country,Portugal,2022,8908.0
Non-EU28 countries (2013-2020) nor reporting country,Serbia,2015,2448.0
Non-EU28 countries (2013-2020) nor reporting country,Serbia,2016,2385.0
Non-EU28 countries (2013-2020) nor reporting country,Serbia,2017,2388.0
Non-EU28 countries (2013-2020) nor reporting country,Serbia,2018,2314.0
Non-EU28 countries (2013-2020) nor reporting country,Serbia,2019,2528.0
Non-EU28 countries (2013-2020) nor reporting country,Serbia,2020,2602.0
Non-EU28 countries (2013-2020) nor reporting country,Serbia,2021,5061.0
Non-EU28 countries (2013-2020) nor reporting country,Sweden,2015,14194.0
Non-EU28 countries (2013-2020) nor reporting country,Sweden,2016,13608.0
Non-EU28 countries (2013-2020) nor reporting country,Sweden,2017,14921.0
Non-EU28 countries (2013-2020) nor reporting country,Sweden,2018,14620.0
Non-EU28 countries (2013-2020) nor reporting country,Sweden,2019,14108.0
Non-EU28 countries (2013-2020) nor reporting country,Sweden,2020,15754.0
Non-EU28 countries (2013-2020) nor reporting country,Sweden,2021,16743.0
Non-EU28 countries (2013-2020) nor reporting country,Sweden,2022,17904.0
Non-EU28 countries (2013-2020) nor reporting country,Slovenia,2015,8439.0
Non-EU28 countries (2013-2020) nor reporting country,Slovenia,2016,8180.0
Non-EU28 countries (2013-2020) nor reporting country,Slovenia,2017,8786.0
Non-EU28 countries (2013-2020) nor reporting country,Slovenia,2018,9438.0
Non-EU28 countries (2013-2020) nor reporting country,Slovenia,2019,10753.0
Non-EU28 countries (2013-2020) nor reporting country,Slovenia,2020,11154.0
Non-EU28 countries (2013-2020) nor reporting country,Slovenia,2021,12902.0
Non-EU28 countries (2013-2020) nor reporting country,Slovenia,2022,12994.0
Non-EU28 countries (2013-2020) nor reporting country,Türkiye,2015,4567.0
Non-EU28 countries (2013-2020) nor reporting country,Türkiye,2016,4886.0
Non-EU28 countries (2013-2020) nor reporting country,Türkiye,2017,4195.0
Non-EU28 countries (2013-2020) nor reporting country,Türkiye,2018,3980.0
Non-EU28 countries (2013-2020) nor reporting country,Türkiye,2019,3451.0
Non-EU28 countries (2013-2020) nor reporting country,Türkiye,2020,3041.0
Non-EU28 countries (2013-2020) nor reporting country,Türkiye,2021,2548.0
Non-EU28 countries (2013-2020) nor reporting country,United Kingdom,2015,21079.0
Non-EU28 countries (2013-2020) nor reporting country,United Kingdom,2016,20842.0
Non-EU28 countries (2013-2020) nor reporting country,United Kingdom,2017,20934.0
Non-EU28 countries (2013-2020) nor reporting country,United Kingdom,2018,19947.0
Non-EU28 countries (2013-2020) nor reporting country,Kosovo*,2018,3347.0
