iccs,unit,geo,TIME_PERIOD,OBS_VALUE
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Italy,2019,219.25
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Italy,2020,169.42
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Italy,2021,185.99
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Italy,2022,213.05
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Liechtenstein,2008,45.25
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Liechtenstein,2009,19.67
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Liechtenstein,2010,8.36
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Liechtenstein,2011,2.77
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Liechtenstein,2012,16.45
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Liechtenstein,2013,13.57
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Liechtenstein,2014,13.47
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Liechtenstein,2015,37.47
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Liechtenstein,2016,82.4
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Liechtenstein,2017,5.29
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Liechtenstein,2018,13.12
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Liechtenstein,2019,10.42
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Liechtenstein,2020,15.49
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Liechtenstein,2021,15.36
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Liechtenstein,2022,35.62
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Lithuania,2008,79.47
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Lithuania,2009,61.78
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Lithuania,2010,65.56
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Lithuania,2011,59.2
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Lithuania,2012,57.4
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Lithuania,2013,50.61
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Lithuania,2014,42.64
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Lithuania,2015,38.96
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Lithuania,2016,43.72
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Lithuania,2017,35.08
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Lithuania,2018,28.02
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Lithuania,2019,23.84
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Lithuania,2020,20.33
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Lithuania,2021,11.91
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Lithuania,2022,14.36
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Luxembourg,2008,71.1
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Luxembourg,2009,84.9
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Luxembourg,2010,83.26
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Luxembourg,2011,89.09
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Luxembourg,2012,70.88
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Luxembourg,2013,425.48
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Luxembourg,2014,407.51
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Luxembourg,2015,53.65
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Luxembourg,2016,42.0
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Luxembourg,2017,48.76
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Luxembourg,2018,48.67
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Luxembourg,2019,262.59
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Luxembourg,2020,281.58
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Luxembourg,2021,284.85
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Luxembourg,2022,371.86
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Latvia,2008,100.6
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Latvia,2009,96.91
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Latvia,2010,67.96
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Latvia,2012,44.5
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Latvia,2013,66.56
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Latvia,2014,66.1
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Latvia,2015,74.67
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Latvia,2016,49.52
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Latvia,2017,17.54
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Latvia,2018,17.32
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Latvia,2019,23.54
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Latvia,2020,40.42
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Latvia,2021,22.55
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Latvia,2022,26.92
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Montenegro,2008,3.57
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Montenegro,2009,8.26
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Montenegro,2010,6.46
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Montenegro,2011,7.74
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Montenegro,2012,6.93
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Montenegro,2013,6.28
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Montenegro,2014,3.38
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Montenegro,2015,5.14
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Montenegro,2016,6.11
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Montenegro,2017,4.98
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Montenegro,2018,4.98
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Montenegro,2019,4.5
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Montenegro,2020,5.31
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Montenegro,2021,5.8
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Montenegro,2022,5.34
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,North Macedonia,2008,28.41
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,North Macedonia,2009,29.63
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,North Macedonia,2010,25.67
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,North Macedonia,2011,23.67
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,North Macedonia,2012,18.01
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,North Macedonia,2013,24.58
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,North Macedonia,2014,26.24
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Malta,2008,97.59
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Malta,2009,97.58
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Malta,2010,89.85
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Malta,2011,87.71
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Malta,2012,73.29
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Malta,2013,76.92
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Malta,2014,56.35
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Malta,2015,52.08
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Malta,2016,56.84
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Malta,2017,72.13
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Malta,2018,66.64
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Malta,2019,49.64
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Malta,2020,44.7
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Malta,2021,49.22
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Malta,2022,59.5
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Netherlands,2008,132.06
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Netherlands,2009,132.54
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Netherlands,2010,244.71
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Netherlands,2011,245.56
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Netherlands,2012,234.13
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Netherlands,2013,229.21
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Netherlands,2014,222.5
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Netherlands,2015,212.51
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Netherlands,2016,184.11
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Netherlands,2017,162.46
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Netherlands,2018,158.17
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Netherlands,2019,165.78
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Netherlands,2020,158.67
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Netherlands,2021,128.61
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Netherlands,2022,152.5
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Norway,2008,251.23
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Norway,2009,250.33
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Norway,2010,223.5
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Norway,2011,189.38
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Norway,2012,159.51
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Norway,2013,131.33
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Norway,2014,128.94
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Norway,2015,103.84
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Norway,2016,85.75
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Norway,2017,77.15
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Norway,2018,76.7
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Norway,2019,72.46
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Norway,2020,75.66
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Norway,2021,58.35
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Norway,2022,74.06
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Poland,2008,46.36
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Poland,2009,45.29
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Poland,2010,43.5
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Poland,2011,43.55
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Poland,2012,42.64
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Poland,2013,47.91
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Poland,2014,44.93
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Poland,2015,40.28
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Poland,2016,37.77
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Poland,2017,32.78
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Poland,2018,28.89
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Poland,2019,28.65
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Poland,2020,29.21
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Poland,2021,27.85
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Poland,2022,24.23
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Portugal,2008,239.49
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Portugal,2009,213.38
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Portugal,2010,192.08
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Portugal,2011,184.44
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Portugal,2012,150.82
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Portugal,2013,141.11
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Portugal,2014,131.61
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Portugal,2015,115.83
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Portugal,2016,111.5
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Portugal,2017,99.46
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Portugal,2018,95.85
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Portugal,2019,91.24
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Portugal,2020,84.34
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Portugal,2021,72.68
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Portugal,2022,78.21
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Romania,2008,11.41
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Romania,2009,14.52
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Romania,2010,11.79
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Romania,2011,8.78
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Romania,2012,8.1
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Romania,2013,14.45
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Romania,2014,27.21
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Romania,2015,23.45
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Romania,2016,6.9
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Romania,2017,14.9
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Romania,2018,10.69
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Romania,2019,30.66
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Romania,2020,30.27
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Romania,2021,29.47
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Romania,2022,27.51
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Serbia,2008,55.43
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Serbia,2009,44.92
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Serbia,2010,44.92
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Serbia,2011,46.47
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Serbia,2012,38.26
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Serbia,2013,30.9
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Serbia,2014,26.52
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Serbia,2015,23.75
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Serbia,2016,21.17
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Serbia,2017,22.09
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Serbia,2018,17.48
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Serbia,2019,13.53
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Serbia,2020,10.26
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Serbia,2021,8.91
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Serbia,2022,8.52
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Sweden,2008,486.95
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Sweden,2009,436.01
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Sweden,2010,374.8
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Sweden,2011,366.1
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Sweden,2012,305.03
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Sweden,2013,290.12
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Sweden,2014,280.56
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Sweden,2015,272.03
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Sweden,2016,255.65
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Sweden,2017,240.76
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Sweden,2018,215.44
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Sweden,2019,196.0
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Sweden,2020,206.94
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Sweden,2021,179.19
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Sweden,2022,162.37
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Slovenia,2008,28.95
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Slovenia,2009,28.83
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Slovenia,2010,26.09
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Slovenia,2011,25.75
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Slovenia,2012,26.22
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Slovenia,2013,30.16
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Slovenia,2014,28.82
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Slovenia,2015,37.57
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Slovenia,2016,39.48
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Slovenia,2017,26.82
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Slovenia,2018,26.27
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Slovenia,2019,22.2
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Slovenia,2020,25.38
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Slovenia,2021,15.74
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Slovenia,2022,14.33
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Slovakia,2008,76.92
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Slovakia,2009,70.21
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Slovakia,2010,62.22
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Slovakia,2011,49.96
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Slovakia,2012,47.11
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Slovakia,2013,44.93
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Slovakia,2014,42.41
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Slovakia,2015,35.64
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Slovakia,2016,30.79
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Slovakia,2017,28.04
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Slovakia,2018,24.6
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Slovakia,2019,19.12
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Slovakia,2020,17.99
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Slovakia,2021,17.18
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Slovakia,2022,14.35
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Türkiye,2009,42.19
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Türkiye,2010,39.08
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Türkiye,2011,37.25
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Türkiye,2012,41.5
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Türkiye,2016,67.57
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Türkiye,2017,65.46
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Türkiye,2018,45.4
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Türkiye,2019,34.68
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Türkiye,2020,39.09
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Türkiye,2021,39.66
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,England and Wales,2008,269.59
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,England and Wales,2009,213.82
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,England and Wales,2010,191.4
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,England and Wales,2011,164.58
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,England and Wales,2012,141.6
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,England and Wales,2013,132.68
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,England and Wales,2014,132.28
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,England and Wales,2015,142.01
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,England and Wales,2016,167.13
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,England and Wales,2017,191.29
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,England and Wales,2018,203.72
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Scotland (NUTS 2021),2008,222.74
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Scotland (NUTS 2021),2009,178.34
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Scotland (NUTS 2021),2010,166.13
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Scotland (NUTS 2021),2011,133.7
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Scotland (NUTS 2021),2012,108.0
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Scotland (NUTS 2021),2013,112.33
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Scotland (NUTS 2021),2014,101.6
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Scotland (NUTS 2021),2015,93.87
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Scotland (NUTS 2021),2016,97.01
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Scotland (NUTS 2021),2017,92.78
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Scotland (NUTS 2021),2018,91.04
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2008,173.75
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2009,164.37
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2010,156.92
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2011,133.29
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2012,115.51
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2013,116.11
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2014,110.22
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2015,91.92
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2016,84.0
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2017,75.48
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2018,77.4
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Kosovo*,2008,21.5
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Kosovo*,2009,17.84
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Kosovo*,2010,15.35
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Kosovo*,2011,24.19
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Kosovo*,2016,16.65
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Kosovo*,2017,13.06
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Kosovo*,2018,11.9
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Kosovo*,2019,8.24
Theft of a motorized vehicle or parts thereof,Per hundred thousand inhabitants,Kosovo*,2020,6.51
Unlawful acts involving controlled drugs or precursors,Number,Albania,2008,653.0
Unlawful acts involving controlled drugs or precursors,Number,Albania,2009,647.0
Unlawful acts involving controlled drugs or precursors,Number,Albania,2010,603.0
Unlawful acts involving controlled drugs or precursors,Number,Albania,2011,740.0
Unlawful acts involving controlled drugs or precursors,Number,Albania,2012,1105.0
Unlawful acts involving controlled drugs or precursors,Number,Albania,2013,1334.0
Unlawful acts involving controlled drugs or precursors,Number,Albania,2014,1776.0
Unlawful acts involving controlled drugs or precursors,Number,Albania,2015,2330.0
Unlawful acts involving controlled drugs or precursors,Number,Albania,2016,3257.0
Unlawful acts involving controlled drugs or precursors,Number,Albania,2017,2087.0
Unlawful acts involving controlled drugs or precursors,Number,Albania,2018,1926.0
Unlawful acts involving controlled drugs or precursors,Number,Albania,2019,2011.0
Unlawful acts involving controlled drugs or precursors,Number,Albania,2020,2099.0
Unlawful acts involving controlled drugs or precursors,Number,Albania,2021,3119.0
Unlawful acts involving controlled drugs or precursors,Number,Albania,2022,2926.0
Unlawful acts involving controlled drugs or precursors,Number,Austria,2008,1980.0
Unlawful acts involving controlled drugs or precursors,Number,Austria,2009,2099.0
Unlawful acts involving controlled drugs or precursors,Number,Austria,2010,2167.0
Unlawful acts involving controlled drugs or precursors,Number,Austria,2011,2320.0
