hhtyp,incgrp,unit,geo,TIME_PERIOD,OBS_VALUE
One adult younger than 65 years,Total,Percentage,European Union - 28 countries (2013-2020),2017,43.7
One adult younger than 65 years,Total,Percentage,European Union - 28 countries (2013-2020),2018,42.2
One adult younger than 65 years,Total,Percentage,European Union - 28 countries (2013-2020),2019,39.6
One adult younger than 65 years,Total,Percentage,Finland,2015,50.6
One adult younger than 65 years,Total,Percentage,Finland,2016,48.5
One adult younger than 65 years,Total,Percentage,Finland,2017,45.6
One adult younger than 65 years,Total,Percentage,Finland,2018,46.3
One adult younger than 65 years,Total,Percentage,Finland,2019,42.9
One adult younger than 65 years,Total,Percentage,Finland,2020,41.1
One adult younger than 65 years,Total,Percentage,Finland,2021,38.3
One adult younger than 65 years,Total,Percentage,Finland,2022,38.4
One adult younger than 65 years,Total,Percentage,Finland,2023,44.0
One adult younger than 65 years,Total,Percentage,Finland,2024,44.8
One adult younger than 65 years,Total,Percentage,France,2015,39.3
One adult younger than 65 years,Total,Percentage,France,2016,39.0
One adult younger than 65 years,Total,Percentage,France,2017,38.3
One adult younger than 65 years,Total,Percentage,France,2018,40.1
One adult younger than 65 years,Total,Percentage,France,2019,37.9
One adult younger than 65 years,Total,Percentage,France,2020,38.4
One adult younger than 65 years,Total,Percentage,France,2021,37.9
One adult younger than 65 years,Total,Percentage,France,2022,38.1
One adult younger than 65 years,Total,Percentage,France,2023,35.7
One adult younger than 65 years,Total,Percentage,Croatia,2015,63.9
One adult younger than 65 years,Total,Percentage,Croatia,2016,67.5
One adult younger than 65 years,Total,Percentage,Croatia,2017,69.8
One adult younger than 65 years,Total,Percentage,Croatia,2018,69.7
One adult younger than 65 years,Total,Percentage,Croatia,2019,65.0
One adult younger than 65 years,Total,Percentage,Croatia,2020,60.7
One adult younger than 65 years,Total,Percentage,Croatia,2021,57.9
One adult younger than 65 years,Total,Percentage,Croatia,2022,53.7
One adult younger than 65 years,Total,Percentage,Croatia,2023,53.1
One adult younger than 65 years,Total,Percentage,Hungary,2015,73.9
One adult younger than 65 years,Total,Percentage,Hungary,2016,58.8
One adult younger than 65 years,Total,Percentage,Hungary,2017,41.3
One adult younger than 65 years,Total,Percentage,Hungary,2018,38.8
One adult younger than 65 years,Total,Percentage,Hungary,2019,31.5
One adult younger than 65 years,Total,Percentage,Hungary,2020,46.8
One adult younger than 65 years,Total,Percentage,Hungary,2021,42.2
One adult younger than 65 years,Total,Percentage,Hungary,2022,42.2
One adult younger than 65 years,Total,Percentage,Hungary,2023,37.0
One adult younger than 65 years,Total,Percentage,Hungary,2024,34.8
One adult younger than 65 years,Total,Percentage,Ireland,2015,57.9
One adult younger than 65 years,Total,Percentage,Ireland,2016,52.9
One adult younger than 65 years,Total,Percentage,Ireland,2017,51.2
One adult younger than 65 years,Total,Percentage,Ireland,2018,44.6
One adult younger than 65 years,Total,Percentage,Ireland,2019,41.0
One adult younger than 65 years,Total,Percentage,Ireland,2020,45.1
One adult younger than 65 years,Total,Percentage,Ireland,2021,38.9
One adult younger than 65 years,Total,Percentage,Ireland,2022,42.5
One adult younger than 65 years,Total,Percentage,Ireland,2023,46.7
One adult younger than 65 years,Total,Percentage,Iceland,2015,53.4
One adult younger than 65 years,Total,Percentage,Iceland,2016,48.4
One adult younger than 65 years,Total,Percentage,Iceland,2017,41.9
One adult younger than 65 years,Total,Percentage,Iceland,2018,41.1
One adult younger than 65 years,Total,Percentage,Iceland,2019,39.6
One adult younger than 65 years,Total,Percentage,Iceland,2020,31.8
One adult younger than 65 years,Total,Percentage,Italy,2015,41.0
One adult younger than 65 years,Total,Percentage,Italy,2016,45.9
One adult younger than 65 years,Total,Percentage,Italy,2017,43.6
One adult younger than 65 years,Total,Percentage,Italy,2018,40.3
One adult younger than 65 years,Total,Percentage,Italy,2019,34.3
One adult younger than 65 years,Total,Percentage,Italy,2020,39.5
One adult younger than 65 years,Total,Percentage,Italy,2021,39.2
One adult younger than 65 years,Total,Percentage,Italy,2022,38.0
One adult younger than 65 years,Total,Percentage,Italy,2023,33.2
One adult younger than 65 years,Total,Percentage,Italy,2024,32.6
One adult younger than 65 years,Total,Percentage,Lithuania,2015,60.6
One adult younger than 65 years,Total,Percentage,Lithuania,2016,59.3
One adult younger than 65 years,Total,Percentage,Lithuania,2017,62.8
One adult younger than 65 years,Total,Percentage,Lithuania,2018,59.2
One adult younger than 65 years,Total,Percentage,Lithuania,2019,57.1
One adult younger than 65 years,Total,Percentage,Lithuania,2020,55.7
One adult younger than 65 years,Total,Percentage,Lithuania,2021,43.1
One adult younger than 65 years,Total,Percentage,Lithuania,2022,45.9
One adult younger than 65 years,Total,Percentage,Lithuania,2023,45.0
One adult younger than 65 years,Total,Percentage,Luxembourg,2015,34.5
One adult younger than 65 years,Total,Percentage,Luxembourg,2016,32.7
One adult younger than 65 years,Total,Percentage,Luxembourg,2017,28.7
One adult younger than 65 years,Total,Percentage,Luxembourg,2018,27.8
One adult younger than 65 years,Total,Percentage,Luxembourg,2019,27.1
One adult younger than 65 years,Total,Percentage,Luxembourg,2020,29.2
One adult younger than 65 years,Total,Percentage,Luxembourg,2021,24.6
One adult younger than 65 years,Total,Percentage,Luxembourg,2022,23.5
One adult younger than 65 years,Total,Percentage,Luxembourg,2023,26.7
One adult younger than 65 years,Total,Percentage,Luxembourg,2024,25.7
One adult younger than 65 years,Total,Percentage,Latvia,2015,65.1
One adult younger than 65 years,Total,Percentage,Latvia,2016,64.6
One adult younger than 65 years,Total,Percentage,Latvia,2017,66.5
One adult younger than 65 years,Total,Percentage,Latvia,2018,61.8
One adult younger than 65 years,Total,Percentage,Latvia,2019,60.9
One adult younger than 65 years,Total,Percentage,Latvia,2020,53.3
One adult younger than 65 years,Total,Percentage,Latvia,2021,50.5
One adult younger than 65 years,Total,Percentage,Latvia,2022,54.1
One adult younger than 65 years,Total,Percentage,Latvia,2023,51.3
One adult younger than 65 years,Total,Percentage,Latvia,2024,49.2
One adult younger than 65 years,Total,Percentage,Montenegro,2015,76.4
One adult younger than 65 years,Total,Percentage,Montenegro,2016,68.2
One adult younger than 65 years,Total,Percentage,Montenegro,2017,74.0
One adult younger than 65 years,Total,Percentage,Montenegro,2018,72.5
One adult younger than 65 years,Total,Percentage,Montenegro,2019,62.9
One adult younger than 65 years,Total,Percentage,Montenegro,2020,58.8
One adult younger than 65 years,Total,Percentage,Montenegro,2021,57.6
One adult younger than 65 years,Total,Percentage,Montenegro,2022,60.0
One adult younger than 65 years,Total,Percentage,North Macedonia,2015,72.0
One adult younger than 65 years,Total,Percentage,North Macedonia,2016,74.7
One adult younger than 65 years,Total,Percentage,North Macedonia,2017,64.6
One adult younger than 65 years,Total,Percentage,North Macedonia,2018,62.1
One adult younger than 65 years,Total,Percentage,North Macedonia,2019,66.6
One adult younger than 65 years,Total,Percentage,North Macedonia,2020,68.0
One adult younger than 65 years,Total,Percentage,Malta,2015,30.4
One adult younger than 65 years,Total,Percentage,Malta,2016,25.8
One adult younger than 65 years,Total,Percentage,Malta,2017,21.1
One adult younger than 65 years,Total,Percentage,Malta,2018,15.1
One adult younger than 65 years,Total,Percentage,Malta,2019,20.2
One adult younger than 65 years,Total,Percentage,Malta,2020,24.2
One adult younger than 65 years,Total,Percentage,Malta,2021,21.8
One adult younger than 65 years,Total,Percentage,Malta,2022,19.2
One adult younger than 65 years,Total,Percentage,Malta,2023,19.9
One adult younger than 65 years,Total,Percentage,Netherlands,2015,46.5
One adult younger than 65 years,Total,Percentage,Netherlands,2016,42.1
One adult younger than 65 years,Total,Percentage,Netherlands,2017,43.0
One adult younger than 65 years,Total,Percentage,Netherlands,2018,40.9
One adult younger than 65 years,Total,Percentage,Netherlands,2019,41.6
One adult younger than 65 years,Total,Percentage,Netherlands,2020,39.4
One adult younger than 65 years,Total,Percentage,Netherlands,2021,36.5
One adult younger than 65 years,Total,Percentage,Netherlands,2022,33.5
One adult younger than 65 years,Total,Percentage,Netherlands,2023,36.9
One adult younger than 65 years,Total,Percentage,Netherlands,2024,37.1
One adult younger than 65 years,Total,Percentage,Norway,2015,33.4
One adult younger than 65 years,Total,Percentage,Norway,2016,31.4
One adult younger than 65 years,Total,Percentage,Norway,2017,30.4
One adult younger than 65 years,Total,Percentage,Norway,2018,36.6
One adult younger than 65 years,Total,Percentage,Norway,2019,38.4
One adult younger than 65 years,Total,Percentage,Norway,2020,34.3
One adult younger than 65 years,Total,Percentage,Norway,2021,35.0
One adult younger than 65 years,Total,Percentage,Norway,2022,35.2
One adult younger than 65 years,Total,Percentage,Norway,2023,36.5
One adult younger than 65 years,Total,Percentage,Norway,2024,36.4
One adult younger than 65 years,Total,Percentage,Poland,2015,54.9
One adult younger than 65 years,Total,Percentage,Poland,2016,52.5
One adult younger than 65 years,Total,Percentage,Poland,2017,52.1
One adult younger than 65 years,Total,Percentage,Poland,2018,47.5
One adult younger than 65 years,Total,Percentage,Poland,2019,44.7
One adult younger than 65 years,Total,Percentage,Poland,2020,38.4
One adult younger than 65 years,Total,Percentage,Poland,2021,37.9
One adult younger than 65 years,Total,Percentage,Poland,2022,36.4
One adult younger than 65 years,Total,Percentage,Poland,2023,37.0
One adult younger than 65 years,Total,Percentage,Portugal,2015,48.0
One adult younger than 65 years,Total,Percentage,Portugal,2016,46.9
One adult younger than 65 years,Total,Percentage,Portugal,2017,45.8
One adult younger than 65 years,Total,Percentage,Portugal,2018,43.6
One adult younger than 65 years,Total,Percentage,Portugal,2019,44.3
One adult younger than 65 years,Total,Percentage,Portugal,2020,35.2
One adult younger than 65 years,Total,Percentage,Portugal,2021,33.6
One adult younger than 65 years,Total,Percentage,Portugal,2022,36.0
One adult younger than 65 years,Total,Percentage,Portugal,2023,34.2
One adult younger than 65 years,Total,Percentage,Romania,2015,59.0
One adult younger than 65 years,Total,Percentage,Romania,2016,59.4
One adult younger than 65 years,Total,Percentage,Romania,2017,58.8
One adult younger than 65 years,Total,Percentage,Romania,2018,52.8
One adult younger than 65 years,Total,Percentage,Romania,2019,51.2
One adult younger than 65 years,Total,Percentage,Romania,2020,55.7
One adult younger than 65 years,Total,Percentage,Romania,2021,55.5
One adult younger than 65 years,Total,Percentage,Romania,2022,47.7
One adult younger than 65 years,Total,Percentage,Romania,2023,58.4
One adult younger than 65 years,Total,Percentage,Romania,2024,46.5
One adult younger than 65 years,Total,Percentage,Serbia,2015,62.9
One adult younger than 65 years,Total,Percentage,Serbia,2016,56.7
One adult younger than 65 years,Total,Percentage,Serbia,2017,60.0
One adult younger than 65 years,Total,Percentage,Serbia,2018,50.6
One adult younger than 65 years,Total,Percentage,Serbia,2019,47.8
One adult younger than 65 years,Total,Percentage,Serbia,2020,55.9
One adult younger than 65 years,Total,Percentage,Serbia,2021,52.9
One adult younger than 65 years,Total,Percentage,Serbia,2022,54.6
One adult younger than 65 years,Total,Percentage,Serbia,2023,53.4
One adult younger than 65 years,Total,Percentage,Sweden,2015,32.4
One adult younger than 65 years,Total,Percentage,Sweden,2016,33.4
One adult younger than 65 years,Total,Percentage,Sweden,2017,34.5
One adult younger than 65 years,Total,Percentage,Sweden,2018,32.9
One adult younger than 65 years,Total,Percentage,Sweden,2019,31.2
One adult younger than 65 years,Total,Percentage,Sweden,2020,30.6
One adult younger than 65 years,Total,Percentage,Sweden,2021,30.8
One adult younger than 65 years,Total,Percentage,Sweden,2022,31.2
One adult younger than 65 years,Total,Percentage,Sweden,2023,34.4
One adult younger than 65 years,Total,Percentage,Sweden,2024,34.3
One adult younger than 65 years,Total,Percentage,Slovenia,2015,56.1
One adult younger than 65 years,Total,Percentage,Slovenia,2016,54.1
One adult younger than 65 years,Total,Percentage,Slovenia,2017,52.5
One adult younger than 65 years,Total,Percentage,Slovenia,2018,45.9
One adult younger than 65 years,Total,Percentage,Slovenia,2019,46.5
One adult younger than 65 years,Total,Percentage,Slovenia,2020,45.2
One adult younger than 65 years,Total,Percentage,Slovenia,2021,40.9
One adult younger than 65 years,Total,Percentage,Slovenia,2022,37.9
One adult younger than 65 years,Total,Percentage,Slovenia,2023,34.1
One adult younger than 65 years,Total,Percentage,Slovenia,2024,33.2
One adult younger than 65 years,Total,Percentage,Slovakia,2015,45.9
One adult younger than 65 years,Total,Percentage,Slovakia,2016,49.3
One adult younger than 65 years,Total,Percentage,Slovakia,2017,46.5
One adult younger than 65 years,Total,Percentage,Slovakia,2018,43.2
One adult younger than 65 years,Total,Percentage,Slovakia,2019,41.1
One adult younger than 65 years,Total,Percentage,Slovakia,2020,37.0
One adult younger than 65 years,Total,Percentage,Slovakia,2021,34.3
One adult younger than 65 years,Total,Percentage,Slovakia,2022,34.2
One adult younger than 65 years,Total,Percentage,Slovakia,2023,34.5
One adult younger than 65 years,Total,Percentage,Türkiye,2015,36.6
One adult younger than 65 years,Total,Percentage,Türkiye,2016,33.0
One adult younger than 65 years,Total,Percentage,Türkiye,2017,29.8
One adult younger than 65 years,Total,Percentage,Türkiye,2018,27.3
One adult younger than 65 years,Total,Percentage,Türkiye,2019,29.5
One adult younger than 65 years,Total,Percentage,Türkiye,2020,30.4
One adult younger than 65 years,Total,Percentage,Türkiye,2021,33.9
One adult younger than 65 years,Total,Percentage,Türkiye,2022,31.7
One adult younger than 65 years,Total,Percentage,Türkiye,2023,27.8
One adult younger than 65 years,Total,Percentage,United Kingdom,2015,50.3
One adult younger than 65 years,Total,Percentage,United Kingdom,2016,48.6
One adult younger than 65 years,Total,Percentage,United Kingdom,2017,41.6
One adult younger than 65 years,Total,Percentage,United Kingdom,2018,43.2
One adult younger than 65 years,Total,Percentage,Kosovo*,2018,60.8
Total,Total,Percentage,Albania,2017,53.0
Total,Total,Percentage,Albania,2018,47.0
Total,Total,Percentage,Albania,2019,44.3
Total,Total,Percentage,Albania,2020,38.3
Total,Total,Percentage,Albania,2021,40.4
Total,Total,Percentage,Austria,2015,22.6
Total,Total,Percentage,Austria,2016,22.6
Total,Total,Percentage,Austria,2017,20.6
Total,Total,Percentage,Austria,2018,20.1
Total,Total,Percentage,Austria,2019,18.5
Total,Total,Percentage,Austria,2020,17.6
Total,Total,Percentage,Austria,2021,18.6
Total,Total,Percentage,Austria,2022,19.0
Total,Total,Percentage,Austria,2023,22.8
Total,Total,Percentage,Belgium,2015,25.7
Total,Total,Percentage,Belgium,2016,26.0
Total,Total,Percentage,Belgium,2017,25.5
Total,Total,Percentage,Belgium,2018,24.5
Total,Total,Percentage,Belgium,2019,25.3
Total,Total,Percentage,Belgium,2020,23.3
Total,Total,Percentage,Belgium,2021,22.3
Total,Total,Percentage,Belgium,2022,22.7
Total,Total,Percentage,Belgium,2023,21.4
Total,Total,Percentage,Belgium,2024,21.5
Total,Total,Percentage,Bulgaria,2015,53.4
Total,Total,Percentage,Bulgaria,2016,54.2
Total,Total,Percentage,Bulgaria,2017,53.2
Total,Total,Percentage,Bulgaria,2018,32.1
Total,Total,Percentage,Bulgaria,2019,36.5
Total,Total,Percentage,Bulgaria,2020,43.5
Total,Total,Percentage,Bulgaria,2021,36.4
Total,Total,Percentage,Bulgaria,2022,42.4
Total,Total,Percentage,Bulgaria,2023,46.7
Total,Total,Percentage,Bulgaria,2024,45.6
Total,Total,Percentage,Switzerland,2015,21.5
Total,Total,Percentage,Switzerland,2016,21.1
Total,Total,Percentage,Switzerland,2017,20.7
Total,Total,Percentage,Switzerland,2018,20.4
Total,Total,Percentage,Switzerland,2019,20.3
Total,Total,Percentage,Switzerland,2020,19.4
Total,Total,Percentage,Switzerland,2021,18.6
Total,Total,Percentage,Switzerland,2022,18.4
Total,Total,Percentage,Switzerland,2023,18.8
Total,Total,Percentage,Cyprus,2015,60.5
Total,Total,Percentage,Cyprus,2016,56.6
Total,Total,Percentage,Cyprus,2017,50.1
Total,Total,Percentage,Cyprus,2018,49.5
Total,Total,Percentage,Cyprus,2019,47.5
Total,Total,Percentage,Cyprus,2020,44.6
Total,Total,Percentage,Cyprus,2021,43.4
Total,Total,Percentage,Cyprus,2022,39.7
Total,Total,Percentage,Cyprus,2023,37.6
Total,Total,Percentage,Cyprus,2024,34.8
Total,Total,Percentage,Czechia,2015,36.0
Total,Total,Percentage,Czechia,2016,32.1
Total,Total,Percentage,Czechia,2017,28.1
Total,Total,Percentage,Czechia,2018,23.7
Total,Total,Percentage,Czechia,2019,21.8
Total,Total,Percentage,Czechia,2020,19.6
Total,Total,Percentage,Czechia,2021,18.1
Total,Total,Percentage,Czechia,2022,17.5
Total,Total,Percentage,Czechia,2023,19.7
Total,Total,Percentage,Czechia,2024,19.2
Total,Total,Percentage,Germany,2015,30.4
Total,Total,Percentage,Germany,2016,30.0
Total,Total,Percentage,Germany,2017,29.3
Total,Total,Percentage,Germany,2018,28.1
Total,Total,Percentage,Germany,2019,26.0
Total,Total,Percentage,Germany,2020,37.6
Total,Total,Percentage,Germany,2021,32.3
Total,Total,Percentage,Germany,2022,33.9
Total,Total,Percentage,Germany,2023,35.0
Total,Total,Percentage,Germany,2024,31.9
Total,Total,Percentage,Denmark,2015,26.5
Total,Total,Percentage,Denmark,2016,24.5
Total,Total,Percentage,Denmark,2017,25.1
Total,Total,Percentage,Denmark,2018,25.2
Total,Total,Percentage,Denmark,2019,22.9
Total,Total,Percentage,Denmark,2020,22.7
Total,Total,Percentage,Denmark,2021,19.5
Total,Total,Percentage,Denmark,2022,20.2
Total,Total,Percentage,Denmark,2023,23.1
Total,Total,Percentage,Denmark,2024,21.1
Total,Total,Percentage,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2015,35.1
Total,Total,Percentage,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2016,34.6
Total,Total,Percentage,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2017,32.9
Total,Total,Percentage,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2018,31.9
Total,Total,Percentage,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2019,30.5
Total,Total,Percentage,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2020,32.8
Total,Total,Percentage,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2021,30.1
Total,Total,Percentage,Euro area - 17 countries (2011-2013),2015,36.0
Total,Total,Percentage,Euro area - 18 countries (2014),2015,34.9
Total,Total,Percentage,Euro area - 18 countries (2014),2016,34.4
Total,Total,Percentage,Euro area - 18 countries (2014),2017,32.7
Total,Total,Percentage,Euro area - 18 countries (2014),2018,31.8
Total,Total,Percentage,Euro area - 18 countries (2014),2019,30.4
Total,Total,Percentage,Euro area - 18 countries (2014),2020,32.8
Total,Total,Percentage,Euro area - 19 countries  (2015-2022),2015,35.1
Total,Total,Percentage,Euro area - 19 countries  (2015-2022),2016,34.6
Total,Total,Percentage,Euro area - 19 countries  (2015-2022),2017,32.9
Total,Total,Percentage,Euro area - 19 countries  (2015-2022),2018,31.9
Total,Total,Percentage,Euro area - 19 countries  (2015-2022),2019,30.5
Total,Total,Percentage,Euro area - 19 countries  (2015-2022),2020,32.8
Total,Total,Percentage,Euro area - 19 countries  (2015-2022),2021,30.1
Total,Total,Percentage,Euro area – 20 countries (from 2023),2015,35.4
Total,Total,Percentage,Euro area – 20 countries (from 2023),2016,34.9
Total,Total,Percentage,Euro area – 20 countries (from 2023),2017,33.2
Total,Total,Percentage,Euro area – 20 countries (from 2023),2018,32.2
Total,Total,Percentage,Euro area – 20 countries (from 2023),2019,30.8
Total,Total,Percentage,Euro area – 20 countries (from 2023),2020,33.0
Total,Total,Percentage,Euro area – 20 countries (from 2023),2021,30.4
Total,Total,Percentage,Euro area – 20 countries (from 2023),2022,31.8
Total,Total,Percentage,Euro area – 20 countries (from 2023),2023,31.3
Total,Total,Percentage,Estonia,2015,36.7
Total,Total,Percentage,Estonia,2016,31.6
Total,Total,Percentage,Estonia,2017,36.3
Total,Total,Percentage,Estonia,2018,34.7
Total,Total,Percentage,Estonia,2019,31.4
Total,Total,Percentage,Estonia,2020,30.5
Total,Total,Percentage,Estonia,2021,27.1
Total,Total,Percentage,Estonia,2022,31.2
Total,Total,Percentage,Estonia,2023,30.4
Total,Total,Percentage,Estonia,2024,34.7
Total,Total,Percentage,Greece,2015,53.4
Total,Total,Percentage,Greece,2016,53.6
Total,Total,Percentage,Greece,2017,52.7
Total,Total,Percentage,Greece,2018,50.4
Total,Total,Percentage,Greece,2019,47.8
Total,Total,Percentage,Greece,2020,50.7
Total,Total,Percentage,Greece,2021,46.3
Total,Total,Percentage,Greece,2022,43.6
Total,Total,Percentage,Greece,2023,44.3
Total,Total,Percentage,Spain,2015,39.8
Total,Total,Percentage,Spain,2016,38.7
Total,Total,Percentage,Spain,2017,36.6
Total,Total,Percentage,Spain,2018,35.9
Total,Total,Percentage,Spain,2019,33.9
Total,Total,Percentage,Spain,2020,35.4
Total,Total,Percentage,Spain,2021,33.5
Total,Total,Percentage,Spain,2022,35.5
Total,Total,Percentage,Spain,2023,37.2
Total,Total,Percentage,Spain,2024,35.9
Total,Total,Percentage,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2015,37.5
Total,Total,Percentage,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2016,36.4
Total,Total,Percentage,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2017,33.8
Total,Total,Percentage,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2018,32.5
Total,Total,Percentage,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2019,31.3
Total,Total,Percentage,European Union - 15 countries (1995-2004),2015,36.2
Total,Total,Percentage,European Union - 27 countries (2007-2013),2015,37.3
Total,Total,Percentage,European Union - 27 countries (2007-2013),2016,36.2
Total,Total,Percentage,European Union - 27 countries (2007-2013),2017,33.6
Total,Total,Percentage,European Union - 27 countries (2007-2013),2018,32.4
Total,Total,Percentage,European Union - 27 countries (2007-2013),2019,31.2
Total,Total,Percentage,European Union - 27 countries (from 2020),2015,37.4
Total,Total,Percentage,European Union - 27 countries (from 2020),2016,36.2
Total,Total,Percentage,European Union - 27 countries (from 2020),2017,34.0
Total,Total,Percentage,European Union - 27 countries (from 2020),2018,32.2
Total,Total,Percentage,European Union - 27 countries (from 2020),2019,30.9
Total,Total,Percentage,European Union - 27 countries (from 2020),2020,32.5
Total,Total,Percentage,European Union - 27 countries (from 2020),2021,30.2
Total,Total,Percentage,European Union - 27 countries (from 2020),2022,31.6
Total,Total,Percentage,European Union - 27 countries (from 2020),2023,31.2
Total,Total,Percentage,European Union - 28 countries (2013-2020),2015,37.5
Total,Total,Percentage,European Union - 28 countries (2013-2020),2016,36.4
Total,Total,Percentage,European Union - 28 countries (2013-2020),2017,33.8
Total,Total,Percentage,European Union - 28 countries (2013-2020),2018,32.5
Total,Total,Percentage,European Union - 28 countries (2013-2020),2019,31.3
Total,Total,Percentage,Finland,2015,28.4
Total,Total,Percentage,Finland,2016,29.4
Total,Total,Percentage,Finland,2017,28.5
Total,Total,Percentage,Finland,2018,27.2
Total,Total,Percentage,Finland,2019,26.4
Total,Total,Percentage,Finland,2020,25.4
Total,Total,Percentage,Finland,2021,23.5
Total,Total,Percentage,Finland,2022,23.2
Total,Total,Percentage,Finland,2023,26.0
Total,Total,Percentage,Finland,2024,27.3
Total,Total,Percentage,France,2015,32.8
Total,Total,Percentage,France,2016,31.8
Total,Total,Percentage,France,2017,29.6
Total,Total,Percentage,France,2018,31.4
Total,Total,Percentage,France,2019,30.6
Total,Total,Percentage,France,2020,30.5
Total,Total,Percentage,France,2021,27.6
Total,Total,Percentage,France,2022,31.4
Total,Total,Percentage,France,2023,29.4
Total,Total,Percentage,Croatia,2015,59.8
Total,Total,Percentage,Croatia,2016,57.7
Total,Total,Percentage,Croatia,2017,56.2
Total,Total,Percentage,Croatia,2018,52.9
Total,Total,Percentage,Croatia,2019,51.7
Total,Total,Percentage,Croatia,2020,48.9
Total,Total,Percentage,Croatia,2021,46.5
Total,Total,Percentage,Croatia,2022,44.8
Total,Total,Percentage,Croatia,2023,41.4
Total,Total,Percentage,Hungary,2015,72.2
Total,Total,Percentage,Hungary,2016,50.8
Total,Total,Percentage,Hungary,2017,31.5
Total,Total,Percentage,Hungary,2018,33.3
Total,Total,Percentage,Hungary,2019,33.0
Total,Total,Percentage,Hungary,2020,35.7
Total,Total,Percentage,Hungary,2021,34.8
Total,Total,Percentage,Hungary,2022,33.9
Total,Total,Percentage,Hungary,2023,31.5
Total,Total,Percentage,Hungary,2024,28.7
Total,Total,Percentage,Ireland,2015,50.2
Total,Total,Percentage,Ireland,2016,45.2
Total,Total,Percentage,Ireland,2017,41.6
Total,Total,Percentage,Ireland,2018,37.3
Total,Total,Percentage,Ireland,2019,37.1
Total,Total,Percentage,Ireland,2020,33.4
Total,Total,Percentage,Ireland,2021,29.1
Total,Total,Percentage,Ireland,2022,33.1
Total,Total,Percentage,Ireland,2023,34.3
Total,Total,Percentage,Iceland,2015,36.9
Total,Total,Percentage,Iceland,2016,30.9
Total,Total,Percentage,Iceland,2017,29.2
Total,Total,Percentage,Iceland,2018,25.8
Total,Total,Percentage,Iceland,2019,24.7
Total,Total,Percentage,Iceland,2020,22.4
Total,Total,Percentage,Italy,2015,39.9
Total,Total,Percentage,Italy,2016,40.4
Total,Total,Percentage,Italy,2017,38.3
Total,Total,Percentage,Italy,2018,35.1
Total,Total,Percentage,Italy,2019,33.8
Total,Total,Percentage,Italy,2020,32.3
Total,Total,Percentage,Italy,2021,32.7
Total,Total,Percentage,Italy,2022,32.9
Total,Total,Percentage,Italy,2023,28.8
Total,Total,Percentage,Italy,2024,29.9
Total,Total,Percentage,Lithuania,2015,53.2
Total,Total,Percentage,Lithuania,2016,53.2
Total,Total,Percentage,Lithuania,2017,50.6
Total,Total,Percentage,Lithuania,2018,48.8
Total,Total,Percentage,Lithuania,2019,46.8
Total,Total,Percentage,Lithuania,2020,41.8
Total,Total,Percentage,Lithuania,2021,36.4
Total,Total,Percentage,Lithuania,2022,39.3
Total,Total,Percentage,Lithuania,2023,40.5
Total,Total,Percentage,Luxembourg,2015,23.0
Total,Total,Percentage,Luxembourg,2016,21.9
Total,Total,Percentage,Luxembourg,2017,20.4
Total,Total,Percentage,Luxembourg,2018,19.7
Total,Total,Percentage,Luxembourg,2019,16.7
Total,Total,Percentage,Luxembourg,2020,22.5
Total,Total,Percentage,Luxembourg,2021,21.3
Total,Total,Percentage,Luxembourg,2022,18.8
Total,Total,Percentage,Luxembourg,2023,24.1
Total,Total,Percentage,Luxembourg,2024,22.5
Total,Total,Percentage,Latvia,2015,60.4
Total,Total,Percentage,Latvia,2016,60.0
Total,Total,Percentage,Latvia,2017,59.9
Total,Total,Percentage,Latvia,2018,55.3
Total,Total,Percentage,Latvia,2019,49.8
Total,Total,Percentage,Latvia,2020,45.6
Total,Total,Percentage,Latvia,2021,41.7
Total,Total,Percentage,Latvia,2022,44.1
Total,Total,Percentage,Latvia,2023,44.8
