citizen,unit,geo,TIME_PERIOD,OBS_VALUE
Total,Number,France,2017,68974.0
Total,Number,France,2018,70059.0
Total,Number,France,2019,70739.0
Total,Number,France,2020,62543.0
Total,Number,France,2021,69448.0
Total,Number,France,2022,72173.0
Total,Number,Croatia,2013,4352.0
Total,Number,Croatia,2014,3763.0
Total,Number,Croatia,2015,3341.0
Total,Number,Croatia,2016,3108.0
Total,Number,Croatia,2017,3190.0
Total,Number,Croatia,2018,3217.0
Total,Number,Croatia,2019,3533.0
Total,Number,Croatia,2020,3531.0
Total,Number,Croatia,2021,3905.0
Total,Number,Croatia,2022,4091.0
Total,Number,Hungary,2013,17841.0
Total,Number,Hungary,2014,17890.0
Total,Number,Hungary,2015,17449.0
Total,Number,Hungary,2016,17658.0
Total,Number,Hungary,2017,17343.0
Total,Number,Hungary,2018,16303.0
Total,Number,Hungary,2019,16334.0
Total,Number,Hungary,2020,16752.0
Total,Number,Hungary,2021,18623.0
Total,Number,Hungary,2022,19347.0
Total,Number,Ireland,2013,4088.0
Total,Number,Ireland,2014,3777.0
Total,Number,Ireland,2015,3755.0
Total,Number,Ireland,2016,3718.0
Total,Number,Ireland,2017,3680.0
Total,Number,Ireland,2018,3962.0
Total,Number,Ireland,2019,4017.0
Total,Number,Ireland,2020,3810.0
Total,Number,Ireland,2021,3806.0
Total,Number,Ireland,2022,4369.0
Total,Number,Iceland,2013,147.0
Total,Number,Iceland,2014,154.0
Total,Number,Iceland,2015,139.0
Total,Number,Iceland,2016,116.0
Total,Number,Iceland,2017,137.0
Total,Number,Iceland,2018,136.0
Total,Number,Iceland,2019,158.0
Total,Number,Iceland,2020,141.0
Total,Number,Iceland,2021,142.0
Total,Number,Iceland,2022,138.0
Total,Number,Italy,2013,63848.0
Total,Number,Italy,2014,54745.0
Total,Number,Italy,2015,53410.0
Total,Number,Italy,2016,55978.0
Total,Number,Italy,2017,59038.0
Total,Number,Italy,2018,61131.0
Total,Number,Italy,2019,62232.0
Total,Number,Italy,2020,54605.0
Total,Number,Italy,2021,55349.0
Total,Number,Italy,2022,57455.0
Total,Number,Liechtenstein,2013,68.0
Total,Number,Liechtenstein,2014,53.0
Total,Number,Liechtenstein,2015,53.0
Total,Number,Liechtenstein,2016,72.0
Total,Number,Liechtenstein,2017,73.0
Total,Number,Liechtenstein,2018,63.0
Total,Number,Liechtenstein,2019,43.0
Total,Number,Liechtenstein,2020,57.0
Total,Number,Liechtenstein,2021,52.0
Total,Number,Liechtenstein,2022,58.0
Total,Number,Lithuania,2013,9261.0
Total,Number,Lithuania,2014,8636.0
Total,Number,Lithuania,2015,7355.0
Total,Number,Lithuania,2016,6815.0
Total,Number,Lithuania,2017,6599.0
Total,Number,Lithuania,2018,6485.0
Total,Number,Lithuania,2019,6138.0
Total,Number,Lithuania,2020,5320.0
Total,Number,Lithuania,2021,5086.0
Total,Number,Lithuania,2022,4973.0
Total,Number,Luxembourg,2013,656.0
Total,Number,Luxembourg,2014,626.0
Total,Number,Luxembourg,2015,691.0
Total,Number,Luxembourg,2017,684.0
Total,Number,Luxembourg,2018,656.0
Total,Number,Luxembourg,2019,594.0
Total,Number,Luxembourg,2020,557.0
Total,Number,Luxembourg,2021,617.0
Total,Number,Luxembourg,2022,705.0
Total,Number,Latvia,2013,5136.0
Total,Number,Latvia,2014,4745.0
Total,Number,Latvia,2015,4409.0
Total,Number,Latvia,2016,4243.0
Total,Number,Latvia,2017,3765.0
Total,Number,Latvia,2018,3522.0
Total,Number,Latvia,2019,3414.0
Total,Number,Latvia,2020,3104.0
Total,Number,Latvia,2021,3183.0
Total,Number,Latvia,2022,3229.0
Total,Number,Montenegro,2013,1064.0
Total,Number,Montenegro,2014,1123.0
Total,Number,Montenegro,2015,1131.0
Total,Number,Montenegro,2016,1123.0
Total,Number,Montenegro,2017,1119.0
Total,Number,Montenegro,2018,1125.0
Total,Number,Montenegro,2019,1090.0
Total,Number,Montenegro,2020,810.0
Total,Number,Montenegro,2021,920.0
Total,Number,Montenegro,2022,1026.0
Total,Number,North Macedonia,2016,3231.0
Total,Number,North Macedonia,2017,3031.0
Total,Number,Malta,2013,615.0
Total,Number,Malta,2014,581.0
Total,Number,Malta,2015,569.0
Total,Number,Malta,2016,553.0
Total,Number,Malta,2017,591.0
Total,Number,Malta,2018,635.0
Total,Number,Malta,2019,754.0
Total,Number,Malta,2020,864.0
Total,Number,Malta,2021,614.0
Total,Number,Malta,2022,559.0
Total,Number,Netherlands,2013,12721.0
Total,Number,Netherlands,2014,11934.0
Total,Number,Netherlands,2015,10850.0
Total,Number,Netherlands,2016,10601.0
Total,Number,Netherlands,2017,10874.0
Total,Number,Netherlands,2018,11251.0
Total,Number,Netherlands,2019,11777.0
Total,Number,Netherlands,2020,11024.0
Total,Number,Netherlands,2021,11309.0
Total,Number,Netherlands,2022,11238.0
Total,Number,Norway,2013,3869.0
Total,Number,Norway,2014,4103.0
Total,Number,Norway,2015,4056.0
Total,Number,Norway,2016,4192.0
Total,Number,Norway,2017,4164.0
Total,Number,Norway,2018,3791.0
Total,Number,Norway,2019,3561.0
Total,Number,Norway,2020,3533.0
Total,Number,Norway,2021,3651.0
Total,Number,Norway,2022,3687.0
Total,Number,Poland,2013,80165.0
Total,Number,Poland,2014,79345.0
Total,Number,Poland,2015,72695.0
Total,Number,Poland,2016,72209.0
Total,Number,Poland,2017,74480.0
Total,Number,Poland,2018,72818.0
Total,Number,Poland,2019,74612.0
Total,Number,Poland,2020,68354.0
Total,Number,Poland,2021,72269.0
Total,Number,Poland,2022,71723.0
Total,Number,Portugal,2013,14535.0
Total,Number,Portugal,2014,14198.0
Total,Number,Portugal,2015,14373.0
Total,Number,Portugal,2016,13917.0
Total,Number,Portugal,2017,13587.0
Total,Number,Portugal,2018,13021.0
Total,Number,Portugal,2019,12947.0
Total,Number,Portugal,2020,11502.0
Total,Number,Portugal,2021,11704.0
Total,Number,Portugal,2022,12502.0
Total,Number,Romania,2013,33434.0
Total,Number,Romania,2014,30156.0
Total,Number,Romania,2015,28334.0
Total,Number,Romania,2016,27455.0
Total,Number,Romania,2017,23450.0
Total,Number,Romania,2018,20792.0
Total,Number,Romania,2019,20578.0
Total,Number,Romania,2020,21753.0
Total,Number,Romania,2021,22989.0
Total,Number,Romania,2022,23082.0
Total,Number,Serbia,2013,10031.0
Total,Number,Serbia,2014,10288.0
Total,Number,Serbia,2015,10064.0
Total,Number,Serbia,2016,10672.0
Total,Number,Serbia,2017,10807.0
Total,Number,Serbia,2018,10871.0
Total,Number,Serbia,2019,11077.0
Total,Number,Serbia,2020,10540.0
Total,Number,Serbia,2021,10557.0
Total,Number,Serbia,2022,10787.0
Total,Number,Sweden,2013,5723.0
Total,Number,Sweden,2014,5807.0
Total,Number,Sweden,2015,5691.0
Total,Number,Sweden,2016,5658.0
Total,Number,Sweden,2017,5713.0
Total,Number,Sweden,2018,6114.0
Total,Number,Sweden,2019,6719.0
Total,Number,Sweden,2020,7297.0
Total,Number,Sweden,2021,7776.0
Total,Number,Sweden,2022,8414.0
Total,Number,Slovenia,2013,1360.0
Total,Number,Slovenia,2014,1522.0
Total,Number,Slovenia,2015,1399.0
Total,Number,Slovenia,2016,1308.0
Total,Number,Slovenia,2018,1346.0
Total,Number,Slovenia,2019,1396.0
Total,Number,Slovenia,2020,1449.0
Total,Number,Slovenia,2021,1136.0
Total,Number,Slovenia,2022,1380.0
Total,Number,Slovakia,2013,9753.0
Total,Number,Slovakia,2014,10020.0
Total,Number,Slovakia,2015,9913.0
Total,Number,Slovakia,2016,9995.0
Total,Number,Slovakia,2017,10028.0
Total,Number,Slovakia,2018,10294.0
Total,Number,Slovakia,2019,10555.0
Total,Number,Slovakia,2020,10519.0
Total,Number,Slovakia,2021,10104.0
Total,Number,Slovakia,2022,9839.0
Total,Number,Türkiye,2013,145468.0
Total,Number,Türkiye,2014,159397.0
Total,Number,Türkiye,2015,178257.0
Total,Number,Türkiye,2016,200727.0
Total,Number,Türkiye,2017,233415.0
Total,Number,Türkiye,2018,264842.0
Total,Number,Türkiye,2019,291546.0
Total,Number,Türkiye,2020,267883.0
Total,Number,Türkiye,2021,297863.0
Total,Number,Türkiye,2022,341294.0
Total,Number,England and Wales,2013,81884.0
Total,Number,England and Wales,2014,83678.0
Total,Number,England and Wales,2015,84444.0
Total,Number,England and Wales,2016,83604.0
Total,Number,England and Wales,2017,84441.0
Total,Number,England and Wales,2018,81904.0
Total,Number,Scotland (NUTS 2021),2013,7894.0
Total,Number,Scotland (NUTS 2021),2014,7731.0
Total,Number,Scotland (NUTS 2021),2015,7744.0
Total,Number,Scotland (NUTS 2021),2016,7579.0
Total,Number,Scotland (NUTS 2021),2017,7436.0
Total,Number,Northern Ireland (UK) (NUTS 2021),2013,1796.0
Total,Number,Northern Ireland (UK) (NUTS 2021),2014,1709.0
Total,Number,Northern Ireland (UK) (NUTS 2021),2015,1447.0
Total,Number,Northern Ireland (UK) (NUTS 2021),2016,1407.0
Total,Number,Northern Ireland (UK) (NUTS 2021),2017,1411.0
Total,Number,Northern Ireland (UK) (NUTS 2021),2018,1407.0
Total,Number,Kosovo*,2013,1776.0
Total,Number,Kosovo*,2014,1854.0
Total,Number,Kosovo*,2015,1478.0
Total,Number,Kosovo*,2016,1648.0
Total,Number,Kosovo*,2017,1709.0
Total,Number,Kosovo*,2018,1567.0
Total,Number,Kosovo*,2019,1806.0
Total,Number,Kosovo*,2020,1396.0
Total,Per hundred thousand inhabitants,Albania,2014,196.45
Total,Per hundred thousand inhabitants,Albania,2015,206.79
Total,Per hundred thousand inhabitants,Albania,2016,208.97
Total,Per hundred thousand inhabitants,Albania,2017,197.25
Total,Per hundred thousand inhabitants,Albania,2018,185.21
Total,Per hundred thousand inhabitants,Albania,2019,176.25
Total,Per hundred thousand inhabitants,Albania,2020,162.12
Total,Per hundred thousand inhabitants,Albania,2021,175.14
Total,Per hundred thousand inhabitants,Albania,2022,181.13
Total,Per hundred thousand inhabitants,Austria,2013,104.85
Total,Per hundred thousand inhabitants,Austria,2014,102.18
Total,Per hundred thousand inhabitants,Austria,2015,101.03
Total,Per hundred thousand inhabitants,Austria,2016,99.18
Total,Per hundred thousand inhabitants,Austria,2017,100.9
Total,Per hundred thousand inhabitants,Austria,2018,103.86
Total,Per hundred thousand inhabitants,Austria,2019,102.41
Total,Per hundred thousand inhabitants,Austria,2020,95.36
Total,Per hundred thousand inhabitants,Austria,2021,94.44
Total,Per hundred thousand inhabitants,Austria,2022,100.16
Total,Per hundred thousand inhabitants,Belgium,2013,105.88
Total,Per hundred thousand inhabitants,Belgium,2015,97.84
Total,Per hundred thousand inhabitants,Belgium,2017,92.24
Total,Per hundred thousand inhabitants,Belgium,2018,90.02
Total,Per hundred thousand inhabitants,Belgium,2019,94.23
Total,Per hundred thousand inhabitants,Belgium,2020,89.89
Total,Per hundred thousand inhabitants,Belgium,2021,93.2
Total,Per hundred thousand inhabitants,Belgium,2022,95.11
Total,Per hundred thousand inhabitants,Bulgaria,2013,121.27
Total,Per hundred thousand inhabitants,Bulgaria,2014,108.62
Total,Per hundred thousand inhabitants,Bulgaria,2015,102.86
Total,Per hundred thousand inhabitants,Bulgaria,2016,102.67
Total,Per hundred thousand inhabitants,Bulgaria,2017,98.4
Total,Per hundred thousand inhabitants,Bulgaria,2018,94.34
Total,Per hundred thousand inhabitants,Bulgaria,2019,92.11
Total,Per hundred thousand inhabitants,Bulgaria,2020,89.92
Total,Per hundred thousand inhabitants,Bulgaria,2021,84.91
Total,Per hundred thousand inhabitants,Bulgaria,2022,81.55
Total,Per hundred thousand inhabitants,Switzerland,2013,82.75
Total,Per hundred thousand inhabitants,Switzerland,2014,80.09
Total,Per hundred thousand inhabitants,Switzerland,2015,78.88
Total,Per hundred thousand inhabitants,Switzerland,2016,78.14
Total,Per hundred thousand inhabitants,Switzerland,2017,77.96
Total,Per hundred thousand inhabitants,Switzerland,2018,77.82
Total,Per hundred thousand inhabitants,Switzerland,2019,76.87
Total,Per hundred thousand inhabitants,Switzerland,2020,71.84
Total,Per hundred thousand inhabitants,Switzerland,2021,70.51
Total,Per hundred thousand inhabitants,Switzerland,2022,71.54
Total,Per hundred thousand inhabitants,Cyprus,2013,63.87
Total,Per hundred thousand inhabitants,Cyprus,2014,62.0
Total,Per hundred thousand inhabitants,Cyprus,2015,64.58
Total,Per hundred thousand inhabitants,Cyprus,2016,69.08
Total,Per hundred thousand inhabitants,Cyprus,2017,69.26
Total,Per hundred thousand inhabitants,Cyprus,2018,71.62
Total,Per hundred thousand inhabitants,Cyprus,2019,86.65
Total,Per hundred thousand inhabitants,Cyprus,2020,67.68
Total,Per hundred thousand inhabitants,Cyprus,2021,88.73
Total,Per hundred thousand inhabitants,Cyprus,2022,105.89
Total,Per hundred thousand inhabitants,Czechia,2013,158.28
Total,Per hundred thousand inhabitants,Czechia,2014,177.49
Total,Per hundred thousand inhabitants,Czechia,2015,198.0
Total,Per hundred thousand inhabitants,Czechia,2016,213.01
Total,Per hundred thousand inhabitants,Czechia,2017,209.47
Total,Per hundred thousand inhabitants,Czechia,2018,203.36
Total,Per hundred thousand inhabitants,Czechia,2019,197.64
Total,Per hundred thousand inhabitants,Czechia,2020,180.35
Total,Per hundred thousand inhabitants,Czechia,2021,175.19
Total,Per hundred thousand inhabitants,Czechia,2022,181.16
Total,Per hundred thousand inhabitants,Germany,2013,82.24
Total,Per hundred thousand inhabitants,Germany,2014,78.28
Total,Per hundred thousand inhabitants,Germany,2015,77.61
Total,Per hundred thousand inhabitants,Germany,2016,78.24
Total,Per hundred thousand inhabitants,Germany,2017,79.79
Total,Per hundred thousand inhabitants,Germany,2018,79.43
Total,Per hundred thousand inhabitants,Germany,2019,76.06
Total,Per hundred thousand inhabitants,Germany,2020,71.65
Total,Per hundred thousand inhabitants,Germany,2021,69.18
Total,Per hundred thousand inhabitants,Germany,2022,69.04
Total,Per hundred thousand inhabitants,Denmark,2013,73.02
Total,Per hundred thousand inhabitants,Denmark,2014,63.67
Total,Per hundred thousand inhabitants,Denmark,2015,56.59
Total,Per hundred thousand inhabitants,Denmark,2016,59.71
Total,Per hundred thousand inhabitants,Denmark,2017,59.46
Total,Per hundred thousand inhabitants,Denmark,2018,62.88
Total,Per hundred thousand inhabitants,Denmark,2019,67.52
Total,Per hundred thousand inhabitants,Denmark,2020,71.55
Total,Per hundred thousand inhabitants,Denmark,2021,72.29
Total,Per hundred thousand inhabitants,Denmark,2022,71.64
Total,Per hundred thousand inhabitants,Estonia,2013,228.98
Total,Per hundred thousand inhabitants,Estonia,2014,230.58
Total,Per hundred thousand inhabitants,Estonia,2015,214.7
Total,Per hundred thousand inhabitants,Estonia,2016,217.64
Total,Per hundred thousand inhabitants,Estonia,2017,206.97
Total,Per hundred thousand inhabitants,Estonia,2018,195.89
Total,Per hundred thousand inhabitants,Estonia,2019,187.72
Total,Per hundred thousand inhabitants,Estonia,2020,176.68
Total,Per hundred thousand inhabitants,Estonia,2021,164.58
Total,Per hundred thousand inhabitants,Estonia,2022,155.65
Total,Per hundred thousand inhabitants,Greece,2013,115.35
Total,Per hundred thousand inhabitants,Greece,2014,107.97
Total,Per hundred thousand inhabitants,Greece,2015,88.52
Total,Per hundred thousand inhabitants,Greece,2016,88.65
Total,Per hundred thousand inhabitants,Greece,2017,92.97
Total,Per hundred thousand inhabitants,Greece,2018,99.19
Total,Per hundred thousand inhabitants,Greece,2019,101.55
Total,Per hundred thousand inhabitants,Greece,2020,106.16
Total,Per hundred thousand inhabitants,Greece,2021,103.29
Total,Per hundred thousand inhabitants,Greece,2022,100.63
Total,Per hundred thousand inhabitants,Spain,2013,142.88
Total,Per hundred thousand inhabitants,Spain,2014,139.78
Total,Per hundred thousand inhabitants,Spain,2015,132.65
Total,Per hundred thousand inhabitants,Spain,2016,128.31
Total,Per hundred thousand inhabitants,Spain,2017,126.4
Total,Per hundred thousand inhabitants,Spain,2018,126.2
Total,Per hundred thousand inhabitants,Spain,2019,124.67
Total,Per hundred thousand inhabitants,Spain,2020,116.58
Total,Per hundred thousand inhabitants,Spain,2021,116.24
Total,Per hundred thousand inhabitants,Spain,2022,117.54
Total,Per hundred thousand inhabitants,Finland,2013,60.72
Total,Per hundred thousand inhabitants,Finland,2014,57.75
Total,Per hundred thousand inhabitants,Finland,2015,57.29
Total,Per hundred thousand inhabitants,Finland,2016,57.51
Total,Per hundred thousand inhabitants,Finland,2017,56.0
Total,Per hundred thousand inhabitants,Finland,2018,53.62
Total,Per hundred thousand inhabitants,Finland,2019,53.37
Total,Per hundred thousand inhabitants,Finland,2020,49.79
Total,Per hundred thousand inhabitants,Finland,2021,50.8
Total,Per hundred thousand inhabitants,Finland,2022,51.57
Total,Per hundred thousand inhabitants,France,2013,102.25
Total,Per hundred thousand inhabitants,France,2014,100.5
Total,Per hundred thousand inhabitants,France,2015,100.29
Total,Per hundred thousand inhabitants,France,2016,102.5
Total,Per hundred thousand inhabitants,France,2017,103.25
Total,Per hundred thousand inhabitants,France,2018,104.69
Total,Per hundred thousand inhabitants,France,2019,105.3
Total,Per hundred thousand inhabitants,France,2020,92.9
Total,Per hundred thousand inhabitants,France,2021,102.65
Total,Per hundred thousand inhabitants,France,2022,106.34
Total,Per hundred thousand inhabitants,Croatia,2013,102.11
Total,Per hundred thousand inhabitants,Croatia,2014,88.61
Total,Per hundred thousand inhabitants,Croatia,2015,79.07
Total,Per hundred thousand inhabitants,Croatia,2016,74.16
Total,Per hundred thousand inhabitants,Croatia,2017,76.79
Total,Per hundred thousand inhabitants,Croatia,2018,78.36
Total,Per hundred thousand inhabitants,Croatia,2019,86.67
Total,Per hundred thousand inhabitants,Croatia,2020,87.01
Total,Per hundred thousand inhabitants,Croatia,2021,96.75
Total,Per hundred thousand inhabitants,Croatia,2022,105.92
Total,Per hundred thousand inhabitants,Hungary,2013,180.05
Total,Per hundred thousand inhabitants,Hungary,2014,181.12
Total,Per hundred thousand inhabitants,Hungary,2015,177.05
Total,Per hundred thousand inhabitants,Hungary,2016,179.62
Total,Per hundred thousand inhabitants,Hungary,2017,177.01
Total,Per hundred thousand inhabitants,Hungary,2018,166.73
Total,Per hundred thousand inhabitants,Hungary,2019,167.14
Total,Per hundred thousand inhabitants,Hungary,2020,171.47
Total,Per hundred thousand inhabitants,Hungary,2021,191.38
Total,Per hundred thousand inhabitants,Hungary,2022,199.68
Total,Per hundred thousand inhabitants,Ireland,2013,89.04
Total,Per hundred thousand inhabitants,Ireland,2014,82.01
Total,Per hundred thousand inhabitants,Ireland,2015,81.12
Total,Per hundred thousand inhabitants,Ireland,2016,78.67
Total,Per hundred thousand inhabitants,Ireland,2017,76.92
Total,Per hundred thousand inhabitants,Ireland,2018,82.02
Total,Per hundred thousand inhabitants,Ireland,2019,81.91
Total,Per hundred thousand inhabitants,Ireland,2020,76.75
Total,Per hundred thousand inhabitants,Ireland,2021,76.02
Total,Per hundred thousand inhabitants,Ireland,2022,86.34
Total,Per hundred thousand inhabitants,Iceland,2013,45.67
Total,Per hundred thousand inhabitants,Iceland,2014,47.29
Total,Per hundred thousand inhabitants,Iceland,2015,42.24
Total,Per hundred thousand inhabitants,Iceland,2016,34.88
Total,Per hundred thousand inhabitants,Iceland,2017,40.49
Total,Per hundred thousand inhabitants,Iceland,2018,39.03
Total,Per hundred thousand inhabitants,Iceland,2019,44.26
Total,Per hundred thousand inhabitants,Iceland,2020,38.72
Total,Per hundred thousand inhabitants,Iceland,2021,38.5
Total,Per hundred thousand inhabitants,Iceland,2022,36.68
Total,Per hundred thousand inhabitants,Italy,2013,106.97
Total,Per hundred thousand inhabitants,Italy,2014,90.07
Total,Per hundred thousand inhabitants,Italy,2015,87.85
Total,Per hundred thousand inhabitants,Italy,2016,92.27
Total,Per hundred thousand inhabitants,Italy,2017,97.44
Total,Per hundred thousand inhabitants,Italy,2018,101.07
Total,Per hundred thousand inhabitants,Italy,2019,104.04
Total,Per hundred thousand inhabitants,Italy,2020,91.56
Total,Per hundred thousand inhabitants,Italy,2021,93.44
Total,Per hundred thousand inhabitants,Italy,2022,97.33
Total,Per hundred thousand inhabitants,Liechtenstein,2013,184.59
Total,Per hundred thousand inhabitants,Liechtenstein,2014,142.75
Total,Per hundred thousand inhabitants,Liechtenstein,2015,141.84
Total,Per hundred thousand inhabitants,Liechtenstein,2016,191.38
Total,Per hundred thousand inhabitants,Liechtenstein,2017,193.07
Total,Per hundred thousand inhabitants,Liechtenstein,2018,165.29
Total,Per hundred thousand inhabitants,Liechtenstein,2019,112.04
Total,Per hundred thousand inhabitants,Liechtenstein,2020,147.11
Total,Per hundred thousand inhabitants,Liechtenstein,2021,133.15
Total,Per hundred thousand inhabitants,Liechtenstein,2022,147.55
Total,Per hundred thousand inhabitants,Lithuania,2013,311.62
Total,Per hundred thousand inhabitants,Lithuania,2014,293.4
Total,Per hundred thousand inhabitants,Lithuania,2015,251.77
Total,Per hundred thousand inhabitants,Lithuania,2016,235.93
Total,Per hundred thousand inhabitants,Lithuania,2017,231.71
Total,Per hundred thousand inhabitants,Lithuania,2018,230.87
Total,Per hundred thousand inhabitants,Lithuania,2019,219.67
Total,Per hundred thousand inhabitants,Lithuania,2020,190.4
Total,Per hundred thousand inhabitants,Lithuania,2021,181.92
Total,Per hundred thousand inhabitants,Lithuania,2022,177.23
Total,Per hundred thousand inhabitants,Luxembourg,2013,122.15
Total,Per hundred thousand inhabitants,Luxembourg,2014,113.88
Total,Per hundred thousand inhabitants,Luxembourg,2015,122.74
Total,Per hundred thousand inhabitants,Luxembourg,2017,115.8
Total,Per hundred thousand inhabitants,Luxembourg,2018,108.97
Total,Per hundred thousand inhabitants,Luxembourg,2019,96.76
Total,Per hundred thousand inhabitants,Luxembourg,2020,88.96
Total,Per hundred thousand inhabitants,Luxembourg,2021,97.21
Total,Per hundred thousand inhabitants,Luxembourg,2022,109.24
Total,Per hundred thousand inhabitants,Latvia,2013,253.78
Total,Per hundred thousand inhabitants,Latvia,2014,237.08
Total,Per hundred thousand inhabitants,Latvia,2015,221.99
Total,Per hundred thousand inhabitants,Latvia,2016,215.49
Total,Per hundred thousand inhabitants,Latvia,2017,193.07
Total,Per hundred thousand inhabitants,Latvia,2018,182.07
Total,Per hundred thousand inhabitants,Latvia,2019,177.82
Total,Per hundred thousand inhabitants,Latvia,2020,162.71
Total,Per hundred thousand inhabitants,Latvia,2021,168.13
Total,Per hundred thousand inhabitants,Latvia,2022,172.14
Total,Per hundred thousand inhabitants,Montenegro,2013,171.37
Total,Per hundred thousand inhabitants,Montenegro,2014,180.69
Total,Per hundred thousand inhabitants,Montenegro,2015,181.8
Total,Per hundred thousand inhabitants,Montenegro,2016,180.48
Total,Per hundred thousand inhabitants,Montenegro,2017,179.79
Total,Per hundred thousand inhabitants,Montenegro,2018,180.76
Total,Per hundred thousand inhabitants,Montenegro,2019,175.19
Total,Per hundred thousand inhabitants,Montenegro,2020,130.25
Total,Per hundred thousand inhabitants,Montenegro,2021,148.21
Total,Per hundred thousand inhabitants,Montenegro,2022,166.1
Total,Per hundred thousand inhabitants,North Macedonia,2016,155.99
Total,Per hundred thousand inhabitants,North Macedonia,2017,146.16
Total,Per hundred thousand inhabitants,Malta,2013,145.95
Total,Per hundred thousand inhabitants,Malta,2014,136.58
Total,Per hundred thousand inhabitants,Malta,2015,129.41
Total,Per hundred thousand inhabitants,Malta,2016,122.78
Total,Per hundred thousand inhabitants,Malta,2017,128.4
Total,Per hundred thousand inhabitants,Malta,2018,133.49
Total,Per hundred thousand inhabitants,Malta,2019,152.77
Total,Per hundred thousand inhabitants,Malta,2020,167.91
Total,Per hundred thousand inhabitants,Malta,2021,118.97
Total,Per hundred thousand inhabitants,Malta,2022,107.3
Total,Per hundred thousand inhabitants,Netherlands,2013,75.81
Total,Per hundred thousand inhabitants,Netherlands,2014,70.91
Total,Per hundred thousand inhabitants,Netherlands,2015,64.2
Total,Per hundred thousand inhabitants,Netherlands,2016,62.44
Total,Per hundred thousand inhabitants,Netherlands,2017,63.66
Total,Per hundred thousand inhabitants,Netherlands,2018,65.48
Total,Per hundred thousand inhabitants,Netherlands,2019,68.15
Total,Per hundred thousand inhabitants,Netherlands,2020,63.33
Total,Per hundred thousand inhabitants,Netherlands,2021,64.71
Total,Per hundred thousand inhabitants,Netherlands,2022,63.89
Total,Per hundred thousand inhabitants,Norway,2013,76.59
Total,Per hundred thousand inhabitants,Norway,2014,80.33
Total,Per hundred thousand inhabitants,Norway,2015,78.51
Total,Per hundred thousand inhabitants,Norway,2016,80.45
Total,Per hundred thousand inhabitants,Norway,2017,79.19
Total,Per hundred thousand inhabitants,Norway,2018,71.59
Total,Per hundred thousand inhabitants,Norway,2019,66.83
Total,Per hundred thousand inhabitants,Norway,2020,65.82
Total,Per hundred thousand inhabitants,Norway,2021,67.72
Total,Per hundred thousand inhabitants,Norway,2022,67.96
Total,Per hundred thousand inhabitants,Poland,2013,210.61
Total,Per hundred thousand inhabitants,Poland,2014,208.7
Total,Per hundred thousand inhabitants,Poland,2015,191.27
Total,Per hundred thousand inhabitants,Poland,2016,190.19
Total,Per hundred thousand inhabitants,Poland,2017,196.14
Total,Per hundred thousand inhabitants,Poland,2018,191.74
Total,Per hundred thousand inhabitants,Poland,2019,196.49
Total,Per hundred thousand inhabitants,Poland,2020,180.08
Total,Per hundred thousand inhabitants,Poland,2021,190.99
Total,Per hundred thousand inhabitants,Poland,2022,190.48
Total,Per hundred thousand inhabitants,Portugal,2013,138.6
Total,Per hundred thousand inhabitants,Portugal,2014,136.16
Total,Per hundred thousand inhabitants,Portugal,2015,138.54
Total,Per hundred thousand inhabitants,Portugal,2016,134.58
Total,Per hundred thousand inhabitants,Portugal,2017,131.79
Total,Per hundred thousand inhabitants,Portugal,2018,126.53
Total,Per hundred thousand inhabitants,Portugal,2019,125.99
Total,Per hundred thousand inhabitants,Portugal,2020,111.71
Total,Per hundred thousand inhabitants,Portugal,2021,113.65
Total,Per hundred thousand inhabitants,Portugal,2022,120.77
Total,Per hundred thousand inhabitants,Romania,2013,167.0
Total,Per hundred thousand inhabitants,Romania,2014,151.18
Total,Per hundred thousand inhabitants,Romania,2015,142.59
Total,Per hundred thousand inhabitants,Romania,2016,138.94
Total,Per hundred thousand inhabitants,Romania,2017,119.37
Total,Per hundred thousand inhabitants,Romania,2018,106.46
Total,Per hundred thousand inhabitants,Romania,2019,105.99
Total,Per hundred thousand inhabitants,Romania,2020,112.54
Total,Per hundred thousand inhabitants,Romania,2021,119.72
Total,Per hundred thousand inhabitants,Romania,2022,121.21
Total,Per hundred thousand inhabitants,Serbia,2013,139.68
Total,Per hundred thousand inhabitants,Serbia,2014,143.95
Total,Per hundred thousand inhabitants,Serbia,2015,141.46
Total,Per hundred thousand inhabitants,Serbia,2016,150.81
Total,Per hundred thousand inhabitants,Serbia,2017,153.5
Total,Per hundred thousand inhabitants,Serbia,2018,155.27
Total,Per hundred thousand inhabitants,Serbia,2019,159.07
Total,Per hundred thousand inhabitants,Serbia,2020,152.16
Total,Per hundred thousand inhabitants,Serbia,2021,153.63
Total,Per hundred thousand inhabitants,Serbia,2022,158.7
Total,Per hundred thousand inhabitants,Sweden,2013,59.89
Total,Per hundred thousand inhabitants,Sweden,2014,60.21
Total,Per hundred thousand inhabitants,Sweden,2015,58.39
Total,Per hundred thousand inhabitants,Sweden,2016,57.44
Total,Per hundred thousand inhabitants,Sweden,2017,57.16
Total,Per hundred thousand inhabitants,Sweden,2018,60.41
Total,Per hundred thousand inhabitants,Sweden,2019,65.68
Total,Per hundred thousand inhabitants,Sweden,2020,70.66
Total,Per hundred thousand inhabitants,Sweden,2021,74.92
Total,Per hundred thousand inhabitants,Sweden,2022,80.5
Total,Per hundred thousand inhabitants,Slovenia,2013,66.06
