unit,indic_il,citizen,sex,age,geo,TIME_PERIOD,OBS_VALUE
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,Serbia,2020,2602.0
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,Serbia,2021,5061.0
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,Serbia,2022,
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,Serbia,2023,6989.0
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,Sweden,2015,14414.0
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,Sweden,2016,14506.0
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,Sweden,2017,15400.0
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,Sweden,2018,14799.0
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,Sweden,2019,14123.0
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,Sweden,2020,15932.0
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,Sweden,2021,17110.0
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,Sweden,2022,18171.0
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,Sweden,2023,19438.0
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,Sweden,2024,20034.0
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,Slovenia,2015,8441.0
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,Slovenia,2016,8180.0
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,Slovenia,2017,8786.0
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,Slovenia,2018,9438.0
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,Slovenia,2019,10763.0
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,Slovenia,2020,11154.0
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,Slovenia,2021,12902.0
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,Slovenia,2022,13012.0
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,Slovenia,2023,14622.0
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,Slovenia,2024,15618.0
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,Slovakia,2015,
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,Slovakia,2016,
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,Slovakia,2017,
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,Slovakia,2018,
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,Slovakia,2019,
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,Slovakia,2020,
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,Slovakia,2021,
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,Slovakia,2022,
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,Slovakia,2023,
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,Türkiye,2015,4567.0
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,Türkiye,2016,4886.0
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,Türkiye,2017,4195.0
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,Türkiye,2018,3980.0
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,Türkiye,2019,3451.0
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,Türkiye,2020,3041.0
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,Türkiye,2021,2548.0
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,Türkiye,2022,2614.0
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,Türkiye,2023,2970.0
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,United Kingdom,2015,21079.0
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,United Kingdom,2016,20842.0
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,United Kingdom,2017,20934.0
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,United Kingdom,2018,19947.0
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,Kosovo*,2018,3347.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Albania,2017,
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Albania,2018,
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Albania,2019,
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Albania,2020,
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Austria,2015,16402.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Austria,2016,15206.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Austria,2017,16747.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Austria,2018,18407.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Austria,2019,19090.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Austria,2020,18163.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Austria,2021,19004.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Austria,2022,19289.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Belgium,2015,12420.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Belgium,2016,12755.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Belgium,2017,12917.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Belgium,2018,14326.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Belgium,2019,16367.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Belgium,2020,16327.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Belgium,2021,17399.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Belgium,2022,19028.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Belgium,2023,19308.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Bulgaria,2015,4386.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Bulgaria,2016,4042.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Bulgaria,2017,4237.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Bulgaria,2018,3709.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Bulgaria,2019,4899.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Bulgaria,2020,4131.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Bulgaria,2021,3195.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Bulgaria,2022,3829.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Switzerland,2015,31122.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Switzerland,2016,34316.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Switzerland,2017,34668.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Switzerland,2018,32428.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Switzerland,2019,31706.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Switzerland,2020,32175.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Switzerland,2021,32665.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Cyprus,2015,9700.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Cyprus,2016,9953.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Cyprus,2017,10533.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Cyprus,2018,11000.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Cyprus,2019,11440.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Cyprus,2020,12152.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Cyprus,2021,11749.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Cyprus,2022,12894.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Czechia,2015,7181.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Czechia,2016,8152.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Czechia,2017,7761.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Czechia,2018,9188.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Czechia,2019,11515.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Czechia,2020,11662.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Czechia,2021,11373.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Czechia,2022,11822.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Germany,2015,15019.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Germany,2016,15599.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Germany,2017,15835.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Germany,2018,18488.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Germany,2019,19293.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Germany,2020,19443.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Germany,2021,18067.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Germany,2022,18699.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Denmark,2015,21288.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Denmark,2016,23911.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Denmark,2017,22745.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Denmark,2018,23036.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Denmark,2019,23360.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Denmark,2020,20972.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Denmark,2021,24481.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Denmark,2022,25250.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2015,11374.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2016,11474.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2017,11875.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2018,12542.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2019,12821.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2020,14887.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2021,14491.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Euro area - 18 countries (2014),2015,11382.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Euro area - 18 countries (2014),2016,11487.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Euro area - 18 countries (2014),2017,11884.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Euro area - 18 countries (2014),2018,12554.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Euro area - 18 countries (2014),2019,12832.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Euro area - 18 countries (2014),2020,14894.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Euro area - 19 countries  (2015-2022),2015,11374.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Euro area - 19 countries  (2015-2022),2016,11474.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Euro area - 19 countries  (2015-2022),2017,11875.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Euro area - 19 countries  (2015-2022),2018,12542.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Euro area - 19 countries  (2015-2022),2019,12821.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Euro area - 19 countries  (2015-2022),2020,14887.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Euro area - 19 countries  (2015-2022),2021,14491.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Euro area – 20 countries (from 2023),2015,11364.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Euro area – 20 countries (from 2023),2016,11466.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Euro area – 20 countries (from 2023),2017,11862.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Euro area – 20 countries (from 2023),2018,12529.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Euro area – 20 countries (from 2023),2019,12811.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Euro area – 20 countries (from 2023),2021,14394.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Euro area – 20 countries (from 2023),2022,15448.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Estonia,2015,6152.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Estonia,2016,6568.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Estonia,2017,7038.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Estonia,2018,8079.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Estonia,2019,8809.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Estonia,2020,9884.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Estonia,2021,9838.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Estonia,2022,11041.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Greece,2015,4596.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Greece,2016,4838.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Greece,2017,5156.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Greece,2018,5416.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Greece,2019,5860.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Greece,2020,6471.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Greece,2021,6242.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Greece,2022,6800.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Spain,2015,7359.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Spain,2016,7933.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Spain,2017,8336.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Spain,2018,8826.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Spain,2019,8954.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Spain,2020,9503.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Spain,2021,8420.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Spain,2022,9707.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2015,13043.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2016,13168.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2017,12397.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2018,13262.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2019,13506.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,European Union - 27 countries (2007-2013),2015,13053.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,European Union - 27 countries (2007-2013),2016,13176.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,European Union - 27 countries (2007-2013),2017,12408.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,European Union - 27 countries (2007-2013),2018,13274.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,European Union - 27 countries (2007-2013),2019,13515.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,European Union - 27 countries (from 2020),2015,11475.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,European Union - 27 countries (from 2020),2016,11598.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,European Union - 27 countries (from 2020),2017,11990.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,European Union - 27 countries (from 2020),2018,12605.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,European Union - 27 countries (from 2020),2019,12908.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,European Union - 27 countries (from 2020),2020,14905.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,European Union - 27 countries (from 2020),2021,14476.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,European Union - 27 countries (from 2020),2022,15483.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,European Union - 28 countries (2013-2020),2015,13043.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,European Union - 28 countries (2013-2020),2016,13168.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,European Union - 28 countries (2013-2020),2017,12397.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,European Union - 28 countries (2013-2020),2018,13262.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,European Union - 28 countries (2013-2020),2019,13506.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Finland,2015,15887.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Finland,2016,17512.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Finland,2017,18089.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Finland,2018,17622.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Finland,2019,18882.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Finland,2020,18219.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Finland,2021,20390.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Finland,2022,22373.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,France,2015,14734.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,France,2016,14856.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,France,2017,14542.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,France,2018,15164.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,France,2019,13854.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,France,2020,13462.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,France,2021,14810.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,France,2022,14754.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Croatia,2015,3704.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Croatia,2016,4514.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Croatia,2017,3815.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Croatia,2018,4307.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Croatia,2019,5365.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Croatia,2020,6473.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Croatia,2021,6290.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Croatia,2022,6719.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Hungary,2015,
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Hungary,2016,
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Hungary,2017,6251.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Hungary,2018,4692.0
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Hungary,2019,
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Hungary,2020,
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Hungary,2021,
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Hungary,2022,
Euro,Median equivalised net income,Non-EU28 countries (2013-2020) nor reporting country,Total,18 years or over,Ireland,2015,17782.0
