unit,sex,age,citizen,geo,TIME_PERIOD,OBS_VALUE
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Croatia,2023,10.2
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Hungary,2014,7.5
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Hungary,2015,7.4
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Hungary,2016,11.9
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Hungary,2017,10.5
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Hungary,2018,10.3
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Hungary,2019,18.3
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Hungary,2020,15.8
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Hungary,2021,17.9
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Hungary,2022,20.0
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Hungary,2023,19.0
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Ireland,2014,100.0
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Ireland,2015,104.9
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Ireland,2016,116.1
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Ireland,2017,127.3
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Ireland,2018,143.4
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Ireland,2019,155.9
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Ireland,2020,159.3
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Ireland,2021,182.0
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Ireland,2022,225.0
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Ireland,2023,261.6
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Iceland,2014,2.0
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Iceland,2015,2.0
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Iceland,2016,1.9
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Iceland,2017,2.1
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Iceland,2018,2.6
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Iceland,2019,2.7
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Iceland,2020,3.0
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Iceland,2021,5.5
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Iceland,2022,5.7
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Iceland,2023,7.3
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Italy,2014,1544.2
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Italy,2015,1571.0
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Italy,2016,1595.9
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Italy,2017,1609.4
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Italy,2018,1562.3
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Italy,2019,1578.1
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Italy,2020,1488.5
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Italy,2021,1510.8
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Italy,2022,1625.7
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Italy,2023,1617.6
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Lithuania,2014,5.5
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Lithuania,2015,7.4
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Lithuania,2016,6.3
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Lithuania,2017,6.7
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Lithuania,2018,8.7
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Lithuania,2019,11.3
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Lithuania,2020,12.0
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Lithuania,2021,10.4
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Lithuania,2022,15.7
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Lithuania,2023,18.6
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Luxembourg,2014,12.5
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Luxembourg,2015,13.6
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Luxembourg,2016,14.2
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Luxembourg,2017,16.5
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Luxembourg,2018,16.1
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Luxembourg,2019,19.5
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Luxembourg,2020,22.1
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Luxembourg,2021,21.9
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Luxembourg,2022,26.5
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Luxembourg,2023,29.1
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Latvia,2014,106.2
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Latvia,2015,105.1
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Latvia,2016,102.9
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Latvia,2017,97.7
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Latvia,2018,97.4
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Latvia,2019,95.7
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Latvia,2020,97.3
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Latvia,2021,88.7
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Latvia,2022,84.2
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Latvia,2023,83.1
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Montenegro,2014,5.5
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Montenegro,2015,7.1
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Montenegro,2016,6.7
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Montenegro,2017,7.0
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Montenegro,2018,8.4
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Montenegro,2019,8.2
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Montenegro,2020,5.3
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,North Macedonia,2014,
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,North Macedonia,2015,
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,North Macedonia,2016,
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,North Macedonia,2017,
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,North Macedonia,2018,
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,North Macedonia,2019,0.7
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,North Macedonia,2020,0.7
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Malta,2014,7.0
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Malta,2015,11.0
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Malta,2016,10.1
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Malta,2017,23.6
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Malta,2018,32.5
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Malta,2019,40.4
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Malta,2020,44.4
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Malta,2021,42.6
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Malta,2022,53.6
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Malta,2023,72.7
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Netherlands,2014,155.0
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Netherlands,2015,166.5
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Netherlands,2016,164.0
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Netherlands,2017,175.2
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Netherlands,2018,205.9
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Netherlands,2019,226.9
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Netherlands,2020,217.7
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Netherlands,2021,198.8
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Netherlands,2022,199.8
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Netherlands,2023,217.4
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Norway,2014,70.3
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Norway,2015,78.0
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Norway,2016,76.1
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Norway,2017,77.9
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Norway,2018,96.6
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Norway,2019,105.2
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Norway,2020,103.1
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Norway,2021,103.3
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Norway,2022,107.4
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Norway,2023,108.2
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Poland,2014,21.4
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Poland,2015,30.7
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Poland,2016,36.3
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Poland,2017,56.6
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Poland,2018,83.3
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Poland,2019,107.7
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Poland,2020,90.4
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Poland,2021,68.8
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Poland,2022,112.4
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Poland,2023,248.3
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Portugal,2014,84.8
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Portugal,2015,81.1
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Portugal,2016,83.1
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Portugal,2017,82.2
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Portugal,2018,93.8
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Portugal,2019,129.2
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Portugal,2020,123.6
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Portugal,2021,52.1
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Portugal,2022,114.5
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Portugal,2023,247.1
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Romania,2014,
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Romania,2015,
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Romania,2016,
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Romania,2017,
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Romania,2018,8.5
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Romania,2019,
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Romania,2020,
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Romania,2021,9.6
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Romania,2022,7.0
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Romania,2023,13.8
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Serbia,2014,4.9
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Serbia,2015,4.0
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Serbia,2016,3.2
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Serbia,2017,2.8
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Serbia,2018,3.3
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Serbia,2019,2.9
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Serbia,2020,2.2
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Serbia,2021,2.7
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Serbia,2022,3.5
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Serbia,2023,7.3
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Sweden,2014,138.0
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Sweden,2015,141.8
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Sweden,2016,164.3
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Sweden,2017,183.1
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Sweden,2018,206.4
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Sweden,2019,239.6
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Sweden,2020,224.5
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Sweden,2021,212.9
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Sweden,2022,240.0
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Sweden,2023,242.8
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Slovenia,2014,21.4
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Slovenia,2015,28.6
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Slovenia,2016,33.6
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Slovenia,2017,36.1
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Slovenia,2018,40.3
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Slovenia,2019,43.6
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Slovenia,2020,52.7
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Slovenia,2021,46.4
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Slovenia,2022,55.9
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Slovenia,2023,80.1
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Slovakia,2014,
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Slovakia,2015,2.6
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Slovakia,2016,2.8
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Slovakia,2017,2.9
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Slovakia,2018,2.9
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Slovakia,2019,2.8
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Slovakia,2020,3.1
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Slovakia,2021,
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Slovakia,2022,6.5
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Slovakia,2023,5.9
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,United Kingdom,2014,1159.7
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,United Kingdom,2015,1184.2
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,United Kingdom,2016,1194.1
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,United Kingdom,2017,1177.7
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,United Kingdom,2018,1245.6
Thousand persons,Total,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,United Kingdom,2019,1314.4
Thousand persons,Total,From 15 to 64 years,No response,Belgium,2016,
Thousand persons,Total,From 15 to 64 years,No response,Belgium,2017,3.3
Thousand persons,Total,From 15 to 64 years,No response,Belgium,2018,
Thousand persons,Total,From 15 to 64 years,No response,Belgium,2019,
Thousand persons,Total,From 15 to 64 years,No response,Belgium,2020,
Thousand persons,Total,From 15 to 64 years,No response,Belgium,2021,2.6
Thousand persons,Total,From 15 to 64 years,No response,Belgium,2022,2.6
Thousand persons,Total,From 15 to 64 years,No response,Belgium,2023,3.8
Thousand persons,Total,From 15 to 64 years,No response,Switzerland,2014,1.1
Thousand persons,Total,From 15 to 64 years,No response,Switzerland,2015,1.3
Thousand persons,Total,From 15 to 64 years,No response,Switzerland,2016,
Thousand persons,Total,From 15 to 64 years,No response,Switzerland,2018,
Thousand persons,Total,From 15 to 64 years,No response,Switzerland,2019,
Thousand persons,Total,From 15 to 64 years,No response,Czechia,2014,
Thousand persons,Total,From 15 to 64 years,No response,Czechia,2015,
Thousand persons,Total,From 15 to 64 years,No response,Denmark,2014,
Thousand persons,Total,From 15 to 64 years,No response,Denmark,2015,
Thousand persons,Total,From 15 to 64 years,No response,Denmark,2016,2.3
Thousand persons,Total,From 15 to 64 years,No response,Denmark,2017,3.3
Thousand persons,Total,From 15 to 64 years,No response,Denmark,2018,3.3
Thousand persons,Total,From 15 to 64 years,No response,Denmark,2019,4.2
Thousand persons,Total,From 15 to 64 years,No response,Denmark,2020,3.6
Thousand persons,Total,From 15 to 64 years,No response,Denmark,2021,2.7
Thousand persons,Total,From 15 to 64 years,No response,Denmark,2022,3.0
Thousand persons,Total,From 15 to 64 years,No response,Denmark,2023,3.6
Thousand persons,Total,From 15 to 64 years,No response,Euro area – 20 countries (from 2023),2014,101.3
Thousand persons,Total,From 15 to 64 years,No response,Euro area – 20 countries (from 2023),2015,105.2
Thousand persons,Total,From 15 to 64 years,No response,Euro area – 20 countries (from 2023),2016,101.6
Thousand persons,Total,From 15 to 64 years,No response,Euro area – 20 countries (from 2023),2017,108.9
Thousand persons,Total,From 15 to 64 years,No response,Euro area – 20 countries (from 2023),2018,107.7
Thousand persons,Total,From 15 to 64 years,No response,Euro area – 20 countries (from 2023),2019,117.8
Thousand persons,Total,From 15 to 64 years,No response,Euro area – 20 countries (from 2023),2020,112.9
Thousand persons,Total,From 15 to 64 years,No response,Euro area – 20 countries (from 2023),2021,22.5
Thousand persons,Total,From 15 to 64 years,No response,Euro area – 20 countries (from 2023),2022,20.6
Thousand persons,Total,From 15 to 64 years,No response,Euro area – 20 countries (from 2023),2023,16.8
Thousand persons,Total,From 15 to 64 years,No response,Estonia,2015,
Thousand persons,Total,From 15 to 64 years,No response,Estonia,2017,
Thousand persons,Total,From 15 to 64 years,No response,Greece,2014,1.4
Thousand persons,Total,From 15 to 64 years,No response,Greece,2015,
Thousand persons,Total,From 15 to 64 years,No response,Greece,2016,
Thousand persons,Total,From 15 to 64 years,No response,Greece,2017,1.3
Thousand persons,Total,From 15 to 64 years,No response,Greece,2018,
Thousand persons,Total,From 15 to 64 years,No response,Greece,2019,
Thousand persons,Total,From 15 to 64 years,No response,Greece,2020,2.1
Thousand persons,Total,From 15 to 64 years,No response,Greece,2021,
Thousand persons,Total,From 15 to 64 years,No response,Greece,2022,3.5
Thousand persons,Total,From 15 to 64 years,No response,Greece,2023,1.6
Thousand persons,Total,From 15 to 64 years,No response,European Union - 27 countries (from 2020),2014,105.9
Thousand persons,Total,From 15 to 64 years,No response,European Union - 27 countries (from 2020),2015,111.2
Thousand persons,Total,From 15 to 64 years,No response,European Union - 27 countries (from 2020),2016,109.3
Thousand persons,Total,From 15 to 64 years,No response,European Union - 27 countries (from 2020),2017,118.2
Thousand persons,Total,From 15 to 64 years,No response,European Union - 27 countries (from 2020),2018,119.0
Thousand persons,Total,From 15 to 64 years,No response,European Union - 27 countries (from 2020),2019,129.9
Thousand persons,Total,From 15 to 64 years,No response,European Union - 27 countries (from 2020),2020,127.2
Thousand persons,Total,From 15 to 64 years,No response,European Union - 27 countries (from 2020),2021,25.2
Thousand persons,Total,From 15 to 64 years,No response,European Union - 27 countries (from 2020),2022,23.6
Thousand persons,Total,From 15 to 64 years,No response,European Union - 27 countries (from 2020),2023,20.4
Thousand persons,Total,From 15 to 64 years,No response,Finland,2014,
Thousand persons,Total,From 15 to 64 years,No response,Finland,2015,
Thousand persons,Total,From 15 to 64 years,No response,Finland,2016,
Thousand persons,Total,From 15 to 64 years,No response,Finland,2017,
Thousand persons,Total,From 15 to 64 years,No response,Finland,2018,
Thousand persons,Total,From 15 to 64 years,No response,Finland,2019,
Thousand persons,Total,From 15 to 64 years,No response,Finland,2020,
Thousand persons,Total,From 15 to 64 years,No response,Finland,2021,
Thousand persons,Total,From 15 to 64 years,No response,Finland,2022,
Thousand persons,Total,From 15 to 64 years,No response,Finland,2023,
Thousand persons,Total,From 15 to 64 years,No response,France,2014,17.5
Thousand persons,Total,From 15 to 64 years,No response,France,2015,15.0
Thousand persons,Total,From 15 to 64 years,No response,France,2016,12.4
Thousand persons,Total,From 15 to 64 years,No response,France,2017,12.4
Thousand persons,Total,From 15 to 64 years,No response,France,2018,16.2
Thousand persons,Total,From 15 to 64 years,No response,France,2019,19.7
Thousand persons,Total,From 15 to 64 years,No response,France,2020,14.2
Thousand persons,Total,From 15 to 64 years,No response,France,2021,7.6
Thousand persons,Total,From 15 to 64 years,No response,France,2022,
Thousand persons,Total,From 15 to 64 years,No response,Croatia,2018,
Thousand persons,Total,From 15 to 64 years,No response,Ireland,2017,5.5
Thousand persons,Total,From 15 to 64 years,No response,Ireland,2018,
Thousand persons,Total,From 15 to 64 years,No response,Ireland,2019,
Thousand persons,Total,From 15 to 64 years,No response,Ireland,2020,
Thousand persons,Total,From 15 to 64 years,No response,Iceland,2020,
Thousand persons,Total,From 15 to 64 years,No response,Iceland,2023,
Thousand persons,Total,From 15 to 64 years,No response,Lithuania,2021,
Thousand persons,Total,From 15 to 64 years,No response,Luxembourg,2015,
Thousand persons,Total,From 15 to 64 years,No response,Latvia,2015,
Thousand persons,Total,From 15 to 64 years,No response,Latvia,2016,
Thousand persons,Total,From 15 to 64 years,No response,Latvia,2017,
Thousand persons,Total,From 15 to 64 years,No response,Latvia,2018,
Thousand persons,Total,From 15 to 64 years,No response,Latvia,2019,
Thousand persons,Total,From 15 to 64 years,No response,Latvia,2020,
Thousand persons,Total,From 15 to 64 years,No response,Latvia,2021,
Thousand persons,Total,From 15 to 64 years,No response,Latvia,2022,
Thousand persons,Total,From 15 to 64 years,No response,Latvia,2023,
Thousand persons,Total,From 15 to 64 years,No response,Malta,2015,
Thousand persons,Total,From 15 to 64 years,No response,Malta,2017,
Thousand persons,Total,From 15 to 64 years,No response,Netherlands,2014,81.2
Thousand persons,Total,From 15 to 64 years,No response,Netherlands,2015,87.6
Thousand persons,Total,From 15 to 64 years,No response,Netherlands,2016,86.9
Thousand persons,Total,From 15 to 64 years,No response,Netherlands,2017,83.9
Thousand persons,Total,From 15 to 64 years,No response,Netherlands,2018,86.4
Thousand persons,Total,From 15 to 64 years,No response,Netherlands,2019,92.5
